ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,sha,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,100,100,0.6,0.45,0.14999999999999997,15,25,15,13,18,14,6,27,7,17,9,34,1.5547735945968528,0.4399131656732339,0.2533471031357998,-0.17637416478086135,-0.4124631294414046,1.0364333894937894,0.2533471031357998,-0.125661346855074,-0.4676987991145081,-1.080319340814956,TRUE,0.9346681377849975,0.4036029454295918,1,1.9325424098668842,1.4507798627534423,0.6280762444391672,1.48461717671894,1.8687659957144322,2.4929919555923443,3.275333158921848,-341.01522243212327,0,124,NA,200,100,100,7,696.0304448642465,719.1186664300828,29,0,0.610019269169679,0.44269066540986257,0.1312302467102053,0.3057826637618345,0.1202964241180976,0.15395200602600334,0.12711280046882978,0.16162585891502945,0.07969373198770224,0.21245399744418836,0.09783300139843043,0.14348361136387655,0.14409965582959272,0.3224360019762097,13.12302467102053,30.57826637618345,12.02964241180976,15.395200602600333,12.711280046882978,16.162585891502946,7.969373198770224,21.245399744418837,9.783300139843043,14.348361136387656,14.409965582959272,32.24360019762097,200000,200000,0.503575,0.51705,0.50938,0.514925,0.51831,0.609335,0.3963870621464096,1.0551717976179693,1.6712728667377785,2.1632769812412658,2.851046162302469,4.508546160290795,0.39756034025207504,1.0688582845361878,1.675110622932379,2.1727649631848207,2.8654747113254673,5.144032008205324,10.335978352764934,10.415703831648857,3,0.015343766413136284,0.0011732781056654207,0.013686486918218499,0.0038377561946003613,0.009487981943554935,0.014428549022998283,0.6354858479145289
2,100,100,0.82,0.26,0.5599999999999999,3,32,39,20,2,4,0,5,13,22,15,45,Inf,1.6448536269514715,0.9153650878428139,0.2533471031357998,-0.125661346855074,1.8807936081512504,0.3853204664075676,-0.6433454053929168,-1.554773594596853,-1.7506860712521695,FALSE,NA,NA,2,2.6017132607434106,2.1901364912171117,0.26299702182036483,1.2552991055753757,2.6024350502683236,4.331096887165895,5.362029656618991,-277.0777532933086,0,128,NA,200,100,100,7,568.1555065866172,591.2437281524535,43,0,0.8158124586025132,0.2669149980556135,0.02907838157278229,0.32818258848674853,0.3758240318848557,0.1967944831111268,0.04027385087271762,0.029846664071769058,9.919622904951218e-4,0.04102811232267552,0.14216746678431616,0.23237676826896728,0.12806906110717353,0.4553666292263724,2.907838157278229,32.81825884867485,37.58240318848557,19.67944831111268,4.027385087271762,2.984666407176906,0.09919622904951217,4.102811232267552,14.216746678431615,23.237676826896728,12.806906110717353,45.53666292263724,200000,200000,0.577595,0.59935,0.59393,0.60133,0.557275,0.759745,0.17151342446018722,0.7949764456229187,1.860694121716872,3.2958443524547687,4.777306671088907,6.519976337625365,0.18880225088406533,0.890204931656771,1.9865804789276864,3.469809211442641,4.835367834864935,8.67988145371644,2.1961277800477697,2.5663071325447753,3,0.46342698192723186,0.017288826423878106,0.09522848603385226,0.12588635721081443,0.17396485898787217,0.05806116377602777,2.1599051160910756
3,100,100,0.85,0.1,0.75,14,21,55,7,1,2,3,1,11,14,8,63,1.8807936081512504,1.7506860712521695,1.0364333894937894,0.5533847195556728,0.3318533464368165,1.080319340814956,0.3853204664075676,-1.2815515655446008,-1.8807936081512509,-2.0537489106318225,TRUE,0.4836962648865111,1.47344637207062,3,1.572128827417189,7.427480851889889,0.6880664816027047,1.2302070256623812,3.7089216108721486,5.644110849219192,6.771652533763302,-243.0044226340567,0,136,NA,200,100,100,7,500.0088452681134,523.0970668339497,5,0,0.8218651260360855,0.11538710344330516,0.15166756819269533,0.19659441197732652,0.536350916386673,0.09187829200993569,0.014604054967974789,0.008904756465394681,0.016031804219031137,0.022215805542701056,0.13988726420218225,0.11911913492274465,0.06663724896495804,0.6361087421483829,15.166756819269533,19.65944119773265,53.6350916386673,9.18782920099357,1.4604054967974789,0.8904756465394681,1.6031804219031138,2.2215805542701057,13.988726420218226,11.911913492274465,6.663724896495804,63.61087421483829,200000,200000,0.479085,0.51947,0.634635,0.618835,0.573385,0.905,0.4311310218002026,0.960292847797695,2.19642440998558,4.440442345885848,6.120777147594184,7.898171294060988,0.4161482553424428,0.9704912029928635,2.5251974934580543,4.67396774896463,6.203735805088041,16.235019645210624,5.4316170121187195,5.071314826084375,3,0.16664898673704054,-0.014982766457759755,0.01019835519516854,0.32877308347247425,0.2335254030787821,0.08295865749385634,8.336848351149637
4,100,100,0.61,0.24,0.37,3,33,40,14,8,2,0,15,24,6,24,31,Inf,1.0364333894937894,0.27931903444745404,0.12566134685507413,-0.4958503473474532,1.8807936081512504,0.35845879325119373,-0.7063025628400875,-1.2815515655446008,-2.0537489106318225,FALSE,NA,NA,4,1.633864954185847,2.956664735727407,0.22354113030842276,1.2988444850598946,2.8435754453179203,3.6213281675141475,5.825134345144072,-292.9933634108322,0,138,NA,200,100,100,7,599.9867268216644,623.0749483875007,27,0,0.6367286358427433,0.22376197440246404,0.021556181803489345,0.35121125075804455,0.4034705930360021,0.10015471734063142,0.1034566793411048,0.020150577720727814,0.009572802197916066,0.12667597976600747,0.2270225821933331,0.10379345512482724,0.2266860470059202,0.3062491337119959,2.1556181803489345,35.12112507580446,40.347059303600204,10.01547173406314,10.34566793411048,2.0150577720727814,0.9572802197916066,12.667597976600748,22.70225821933331,10.379345512482724,22.66860470059202,30.62491337119959,200000,200000,0.45801,0.51337,0.559665,0.53589,0.600405,0.762725,0.14623711114352808,0.8021417549066933,1.9750283374847304,3.198567184160483,4.4219400116879015,6.97586456920913,0.13740523378886998,0.8154454496849457,2.066438304068924,3.224610529883026,4.6436742657744645,9.374115316388377,5.013179561440295,7.070434217968421,3,0.0696863580647108,-0.008831877354658096,0.01330369477825244,0.09140996658419365,0.026043345722543076,0.221734254086563,2.3982507471792465
5,100,100,0.62,0.38,0.24,9,17,36,14,14,10,4,21,13,16,14,32,1.7506860712521695,0.6744897501960817,0.3054807880993974,-0.10043372051146975,-0.4676987991145081,1.3407550336902165,0.6433454053929168,-0.3054807880993974,-0.7063025628400875,-1.2815515655446008,TRUE,0.7887859374011748,0.4812887794110285,5,1.5157625457371786,2.136451391782054,0.4356578051019679,1.1069406398183188,2.017291131529517,2.7696778306364864,3.8279206078693164,-337.3287181841322,0,176,NA,200,100,100,7,688.6574363682644,711.7456579341007,21,0,0.6017364036362203,0.4013458803332076,0.07136049350667843,0.23215078446053955,0.2951428416995744,0.16505419655351383,0.13126121046356576,0.10503047331612803,0.05916688653687658,0.14365861811154448,0.19543809171535861,0.13725373666310364,0.14954240119331297,0.3149402657798037,7.136049350667843,23.215078446053955,29.51428416995744,16.505419655351382,13.126121046356577,10.503047331612802,5.916688653687658,14.36586181115445,19.543809171535862,13.725373666310364,14.954240119331297,31.49402657798037,200000,200000,0.44321,0.49464,0.51568,0.522275,0.532905,0.679025,0.27998429352849846,0.783972159996042,1.5383672261522692,2.3656688149280782,3.234671522352628,5.037826214507797,0.2568996717213325,0.7801520185665128,1.5539135730563427,2.3804792981032468,3.269120273414072,6.31704768467643,10.360127052223852,10.393456637591978,3,0.015501336395879584,-0.023084621807165973,-0.0038201414295291336,0.015546346904073527,0.014810483175168532,0.03444875106144396,1.2792214701686326
6,100,100,0.53,0.3,0.23000000000000004,12,20,38,14,11,5,4,14,29,11,8,34,1.7506860712521695,0.9153650878428139,0.0752698620998299,-0.2018934791418509,-0.4124631294414046,1.17498679206609,0.46769879911450835,-0.5244005127080407,-0.9944578832097528,-1.6448536269514726,TRUE,0.7778760130496359,0.6620268778073305,6,1.6376243835771556,2.250368804471456,0.5449173406457478,1.1772695442873635,2.571426546125545,3.3626876626326614,4.291397406038668,-321.5477619674464,0,294,NA,200,100,100,7,657.0955239348928,680.1837455007291,21,0,0.5654339053241172,0.2729514229894219,0.10411832414700661,0.22502378741440499,0.3979064654491665,0.12181907643718004,0.078715406991261,0.07241693956098083,0.05744476276901329,0.11411713508007537,0.26300419682679416,0.12484310806075338,0.1178114717177644,0.3227793255455994,10.411832414700662,22.5023787414405,39.790646544916655,12.181907643718004,7.8715406991261005,7.241693956098083,5.744476276901329,11.411713508007537,26.300419682679415,12.484310806075339,11.781147171776441,32.27793255455994,200000,200000,0.47062,0.5073,0.54113,0.527205,0.53556,0.70298,0.346449176861849,0.8675490431715077,1.8038857989197865,2.9323133141549027,3.774383565210814,5.479175336144722,0.3299911394380003,0.8716424893749453,1.8587290407741894,2.9556379299865854,3.80585461369906,7.008326134717014,5.68555967656862,5.79712317080799,3,0.12190879448107073,-0.016458037423848715,0.004093446203437545,0.054843241854402924,0.02332461583168266,0.03147104848824611,1.5291507985722914
7,100,100,0.63,0.45,0.18,4,20,31,17,7,21,3,10,24,19,12,32,1.8807936081512504,1.1263911290388005,0.3318533464368165,-0.15096921549677725,-0.4676987991145081,1.7506860712521695,0.7063025628400875,-0.125661346855074,-0.5828415072712162,-0.8064212470182404,TRUE,0.9105374249121805,0.3725170110168526,7,2.2510612991785024,1.1544751257047603,0.34966153408098455,0.9139165995109804,1.7952958462803223,2.506802635681323,2.999266617291222,-324.93042565611694,0,130,NA,200,100,100,7,663.8608513122339,686.9490728780702,27,0,0.6151568374146422,0.46423801409035703,0.04858762560834367,0.18402601878318292,0.30314834151811637,0.17833365800010803,0.08664651691235037,0.19925783917789863,0.02164435978580735,0.11440810360046415,0.24879069919908628,0.18300340609044297,0.10281288976567093,0.3293405415585283,4.858762560834367,18.402601878318293,30.314834151811638,17.833365800010803,8.664651691235036,19.925783917789865,2.164435978580735,11.440810360046415,24.879069919908627,18.300340609044298,10.281288976567094,32.934054155852834,200000,200000,0.53427500000000006,0.525975,0.52306,0.515305,0.507725,0.564325,0.2259665165622513,0.6489032238234677,1.3385941870993452,2.129119436020357,2.7403673890318223,4.2538003642274305,0.23695171253236266,0.66196287347932,1.3601532093182633,2.13978411845482,2.744554326596022,4.569052491683295,1.59822424360056,1.5850656262748852,3,0.662780809744177,0.010985195970111356,0.013059649655852379,0.021559022218918145,0.010664682434462947,0.004186937564199855,0.3152521274558646
8,100,100,0.67,0.18,0.49000000000000005,13,35,34,8,5,5,6,12,15,6,9,52,1.5547735945968528,0.9153650878428139,0.4399131656732339,0.27931903444745404,0.050153583464733656,1.1263911290388005,0.050153583464733656,-0.9153650878428141,-1.2815515655446008,-1.6448536269514726,TRUE,0.5322983816870654,0.9316439445229673,8,1.1839431754630485,5.801675908914688,0.6205105245952038,1.6276712804405988,3.1178113021000646,3.817581668731674,4.796748023368601,-293.6159039706533,0,136,NA,200,100,100,7,601.2318079413066,624.3200295071429,37,0,0.6683068735510141,0.18222929590739745,0.12870031071663499,0.3552608627894125,0.33380953058655505,0.07633454510063176,0.05803359029219257,0.04786116051457312,0.06127673605638103,0.11387854898163688,0.15653784141096794,0.06541668574460507,0.08245108347895869,0.5204391043274503,12.8700310716635,35.52608627894125,33.38095305865551,7.633454510063176,5.803359029219257,4.786116051457312,6.127673605638103,11.387854898163688,15.653784141096793,6.541668574460507,8.245108347895869,52.04391043274504,200000,200000,0.399,0.50493,0.555045,0.532455,0.550465,0.846365,0.3914600381480129,1.117491670886785,2.270361281122306,3.437993181318126,4.247910615850917,5.97151811146251,0.33102094782976926,1.123614298114925,2.356682567341302,3.4626346519516242,4.296698047405648,11.097006690171149,0.3358260206801717,0.34000174775922787,3,0.9523377331945443,-0.06043909031824363,0.006122627228140054,0.08632128621899593,0.024641470633498308,0.04878743155473142,5.125488578708639
9,100,100,0.55,0.34,0.21000000000000002,5,26,35,23,9,2,4,18,23,12,20,23,1.7506860712521695,0.7721932141886849,0.12566134685507413,-0.17637416478086135,-0.7388468491852137,1.6448536269514715,0.49585034734745304,-0.4124631294414046,-1.2265281200366105,-2.0537489106318225,TRUE,0.6556366171980493,0.5501782745927765,9,1.2226647935508996,3.205508488192984,0.31911715786963873,1.1442544342789036,2.358176735524058,3.5844556368883866,5.770438981272737,-320.70866469061775,0,132,NA,200,100,100,7,655.4173293812355,678.5055509470718,24,0,0.5804222809265673,0.31765844458412273,0.041278319643685404,0.27585970480287575,0.3652035309693161,0.19043168361016705,0.10611390327164938,0.02111285770230631,0.050560604868400805,0.15949869837713074,0.20951841582790118,0.16345407454148536,0.19118510951590406,0.22578309686917786,4.12783196436854,27.585970480287575,36.520353096931615,19.043168361016704,10.611390327164937,2.111285770230631,5.056060486840081,15.949869837713074,20.951841582790117,16.345407454148535,19.118510951590405,22.578309686917784,200000,200000,0.39194,0.468095,0.522215,0.54121,0.587365,0.751465,0.2068539663423013,0.7566793695724232,1.700959177638523,2.8892289949863774,4.3822180980198375,6.92017116500057,0.17321933613145382,0.7326467109546245,1.7284297202712955,2.9424998665852833,4.574274811533434,9.194921442252035,3.2995290996087223,3.370640014523088,3,0.3379312619893431,-0.03363463021084748,-0.024032658617798686,0.0274705426327726,0.05327087159890587,0.19205671351359666,2.2747502772514645
10,100,100,0.94,0.04,0.8999999999999999,43,34,19,2,1,1,0,3,3,3,13,78,Inf,1.8807936081512504,1.5547735945968528,1.3407550336902165,0.7721932141886849,0.17637416478086118,-0.7388468491852137,-1.7506860712521695,-2.0537489106318225,-2.3263478740408408,FALSE,NA,NA,10,3.4535691890736793,3.900886010320083,1.4617186040491161,2.8580997889287425,4.6925386356974395,5.4608810737215725,7.630510046201605,-201.37235604869568,0,134,NA,200,100,100,7,416.74471209739136,439.8329336632276,27,0,0.9300189435156139,0.05216297485944854,0.4292813247092988,0.3493498352841913,0.16920586514706137,0.02470545980736516,0.02326815144914074,0.004189363602942642,0.002316267877460643,0.015583382129229922,0.052081406477695574,0.03235729003777013,0.11610804694073269,0.781553606537111,42.92813247092988,34.934983528419124,16.920586514706137,2.470545980736516,2.326815144914074,0.4189363602942642,0.23162678774606432,1.5583382129229921,5.208140647769557,3.235729003777013,11.61080469407327,78.1553606537111,200000,200000,0.713765,0.65891,0.66499,0.56644,0.66625,0.912375,0.8470701301176666,2.076170719085862,3.577668552016783,5.03791680890309,6.229697123675648,8.741975913498317,1.115103616840868,2.2988648836315533,3.883396371929001,5.088086531521911,6.593555069704426,15.746098979758559,4.386450976130648,4.7039147098669405,3,0.19480692211380257,0.26803348672320126,0.22269416454569146,0.30572781991221776,0.050169722618820245,0.3638579460287774,7.004123066260242
