exp,idx,cbcond,trial,stimID,cond,KP_zm,KP_conf,RT_zm,RT_conf,hmfc,rating16,sex_kp_mfor,age_kp,studresp,stud_jud,presented
EA_exp_2,1,1,1,151,2,m,3,4591,2705,fa,5,female,19,NA,NA,NA
EA_exp_2,1,1,2,126,2,z,4,2023,2927,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,3,167,2,z,3,3833,2204,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,4,150,2,z,4,2114,2634,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,5,39,1,m,4,2034,1353,hit,6,female,19,q,older,1
EA_exp_2,1,1,6,22,1,z,4,3365,1334,miss,1,female,19,q,older,1
EA_exp_2,1,1,7,26,1,m,4,2708,2319,hit,6,female,19,q,older,1
EA_exp_2,1,1,8,4,1,m,4,1940,1311,hit,6,female,19,p,younger,1
EA_exp_2,1,1,9,68,1,m,4,1516,1226,hit,6,female,19,q,older,1
EA_exp_2,1,1,10,149,2,z,2,2233,1386,cr,3,female,19,NA,NA,NA
EA_exp_2,1,1,11,143,2,z,4,2052,2795,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,12,3,1,z,2,1679,1123,miss,3,female,19,p,younger,1
EA_exp_2,1,1,13,61,1,m,4,1414,969,hit,6,female,19,p,younger,1
EA_exp_2,1,1,14,49,1,m,4,1312,1240,hit,6,female,19,p,younger,1
EA_exp_2,1,1,15,98,1,m,4,1705,669,hit,6,female,19,q,older,1
EA_exp_2,1,1,16,34,1,m,2,2623,948,hit,4,female,19,p,younger,1
EA_exp_2,1,1,17,128,2,m,3,1263,1671,fa,5,female,19,NA,NA,NA
EA_exp_2,1,1,18,144,2,z,4,3209,2095,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,19,113,2,m,2,2586,1359,fa,4,female,19,NA,NA,NA
EA_exp_2,1,1,20,177,2,z,3,1529,966,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,21,88,1,z,2,1984,892,miss,3,female,19,q,older,1
EA_exp_2,1,1,22,135,2,z,3,1960,2835,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,23,172,2,z,3,1362,1286,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,24,110,2,z,4,1861,1011,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,25,179,2,z,3,2124,1088,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,26,14,1,m,4,1701,1035,hit,6,female,19,q,older,1
EA_exp_2,1,1,27,118,2,z,4,1841,739,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,28,84,1,m,4,1463,1013,hit,6,female,19,q,older,1
EA_exp_2,1,1,29,162,2,z,3,1584,3209,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,30,45,1,m,2,3432,1178,hit,4,female,19,q,older,1
EA_exp_2,1,1,31,51,1,z,4,3576,1943,miss,1,female,19,q,older,1
EA_exp_2,1,1,32,170,2,z,3,1803,924,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,33,174,2,z,3,1937,2116,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,34,176,2,z,4,1667,2344,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,35,133,2,z,3,2238,1276,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,36,104,2,z,3,1851,1370,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,37,19,1,m,2,2260,1300,hit,4,female,19,q,older,1
EA_exp_2,1,1,38,53,1,m,4,1424,1009,hit,6,female,19,q,older,1
EA_exp_2,1,1,39,55,1,m,4,1176,852,hit,6,female,19,q,older,1
EA_exp_2,1,1,40,72,1,m,2,2385,798,hit,4,female,19,q,older,1
EA_exp_2,1,1,41,105,2,z,4,1423,1072,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,42,103,2,m,2,1971,656,fa,4,female,19,NA,NA,NA
EA_exp_2,1,1,43,109,2,z,3,1830,952,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,44,96,1,m,4,1777,661,hit,6,female,19,p,younger,1
EA_exp_2,1,1,45,184,2,z,3,2973,863,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,46,13,1,m,2,2732,1402,hit,4,female,19,q,older,1
EA_exp_2,1,1,47,171,2,z,3,1379,822,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,48,121,2,z,4,1700,844,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,49,56,1,m,2,1381,1022,hit,4,female,19,p,younger,1
EA_exp_2,1,1,50,142,2,z,3,1350,986,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,51,185,2,z,3,1523,816,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,52,86,1,z,3,2288,1183,miss,2,female,19,p,younger,1
EA_exp_2,1,1,53,108,2,z,3,1679,1831,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,54,76,1,m,3,1775,818,hit,5,female,19,q,older,1
EA_exp_2,1,1,55,141,2,m,2,1951,894,fa,4,female,19,NA,NA,NA
EA_exp_2,1,1,56,155,2,z,3,1611,693,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,57,160,2,z,4,1034,810,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,58,123,2,z,4,1337,1551,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,59,112,2,z,2,2481,1144,cr,3,female,19,NA,NA,NA
EA_exp_2,1,1,60,116,2,z,2,1483,891,cr,3,female,19,NA,NA,NA
EA_exp_2,1,1,61,83,1,z,2,1130,2517,miss,3,female,19,q,older,1
EA_exp_2,1,1,62,25,1,m,4,1888,719,hit,6,female,19,p,younger,1
EA_exp_2,1,1,63,79,1,m,4,932,440,hit,6,female,19,p,younger,1
EA_exp_2,1,1,64,93,1,m,4,1016,873,hit,6,female,19,q,older,1
EA_exp_2,1,1,65,24,1,m,4,2001,352,hit,6,female,19,q,older,1
EA_exp_2,1,1,66,12,1,m,4,838,699,hit,6,female,19,q,older,1
EA_exp_2,1,1,67,191,2,z,2,3327,853,cr,3,female,19,NA,NA,NA
EA_exp_2,1,1,68,74,1,m,2,1654,684,hit,4,female,19,p,younger,1
EA_exp_2,1,1,69,66,1,m,4,980,628,hit,6,female,19,q,older,1
EA_exp_2,1,1,70,183,2,z,3,1678,835,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,71,189,2,z,3,1234,1115,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,72,62,1,m,2,1359,1059,hit,4,female,19,p,younger,1
EA_exp_2,1,1,73,164,2,z,3,2218,569,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,74,131,2,m,3,1248,732,fa,5,female,19,NA,NA,NA
EA_exp_2,1,1,75,32,1,z,3,1519,1422,miss,2,female,19,q,older,1
EA_exp_2,1,1,76,9,1,m,4,1078,549,hit,6,female,19,q,older,1
EA_exp_2,1,1,77,71,1,m,4,1105,574,hit,6,female,19,q,older,1
EA_exp_2,1,1,78,57,1,m,4,901,542,hit,6,female,19,p,younger,1
EA_exp_2,1,1,79,8,1,m,4,843,800,hit,6,female,19,p,younger,1
EA_exp_2,1,1,80,197,2,z,3,1601,1404,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,81,117,2,m,2,2861,556,fa,4,female,19,NA,NA,NA
EA_exp_2,1,1,82,169,2,m,2,1304,461,fa,4,female,19,NA,NA,NA
EA_exp_2,1,1,83,187,2,z,2,3000,588,cr,3,female,19,NA,NA,NA
EA_exp_2,1,1,84,193,2,z,3,1127,1075,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,85,40,1,z,3,1642,721,miss,2,female,19,p,younger,1
EA_exp_2,1,1,86,178,2,z,4,1094,1156,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,87,77,1,z,3,2071,861,miss,2,female,19,p,younger,1
EA_exp_2,1,1,88,181,2,z,3,1933,1304,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,89,2,1,z,3,1623,1550,miss,2,female,19,q,older,1
EA_exp_2,1,1,90,18,1,m,2,1873,704,hit,4,female,19,p,younger,1
EA_exp_2,1,1,91,82,1,z,3,1411,726,miss,2,female,19,q,older,1
EA_exp_2,1,1,92,33,1,z,3,905,1007,miss,2,female,19,q,older,1
EA_exp_2,1,1,93,125,2,z,3,1433,1129,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,94,44,1,m,4,1822,445,hit,6,female,19,p,younger,1
EA_exp_2,1,1,95,120,2,m,3,1261,852,fa,5,female,19,NA,NA,NA
EA_exp_2,1,1,96,63,1,m,4,835,796,hit,6,female,19,q,older,1
EA_exp_2,1,1,97,129,2,z,3,3197,919,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,98,10,1,m,3,1361,711,hit,5,female,19,p,younger,1
EA_exp_2,1,1,99,75,1,m,2,1098,1432,hit,4,female,19,p,younger,1
EA_exp_2,1,1,100,87,1,z,2,1662,919,miss,3,female,19,q,older,1
EA_exp_2,1,1,101,60,1,z,3,1191,1134,miss,2,female,19,p,younger,1
EA_exp_2,1,1,102,130,2,z,3,1057,865,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,103,80,1,m,4,1218,778,hit,6,female,19,p,younger,1
EA_exp_2,1,1,104,78,1,m,4,922,671,hit,6,female,19,p,younger,1
EA_exp_2,1,1,105,145,2,z,3,1412,774,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,106,99,1,z,4,1131,3397,miss,1,female,19,p,younger,1
EA_exp_2,1,1,107,136,2,z,3,2782,953,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,108,122,2,z,4,1745,793,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,109,6,1,z,4,1304,687,miss,1,female,19,q,older,1
EA_exp_2,1,1,110,194,2,z,3,3862,644,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,111,11,1,z,3,1150,903,miss,2,female,19,q,older,1
EA_exp_2,1,1,112,97,1,m,2,2595,1222,hit,4,female,19,p,younger,1
EA_exp_2,1,1,113,192,2,z,3,1952,737,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,114,157,2,z,4,1079,1171,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,115,94,1,z,4,2118,907,miss,1,female,19,p,younger,1
EA_exp_2,1,1,116,70,1,m,4,1305,493,hit,6,female,19,q,older,1
EA_exp_2,1,1,117,37,1,z,2,1531,535,miss,3,female,19,q,older,1
EA_exp_2,1,1,118,138,2,m,3,1539,703,fa,5,female,19,NA,NA,NA
EA_exp_2,1,1,119,43,1,z,2,1925,913,miss,3,female,19,q,older,1
EA_exp_2,1,1,120,16,1,m,3,1454,1645,hit,5,female,19,p,younger,1
EA_exp_2,1,1,121,153,2,z,3,1483,811,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,122,180,2,z,3,1613,949,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,123,38,1,m,4,1119,718,hit,6,female,19,p,younger,1
EA_exp_2,1,1,124,81,1,z,3,1617,779,miss,2,female,19,q,older,1
EA_exp_2,1,1,125,199,2,z,3,1982,1320,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,126,90,1,z,3,1174,847,miss,2,female,19,q,older,1
EA_exp_2,1,1,127,35,1,m,4,1087,509,hit,6,female,19,q,older,1
EA_exp_2,1,1,128,101,2,z,4,1337,1326,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,129,27,1,z,4,1301,1616,miss,1,female,19,q,older,1
EA_exp_2,1,1,130,23,1,m,4,1952,780,hit,6,female,19,q,older,1
EA_exp_2,1,1,131,132,2,z,3,1393,576,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,132,200,2,z,4,1164,918,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,133,100,1,m,3,1634,1290,hit,5,female,19,q,older,1
EA_exp_2,1,1,134,158,2,z,4,1450,680,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,135,140,2,z,3,1306,643,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,136,73,1,m,4,1244,434,hit,6,female,19,p,younger,1
EA_exp_2,1,1,137,69,1,m,4,769,477,hit,6,female,19,q,older,1
EA_exp_2,1,1,138,134,2,z,3,1370,605,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,139,46,1,m,4,870,494,hit,6,female,19,q,older,1
EA_exp_2,1,1,140,85,1,z,3,1101,490,miss,2,female,19,q,older,1
EA_exp_2,1,1,141,91,1,m,4,1652,463,hit,6,female,19,q,older,1
EA_exp_2,1,1,142,168,2,z,3,1982,648,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,143,111,2,m,2,1315,517,fa,4,female,19,NA,NA,NA
EA_exp_2,1,1,144,58,1,m,4,1171,444,hit,6,female,19,p,younger,1
EA_exp_2,1,1,145,166,2,m,2,1277,483,fa,4,female,19,NA,NA,NA
EA_exp_2,1,1,146,21,1,z,3,2075,1111,miss,2,female,19,q,older,1
EA_exp_2,1,1,147,119,2,z,4,1325,896,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,148,148,2,z,3,1677,677,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,149,5,1,z,3,4956,655,miss,2,female,19,q,older,1
EA_exp_2,1,1,150,106,2,z,4,1285,684,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,151,47,1,z,3,1380,1172,miss,2,female,19,q,older,1
EA_exp_2,1,1,152,42,1,z,4,2261,1941,miss,1,female,19,q,older,1
EA_exp_2,1,1,153,15,1,m,4,1432,521,hit,6,female,19,p,younger,1
EA_exp_2,1,1,154,137,2,m,2,1335,634,fa,4,female,19,NA,NA,NA
EA_exp_2,1,1,155,41,1,z,3,1268,744,miss,2,female,19,q,older,1
EA_exp_2,1,1,156,147,2,z,3,2510,769,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,157,163,2,z,3,1026,932,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,158,89,1,m,4,1119,1437,hit,6,female,19,q,older,1
EA_exp_2,1,1,159,159,2,z,3,2052,925,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,160,7,1,m,4,1128,549,hit,6,female,19,p,younger,1
EA_exp_2,1,1,161,64,1,m,4,894,646,hit,6,female,19,q,older,1
EA_exp_2,1,1,162,36,1,m,2,1448,702,hit,4,female,19,q,older,1
EA_exp_2,1,1,163,165,2,z,2,1203,637,cr,3,female,19,NA,NA,NA
EA_exp_2,1,1,164,115,2,z,3,1269,1339,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,165,124,2,m,3,1194,704,fa,5,female,19,NA,NA,NA
EA_exp_2,1,1,166,127,2,z,3,2039,574,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,167,17,1,z,3,1753,684,miss,2,female,19,p,younger,1
EA_exp_2,1,1,168,154,2,z,3,1138,494,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,169,173,2,z,3,1515,985,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,170,198,2,m,3,1426,419,fa,5,female,19,NA,NA,NA
EA_exp_2,1,1,171,92,1,m,4,869,442,hit,6,female,19,p,younger,1
EA_exp_2,1,1,172,156,2,z,4,1307,560,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,173,175,2,z,3,1114,759,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,174,107,2,z,3,970,844,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,175,30,1,m,4,1084,459,hit,6,female,19,p,younger,1
EA_exp_2,1,1,176,114,2,z,3,1866,489,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,177,182,2,z,3,2361,866,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,178,31,1,m,3,1289,1143,hit,5,female,19,q,older,1
EA_exp_2,1,1,179,188,2,z,3,1130,1623,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,180,152,2,z,4,1768,2170,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,181,195,2,z,4,1110,882,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,182,54,1,m,3,1817,911,hit,5,female,19,p,younger,1
EA_exp_2,1,1,183,48,1,z,3,1164,1079,miss,2,female,19,q,older,1
EA_exp_2,1,1,184,20,1,z,3,1631,2711,miss,2,female,19,q,older,1
EA_exp_2,1,1,185,1,1,z,3,2092,1040,miss,2,female,19,p,younger,1
EA_exp_2,1,1,186,139,2,z,4,1351,685,cr,1,female,19,NA,NA,NA
EA_exp_2,1,1,187,50,1,z,3,1281,1320,miss,2,female,19,p,younger,1
EA_exp_2,1,1,188,28,1,m,3,2038,733,hit,5,female,19,q,older,1
EA_exp_2,1,1,189,29,1,m,3,1455,1104,hit,5,female,19,q,older,1
EA_exp_2,1,1,190,196,2,z,3,1826,550,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,191,52,1,m,3,1456,1071,hit,5,female,19,q,older,1
EA_exp_2,1,1,192,65,1,m,3,1989,1072,hit,5,female,19,p,younger,1
EA_exp_2,1,1,193,59,1,z,3,1412,1224,miss,2,female,19,p,younger,1
EA_exp_2,1,1,194,95,1,m,4,1105,725,hit,6,female,19,p,younger,1
EA_exp_2,1,1,195,186,2,z,3,1336,1293,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,196,67,1,m,2,1422,1116,hit,4,female,19,q,older,1
EA_exp_2,1,1,197,102,2,z,3,1969,891,cr,2,female,19,NA,NA,NA
EA_exp_2,1,1,198,161,2,z,2,1402,1034,cr,3,female,19,NA,NA,NA
EA_exp_2,1,1,199,190,2,m,3,2403,1580,fa,5,female,19,NA,NA,NA
EA_exp_2,1,1,200,146,2,z,2,1695,693,cr,3,female,19,NA,NA,NA
EA_exp_2,2,1,1,196,2,z,4,5581,5606,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,2,38,1,m,4,3368,554,hit,6,female,22,q,older,1
EA_exp_2,2,1,3,186,2,z,4,1715,1048,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,4,59,1,m,4,1343,517,hit,6,female,22,p,younger,1
EA_exp_2,2,1,5,185,2,z,4,2112,614,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,6,17,1,m,4,1117,844,hit,6,female,22,p,younger,1
EA_exp_2,2,1,7,193,2,z,4,1402,877,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,8,126,2,z,4,1781,398,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,9,1,1,m,4,1549,300,hit,6,female,22,q,older,1
EA_exp_2,2,1,10,106,2,z,4,1936,765,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,11,169,2,z,4,898,182,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,12,112,2,z,4,690,207,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,13,9,1,m,1,1623,752,hit,4,female,22,q,older,1
EA_exp_2,2,1,14,166,2,m,1,1123,383,fa,4,female,22,NA,NA,NA
EA_exp_2,2,1,15,71,1,m,4,1183,603,hit,6,female,22,q,older,1
EA_exp_2,2,1,16,20,1,m,4,799,382,hit,6,female,22,q,older,1
EA_exp_2,2,1,17,157,2,z,4,1376,291,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,18,53,1,m,4,1371,282,hit,6,female,22,q,older,1
EA_exp_2,2,1,19,33,1,z,4,1647,265,miss,1,female,22,q,older,1
EA_exp_2,2,1,20,123,2,z,4,1887,446,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,21,121,2,z,4,1166,312,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,22,85,1,z,4,1247,214,miss,1,female,22,q,older,1
EA_exp_2,2,1,23,119,2,z,4,1213,327,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,24,183,2,z,3,1435,332,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,25,96,1,m,4,1587,203,hit,6,female,22,p,younger,1
EA_exp_2,2,1,26,7,1,m,4,1378,214,hit,6,female,22,q,older,1
EA_exp_2,2,1,27,150,2,z,4,1728,228,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,28,27,1,z,4,937,208,miss,1,female,22,q,older,1
EA_exp_2,2,1,29,60,1,z,3,709,181,miss,2,female,22,p,younger,1
EA_exp_2,2,1,30,141,2,z,3,1277,230,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,31,35,1,z,3,1005,304,miss,2,female,22,q,older,1
EA_exp_2,2,1,32,48,1,z,3,1078,339,miss,2,female,22,q,older,1
EA_exp_2,2,1,33,25,1,m,4,1508,292,hit,6,female,22,p,younger,1
EA_exp_2,2,1,34,22,1,m,4,713,149,hit,6,female,22,q,older,1
EA_exp_2,2,1,35,143,2,z,1,1232,426,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,36,63,1,z,1,597,204,miss,3,female,22,q,older,1
EA_exp_2,2,1,37,111,2,z,1,758,208,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,38,3,1,m,4,1751,173,hit,6,female,22,p,younger,1
EA_exp_2,2,1,39,181,2,z,3,2696,229,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,40,10,1,z,2,860,612,miss,3,female,22,p,younger,1
EA_exp_2,2,1,41,110,2,z,2,859,180,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,42,184,2,z,3,1389,193,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,43,94,1,m,4,1611,227,hit,6,female,22,q,older,1
EA_exp_2,2,1,44,52,1,m,4,1420,155,hit,6,female,22,p,younger,1
EA_exp_2,2,1,45,152,2,m,1,1973,226,fa,4,female,22,NA,NA,NA
EA_exp_2,2,1,46,103,2,z,3,1529,597,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,47,43,1,m,4,1840,176,hit,6,female,22,q,older,1
EA_exp_2,2,1,48,66,1,m,4,795,195,hit,6,female,22,q,older,1
EA_exp_2,2,1,49,55,1,m,4,725,298,hit,6,female,22,q,older,1
EA_exp_2,2,1,50,97,1,m,4,673,174,hit,6,female,22,p,younger,1
EA_exp_2,2,1,51,197,2,m,4,857,159,fa,6,female,22,NA,NA,NA
EA_exp_2,2,1,52,40,1,m,4,1161,245,hit,6,female,22,p,younger,1
EA_exp_2,2,1,53,87,1,m,4,685,156,hit,6,female,22,q,older,1
EA_exp_2,2,1,54,145,2,z,4,1683,765,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,55,5,1,z,4,703,189,miss,1,female,22,q,older,1
EA_exp_2,2,1,56,8,1,m,4,1464,198,hit,6,female,22,p,younger,1
EA_exp_2,2,1,57,16,1,m,4,782,153,hit,6,female,22,p,younger,1
EA_exp_2,2,1,58,99,1,m,4,881,204,hit,6,female,22,p,younger,1
EA_exp_2,2,1,59,133,2,z,4,1828,229,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,60,159,2,z,4,922,161,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,61,154,2,z,4,541,303,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,62,11,1,z,4,725,194,miss,1,female,22,q,older,1
EA_exp_2,2,1,63,195,2,z,4,714,215,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,64,120,2,z,4,719,252,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,65,73,1,z,4,844,221,miss,1,female,22,q,older,1
EA_exp_2,2,1,66,64,1,m,4,1507,194,hit,6,female,22,p,younger,1
EA_exp_2,2,1,67,37,1,m,4,940,110,hit,6,female,22,p,younger,1
EA_exp_2,2,1,68,69,1,m,4,1050,155,hit,6,female,22,q,older,1
EA_exp_2,2,1,69,124,2,m,4,407,191,fa,6,female,22,NA,NA,NA
EA_exp_2,2,1,70,92,1,m,2,1340,510,hit,4,female,22,p,younger,1
EA_exp_2,2,1,71,98,1,m,2,878,258,hit,4,female,22,q,older,1
EA_exp_2,2,1,72,131,2,z,1,2039,351,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,73,156,2,z,1,580,181,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,74,30,1,z,3,878,166,miss,2,female,22,p,younger,1
EA_exp_2,2,1,75,146,2,z,3,576,163,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,76,108,2,z,3,637,255,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,77,6,1,z,4,1108,211,miss,1,female,22,q,older,1
EA_exp_2,2,1,78,187,2,z,1,2183,173,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,79,105,2,z,1,793,161,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,80,39,1,m,4,1834,189,hit,6,female,22,p,younger,1
EA_exp_2,2,1,81,23,1,m,4,1034,153,hit,6,female,22,q,older,1
EA_exp_2,2,1,82,89,1,m,4,713,287,hit,6,female,22,p,younger,1
EA_exp_2,2,1,83,171,2,z,3,1409,597,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,84,88,1,m,4,1614,153,hit,6,female,22,p,younger,1
EA_exp_2,2,1,85,137,2,z,4,1394,182,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,86,188,2,z,4,1232,168,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,87,81,1,z,4,931,167,miss,1,female,22,q,older,1
EA_exp_2,2,1,88,58,1,m,4,1566,124,hit,6,female,22,q,older,1
EA_exp_2,2,1,89,90,1,z,4,1368,187,miss,1,female,22,q,older,1
EA_exp_2,2,1,90,54,1,z,4,1122,177,miss,1,female,22,p,younger,1
EA_exp_2,2,1,91,86,1,z,4,1306,159,miss,1,female,22,q,older,1
EA_exp_2,2,1,92,161,2,z,4,905,192,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,93,61,1,m,4,1465,169,hit,6,female,22,p,younger,1
EA_exp_2,2,1,94,177,2,z,4,1474,146,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,95,199,2,z,4,1200,183,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,96,117,2,z,3,1247,185,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,97,82,1,z,4,1343,183,miss,1,female,22,q,older,1
EA_exp_2,2,1,98,167,2,z,4,1314,197,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,99,77,1,z,4,1114,220,miss,1,female,22,p,younger,1
EA_exp_2,2,1,100,93,1,m,4,1445,213,hit,6,female,22,p,younger,1
EA_exp_2,2,1,101,32,1,m,4,861,308,hit,6,female,22,q,older,1
EA_exp_2,2,1,102,179,2,z,4,1522,261,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,103,151,2,z,4,1037,236,cr,1,female,22,NA,NA,NA
EA_exp_2,2,1,104,72,1,z,4,1029,213,miss,1,female,22,q,older,1
EA_exp_2,2,1,105,125,2,m,3,2252,317,fa,5,female,22,NA,NA,NA
EA_exp_2,2,1,106,95,1,m,4,1009,179,hit,6,female,22,q,older,1
EA_exp_2,2,1,107,168,2,z,1,2124,178,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,108,19,1,z,3,1146,183,miss,2,female,22,p,younger,1
EA_exp_2,2,1,109,104,2,z,3,735,157,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,110,14,1,z,3,1082,134,miss,2,female,22,q,older,1
EA_exp_2,2,1,111,49,1,m,4,1426,162,hit,6,female,22,p,younger,1
EA_exp_2,2,1,112,113,2,z,1,1565,232,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,113,100,1,m,4,1920,175,hit,6,female,22,p,younger,1
EA_exp_2,2,1,114,140,2,z,3,1513,181,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,115,21,1,z,3,926,132,miss,2,female,22,q,older,1
EA_exp_2,2,1,116,142,2,z,3,825,137,cr,2,female,22,NA,NA,NA
EA_exp_2,2,1,117,174,2,z,2,854,156,cr,3,female,22,NA,NA,NA
EA_exp_2,2,1,118,164,2,z,2,839,208,cr,3,female,22,NA,NA,NA
