ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,loc,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_loc,gen_sca,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_loc,diff_sca,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.4164,0.2495,0.1669,6106,845,554,372,438,1685,4441,797,598,436,529,3199,0.1405822138137537,-0.059693184547680134,-0.21111184186373846,-0.3244465265618216,-0.46797845090147605,-0.2808831825288943,-0.5103589646724881,-0.6760640188917231,-0.798466200099456,-0.9601097140539036,TRUE,0.8990327102998124,0.3955051439301227,1,0.7114348431863143,1.1697792251659322,0.44948442550438406,0.823630628259024,1.1039791091151763,1.3158867249078199,1.59472654986112,-26170.536271014236,0,128,NA,20000,10000,10000,7,52355.07254202847,52410.39695489623,44,0,0.6395660704001784,1.1418607230172493,0.40956401074072346,0.776171394402627,1.0626993881887756,1.2579786619520745,1.5289801253122277,-0.0718687727861359,-0.027918502148682967,-0.039920414763660594,-0.047459233856397054,-0.04127972092640064,-0.057908062955745354,-0.06574642454889235,0.416885675160919,0.24899507189540748,0.6105166445032619,0.08448983326610204,0.055998450335228545,0.037491622615961395,0.04278350601021563,0.16871994326923045,0.4442498975029772,0.07970972098017798,0.05915470635592579,0.043266860783271355,0.0539061646232577,0.31971264975438995,6105.166445032619,844.8983326610204,559.9845033522854,374.9162261596139,427.8350601021563,1687.1994326923045,4442.498975029772,797.0972098017797,591.5470635592579,432.6686078327135,539.061646232577,3197.1264975438994,200000,200000,0.510625,0.510395,0.508745,0.50743,0.50864,0.57546,-1.0955639466100338,0.6328328423851175,0.9605180978456533,1.208096071764617,1.4515085506399878,2.6905751953321007,-1.102629145187005,0.6367675198897105,0.9633706249073175,1.2094562725226232,1.4532074533083135,3.0098739762295774,0.6166015566087137,0.6158597909866838,3,0.8927922316281238,-0.007065198576971188,0.003934677504592976,0.0028525270616641674,0.001360200758006247,0.0016989026683256192,0.31929878089747676
