ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,mu,sig,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,100,100,0.56,0.14,0.42000000000000004,3,39,44,7,4,3,0,20,24,21,21,14,Inf,0.8416212335729144,0.1509692154967774,-0.3853204664075676,-1.080319340814956,1.8807936081512504,0.20189347914185077,-1.080319340814956,-1.4757910281791702,-1.8807936081512509,FALSE,NA,NA,1,0.24153567079753976,0.28585603016329547,0.6125801721596493,0.96733243651645,1.2569443236764228,1.436289214166321,1.7064342844321134,-289.41561202343985,0,176,NA,200,100,100,7,592.8312240468797,615.919445612716,39,0,0.5179303315680639,0.18016550287244004,0.02498026246479139,0.4221748549360446,0.37267937972672394,0.10639212741375192,0.05749973602448655,0.01627363943420157,0.005243115265391638,0.16299683612312488,0.31382971704341955,0.1812849549350269,0.18385471398030895,0.15279066265272812,2.4980262464791387,42.217485493604464,37.26793797267239,10.639212741375193,5.749973602448655,1.627363943420157,0.5243115265391638,16.29968361231249,31.382971704341955,18.12849549350269,18.385471398030894,15.279066265272812,200000,200000,0.512505,0.566255,0.571495,0.5435,0.563045,0.64375,0.5591935402649322,0.8244755642783017,1.0959592065485677,1.3354463541156936,1.5407017117971764,1.8728896006786762,0.5613400046028296,0.8458441770711265,1.1162489018674084,1.3433115877055402,1.5579119498588567,1.997160964574724,8.00797795534667,9.055455071169169,3,0.028562595293036064,0.002146464337897447,0.02136861279282476,0.020289695318840728,0.007865233589846587,0.017210238061680316,0.12427136389604776
2,100,100,0.74,0.12,0.62,4,28,56,10,1,1,1,4,21,26,20,28,2.3263478740408408,1.6448536269514715,0.6433454053929168,-0.050153583464733656,-0.5828415072712162,1.7506860712521695,0.46769879911450835,-1.17498679206609,-2.0537489106318225,-2.3263478740408408,TRUE,0.679689550608206,1.2498942119796594,2,0.49829785894715006,0.36464353189042714,0.6523989732708957,0.8904851014088637,1.3241776940768593,1.6855304582119166,2.0162401671471075,-267.5082881140188,0,158,NA,200,100,100,7,549.0165762280376,572.1047977938739,4,0,0.7245760155773032,0.13068336519486123,0.04378145115607774,0.27755831712565987,0.5479768665234012,0.11229893475508113,0.015868116657291154,0.0025163137824889548,0.005577389641696506,0.04045330620119137,0.2293932885798089,0.2505770512478728,0.18507612080893177,0.2889228435204987,4.378145115607774,27.755831712565985,54.79768665234012,11.229893475508113,1.5868116657291154,0.2516313782488955,0.5577389641696506,4.045330620119137,22.93932885798089,25.057705124787276,18.507612080893175,28.89228435204987,200000,200000,0.47201,0.539725,0.64188,0.636895,0.62542,0.79042,0.5913202280710502,0.7899778677383018,1.0754488160660116,1.4542435772257918,1.8010177199375723,2.1769343844024167,0.5840670003023574,0.7985822479938952,1.1347139960282204,1.5029969776001826,1.8416897573115587,2.581117653289044,3.337077649453155,2.347461276220173,3,0.5034896082953745,-0.00725322776869286,0.008604380255593402,0.059265179962208814,0.0487534003743908,0.04067203737398639,0.40418326888662737
3,100,100,0.47,0.22,0.24999999999999997,2,41,35,3,16,3,0,30,23,2,28,17,Inf,0.5244005127080407,-0.0752698620998299,-0.125661346855074,-0.9541652531461942,2.053748910631822,0.17637416478086118,-0.7721932141886849,-0.8778962950512285,-1.8807936081512509,FALSE,NA,NA,3,0.15894617879334624,0.3084907648527941,0.5682151038313537,0.9721649407051913,1.2041933061252212,1.229354883447026,1.5834842489902092,-277.1582642712435,0,268,NA,200,100,100,7,568.316528542487,591.4047501083234,43,0,0.4653035327643993,0.2286683315476219,0.011878981069167948,0.4431683310943951,0.31628435628881507,0.024254425968054494,0.17142030195732738,0.03299360362224002,0.009448346698159383,0.262560926901497,0.26268719363594434,0.02654440310254047,0.27390097442060823,0.16485815524125058,1.1878981069167949,44.31683310943951,31.62843562888151,2.4254425968054494,17.142030195732737,3.299360362224002,0.9448346698159382,26.2560926901497,26.268719363594435,2.654440310254047,27.390097442060824,16.48581552412506,200000,200000,0.45165,0.51441,0.537625,0.50511,0.56858,0.645535,0.5227958521306472,0.82037326956365475,1.0789306341151383,1.2165861876933513,1.3618170006348775,1.7539009655824098,0.514418669593352,0.824408094525217,1.0874460580609335,1.2167219317687845,1.3856260451787208,1.8842232116209745,2.5337492203177936,4.324375041625513,3,0.22850084824037453,-0.008377182537295136,0.004034824961562267,0.008515423945795186,1.3574407543326394e-4,0.02380904454384325,0.13032224603856468
4,100,100,0.88,0.19,0.69,0,52,29,16,3,0,0,6,6,10,41,37,Inf,1.5547735945968528,1.17498679206609,0.7721932141886849,-0.3318533464368165,Inf,-0.050153583464733656,-0.8778962950512285,-1.8807936081512509,-Inf,NA,NA,NA,4,0.9191035179664747,0.5868427362032317,0.005881302697153805,1.0121621095187823,1.2479385398894691,1.594382719533007,3.0467737778554627,-239.89823463679497,0,150,NA,200,100,100,7,493.79646927358993,516.8846908394262,40,0,0.8827313708791754,0.1878162842622284,4.362576206598221e-94,0.5192833314612895,0.29290038427648213,0.15679186623808394,0.031020249349746676,4.168674397786454e-6,2.9194503044020336e-25,0.06110252791253921,0.05616610120828539,0.10300347839632702,0.40987844182220634,0.369849450660642,4.362576206598221e-92,51.92833314612895,29.290038427648213,15.679186623808395,3.1020249349746676,4.168674397786454e-4,2.9194503044020333e-23,6.110252791253921,5.616610120828539,10.300347839632702,40.987844182220634,36.9849450660642,200000,200000,0.177255,0.46073,0.5707,0.64013,0.868495,0.91248,0.005810826691639942,0.8348861575734701,1.1182212725065699,1.3776381934509307,1.7640654575303514,3.212001338002478,0.005570704020561339,0.8034641001439717,1.1353567669780933,1.4257368958848047,2.2676211007049747,4.830175675309432,0.04981788903986194,0.050176720499042114,3,0.9970552790010444,-2.40122671078603e-4,-0.03142205742949833,0.017135494471523405,0.04809870243387393,0.5035556431746233,1.6181743373069541
5,100,100,0.7,0.07,0.6299999999999999,43,27,23,4,0,3,12,9,9,8,5,57,1.17498679206609,0.8064212470182404,0.5244005127080407,0.3054807880993974,0.17637416478086118,0.17637416478086118,-0.5244005127080407,-1.4757910281791702,-1.8807936081512509,-1.8807936081512509,TRUE,0.434295375223479,1.0826757775815545,5,0.6091543396649113,0.5550570749161376,0.9567212635679319,1.147509397384457,1.4114470499481617,1.5798718806929481,1.6623605189814334,-267.2813916415671,0,154,NA,200,100,100,7,548.5627832831342,571.6510048489705,23,0,0.683175663383212,0.08403037419460513,0.4297648921677137,0.27920415211226507,0.20700058152541612,0.05035865080203461,0.012643156613133866,0.021028566779436653,0.11956347296326993,0.07821830076901136,0.11904256288450676,0.07540839660119186,0.035632604451958594,0.5721346623300615,42.97648921677137,27.92041521122651,20.70005815254161,5.035865080203461,1.2643156613133866,2.1028566779436653,11.956347296326992,7.8218300769011355,11.904256288450677,7.540839660119186,3.5632604451958594,57.21346623300615,200000,200000,0.402165,0.53975,0.587605,0.565805,0.533595,0.884125,0.8034976841154248,1.0472247322392667,1.2577483079806675,1.4842332802178932,1.6180392059459847,1.8301679756591152,0.7468540670311266,1.054690424546997,1.280352787917898,1.4950977479267415,1.6208898650401382,2.8826558099519555,2.375949545394598,4.859004858859371,3,0.18241746530561687,-0.056643617084298215,0.0074656923077303095,0.02260447993723047,0.010864467708848302,0.002850659094153496,1.0524878342928403
6,100,100,0.65,0.23,0.42000000000000004,21,32,24,9,3,11,9,17,9,7,5,53,1.3407550336902165,0.6433454053929168,0.3853204664075676,0.20189347914185077,0.0752698620998299,0.8064212470182404,-0.0752698620998299,-0.7388468491852137,-1.080319340814956,-1.2265281200366105,TRUE,0.5934486557464755,0.8040293268622787,6,0.33291140918978157,0.41733304567944046,0.8124893371205957,1.03251164631208,1.1939956347366947,1.2953394249584491,1.3553537633432744,-301.94018510559573,0,230,NA,200,100,100,7,617.8803702111915,640.9685917770278,38,0,0.6453730099112712,0.23909353661886512,0.2030970049525131,0.34781952721573245,0.20998993121288934,0.08878034302134274,0.03836834273446199,0.11194485086306039,0.09761151804678704,0.13782852808520635,0.11918694395673538,0.07487247493875171,0.04294486885536536,0.5275556661171541,20.30970049525131,34.78195272157325,20.998993121288933,8.878034302134274,3.836834273446199,11.194485086306038,9.761151804678704,13.782852808520635,11.918694395673537,7.487247493875171,4.294486885536536,52.75556661171541,200000,200000,0.411585,0.52017,0.535725,0.526005,0.519655,0.788805,0.7107070335678207,0.9241842274076916,1.1081485126396293,1.241680483235961,1.3241364536495155,1.538719376269836,0.6768034632323989,0.9285576799692656,1.1136861973703838,1.2443602815561228,1.3252212895206905,1.9814489392642771,2.536197072158221,2.548734491502916,3,0.46654801373495514,-0.033903570335421795,0.004373452561574065,0.005537684730754444,0.0026797983201618525,0.0010848358711750272,0.4427295629944412
7,100,100,0.73,0.12,0.61,18,37,33,9,3,0,2,7,18,16,10,47,2.053748910631822,1.3407550336902165,0.612812991016627,0.17637416478086118,-0.0752698620998299,0.9153650878428139,-0.125661346855074,-1.17498679206609,-1.8807936081512509,-Inf,FALSE,NA,NA,7,0.5610550812612038,0.3996437949385192,0.7932736054578556,1.0317940988301744,1.3545018815291006,1.6160352766966062,1.815843486722342,-282.9171876184308,0,1228,NA,200,100,100,7,579.8343752368615,602.9225968026979,35,0,0.7404156379032251,0.11242445073773333,0.17713248461585157,0.37268353009730387,0.33775953454911123,0.08498938425744118,0.01892332974607891,0.008511736734213238,0.023662965800236153,0.06882806653183594,0.16709332976470284,0.16003048295216288,0.1157713288470334,0.4646138261040288,17.713248461585156,37.26835300973039,33.775953454911125,8.498938425744118,1.892332974607891,0.8511736734213238,2.366296580023615,6.882806653183595,16.709332976470286,16.00304829521629,11.577132884703339,46.46138261040288,200000,200000,0.48134,0.554945,0.61314,0.6038,0.582265,0.830335,0.6973456715241184,0.9153046047220535,1.167100600326325,1.458267264249312,1.6977410418136223,1.9795083238496107,0.6886578513116969,0.9282829210199043,1.203426923673073,1.4853676102115996,1.714146991118386,2.541722107708914,1.0817942898417847,2.695954467983284,3,0.4409152279974,-0.008687820212421538,0.012978316297850734,0.036326323346748124,0.02710034596228761,0.01640594930476369,0.5622137838593031
8,100,100,0.59,0.25,0.33999999999999997,31,19,25,6,11,8,18,10,13,9,7,43,0.9153650878428139,0.5828415072712162,0.2275449766411493,0,-0.17637416478086135,0.49585034734745304,0,-0.6744897501960817,-0.8778962950512285,-1.4050715603096322,TRUE,0.5868922178040431,0.5988151100214828,8,0.26019927186507386,0.4282506165542053,0.881482478984741,1.0033594455905417,1.1804515658587076,1.2677112128786376,1.4042846008560332,-322.4704070857088,0,200,NA,200,100,100,7,658.9408141714176,682.0290357372539,8,0,0.5871436090913384,0.2534769581496603,0.3069196889641008,0.1984320653409799,0.24117128754525896,0.0821290943760824,0.08413378481790168,0.08721407895567623,0.18348665349334517,0.09084810400104923,0.1385216334142672,0.06574080848397745,0.09488201423306547,0.42652078637429547,30.69196889641008,19.84320653409799,24.117128754525897,8.21290943760824,8.413378481790168,8.721407895567623,18.348665349334517,9.084810400104923,13.85216334142672,6.574080848397745,9.488201423306547,42.65207863742955,200000,200000,0.397705,0.509375,0.52991,0.521635,0.53665,0.77355,0.7569572581861386,0.9423177343839939,1.0863807685590465,1.2220329923675006,1.329463831908818,1.584160648178595,0.7104859243576296,0.943359551064047,1.0919357178257012,1.2237224717722663,1.3346277544584222,1.9866641859604695,3.224188900018121,3.1880560717886697,3,0.36352948467666824,-0.04647133382850899,0.0010418166800530981,0.005554949266654674,0.0016894794047657147,0.005163922549604294,0.4025035377818744
9,100,100,0.74,0.07,0.6699999999999999,19,56,18,5,2,0,0,13,13,12,24,38,Inf,1.1263911290388005,0.6433454053929168,0.3054807880993974,-0.3054807880993974,0.8778962950512288,-0.6744897501960817,-1.4757910281791702,-2.0537489106318225,-Inf,NA,NA,NA,9,0.5896880230786906,0.33901991365971856,0.7977114140228179,1.1976479952133174,1.4406395736236464,1.6276521550150618,2.008156385125558,-268.77053236180075,0,906,NA,200,100,100,7,551.5410647236015,574.6292862894378,31,0,0.7461747403301602,0.07209713842460608,0.1829888100608805,0.5816913123088876,0.1632227392056258,0.04642280268615828,0.023029707440107683,0.0026446282983401126,0.00806318866464086,0.10557829197482367,0.14018377903037524,0.12731479524654304,0.24330500097935803,0.37555494410425916,18.29888100608805,58.16913123088876,16.32227392056258,4.642280268615828,2.3029707440107683,0.26446282983401126,0.806318866464086,10.557829197482366,14.018377903037523,12.731479524654304,24.330500097935804,37.555494410425915,200000,200000,0.56465,0.657955,0.60806,0.58452,0.65288,0.79835,0.7007153432002887,0.988028578742925,1.2996626737558314,1.5195080427166874,1.753512105793039,2.1690978146579774,0.7166292266548837,1.048677369488175,1.3254537154745396,1.5349778255170639,1.8113540550180813,2.5876162838334955,1.0382881172575904,3.139670208687714,3,0.3705880443223577,0.01591388345459499,0.06064879074524998,0.025791041718708163,0.015469782800376475,0.05784194922504238,0.41851846917551816
10,100,100,0.68,0.32,0.36000000000000004,18,36,14,11,14,7,3,16,13,8,27,33,1.8807936081512504,0.8778962950512288,0.46769879911450835,0.2533471031357998,-0.4399131656732338,0.9153650878428139,-0.10043372051146975,-0.4676987991145081,-0.8064212470182404,-1.4757910281791702,TRUE,0.9649882755804842,0.9814110741003935,10,0.25545742399503363,0.26054340609277254,0.7945810685060004,1.0263438092783472,1.132653930648032,1.2142361223441005,1.4477554879959655,-324.6265522239101,0,150,NA,200,100,100,7,663.2531044478202,686.3413260136565,12,0,0.6923027623637436,0.309152526627007,0.17884882233033478,0.3625709274044196,0.14942772363823864,0.09041401616611155,0.14930958218580548,0.06942892827508995,0.031229696878001145,0.15801658424494658,0.11845095651330872,0.09923651598053534,0.26298356551271246,0.33008268087049575,17.884882233033476,36.25709274044196,14.942772363823863,9.041401616611155,14.930958218580548,6.942892827508995,3.1229696878001145,15.801658424494658,11.845095651330872,9.923651598053535,26.298356551271247,33.00826808704957,200000,200000,0.589105,0.575395,0.530045,0.522815,0.55948,0.6341,0.6984854273472446,0.9131029021041978,1.0775754025291642,1.1718575506409288,1.312576828965906,1.6253033468800853,0.7205284372177534,0.9301740140030506,1.0810162765676796,1.1736514596525145,1.3262710630714787,1.7354134224824542,1.056391762238786,1.0543760780589528,3,0.7880976937944408,0.02204300987050878,0.017071111898852798,0.0034408740385154513,0.0017939090115857148,0.013694234105572578,0.11011007560236896
