ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,Ro,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,14400,14400,0.7036805555555555,0.351875,0.35180555555555554,2158,2813,4362,2631,1460,976,683,1163,2421,2425,2203,5505,1.6702944985807116,1.134967612108339,0.5350158619970259,0.08854383675318858,-0.29946754291301425,1.0370292572181687,0.39828968010032034,-0.38026326672003286,-0.9574635545270367,-1.4925479547163985,TRUE,0.7779535271712328,0.8429130162896435,1,0.6084819034513518,0.24084394096202486,-1.0053345909308957,-0.38489346064711694,0.3558307741406541,0.924932603132986,1.5000658642311069,-47448.57699980728,0,126,NA,28800,14400,14400,7,94911.15399961456,94969.03091427742,14,0,0.6961334332656904,0.3609836505176174,0.1573678820671321,0.19279029344887794,0.2888581739663726,0.18348316740842074,0.11070181199580476,0.06679867111339188,0.040450581347682465,0.08121444954291279,0.1822015358437143,0.16997570371060106,0.14387695282117174,0.3822807767339176,2266.097501766702,2776.180225663842,4159.557705115765,2642.1576106812586,1594.1060927395886,961.9008640328432,582.4883714066275,1169.4880734179442,2623.702116149486,2447.6501334326554,2071.828120624873,5504.843184968413,200000,200000,0.56414,0.531635,0.53774,0.527735,0.527435,0.671655,0.5654504787556791,0.5308394644202782,0.537088795496439,0.5286392427783159,0.5287190400187405,0.6718736031234831,-1.529409424294953,-0.6731666550967731,-0.013879003638449485,0.6233208020794593,1.1797034299173148,1.9387331812626092,-1.4275158194263984,-0.6542630353192753,0.013341494428934841,0.6395299851630515,1.196064789230722,2.047490825069837,68.58770633460436,68.1738690345946,3,1.0547118733938987e-14,0.10189360486855459,0.01890361977749777,0.027220498067384327,0.016209183083592205,0.016361359313407098,0.10875764380722797
