ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,muo,sigo,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_muo,gen_sigo,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_muo,diff_sigo,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.6489,0.3132,0.33570000000000005,5686,792,390,1023,780,1329,2949,362,200,684,662,5143,0.5391258789476382,0.4368777623251458,0.3823523895282378,0.20317276404283305,0.03585246363422352,-0.17281098776686982,-0.379387677164312,-0.4868000992675603,-0.8033023500058466,-1.1127868136837875,TRUE,0.5401684347854651,0.6387252958277931,1,1.1827204571329188,1.8678002723104257,0.17377748652235786,0.375210892185579,0.48070884552685167,0.804100561140813,1.1148280787401594,-26126.44850628919,0,140,NA,20000,10000,10000,7,52266.89701257838,52322.221425446136,42,0,1.1439940328709781,1.8238954626140185,0.16694631933933124,0.36720272892853245,0.4693004058790393,0.7935208020615392,1.1108556424849667,-0.03872642426194073,-0.0439048096964072,-0.006831167183026621,-0.008008163257046563,-0.011408439647812352,-0.010579759079273776,-0.003972436255192724,0.6464855700409051,0.31536172176395705,0.5689798308392459,0.0772683540654846,0.03839009333131249,0.10469227149340932,0.07820739951142597,0.13246205075912176,0.29453744519766734,0.038212672210041154,0.020764312551386443,0.06616682031435211,0.06582085210864885,0.5144978976179041,5689.798308392458,772.683540654846,383.90093331312494,1046.9227149340932,782.0739951142597,1324.6205075912176,2945.3744519766733,382.12672210041154,207.64312551386445,661.6682031435212,658.2085210864885,5144.978976179041,200000,200000,0.421345,0.51055,0.50515,0.522965,0.523625,0.7994,0.41898872117974867,0.5089727673188782,0.5056631236601078,0.5214214306301189,0.5263950804850023,0.799016002390513,-0.6906462341611951,0.27356734816565825,0.4275631032707475,0.6368295047580839,0.9517806269265733,1.6178526223308014,-1.0037232715461695,0.2753740758758827,0.428160503171363,0.6437530797271654,0.9599787391358744,2.6300585497215807,3.27114802602248,3.285117790391808,3,0.34971934816161887,-0.3130770373849744,0.0018067277102244428,5.973999006155251e-4,0.006923574969081581,0.008198112209301112,1.0122059273907793
