ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,Ro,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.6344444444444445,0.2925,0.3419444444444445,766,1810,2518,1060,621,425,251,817,1564,1019,1073,2476,1.8137110548588742,1.0436082666705326,0.3436478813784402,-0.01775621660739427,-0.4018726148151324,1.2459635485373164,0.364405062640317,-0.5460959261333559,-1.0569036651803263,-1.5629874125167347,TRUE,0.7836226657252433,0.8000712406374225,1,0.5697194760403604,0.2210371890625221,-1.2112713764119576,-0.3463714237709261,0.5182243982655054,1.00390579862652,1.5734172080640763,-23327.337861045366,0,122,NA,14400,7200,7200,7,46668.67572209073,46721.70060648968,22,0,0.6265141970185811,0.3021508568852318,0.11289570756237521,0.25163609145005733,0.33331734410233566,0.14443884621843905,0.0999008881499669,0.05781112251682585,0.029177588640530053,0.11088741075160091,0.23342080358928785,0.14680170782450036,0.13578444039723703,0.34392804879684374,812.8490944491016,1811.7798584404127,2399.884877536817,1039.9596927727612,719.2863946797617,416.24008212114614,210.07863821181638,798.3893574115266,1680.6297858428725,1056.9722963364027,977.6479708601066,2476.281951337275,200000,200000,0.56039,0.538865,0.53957,0.522625,0.52405,0.65955,0.5579530269862176,0.5394256667796602,0.5404197013447594,0.5229132545535509,0.5265870226611092,0.6585783067498269,-1.6968322348202236,-0.7318093968922729,0.08070643019604512,0.7462551906591561,1.2545052558280907,2.0013354889816024,-1.6110104767897009,-0.6985543910276578,0.11523814715479819,0.7573337995983962,1.2694912090263504,2.097817073157534,49.678715541441875,49.73912424979132,3,9.079414997614776e-11,0.08582175803052272,0.03325500586461505,0.03453171695875307,0.011078608939240064,0.014985953198259683,0.09648158417593145
