exp,idx,cbcond,trial,stimID,cond,KP_zm,KP_conf,RT_zm,RT_conf,hmfc,rating16,sex_kp_mfor,age_kp
EA_exp_1b,15,1,32,150,2,m,3,884,523,fa,5,female,18
EA_exp_1b,15,1,33,131,2,z,2,1064,519,cr,3,female,18
EA_exp_1b,15,1,34,94,1,z,2,1782,534,miss,3,female,18
EA_exp_1b,15,1,35,91,1,m,3,703,655,hit,5,female,18
EA_exp_1b,15,1,36,140,2,z,2,726,514,cr,3,female,18
EA_exp_1b,15,1,37,2,1,z,2,2529,500,miss,3,female,18
EA_exp_1b,15,1,38,22,1,m,4,899,519,hit,6,female,18
EA_exp_1b,15,1,39,146,2,z,2,1170,510,cr,3,female,18
EA_exp_1b,15,1,40,159,2,z,2,970,510,cr,3,female,18
EA_exp_1b,15,1,41,121,2,m,4,1371,398,fa,6,female,18
EA_exp_1b,15,1,42,21,1,m,4,1330,403,hit,6,female,18
EA_exp_1b,15,1,43,152,2,z,2,1430,581,cr,3,female,18
EA_exp_1b,15,1,44,117,2,z,3,1024,624,cr,2,female,18
EA_exp_1b,15,1,45,74,1,m,2,1976,915,hit,4,female,18
EA_exp_1b,15,1,46,50,1,m,2,2913,885,hit,4,female,18
EA_exp_1b,15,1,47,86,1,m,2,1107,1755,hit,4,female,18
EA_exp_1b,15,1,48,179,2,m,2,1385,493,fa,4,female,18
EA_exp_1b,15,1,49,188,2,z,2,827,451,cr,3,female,18
EA_exp_1b,15,1,50,28,1,m,4,1890,511,hit,6,female,18
EA_exp_1b,15,1,51,95,1,z,2,749,407,miss,3,female,18
EA_exp_1b,15,1,52,43,1,m,4,762,404,hit,6,female,18
EA_exp_1b,15,1,53,168,2,z,2,726,609,cr,3,female,18
EA_exp_1b,15,1,54,51,1,z,2,793,452,miss,3,female,18
EA_exp_1b,15,1,55,70,1,m,4,1026,483,hit,6,female,18
EA_exp_1b,15,1,56,99,1,z,2,963,404,miss,3,female,18
EA_exp_1b,15,1,57,19,1,m,4,855,365,hit,6,female,18
EA_exp_1b,15,1,58,199,2,z,2,800,1017,cr,3,female,18
EA_exp_1b,15,1,59,47,1,z,1,1551,7309,miss,3,female,18
EA_exp_1b,15,1,60,135,2,z,3,2204,1772,cr,2,female,18
EA_exp_1b,15,1,61,197,2,z,3,903,572,cr,2,female,18
EA_exp_1b,15,1,62,11,1,m,2,1959,705,hit,4,female,18
EA_exp_1b,15,1,63,61,1,z,2,1625,448,miss,3,female,18
EA_exp_1b,15,1,64,72,1,z,3,1021,752,miss,2,female,18
EA_exp_1b,15,1,65,189,2,z,2,1232,428,cr,3,female,18
EA_exp_1b,15,1,66,119,2,z,2,1004,398,cr,3,female,18
EA_exp_1b,15,1,67,196,2,z,2,766,554,cr,3,female,18
EA_exp_1b,15,1,68,3,1,m,3,996,742,hit,5,female,18
EA_exp_1b,15,1,69,31,1,m,3,571,542,hit,5,female,18
EA_exp_1b,15,1,70,32,1,m,4,666,456,hit,6,female,18
EA_exp_1b,15,1,71,1,1,m,4,755,370,hit,6,female,18
EA_exp_1b,15,1,72,111,2,m,2,2066,380,fa,4,female,18
EA_exp_1b,15,1,73,187,2,z,3,716,891,cr,2,female,18
EA_exp_1b,15,1,74,124,2,z,3,985,330,cr,2,female,18
EA_exp_1b,15,1,75,66,1,m,4,703,365,hit,6,female,18
EA_exp_1b,15,1,76,167,2,z,4,848,536,cr,1,female,18
EA_exp_1b,15,1,77,75,1,m,3,1236,1212,hit,5,female,18
EA_exp_1b,15,1,78,144,2,z,2,1451,476,cr,3,female,18
EA_exp_1b,15,1,79,183,2,z,2,1132,455,cr,3,female,18
EA_exp_1b,15,1,80,77,1,z,3,1988,400,miss,2,female,18
EA_exp_1b,15,1,81,63,1,z,3,882,407,miss,2,female,18
EA_exp_1b,15,1,82,158,2,m,2,887,718,fa,4,female,18
EA_exp_1b,15,1,83,177,2,z,3,1154,815,cr,2,female,18
EA_exp_1b,15,1,84,139,2,z,4,785,1210,cr,1,female,18
EA_exp_1b,15,1,85,129,2,m,3,1067,1082,fa,5,female,18
EA_exp_1b,15,1,86,33,1,z,3,2288,525,miss,2,female,18
EA_exp_1b,15,1,87,57,1,m,4,798,564,hit,6,female,18
EA_exp_1b,15,1,88,149,2,z,3,1120,1548,cr,2,female,18
EA_exp_1b,15,1,89,35,1,z,3,752,1916,miss,2,female,18
EA_exp_1b,15,1,90,37,1,z,2,1103,382,miss,3,female,18
EA_exp_1b,15,1,91,107,2,z,3,975,515,cr,2,female,18
EA_exp_1b,15,1,92,17,1,z,3,864,791,miss,2,female,18
EA_exp_1b,15,1,93,79,1,m,2,1671,416,hit,4,female,18
EA_exp_1b,15,1,94,89,1,m,4,1105,334,hit,6,female,18
EA_exp_1b,15,1,95,12,1,m,4,2753,350,hit,6,female,18
EA_exp_1b,15,1,96,157,2,z,2,1347,516,cr,3,female,18
EA_exp_1b,15,1,97,65,1,z,2,816,379,miss,3,female,18
EA_exp_1b,15,1,98,125,2,z,2,2268,315,cr,3,female,18
EA_exp_1b,15,1,99,80,1,m,4,1172,524,hit,6,female,18
EA_exp_1b,15,1,100,137,2,z,2,791,466,cr,3,female,18
EA_exp_1b,15,1,101,174,2,z,2,671,271,cr,3,female,18
EA_exp_1b,15,1,102,93,1,m,4,822,238,hit,6,female,18
EA_exp_1b,15,1,103,36,1,m,4,759,321,hit,6,female,18
EA_exp_1b,15,1,104,8,1,m,4,1588,143,hit,6,female,18
EA_exp_1b,15,1,105,68,1,z,2,778,821,miss,3,female,18
EA_exp_1b,15,1,106,162,2,z,4,725,1122,cr,1,female,18
EA_exp_1b,15,1,107,9,1,z,3,794,1825,miss,2,female,18
EA_exp_1b,15,1,108,85,1,z,3,775,1043,miss,2,female,18
EA_exp_1b,15,1,109,182,2,m,2,842,801,fa,4,female,18
EA_exp_1b,15,1,110,133,2,z,3,1523,1344,cr,2,female,18
EA_exp_1b,15,1,111,52,1,m,3,889,1777,hit,5,female,18
EA_exp_1b,15,1,112,170,2,m,2,2506,1520,fa,4,female,18
EA_exp_1b,15,1,113,100,1,m,4,1813,1347,hit,6,female,18
EA_exp_1b,15,1,114,114,2,z,3,1042,1665,cr,2,female,18
EA_exp_1b,15,1,115,134,2,z,3,1106,637,cr,2,female,18
EA_exp_1b,15,1,116,195,2,z,3,888,587,cr,2,female,18
EA_exp_1b,15,1,117,171,2,z,3,678,483,cr,2,female,18
EA_exp_1b,15,1,118,90,1,z,3,1041,432,miss,2,female,18
EA_exp_1b,15,1,119,83,1,z,3,642,353,miss,2,female,18
EA_exp_1b,15,1,120,148,2,z,2,853,939,cr,3,female,18
EA_exp_1b,15,1,121,20,1,z,3,519,1132,miss,2,female,18
EA_exp_1b,15,1,122,110,2,z,3,751,460,cr,2,female,18
EA_exp_1b,15,1,123,102,2,z,3,715,217,cr,2,female,18
EA_exp_1b,15,1,124,23,1,m,2,1187,732,hit,4,female,18
EA_exp_1b,15,1,125,123,2,z,3,863,630,cr,2,female,18
EA_exp_1b,15,1,126,200,2,z,2,861,1703,cr,3,female,18
EA_exp_1b,15,1,127,118,2,z,2,2017,508,cr,3,female,18
EA_exp_1b,15,1,128,122,2,m,3,1833,377,fa,5,female,18
EA_exp_1b,15,1,129,58,1,m,3,716,1112,hit,5,female,18
EA_exp_1b,15,1,130,81,1,m,2,1066,524,hit,4,female,18
EA_exp_1b,15,1,131,38,1,m,4,1019,2363,hit,6,female,18
EA_exp_1b,15,1,132,30,1,z,3,943,848,miss,2,female,18
EA_exp_1b,15,1,133,98,1,z,2,1921,1085,miss,3,female,18
EA_exp_1b,15,1,134,44,1,m,4,1235,395,hit,6,female,18
EA_exp_1b,15,1,135,69,1,m,2,607,2174,hit,4,female,18
EA_exp_1b,15,1,136,169,2,z,2,715,582,cr,3,female,18
EA_exp_1b,15,1,137,154,2,z,3,575,466,cr,2,female,18
EA_exp_1b,15,1,138,18,1,z,1,355,2765,miss,3,female,18
EA_exp_1b,15,1,139,164,2,z,2,2098,565,cr,3,female,18
EA_exp_1b,15,1,140,142,2,m,2,2560,563,fa,4,female,18
EA_exp_1b,15,1,141,41,1,z,3,2031,774,miss,2,female,18
EA_exp_1b,15,1,142,163,2,z,2,762,740,cr,3,female,18
EA_exp_1b,15,1,143,82,1,z,3,504,557,miss,2,female,18
EA_exp_1b,15,1,144,78,1,m,2,1480,646,hit,4,female,18
EA_exp_1b,15,1,145,101,2,z,2,1120,603,cr,3,female,18
EA_exp_1b,15,1,146,192,2,z,2,3539,480,cr,3,female,18
EA_exp_1b,15,1,147,106,2,z,2,894,612,cr,3,female,18
EA_exp_1b,15,1,148,112,2,z,3,959,800,cr,2,female,18
EA_exp_1b,15,1,149,153,2,z,3,672,784,cr,2,female,18
EA_exp_1b,15,1,150,113,2,z,3,593,515,cr,2,female,18
EA_exp_1b,15,1,151,172,2,z,3,1232,440,cr,2,female,18
EA_exp_1b,15,1,152,15,1,m,2,2136,284,hit,4,female,18
EA_exp_1b,15,1,153,13,1,m,1,771,1293,hit,4,female,18
EA_exp_1b,15,1,154,155,2,z,2,1719,1231,cr,3,female,18
EA_exp_1b,15,1,155,48,1,z,3,1730,452,miss,2,female,18
EA_exp_1b,15,1,156,29,1,m,4,1107,256,hit,6,female,18
EA_exp_1b,15,1,157,184,2,z,3,1111,1156,cr,2,female,18
EA_exp_1b,15,1,158,26,1,m,4,647,598,hit,6,female,18
EA_exp_1b,15,1,159,166,2,z,2,671,703,cr,3,female,18
EA_exp_1b,15,1,160,14,1,m,3,2262,1218,hit,5,female,18
EA_exp_1b,15,1,161,73,1,m,3,1367,790,hit,5,female,18
EA_exp_1b,15,1,162,136,2,z,3,710,597,cr,2,female,18
EA_exp_1b,15,1,163,92,1,m,2,3470,414,hit,4,female,18
EA_exp_1b,15,1,164,108,2,z,2,2591,337,cr,3,female,18
EA_exp_1b,15,1,165,42,1,m,4,1283,747,hit,6,female,18
EA_exp_1b,15,1,166,190,2,z,3,1233,854,cr,2,female,18
EA_exp_1b,15,1,167,130,2,m,2,820,1471,fa,4,female,18
EA_exp_1b,15,1,168,186,2,z,3,852,556,cr,2,female,18
EA_exp_1b,15,1,169,103,2,m,3,1144,611,fa,5,female,18
EA_exp_1b,15,1,170,160,2,z,3,733,536,cr,2,female,18
EA_exp_1b,15,1,171,132,2,z,2,965,1751,cr,3,female,18
EA_exp_1b,15,1,172,4,1,z,2,1252,554,miss,3,female,18
EA_exp_1b,15,1,173,54,1,m,4,870,748,hit,6,female,18
EA_exp_1b,15,1,174,141,2,z,2,722,748,cr,3,female,18
EA_exp_1b,15,1,175,27,1,z,3,1039,416,miss,2,female,18
EA_exp_1b,15,1,176,53,1,z,3,4673,559,miss,2,female,18
EA_exp_1b,15,1,177,16,1,m,2,1179,660,hit,4,female,18
EA_exp_1b,15,1,178,176,2,z,2,908,720,cr,3,female,18
EA_exp_1b,15,1,179,76,1,z,2,790,399,miss,3,female,18
EA_exp_1b,15,1,180,55,1,z,2,770,220,miss,3,female,18
EA_exp_1b,15,1,181,59,1,m,4,853,332,hit,6,female,18
EA_exp_1b,15,1,182,104,2,z,2,1439,384,cr,3,female,18
EA_exp_1b,15,1,183,25,1,z,2,2034,282,miss,3,female,18
EA_exp_1b,15,1,184,191,2,z,2,704,238,cr,3,female,18
EA_exp_1b,15,1,185,147,2,m,3,1638,526,fa,5,female,18
EA_exp_1b,15,1,186,165,2,z,2,1500,632,cr,3,female,18
EA_exp_1b,15,1,187,39,1,m,4,878,550,hit,6,female,18
EA_exp_1b,15,1,188,62,1,m,4,865,505,hit,6,female,18
EA_exp_1b,15,1,189,194,2,z,3,1462,1333,cr,2,female,18
EA_exp_1b,15,1,190,84,1,z,1,1106,3790,miss,3,female,18
EA_exp_1b,15,1,191,151,2,z,2,2023,577,cr,3,female,18
EA_exp_1b,15,1,192,156,2,z,2,907,384,cr,3,female,18
EA_exp_1b,15,1,193,198,2,m,4,1506,191,fa,6,female,18
EA_exp_1b,15,1,194,143,2,z,2,811,306,cr,3,female,18
EA_exp_1b,15,1,195,193,2,z,2,855,335,cr,3,female,18
EA_exp_1b,15,1,196,45,1,z,1,772,1549,miss,3,female,18
EA_exp_1b,15,1,197,127,2,z,2,1683,887,cr,3,female,18
EA_exp_1b,15,1,198,97,1,m,3,5383,391,hit,5,female,18
EA_exp_1b,15,1,199,126,2,z,2,2218,378,cr,3,female,18
EA_exp_1b,15,1,200,109,2,z,2,940,272,cr,3,female,18
EA_exp_1b,16,1,1,156,2,m,1,5642,3529,fa,4,female,19
EA_exp_1b,16,1,2,91,1,z,2,2523,2500,miss,3,female,19
EA_exp_1b,16,1,3,13,1,m,4,3357,851,hit,6,female,19
EA_exp_1b,16,1,4,133,2,z,3,3713,2053,cr,2,female,19
EA_exp_1b,16,1,5,162,2,z,2,9079,2932,cr,3,female,19
EA_exp_1b,16,1,6,184,2,z,2,6719,1821,cr,3,female,19
EA_exp_1b,16,1,7,70,1,m,4,4660,2293,hit,6,female,19
EA_exp_1b,16,1,8,112,2,m,4,3821,907,fa,6,female,19
EA_exp_1b,16,1,9,98,1,z,2,3046,1897,miss,3,female,19
EA_exp_1b,16,1,10,22,1,m,3,3724,866,hit,5,female,19
EA_exp_1b,16,1,11,76,1,z,3,3058,2079,miss,2,female,19
EA_exp_1b,16,1,12,199,2,m,3,2763,664,fa,5,female,19
EA_exp_1b,16,1,13,12,1,m,4,1934,651,hit,6,female,19
EA_exp_1b,16,1,14,176,2,z,3,2769,1437,cr,2,female,19
EA_exp_1b,16,1,15,128,2,z,3,2116,1162,cr,2,female,19
EA_exp_1b,16,1,16,132,2,m,2,2063,819,fa,4,female,19
EA_exp_1b,16,1,17,24,1,m,2,3348,1446,hit,4,female,19
EA_exp_1b,16,1,18,18,1,m,3,2703,1134,hit,5,female,19
EA_exp_1b,16,1,19,84,1,m,4,1328,725,hit,6,female,19
EA_exp_1b,16,1,20,10,1,z,3,1561,1062,miss,2,female,19
EA_exp_1b,16,1,21,23,1,m,2,2378,1782,hit,4,female,19
EA_exp_1b,16,1,22,137,2,z,3,1375,2707,cr,2,female,19
EA_exp_1b,16,1,23,101,2,z,3,1430,1192,cr,2,female,19
EA_exp_1b,16,1,24,56,1,m,4,1469,1049,hit,6,female,19
EA_exp_1b,16,1,25,149,2,z,2,1585,1019,cr,3,female,19
EA_exp_1b,16,1,26,192,2,z,3,4545,999,cr,2,female,19
EA_exp_1b,16,1,27,63,1,m,4,2658,1663,hit,6,female,19
EA_exp_1b,16,1,28,75,1,z,3,1773,1536,miss,2,female,19
EA_exp_1b,16,1,29,195,2,m,3,2208,1158,fa,5,female,19
EA_exp_1b,16,1,30,140,2,m,3,1795,1594,fa,5,female,19
EA_exp_1b,16,1,31,54,1,z,3,1578,1350,miss,2,female,19
EA_exp_1b,16,1,32,136,2,z,2,1951,940,cr,3,female,19
EA_exp_1b,16,1,33,3,1,m,4,1644,832,hit,6,female,19
EA_exp_1b,16,1,34,87,1,z,2,2478,1030,miss,3,female,19
EA_exp_1b,16,1,35,154,2,z,2,1280,627,cr,3,female,19
EA_exp_1b,16,1,36,146,2,z,2,3310,898,cr,3,female,19
EA_exp_1b,16,1,37,160,2,z,2,2911,564,cr,3,female,19
EA_exp_1b,16,1,38,172,2,z,2,1400,608,cr,3,female,19
EA_exp_1b,16,1,39,193,2,z,2,1720,607,cr,3,female,19
EA_exp_1b,16,1,40,25,1,m,3,3161,946,hit,5,female,19
EA_exp_1b,16,1,41,181,2,z,1,3753,1008,cr,3,female,19
EA_exp_1b,16,1,42,36,1,z,1,1273,1022,miss,3,female,19
EA_exp_1b,16,1,43,9,1,m,4,1336,604,hit,6,female,19
EA_exp_1b,16,1,44,93,1,m,4,1573,782,hit,6,female,19
EA_exp_1b,16,1,45,15,1,z,2,1246,539,miss,3,female,19
EA_exp_1b,16,1,46,163,2,z,2,929,762,cr,3,female,19
EA_exp_1b,16,1,47,29,1,z,2,987,654,miss,3,female,19
EA_exp_1b,16,1,48,177,2,z,2,1629,558,cr,3,female,19
EA_exp_1b,16,1,49,37,1,m,2,3385,860,hit,4,female,19
EA_exp_1b,16,1,50,11,1,z,2,1290,574,miss,3,female,19
EA_exp_1b,16,1,51,94,1,m,4,1376,924,hit,6,female,19
EA_exp_1b,16,1,52,200,2,z,2,1224,817,cr,3,female,19
EA_exp_1b,16,1,53,81,1,m,4,1619,523,hit,6,female,19
EA_exp_1b,16,1,54,122,2,z,3,1526,1316,cr,2,female,19
EA_exp_1b,16,1,55,188,2,z,2,3054,674,cr,3,female,19
EA_exp_1b,16,1,56,72,1,m,3,1684,700,hit,5,female,19
EA_exp_1b,16,1,57,131,2,z,2,1157,621,cr,3,female,19
EA_exp_1b,16,1,58,43,1,m,4,1331,538,hit,6,female,19
EA_exp_1b,16,1,59,86,1,m,4,1733,811,hit,6,female,19
EA_exp_1b,16,1,60,71,1,m,4,1210,1332,hit,6,female,19
EA_exp_1b,16,1,61,150,2,z,3,1519,638,cr,2,female,19
EA_exp_1b,16,1,62,191,2,z,4,2995,646,cr,1,female,19
EA_exp_1b,16,1,63,168,2,z,3,1313,1364,cr,2,female,19
EA_exp_1b,16,1,64,148,2,z,3,1900,524,cr,2,female,19
EA_exp_1b,16,1,65,74,1,m,4,1687,718,hit,6,female,19
EA_exp_1b,16,1,66,46,1,z,2,1410,627,miss,3,female,19
EA_exp_1b,16,1,67,92,1,m,4,1482,969,hit,6,female,19
EA_exp_1b,16,1,68,59,1,m,4,1603,910,hit,6,female,19
EA_exp_1b,16,1,69,108,2,z,2,1771,542,cr,3,female,19
EA_exp_1b,16,1,70,190,2,z,3,1352,654,cr,2,female,19
EA_exp_1b,16,1,71,44,1,z,1,1141,2128,miss,3,female,19
EA_exp_1b,16,1,72,158,2,z,1,2742,3560,cr,3,female,19
EA_exp_1b,16,1,73,196,2,z,2,1208,869,cr,3,female,19
EA_exp_1b,16,1,74,31,1,m,3,1873,912,hit,5,female,19
EA_exp_1b,16,1,75,99,1,m,4,1244,533,hit,6,female,19
EA_exp_1b,16,1,76,189,2,z,4,4529,2294,cr,1,female,19
EA_exp_1b,16,1,77,14,1,z,3,1450,1003,miss,2,female,19
EA_exp_1b,16,1,78,97,1,z,2,1525,1377,miss,3,female,19
EA_exp_1b,16,1,79,113,2,m,3,1421,1049,fa,5,female,19
EA_exp_1b,16,1,80,16,1,z,2,1168,604,miss,3,female,19
EA_exp_1b,16,1,81,127,2,z,2,1205,622,cr,3,female,19
EA_exp_1b,16,1,82,100,1,m,4,1255,1262,hit,6,female,19
EA_exp_1b,16,1,83,130,2,z,2,1097,490,cr,3,female,19
EA_exp_1b,16,1,84,121,2,z,2,1638,417,cr,3,female,19
EA_exp_1b,16,1,85,66,1,m,3,2046,632,hit,5,female,19
EA_exp_1b,16,1,86,4,1,z,2,1062,1087,miss,3,female,19
EA_exp_1b,16,1,87,5,1,z,2,936,1560,miss,3,female,19
EA_exp_1b,16,1,88,34,1,z,2,1499,889,miss,3,female,19
EA_exp_1b,16,1,89,145,2,z,2,1797,744,cr,3,female,19
EA_exp_1b,16,1,90,105,2,z,2,3627,628,cr,3,female,19
EA_exp_1b,16,1,91,164,2,m,2,1852,620,fa,4,female,19
EA_exp_1b,16,1,92,169,2,z,2,1668,588,cr,3,female,19
EA_exp_1b,16,1,93,119,2,z,2,1042,1990,cr,3,female,19
EA_exp_1b,16,1,94,41,1,m,2,2147,1210,hit,4,female,19
EA_exp_1b,16,1,95,182,2,z,2,1530,408,cr,3,female,19
EA_exp_1b,16,1,96,17,1,m,4,2059,608,hit,6,female,19
EA_exp_1b,16,1,97,32,1,m,4,1192,466,hit,6,female,19
EA_exp_1b,16,1,98,159,2,z,2,1953,653,cr,3,female,19
EA_exp_1b,16,1,99,35,1,m,4,1333,568,hit,6,female,19
EA_exp_1b,16,1,100,139,2,z,3,2596,612,cr,2,female,19
EA_exp_1b,16,1,101,49,1,z,2,1772,511,miss,3,female,19
EA_exp_1b,16,1,102,62,1,z,2,1564,535,miss,3,female,19
EA_exp_1b,16,1,103,102,2,z,3,994,692,cr,2,female,19
EA_exp_1b,16,1,104,134,2,z,3,873,1632,cr,2,female,19
EA_exp_1b,16,1,105,58,1,m,4,1808,913,hit,6,female,19
EA_exp_1b,16,1,106,117,2,z,2,1488,733,cr,3,female,19
EA_exp_1b,16,1,107,142,2,z,3,1332,516,cr,2,female,19
EA_exp_1b,16,1,108,8,1,m,4,1232,711,hit,6,female,19
EA_exp_1b,16,1,109,187,2,z,2,2684,636,cr,3,female,19
EA_exp_1b,16,1,110,165,2,z,3,1027,755,cr,2,female,19
EA_exp_1b,16,1,111,64,1,m,4,1847,438,hit,6,female,19
EA_exp_1b,16,1,112,144,2,z,2,2293,533,cr,3,female,19
EA_exp_1b,16,1,113,110,2,m,4,1698,646,fa,6,female,19
EA_exp_1b,16,1,114,115,2,z,2,1310,483,cr,3,female,19
EA_exp_1b,16,1,115,45,1,z,2,1566,1788,miss,3,female,19
EA_exp_1b,16,1,116,178,2,m,4,1635,637,fa,6,female,19
EA_exp_1b,16,1,117,73,1,z,3,1476,596,miss,2,female,19
EA_exp_1b,16,1,118,52,1,z,2,2336,633,miss,3,female,19
EA_exp_1b,16,1,119,67,1,m,4,2016,697,hit,6,female,19
EA_exp_1b,16,1,120,26,1,m,4,1903,749,hit,6,female,19
EA_exp_1b,16,1,121,61,1,z,2,1200,522,miss,3,female,19
EA_exp_1b,16,1,122,65,1,m,4,1238,526,hit,6,female,19
EA_exp_1b,16,1,123,85,1,m,3,2683,505,hit,5,female,19
EA_exp_1b,16,1,124,69,1,m,4,1302,428,hit,6,female,19
EA_exp_1b,16,1,125,20,1,z,2,1310,449,miss,3,female,19
EA_exp_1b,16,1,126,152,2,z,1,4239,560,cr,3,female,19
EA_exp_1b,16,1,127,107,2,z,2,1163,548,cr,3,female,19
EA_exp_1b,16,1,128,175,2,z,2,897,935,cr,3,female,19
EA_exp_1b,16,1,129,123,2,z,1,1702,600,cr,3,female,19
EA_exp_1b,16,1,130,47,1,z,2,1233,473,miss,3,female,19
EA_exp_1b,16,1,131,173,2,z,2,791,625,cr,3,female,19
EA_exp_1b,16,1,132,77,1,m,3,1274,848,hit,5,female,19
EA_exp_1b,16,1,133,21,1,m,4,1141,555,hit,6,female,19
EA_exp_1b,16,1,134,180,2,z,3,1350,1738,cr,2,female,19
EA_exp_1b,16,1,135,82,1,z,2,1974,1888,miss,3,female,19
EA_exp_1b,16,1,136,80,1,z,2,1113,657,miss,3,female,19
EA_exp_1b,16,1,137,30,1,z,1,1096,568,miss,3,female,19
EA_exp_1b,16,1,138,53,1,m,2,1569,605,hit,4,female,19
EA_exp_1b,16,1,139,138,2,z,2,1317,555,cr,3,female,19
EA_exp_1b,16,1,140,161,2,z,1,826,846,cr,3,female,19
EA_exp_1b,16,1,141,167,2,z,2,1404,559,cr,3,female,19
EA_exp_1b,16,1,142,51,1,z,3,3534,1573,miss,2,female,19
EA_exp_1b,16,1,143,79,1,z,3,1945,675,miss,2,female,19
EA_exp_1b,16,1,144,83,1,m,4,1486,728,hit,6,female,19
EA_exp_1b,16,1,145,166,2,z,3,1246,612,cr,2,female,19
EA_exp_1b,16,1,146,174,2,z,4,769,824,cr,1,female,19
EA_exp_1b,16,1,147,7,1,z,3,1005,985,miss,2,female,19
EA_exp_1b,16,1,148,38,1,z,2,642,672,miss,3,female,19
EA_exp_1b,16,1,149,185,2,z,2,1176,499,cr,3,female,19
EA_exp_1b,16,1,150,39,1,z,3,992,1378,miss,2,female,19
EA_exp_1b,16,1,151,135,2,z,4,1282,642,cr,1,female,19
EA_exp_1b,16,1,152,55,1,z,3,985,651,miss,2,female,19
EA_exp_1b,16,1,153,1,1,z,3,947,773,miss,2,female,19
EA_exp_1b,16,1,154,2,1,m,4,1211,496,hit,6,female,19
EA_exp_1b,16,1,155,28,1,m,4,2226,527,hit,6,female,19
EA_exp_1b,16,1,156,57,1,m,4,1612,437,hit,6,female,19
EA_exp_1b,16,1,157,125,2,z,3,1171,463,cr,2,female,19
EA_exp_1b,16,1,158,48,1,z,1,1070,1485,miss,3,female,19
EA_exp_1b,16,1,159,6,1,m,4,1281,1049,hit,6,female,19
EA_exp_1b,16,1,160,118,2,z,3,1262,1272,cr,2,female,19
EA_exp_1b,16,1,161,198,2,z,2,965,1289,cr,3,female,19
EA_exp_1b,16,1,162,111,2,z,2,1910,692,cr,3,female,19
EA_exp_1b,16,1,163,106,2,m,3,2472,1199,fa,5,female,19
EA_exp_1b,16,1,164,114,2,z,2,2113,565,cr,3,female,19
EA_exp_1b,16,1,165,126,2,z,3,1134,766,cr,2,female,19
EA_exp_1b,16,1,166,120,2,z,2,1520,558,cr,3,female,19
EA_exp_1b,16,1,167,124,2,z,2,1288,591,cr,3,female,19
EA_exp_1b,16,1,168,88,1,z,3,807,833,miss,2,female,19
EA_exp_1b,16,1,169,78,1,z,3,1921,847,miss,2,female,19
EA_exp_1b,16,1,170,141,2,z,3,1133,601,cr,2,female,19
EA_exp_1b,16,1,171,194,2,m,4,2241,515,fa,6,female,19
EA_exp_1b,16,1,172,109,2,z,3,1040,1200,cr,2,female,19
EA_exp_1b,16,1,173,96,1,z,2,1071,735,miss,3,female,19
EA_exp_1b,16,1,174,197,2,z,3,1127,894,cr,2,female,19
EA_exp_1b,16,1,175,186,2,m,4,1213,598,fa,6,female,19
EA_exp_1b,16,1,176,95,1,m,4,1264,503,hit,6,female,19
EA_exp_1b,16,1,177,183,2,z,3,1172,575,cr,2,female,19
EA_exp_1b,16,1,178,155,2,z,2,694,535,cr,3,female,19
EA_exp_1b,16,1,179,89,1,z,2,755,543,miss,3,female,19
EA_exp_1b,16,1,180,170,2,z,2,745,711,cr,3,female,19
EA_exp_1b,16,1,181,104,2,z,2,1326,589,cr,3,female,19
EA_exp_1b,16,1,182,179,2,z,1,842,529,cr,3,female,19
EA_exp_1b,16,1,183,27,1,m,4,1677,450,hit,6,female,19
EA_exp_1b,16,1,184,60,1,z,4,1073,495,miss,1,female,19
EA_exp_1b,16,1,185,19,1,z,3,2769,952,miss,2,female,19
EA_exp_1b,16,1,186,147,2,m,4,1285,602,fa,6,female,19
EA_exp_1b,16,1,187,40,1,m,4,1937,495,hit,6,female,19
EA_exp_1b,16,1,188,116,2,z,1,1261,531,cr,3,female,19
EA_exp_1b,16,1,189,143,2,z,3,3136,540,cr,2,female,19
EA_exp_1b,16,1,190,129,2,z,2,2599,1082,cr,3,female,19
EA_exp_1b,16,1,191,33,1,m,4,1203,408,hit,6,female,19
EA_exp_1b,16,1,192,50,1,m,3,1497,648,hit,5,female,19
EA_exp_1b,16,1,193,153,2,z,3,1326,451,cr,2,female,19
EA_exp_1b,16,1,194,42,1,m,4,1781,516,hit,6,female,19
EA_exp_1b,16,1,195,68,1,m,4,1104,591,hit,6,female,19
EA_exp_1b,16,1,196,157,2,m,4,1385,458,fa,6,female,19
EA_exp_1b,16,1,197,90,1,z,3,1614,466,miss,2,female,19
EA_exp_1b,16,1,198,103,2,z,2,1539,540,cr,3,female,19
EA_exp_1b,16,1,199,151,2,z,2,791,577,cr,3,female,19
EA_exp_1b,16,1,200,171,2,z,2,1020,429,cr,3,female,19
EA_exp_1b,18,1,1,63,1,m,4,4667,5815,hit,6,female,20
EA_exp_1b,18,1,2,24,1,m,3,3197,4088,hit,5,female,20
EA_exp_1b,18,1,3,83,1,z,3,14974,2168,miss,2,female,20
EA_exp_1b,18,1,4,167,2,z,4,1936,4493,cr,1,female,20
EA_exp_1b,18,1,5,178,2,z,2,9883,2953,cr,3,female,20
EA_exp_1b,18,1,6,26,1,m,4,2069,1405,hit,6,female,20
EA_exp_1b,18,1,7,62,1,m,4,1461,1781,hit,6,female,20
