exp,idx,cbcond,trial,stimID,cond,KP_zm,KP_conf,RT_zm,RT_conf,hmfc,rating16,sex_kp_mfor,age_kp
EA_exp_1b,1,1,1,61,1,m,2,4035,3768,hit,4,female,23
EA_exp_1b,1,1,2,90,1,z,3,1428,1394,miss,2,female,23
EA_exp_1b,1,1,3,99,1,m,4,1704,945,hit,6,female,23
EA_exp_1b,1,1,4,26,1,z,4,1645,548,miss,1,female,23
EA_exp_1b,1,1,5,147,2,z,2,2158,787,cr,3,female,23
EA_exp_1b,1,1,6,156,2,m,2,1158,480,fa,4,female,23
EA_exp_1b,1,1,7,157,2,m,3,2398,664,fa,5,female,23
EA_exp_1b,1,1,8,80,1,m,4,1549,1018,hit,6,female,23
EA_exp_1b,1,1,9,32,1,z,3,1329,903,miss,2,female,23
EA_exp_1b,1,1,10,47,1,m,3,1106,865,hit,5,female,23
EA_exp_1b,1,1,11,44,1,m,4,1854,559,hit,6,female,23
EA_exp_1b,1,1,12,139,2,z,4,1338,542,cr,1,female,23
EA_exp_1b,1,1,13,98,1,z,3,1564,453,miss,2,female,23
EA_exp_1b,1,1,14,136,2,z,3,1154,399,cr,2,female,23
EA_exp_1b,1,1,15,19,1,m,4,1410,322,hit,6,female,23
EA_exp_1b,1,1,16,123,2,z,2,1334,426,cr,3,female,23
EA_exp_1b,1,1,17,101,2,z,3,1255,498,cr,2,female,23
EA_exp_1b,1,1,18,183,2,z,2,1616,441,cr,3,female,23
EA_exp_1b,1,1,19,94,1,m,4,1112,453,hit,6,female,23
EA_exp_1b,1,1,20,22,1,z,3,1763,391,miss,2,female,23
EA_exp_1b,1,1,21,100,1,m,3,1129,341,hit,5,female,23
EA_exp_1b,1,1,22,24,1,m,3,889,271,hit,5,female,23
EA_exp_1b,1,1,23,150,2,z,2,1316,362,cr,3,female,23
EA_exp_1b,1,1,24,27,1,m,3,988,367,hit,5,female,23
EA_exp_1b,1,1,25,30,1,z,2,1200,443,miss,3,female,23
EA_exp_1b,1,1,26,143,2,m,3,854,418,fa,5,female,23
EA_exp_1b,1,1,27,82,1,m,4,738,367,hit,6,female,23
EA_exp_1b,1,1,28,8,1,m,4,1136,749,hit,6,female,23
EA_exp_1b,1,1,29,191,2,m,3,1104,414,fa,5,female,23
EA_exp_1b,1,1,30,66,1,m,4,753,411,hit,6,female,23
EA_exp_1b,1,1,31,69,1,z,3,1612,485,miss,2,female,23
EA_exp_1b,1,1,32,176,2,z,2,1616,396,cr,3,female,23
EA_exp_1b,1,1,33,76,1,m,4,1547,393,hit,6,female,23
EA_exp_1b,1,1,34,178,2,z,3,1913,360,cr,2,female,23
EA_exp_1b,1,1,35,162,2,z,4,1209,676,cr,1,female,23
EA_exp_1b,1,1,36,87,1,m,4,1227,419,hit,6,female,23
EA_exp_1b,1,1,37,54,1,m,4,753,303,hit,6,female,23
EA_exp_1b,1,1,38,132,2,m,3,1187,318,fa,5,female,23
EA_exp_1b,1,1,39,23,1,z,3,1186,365,miss,2,female,23
EA_exp_1b,1,1,40,16,1,z,3,911,341,miss,2,female,23
EA_exp_1b,1,1,41,35,1,z,2,1207,401,miss,3,female,23
EA_exp_1b,1,1,42,165,2,m,3,851,298,fa,5,female,23
EA_exp_1b,1,1,43,170,2,z,3,1360,386,cr,2,female,23
EA_exp_1b,1,1,44,186,2,z,2,1043,356,cr,3,female,23
EA_exp_1b,1,1,45,121,2,z,4,916,396,cr,1,female,23
EA_exp_1b,1,1,46,5,1,m,4,1005,542,hit,6,female,23
EA_exp_1b,1,1,47,167,2,z,4,1050,442,cr,1,female,23
EA_exp_1b,1,1,48,109,2,m,4,776,288,fa,6,female,23
EA_exp_1b,1,1,49,74,1,m,4,777,228,hit,6,female,23
EA_exp_1b,1,1,50,152,2,z,3,1547,344,cr,2,female,23
EA_exp_1b,1,1,51,28,1,m,4,845,323,hit,6,female,23
EA_exp_1b,1,1,52,81,1,z,3,1512,340,miss,2,female,23
EA_exp_1b,1,1,53,118,2,z,3,964,331,cr,2,female,23
EA_exp_1b,1,1,54,48,1,z,3,1408,321,miss,2,female,23
EA_exp_1b,1,1,55,85,1,m,2,1812,310,hit,4,female,23
EA_exp_1b,1,1,56,89,1,m,3,810,356,hit,5,female,23
EA_exp_1b,1,1,57,133,2,z,4,1063,454,cr,1,female,23
EA_exp_1b,1,1,58,40,1,z,2,1654,525,miss,3,female,23
EA_exp_1b,1,1,59,83,1,z,3,1706,415,miss,2,female,23
EA_exp_1b,1,1,60,43,1,m,4,945,372,hit,6,female,23
EA_exp_1b,1,1,61,105,2,z,4,1140,386,cr,1,female,23
EA_exp_1b,1,1,62,135,2,z,3,1553,431,cr,2,female,23
EA_exp_1b,1,1,63,122,2,m,3,1549,379,fa,5,female,23
EA_exp_1b,1,1,64,153,2,z,3,1133,361,cr,2,female,23
EA_exp_1b,1,1,65,138,2,m,4,1131,473,fa,6,female,23
EA_exp_1b,1,1,66,86,1,z,4,1924,451,miss,1,female,23
EA_exp_1b,1,1,67,154,2,z,3,1076,401,cr,2,female,23
EA_exp_1b,1,1,68,115,2,m,3,1024,370,fa,5,female,23
EA_exp_1b,1,1,69,33,1,m,4,1219,461,hit,6,female,23
EA_exp_1b,1,1,70,64,1,m,4,762,296,hit,6,female,23
EA_exp_1b,1,1,71,195,2,m,3,1135,393,fa,5,female,23
EA_exp_1b,1,1,72,159,2,z,3,1064,392,cr,2,female,23
EA_exp_1b,1,1,73,184,2,z,3,1454,379,cr,2,female,23
EA_exp_1b,1,1,74,84,1,m,4,923,338,hit,6,female,23
EA_exp_1b,1,1,75,149,2,z,3,1909,355,cr,2,female,23
EA_exp_1b,1,1,76,88,1,m,4,870,333,hit,6,female,23
EA_exp_1b,1,1,77,21,1,m,2,754,1100,hit,4,female,23
EA_exp_1b,1,1,78,112,2,z,3,1295,455,cr,2,female,23
EA_exp_1b,1,1,79,95,1,z,3,1112,371,miss,2,female,23
EA_exp_1b,1,1,80,107,2,z,4,1173,400,cr,1,female,23
EA_exp_1b,1,1,81,51,1,z,2,1218,346,miss,3,female,23
EA_exp_1b,1,1,82,60,1,m,2,717,283,hit,4,female,23
EA_exp_1b,1,1,83,102,2,m,3,1554,380,fa,5,female,23
EA_exp_1b,1,1,84,77,1,z,3,1117,524,miss,2,female,23
EA_exp_1b,1,1,85,108,2,z,4,1464,440,cr,1,female,23
EA_exp_1b,1,1,86,55,1,m,4,886,350,hit,6,female,23
EA_exp_1b,1,1,87,146,2,m,4,722,268,fa,6,female,23
EA_exp_1b,1,1,88,174,2,m,3,708,562,fa,5,female,23
EA_exp_1b,1,1,89,179,2,z,2,1355,512,cr,3,female,23
EA_exp_1b,1,1,90,36,1,m,3,2381,359,hit,5,female,23
EA_exp_1b,1,1,91,62,1,z,4,922,383,miss,1,female,23
EA_exp_1b,1,1,92,9,1,z,3,897,407,miss,2,female,23
EA_exp_1b,1,1,93,140,2,m,3,856,351,fa,5,female,23
EA_exp_1b,1,1,94,127,2,m,4,837,410,fa,6,female,23
EA_exp_1b,1,1,95,10,1,m,4,761,262,hit,6,female,23
EA_exp_1b,1,1,96,188,2,m,3,988,384,fa,5,female,23
EA_exp_1b,1,1,97,29,1,m,4,832,330,hit,6,female,23
EA_exp_1b,1,1,98,177,2,z,3,1550,410,cr,2,female,23
EA_exp_1b,1,1,99,198,2,z,3,1066,346,cr,2,female,23
EA_exp_1b,1,1,100,142,2,z,2,1165,376,cr,3,female,23
EA_exp_1b,1,1,101,169,2,z,4,1258,498,cr,1,female,23
EA_exp_1b,1,1,102,12,1,z,3,992,480,miss,2,female,23
EA_exp_1b,1,1,103,181,2,z,2,1009,384,cr,3,female,23
EA_exp_1b,1,1,104,78,1,m,3,739,334,hit,5,female,23
EA_exp_1b,1,1,105,194,2,m,4,948,582,fa,6,female,23
EA_exp_1b,1,1,106,63,1,z,3,2048,535,miss,2,female,23
EA_exp_1b,1,1,107,163,2,m,3,1604,318,fa,5,female,23
EA_exp_1b,1,1,108,42,1,m,4,833,346,hit,6,female,23
EA_exp_1b,1,1,109,73,1,m,2,780,503,hit,4,female,23
EA_exp_1b,1,1,110,151,2,m,2,886,412,fa,4,female,23
EA_exp_1b,1,1,111,1,1,z,3,1195,373,miss,2,female,23
EA_exp_1b,1,1,112,13,1,m,4,904,397,hit,6,female,23
EA_exp_1b,1,1,113,180,2,m,4,912,404,fa,6,female,23
EA_exp_1b,1,1,114,53,1,z,3,1124,433,miss,2,female,23
EA_exp_1b,1,1,115,199,2,m,3,963,565,fa,5,female,23
EA_exp_1b,1,1,116,20,1,z,2,1600,313,miss,3,female,23
EA_exp_1b,1,1,117,75,1,m,3,1836,462,hit,5,female,23
EA_exp_1b,1,1,118,185,2,m,2,2092,419,fa,4,female,23
EA_exp_1b,1,1,119,182,2,z,3,964,422,cr,2,female,23
EA_exp_1b,1,1,120,172,2,z,2,1174,513,cr,3,female,23
EA_exp_1b,1,1,121,117,2,m,1,974,401,fa,4,female,23
EA_exp_1b,1,1,122,3,1,m,2,1377,531,hit,4,female,23
EA_exp_1b,1,1,123,25,1,z,3,2735,1084,miss,2,female,23
EA_exp_1b,1,1,124,155,2,z,4,1330,870,cr,1,female,23
EA_exp_1b,1,1,125,190,2,m,1,1830,452,fa,4,female,23
EA_exp_1b,1,1,126,65,1,z,3,1184,415,miss,2,female,23
EA_exp_1b,1,1,127,192,2,z,3,1488,621,cr,2,female,23
EA_exp_1b,1,1,128,137,2,z,4,1752,346,cr,1,female,23
EA_exp_1b,1,1,129,39,1,z,2,2268,460,miss,3,female,23
EA_exp_1b,1,1,130,6,1,m,4,1227,355,hit,6,female,23
EA_exp_1b,1,1,131,125,2,m,2,1047,374,fa,4,female,23
EA_exp_1b,1,1,132,200,2,z,3,858,383,cr,2,female,23
EA_exp_1b,1,1,133,106,2,z,2,1507,399,cr,3,female,23
EA_exp_1b,1,1,134,93,1,z,4,1347,420,miss,1,female,23
EA_exp_1b,1,1,135,110,2,m,4,710,322,fa,6,female,23
EA_exp_1b,1,1,136,145,2,m,4,583,248,fa,6,female,23
EA_exp_1b,1,1,137,49,1,m,2,1135,316,hit,4,female,23
EA_exp_1b,1,1,138,17,1,z,3,754,444,miss,2,female,23
EA_exp_1b,1,1,139,131,2,z,2,1083,362,cr,3,female,23
EA_exp_1b,1,1,140,70,1,z,3,1101,363,miss,2,female,23
EA_exp_1b,1,1,141,128,2,m,2,705,396,fa,4,female,23
EA_exp_1b,1,1,142,92,1,z,3,1453,349,miss,2,female,23
EA_exp_1b,1,1,143,71,1,m,1,707,366,hit,4,female,23
EA_exp_1b,1,1,144,126,2,z,3,866,408,cr,2,female,23
EA_exp_1b,1,1,145,144,2,m,4,600,251,fa,6,female,23
EA_exp_1b,1,1,146,171,2,m,1,1088,255,fa,4,female,23
EA_exp_1b,1,1,147,189,2,m,3,774,384,fa,5,female,23
EA_exp_1b,1,1,148,52,1,m,4,1123,287,hit,6,female,23
EA_exp_1b,1,1,149,56,1,m,2,934,313,hit,4,female,23
EA_exp_1b,1,1,150,119,2,z,4,1040,494,cr,1,female,23
EA_exp_1b,1,1,151,134,2,z,2,1116,425,cr,3,female,23
EA_exp_1b,1,1,152,18,1,m,4,667,425,hit,6,female,23
EA_exp_1b,1,1,153,166,2,m,4,987,251,fa,6,female,23
EA_exp_1b,1,1,154,160,2,m,2,1011,403,fa,4,female,23
EA_exp_1b,1,1,155,15,1,z,3,547,328,miss,2,female,23
EA_exp_1b,1,1,156,196,2,m,2,955,303,fa,4,female,23
EA_exp_1b,1,1,157,37,1,m,4,1317,665,hit,6,female,23
EA_exp_1b,1,1,158,91,1,z,3,1215,441,miss,2,female,23
EA_exp_1b,1,1,159,59,1,m,4,761,292,hit,6,female,23
EA_exp_1b,1,1,160,34,1,z,2,1081,584,miss,3,female,23
EA_exp_1b,1,1,161,124,2,m,1,1247,297,fa,4,female,23
EA_exp_1b,1,1,162,67,1,m,2,1135,298,hit,4,female,23
EA_exp_1b,1,1,163,158,2,z,3,1362,548,cr,2,female,23
EA_exp_1b,1,1,164,175,2,m,4,1554,267,fa,6,female,23
EA_exp_1b,1,1,165,148,2,z,3,1025,402,cr,2,female,23
EA_exp_1b,1,1,166,14,1,m,4,900,264,hit,6,female,23
EA_exp_1b,1,1,167,58,1,m,2,1025,288,hit,4,female,23
EA_exp_1b,1,1,168,129,2,m,4,1316,282,fa,6,female,23
EA_exp_1b,1,1,169,193,2,z,3,1570,332,cr,2,female,23
EA_exp_1b,1,1,170,79,1,m,2,1216,185,hit,4,female,23
EA_exp_1b,1,1,171,164,2,m,4,867,586,fa,6,female,23
EA_exp_1b,1,1,172,57,1,m,2,1781,486,hit,4,female,23
EA_exp_1b,1,1,173,114,2,z,3,1124,416,cr,2,female,23
EA_exp_1b,1,1,174,103,2,m,4,579,275,fa,6,female,23
EA_exp_1b,1,1,175,111,2,m,3,1049,281,fa,5,female,23
EA_exp_1b,1,1,176,168,2,z,2,1041,479,cr,3,female,23
EA_exp_1b,1,1,177,161,2,z,3,637,462,cr,2,female,23
EA_exp_1b,1,1,178,68,1,m,4,718,682,hit,6,female,23
EA_exp_1b,1,1,179,72,1,m,2,1647,408,hit,4,female,23
EA_exp_1b,1,1,180,130,2,m,2,1144,197,fa,4,female,23
EA_exp_1b,1,1,181,2,1,m,4,1392,368,hit,6,female,23
EA_exp_1b,1,1,182,46,1,m,2,2259,241,hit,4,female,23
EA_exp_1b,1,1,183,197,2,z,3,1674,543,cr,2,female,23
EA_exp_1b,1,1,184,11,1,z,4,1324,511,miss,1,female,23
EA_exp_1b,1,1,185,31,1,m,2,1404,558,hit,4,female,23
EA_exp_1b,1,1,186,50,1,m,3,1771,348,hit,5,female,23
EA_exp_1b,1,1,187,97,1,z,4,1104,493,miss,1,female,23
EA_exp_1b,1,1,188,173,2,m,3,987,333,fa,5,female,23
EA_exp_1b,1,1,189,45,1,m,2,2034,313,hit,4,female,23
EA_exp_1b,1,1,190,120,2,m,3,1201,840,fa,5,female,23
EA_exp_1b,1,1,191,187,2,z,4,1128,468,cr,1,female,23
EA_exp_1b,1,1,192,7,1,z,3,1316,391,miss,2,female,23
EA_exp_1b,1,1,193,96,1,m,4,796,403,hit,6,female,23
EA_exp_1b,1,1,194,38,1,z,3,1237,412,miss,2,female,23
EA_exp_1b,1,1,195,116,2,z,2,1261,356,cr,3,female,23
EA_exp_1b,1,1,196,141,2,z,4,1187,417,cr,1,female,23
EA_exp_1b,1,1,197,113,2,z,4,1441,448,cr,1,female,23
EA_exp_1b,1,1,198,41,1,z,3,1216,585,miss,2,female,23
EA_exp_1b,1,1,199,4,1,m,4,787,429,hit,6,female,23
EA_exp_1b,1,1,200,104,2,m,2,1197,359,fa,4,female,23
EA_exp_1b,2,2,1,186,1,m,2,5427,4612,hit,4,male,19
EA_exp_1b,2,2,2,48,2,z,3,3817,2943,cr,2,male,19
EA_exp_1b,2,2,3,102,1,m,4,12376,1700,hit,6,male,19
EA_exp_1b,2,2,4,134,1,m,4,3728,1526,hit,6,male,19
EA_exp_1b,2,2,5,180,1,m,2,4571,3901,hit,4,male,19
EA_exp_1b,2,2,6,60,2,m,2,4549,1174,fa,4,male,19
EA_exp_1b,2,2,7,64,2,z,3,2854,3263,cr,2,male,19
EA_exp_1b,2,2,8,154,1,z,2,5184,4233,miss,3,male,19
EA_exp_1b,2,2,9,17,2,z,4,3731,3398,cr,1,male,19
EA_exp_1b,2,2,10,24,2,m,3,3435,1519,fa,5,male,19
EA_exp_1b,2,2,11,107,1,m,4,5895,1473,hit,6,male,19
EA_exp_1b,2,2,12,105,1,m,2,5961,1299,hit,4,male,19
EA_exp_1b,2,2,13,5,2,m,2,4831,1209,fa,4,male,19
EA_exp_1b,2,2,14,90,2,z,3,3176,1620,cr,2,male,19
EA_exp_1b,2,2,15,163,1,m,2,5540,944,hit,4,male,19
EA_exp_1b,2,2,16,199,1,m,1,12508,2720,hit,4,male,19
EA_exp_1b,2,2,17,14,2,z,3,8838,3213,cr,2,male,19
EA_exp_1b,2,2,18,171,1,m,4,2719,1339,hit,6,male,19
EA_exp_1b,2,2,19,2,2,z,2,3875,2645,cr,3,male,19
EA_exp_1b,2,2,20,121,1,m,3,4109,1090,hit,5,male,19
EA_exp_1b,2,2,21,87,2,z,2,6327,1300,cr,3,male,19
EA_exp_1b,2,2,22,16,2,z,3,1969,2572,cr,2,male,19
EA_exp_1b,2,2,23,193,1,m,2,3623,1039,hit,4,male,19
EA_exp_1b,2,2,24,181,1,m,3,3288,973,hit,5,male,19
EA_exp_1b,2,2,25,136,1,m,4,1653,1039,hit,6,male,19
EA_exp_1b,2,2,26,109,1,m,4,1847,758,hit,6,male,19
EA_exp_1b,2,2,27,88,2,m,1,6809,962,fa,4,male,19
EA_exp_1b,2,2,28,196,1,m,4,1631,725,hit,6,male,19
EA_exp_1b,2,2,29,98,2,z,2,3849,665,cr,3,male,19
EA_exp_1b,2,2,30,93,2,z,2,5535,1213,cr,3,male,19
EA_exp_1b,2,2,31,58,2,z,3,1948,538,cr,2,male,19
EA_exp_1b,2,2,32,55,2,z,3,7926,530,cr,2,male,19
EA_exp_1b,2,2,33,37,2,z,3,2189,432,cr,2,male,19
EA_exp_1b,2,2,34,30,2,z,3,7136,428,cr,2,male,19
EA_exp_1b,2,2,35,182,1,m,3,2699,2266,hit,5,male,19
EA_exp_1b,2,2,36,71,2,z,2,2114,598,cr,3,male,19
EA_exp_1b,2,2,37,54,2,m,1,6994,1025,fa,4,male,19
EA_exp_1b,2,2,38,49,2,z,2,2186,668,cr,3,male,19
EA_exp_1b,2,2,39,57,2,m,2,16417,1084,fa,4,male,19
EA_exp_1b,2,2,40,33,2,m,2,5793,1667,fa,4,male,19
EA_exp_1b,2,2,41,40,2,z,2,2418,1034,cr,3,male,19
EA_exp_1b,2,2,42,35,2,m,4,8049,986,fa,6,male,19
EA_exp_1b,2,2,43,73,2,z,2,4289,1585,cr,3,male,19
EA_exp_1b,2,2,44,116,1,m,3,3778,661,hit,5,male,19
EA_exp_1b,2,2,45,128,1,m,3,5099,633,hit,5,male,19
EA_exp_1b,2,2,46,130,1,m,4,3486,607,hit,6,male,19
EA_exp_1b,2,2,47,4,2,z,3,2074,782,cr,2,male,19
EA_exp_1b,2,2,48,78,2,z,4,1662,984,cr,1,male,19
EA_exp_1b,2,2,49,111,1,m,4,1553,668,hit,6,male,19
EA_exp_1b,2,2,50,145,1,m,4,1521,608,hit,6,male,19
EA_exp_1b,2,2,51,141,1,m,4,1527,676,hit,6,male,19
EA_exp_1b,2,2,52,108,1,m,3,2490,849,hit,5,male,19
EA_exp_1b,2,2,53,36,2,z,2,4304,2671,cr,3,male,19
EA_exp_1b,2,2,54,123,1,m,4,2563,664,hit,6,male,19
EA_exp_1b,2,2,55,95,2,z,3,1982,920,cr,2,male,19
EA_exp_1b,2,2,56,32,2,z,3,1703,1018,cr,2,male,19
EA_exp_1b,2,2,57,21,2,z,2,2387,733,cr,3,male,19
EA_exp_1b,2,2,58,10,2,z,3,1905,1262,cr,2,male,19
EA_exp_1b,2,2,59,94,2,z,2,1692,1187,cr,3,male,19
EA_exp_1b,2,2,60,11,2,z,2,3941,753,cr,3,male,19
EA_exp_1b,2,2,61,74,2,z,1,2965,534,cr,3,male,19
EA_exp_1b,2,2,62,68,2,z,2,2194,965,cr,3,male,19
EA_exp_1b,2,2,63,185,1,z,3,4430,455,miss,2,male,19
EA_exp_1b,2,2,64,195,1,z,1,4647,550,miss,3,male,19
EA_exp_1b,2,2,65,132,1,m,2,3202,1258,hit,4,male,19
EA_exp_1b,2,2,66,101,1,m,4,1883,888,hit,6,male,19
EA_exp_1b,2,2,67,96,2,m,1,9923,786,fa,4,male,19
EA_exp_1b,2,2,68,151,1,m,4,8084,602,hit,6,male,19
EA_exp_1b,2,2,69,172,1,m,3,1970,1326,hit,5,male,19
EA_exp_1b,2,2,70,52,2,z,3,1642,434,cr,2,male,19
EA_exp_1b,2,2,71,183,1,m,4,1537,607,hit,6,male,19
EA_exp_1b,2,2,72,13,2,z,3,1558,594,cr,2,male,19
EA_exp_1b,2,2,73,200,1,m,4,2204,573,hit,6,male,19
EA_exp_1b,2,2,74,50,2,z,3,1272,415,cr,2,male,19
EA_exp_1b,2,2,75,114,1,z,3,1153,379,miss,2,male,19
EA_exp_1b,2,2,76,155,1,m,4,1692,931,hit,6,male,19
EA_exp_1b,2,2,77,81,2,m,1,2670,782,fa,4,male,19
EA_exp_1b,2,2,78,146,1,m,2,2210,898,hit,4,male,19
EA_exp_1b,2,2,79,112,1,m,4,3424,1136,hit,6,male,19
EA_exp_1b,2,2,80,144,1,m,4,3012,516,hit,6,male,19
EA_exp_1b,2,2,81,188,1,m,4,2177,803,hit,6,male,19
EA_exp_1b,2,2,82,115,1,m,1,17539,656,hit,4,male,19
EA_exp_1b,2,2,83,120,1,m,1,5255,639,hit,4,male,19
EA_exp_1b,2,2,84,148,1,m,2,1766,665,hit,4,male,19
EA_exp_1b,2,2,85,198,1,m,2,1711,933,hit,4,male,19
EA_exp_1b,2,2,86,56,2,z,2,1681,1703,cr,3,male,19
EA_exp_1b,2,2,87,135,1,m,4,1619,541,hit,6,male,19
EA_exp_1b,2,2,88,3,2,z,2,3098,374,cr,3,male,19
EA_exp_1b,2,2,89,161,1,m,4,3993,595,hit,6,male,19
EA_exp_1b,2,2,90,26,2,z,1,3002,894,cr,3,male,19
EA_exp_1b,2,2,91,168,1,m,4,1580,598,hit,6,male,19
EA_exp_1b,2,2,92,18,2,m,1,3968,651,fa,4,male,19
EA_exp_1b,2,2,93,153,1,m,4,4672,496,hit,6,male,19
EA_exp_1b,2,2,94,61,2,z,1,5612,503,cr,3,male,19
EA_exp_1b,2,2,95,77,2,m,1,6116,617,fa,4,male,19
EA_exp_1b,2,2,96,99,2,z,1,2898,2103,cr,3,male,19
EA_exp_1b,2,2,97,149,1,m,1,2789,894,hit,4,male,19
EA_exp_1b,2,2,98,15,2,m,1,8204,1086,fa,4,male,19
EA_exp_1b,2,2,99,27,2,m,2,2289,705,fa,4,male,19
EA_exp_1b,2,2,100,6,2,z,3,1493,468,cr,2,male,19
EA_exp_1b,2,2,101,89,2,z,3,1441,402,cr,2,male,19
EA_exp_1b,2,2,102,159,1,m,4,1617,875,hit,6,male,19
EA_exp_1b,2,2,103,191,1,m,1,14329,694,hit,4,male,19
EA_exp_1b,2,2,104,25,2,z,1,9596,1254,cr,3,male,19
EA_exp_1b,2,2,105,28,2,z,3,1314,377,cr,2,male,19
EA_exp_1b,2,2,106,47,2,z,2,1516,473,cr,3,male,19
EA_exp_1b,2,2,107,133,1,m,3,2519,604,hit,5,male,19
EA_exp_1b,2,2,108,187,1,m,4,1284,972,hit,6,male,19
EA_exp_1b,2,2,109,190,1,z,2,2405,463,miss,3,male,19
EA_exp_1b,2,2,110,79,2,z,2,2093,804,cr,3,male,19
EA_exp_1b,2,2,111,119,1,m,3,1571,544,hit,5,male,19
EA_exp_1b,2,2,112,66,2,z,3,1483,1082,cr,2,male,19
EA_exp_1b,2,2,113,82,2,m,1,4832,552,fa,4,male,19
EA_exp_1b,2,2,114,104,1,m,4,1204,525,hit,6,male,19
EA_exp_1b,2,2,115,97,2,z,1,1835,4170,cr,3,male,19
EA_exp_1b,2,2,116,45,2,z,2,4853,1083,cr,3,male,19
EA_exp_1b,2,2,117,1,2,m,1,10130,710,fa,4,male,19
EA_exp_1b,2,2,118,19,2,z,3,13229,1075,cr,2,male,19
EA_exp_1b,2,2,119,167,1,z,3,6041,641,miss,2,male,19
EA_exp_1b,2,2,120,22,2,m,2,5927,837,fa,4,male,19
EA_exp_1b,2,2,121,51,2,z,2,2194,647,cr,3,male,19
EA_exp_1b,2,2,122,72,2,z,3,1421,334,cr,2,male,19
EA_exp_1b,2,2,123,39,2,z,2,6500,520,cr,3,male,19
EA_exp_1b,2,2,124,69,2,z,3,1427,309,cr,2,male,19
EA_exp_1b,2,2,125,44,2,z,3,1336,318,cr,2,male,19
EA_exp_1b,2,2,126,53,2,z,3,1621,315,cr,2,male,19
EA_exp_1b,2,2,127,43,2,z,4,1263,392,cr,1,male,19
EA_exp_1b,2,2,128,152,1,z,3,2202,459,miss,2,male,19
EA_exp_1b,2,2,129,23,2,z,3,1209,323,cr,2,male,19
EA_exp_1b,2,2,130,164,1,m,4,1543,547,hit,6,male,19
EA_exp_1b,2,2,131,197,1,z,2,2463,614,miss,3,male,19
EA_exp_1b,2,2,132,158,1,m,4,1345,483,hit,6,male,19
EA_exp_1b,2,2,133,8,2,z,2,1374,4899,cr,3,male,19
EA_exp_1b,2,2,134,31,2,m,2,3775,611,fa,4,male,19
EA_exp_1b,2,2,135,175,1,m,1,2749,567,hit,4,male,19
EA_exp_1b,2,2,136,142,1,m,4,1410,450,hit,6,male,19
EA_exp_1b,2,2,137,12,2,z,3,1456,384,cr,2,male,19
EA_exp_1b,2,2,138,106,1,z,2,1938,320,miss,3,male,19
EA_exp_1b,2,2,139,184,1,m,1,1603,845,hit,4,male,19
EA_exp_1b,2,2,140,127,1,m,2,7484,1531,hit,4,male,19
EA_exp_1b,2,2,141,122,1,m,4,1280,565,hit,6,male,19
EA_exp_1b,2,2,142,170,1,z,2,1615,1146,miss,3,male,19
EA_exp_1b,2,2,143,20,2,z,3,1368,527,cr,2,male,19
EA_exp_1b,2,2,144,91,2,z,3,1295,530,cr,2,male,19
EA_exp_1b,2,2,145,126,1,z,2,8620,430,miss,3,male,19
EA_exp_1b,2,2,146,179,1,m,3,3422,1408,hit,5,male,19
EA_exp_1b,2,2,147,189,1,m,2,3127,645,hit,4,male,19
EA_exp_1b,2,2,148,117,1,z,2,2412,549,miss,3,male,19
EA_exp_1b,2,2,149,76,2,m,1,5232,505,fa,4,male,19
EA_exp_1b,2,2,150,173,1,m,4,904,476,hit,6,male,19
EA_exp_1b,2,2,151,124,1,m,4,1197,356,hit,6,male,19
EA_exp_1b,2,2,152,100,2,m,3,2293,548,fa,5,male,19
EA_exp_1b,2,2,153,34,2,z,2,1631,1689,cr,3,male,19
EA_exp_1b,2,2,154,140,1,m,3,1639,463,hit,5,male,19
EA_exp_1b,2,2,155,29,2,m,4,924,418,fa,6,male,19
EA_exp_1b,2,2,156,143,1,z,2,1683,1482,miss,3,male,19
EA_exp_1b,2,2,157,157,1,m,4,1679,357,hit,6,male,19
EA_exp_1b,2,2,158,63,2,z,2,6647,424,cr,3,male,19
EA_exp_1b,2,2,159,166,1,z,2,2343,324,miss,3,male,19
EA_exp_1b,2,2,160,176,1,m,4,1224,417,hit,6,male,19
EA_exp_1b,2,2,161,178,1,z,2,1570,524,miss,3,male,19
EA_exp_1b,2,2,162,139,1,m,4,1046,440,hit,6,male,19
EA_exp_1b,2,2,163,174,1,m,4,1416,457,hit,6,male,19
EA_exp_1b,2,2,164,129,1,m,4,1002,393,hit,6,male,19
EA_exp_1b,2,2,165,162,1,m,4,1051,395,hit,6,male,19
EA_exp_1b,2,2,166,118,1,m,2,1980,1047,hit,4,male,19
EA_exp_1b,2,2,167,194,1,m,3,2079,485,hit,5,male,19
EA_exp_1b,2,2,168,67,2,z,2,2706,592,cr,3,male,19
EA_exp_1b,2,2,169,192,1,m,3,1466,616,hit,5,male,19
EA_exp_1b,2,2,170,125,1,m,1,8948,645,hit,4,male,19
EA_exp_1b,2,2,171,75,2,m,1,2875,659,fa,4,male,19
EA_exp_1b,2,2,172,84,2,m,1,11000,491,fa,4,male,19
EA_exp_1b,2,2,173,156,1,m,4,1595,563,hit,6,male,19
EA_exp_1b,2,2,174,7,2,m,1,4428,582,fa,4,male,19
EA_exp_1b,2,2,175,70,2,z,3,1648,552,cr,2,male,19
EA_exp_1b,2,2,176,86,2,z,2,1538,415,cr,3,male,19
