ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,edpri,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,100,100,0.56,0.14,0.42000000000000004,3,39,44,7,4,3,0,20,24,21,21,14,Inf,0.8416212335729144,0.1509692154967774,-0.3853204664075676,-1.080319340814956,1.8807936081512504,0.20189347914185077,-1.080319340814956,-1.4757910281791702,-1.8807936081512509,FALSE,NA,NA,1,0.9111924579957318,-1.9054448331839562,-0.1026889029949396,0.8760913497858812,1.3602524220383927,1.9809423136427715,-289.91122169116176,0,125,NA,200,100,100,6,591.8224433823235,611.6123475816117,10,0,0.5140004411327241,0.19049018746500146,0.9111924579957318,0.0283611360428839,0.4307438045617197,0.35040487193039493,0.10361515808690458,0.06307615781135545,0.02379887156674143,0.00242646483290729,0.15289321830927405,0.3306798757250945,0.18730624089447173,0.18432824087620436,0.1423659593620481,2.83611360428839,43.074380456171966,35.040487193039496,10.361515808690458,6.307615781135545,2.379887156674143,0.24264648329072902,15.289321830927404,33.06798757250945,18.730624089447172,18.432824087620435,14.236595936204811,200000,0.57179,0.606155,0.57295,0.53823,0.545905,0.59109,0.5727288657649225,0.6086502961694392,0.5726604535737799,0.5364389095178386,0.5458667700238065,0.591596203416005,-2.289737038979031,-0.7705388755962811,0.3568706766553324,1.0966029663403503,1.6185527350200934,2.3563465662446594,-2.2020305729622427,-0.6000448152135542,0.42708518280442065,1.1141608473373685,1.6466151412358165,2.492470564139095,9.35652896137535,10.046674406613027,4,0.039648754455554935,0.08770646601678811,0.17049406038272685,0.07021450614908825,0.01755788099701827,0.02806240621572309,0.13612399789443552
2,100,100,0.74,0.12,0.62,4,28,56,10,1,1,1,4,21,26,20,28,2.3263478740408408,1.6448536269514715,0.6433454053929168,-0.050153583464733656,-0.5828415072712162,1.7506860712521695,0.46769879911450835,-1.17498679206609,-2.0537489106318225,-2.3263478740408408,TRUE,0.679689550608206,1.2498942119796594,2,1.611580346091544,-1.5820002489611635,-0.395698369739389,1.0274057107617858,1.7343816957150913,2.23173074281331,-270.7747139747669,0,121,NA,200,100,100,6,553.5494279495338,573.339332148822,20,0,0.7204485875940141,0.15211473176765755,1.611580346091544,0.05682475682663876,0.2893390223286362,0.5017214890770675,0.11068954144495424,0.02860880827155321,0.0128163820511501,7.026005331803321e-4,0.021657396540306992,0.25719141533249856,0.26931638484105525,0.1835528151641993,0.26757938758875954,5.682475682663876,28.933902232863616,50.17214890770675,11.068954144495425,2.860880827155321,1.28163820511501,0.07026005331803321,2.1657396540306992,25.719141533249857,26.931638484105523,18.35528151641993,26.757938758875955,200000,0.627575,0.63458,0.67523,0.591575,0.564075,0.665335,0.6270642012970826,0.6343784296313685,0.6752864028969277,0.5926872368236602,0.5654429421635935,0.6647733417455629,-2.00868898205098,-0.8804815626979828,0.2662033556371203,1.3251823987388547,1.9431483023811125,2.579979598137882,-1.8520075552994755,-0.7329194451805925,0.5106403720568264,1.390338912864999,1.975466184639699,2.841694766968371,17.54055922858338,8.880312997716437,4,0.06416170957830625,0.15668142675150443,0.14756211751739035,0.24443701641970617,0.06515651412614432,0.03231788225858656,0.26171516883048884
3,100,100,0.47,0.22,0.24999999999999997,2,41,35,3,16,3,0,30,23,2,28,17,Inf,0.5244005127080407,-0.0752698620998299,-0.125661346855074,-0.9541652531461942,2.053748910631822,0.17637416478086118,-0.7721932141886849,-0.8778962950512285,-1.8807936081512509,FALSE,NA,NA,3,0.5901594611732706,-2.1238755208102646,-0.07018517802863,0.7006631305946491,0.7737233457630436,1.6402239006686443,-278.31521382004945,0,127,NA,200,100,100,6,568.6304276400989,588.4203318393871,2,0,0.45600496995814244,0.24175663515322277,0.5901594611732706,0.016840276914296095,0.45518285881126946,0.2862202291212117,0.022209429564051475,0.1690678948005374,0.05047931078863388,0.0033234573391824644,0.2511928876647607,0.28947868503791435,0.02882717119024958,0.28033355537998783,0.14684424338790503,1.6840276914296095,45.51828588112695,28.62202291212117,2.2209429564051475,16.906789480053742,5.047931078863388,0.33234573391824646,25.11928876647607,28.947868503791437,2.882717119024958,28.033355537998784,14.684424338790503,200000,0.548595,0.577425,0.53744,0.503675,0.541695,0.56513,0.5464734733515232,0.5782680407530347,0.5374713983649764,0.5035925979080749,0.5411867257744839,0.5628073332416914,-2.4833778737682883,-0.7824111228746847,0.29995067166642575,0.7368653968305058,1.1345777231173686,2.0587231460927145,-2.4285161497080265,-0.6469709847302567,0.3285749577153024,0.7371278469269547,1.1695074354819637,2.1555363616647636,5.88767428066825,6.63827413923743,4,0.15628383970241733,0.054861724060261796,0.135440138144428,0.028624286048876624,2.6245009644887407e-4,0.03492971236459508,0.09681321557204914
4,100,100,0.88,0.19,0.69,0,52,29,16,3,0,0,6,6,10,41,37,Inf,1.5547735945968528,1.17498679206609,0.7721932141886849,-0.3318533464368165,Inf,-0.050153583464733656,-0.8778962950512285,-1.8807936081512509,-Inf,NA,NA,NA,4,2.135341614612984,-7.263747203883735,0.14043364710229334,0.8434803297480017,1.4536317505388499,2.512247170227318,-245.884931173814,0,143,NA,200,100,100,6,503.769862347628,523.5597665469162,47,0,0.9017974063904696,0.1994799311345251,2.135341614612984,1.8825568849796848e-13,0.555841312642865,0.24467875622242163,0.12645571648783416,0.06702596303508279,0.005998251611608163,2.7518807394339134e-21,0.023026459191727206,0.0751761344178032,0.1495086208513631,0.3991668892318534,0.3531218963072531,1.8825568849796847e-11,55.5841312642865,24.467875622242165,12.645571648783417,6.70259630350828,0.5998251611608163,2.7518807394339135e-19,2.3026459191727207,7.51761344178032,14.95086208513631,39.91668892318534,35.312189630725314,200000,0.560575,0.74757,0.622215,0.60558,0.67194,0.7141,0.5619140676751206,0.7470232956519117,0.6212207336779786,0.6064084488719002,0.6731342858604449,0.7141658544465769,-7.39663418395885,-0.710684347506626,0.47206380428191036,1.1136420326407737,1.8156972496155794,2.833905498029158,-7.367857848565719,-0.2333645689939794,0.5571452533483265,1.1786146010598362,1.9966421388301139,3.1876377100007582,11.998468908336786,12.023569794537135,4,0.017176852145719512,0.028776335393130736,0.4773197785126466,0.08508144906641618,0.06497256841906252,0.18094488921453444,0.3537322119716002
5,100,100,0.7,0.07,0.6299999999999999,43,27,23,4,0,3,12,9,9,8,5,57,1.17498679206609,0.8064212470182404,0.5244005127080407,0.3054807880993974,0.17637416478086118,0.17637416478086118,-0.5244005127080407,-1.4757910281791702,-1.8807936081512509,-1.8807936081512509,TRUE,0.434295375223479,1.0826757775815545,5,1.497308362538955,-0.03893802798396568,0.5400964309393332,1.0940569924572068,1.3348606731012465,1.4374385678984092,-275.60825881068075,0,125,NA,200,100,100,6,563.2165176213615,583.0064218206497,42,0,0.6566183437295975,0.1369649915729918,1.497308362538955,0.4844698987998527,0.22096483524245247,0.15760027438470303,0.04600401596749093,0.015664267311241153,0.07529670829425972,0.062238981109302545,0.1069911668549654,0.17415150830613457,0.09209500312644453,0.04065300915859771,0.5238703314445552,48.44698987998527,22.096483524245247,15.760027438470303,4.6004015967490925,1.5664267311241153,7.529670829425972,6.2238981109302545,10.69911668549654,17.415150830613456,9.209500312644453,4.065300915859771,52.38703314445552,200000,0.68573,0.57319,0.56822,0.52868,0.51338,0.691645,0.6853660282467465,0.5712145440929118,0.5683766951449579,0.5299725147773984,0.512792648374153,0.6909607282549848,-0.822837422575396,0.2436583091961646,0.7964637652846922,1.2086099609207954,1.3849350075774645,1.8856366481198967,-0.47224884589945315,0.2847356792248794,0.8342549354970277,1.2158228734816308,1.3862470558764028,2.2574734530002196,18.306416302901766,21.51273919708679,4,2.505193458849364e-4,0.3505885766759429,0.04107737002871481,0.03779117021233547,0.007212912560835338,0.0013120482989383841,0.3718368048803229
6,100,100,0.65,0.23,0.42000000000000004,21,32,24,9,3,11,9,17,9,7,5,53,1.3407550336902165,0.6433454053929168,0.3853204664075676,0.20189347914185077,0.0752698620998299,0.8064212470182404,-0.0752698620998299,-0.7388468491852137,-1.080319340814956,-1.2265281200366105,TRUE,0.5934486557464755,0.8040293268622787,6,0.9309213431570172,-0.6725460520590401,0.14296159531363006,0.6063094254033594,0.8490937277549924,0.9784044948392535,-306.7652370723275,0,115,NA,200,100,100,6,625.530474144655,645.3203783439433,23,0,0.6272625968767832,0.27215465045465603,0.9309213431570172,0.2506180663986589,0.30622167756405627,0.17100560558262878,0.0742400803199258,0.03397741713708857,0.16393715299764167,0.05441575099114112,0.16094437448148327,0.1573772776505924,0.09465449477251658,0.05154402300508515,0.4810640790991815,25.061806639865893,30.622167756405627,17.100560558262877,7.42400803199258,3.3977417137088572,16.393715299764168,5.441575099114112,16.094437448148327,15.73772776505924,9.465449477251658,5.154402300508515,48.10640790991815,200000,0.60667,0.560595,0.53544,0.51827,0.50818,0.630035,0.605096702285501,0.5615870453717895,0.5357593441250036,0.5188054051799533,0.5100263855962887,0.6279355784520223,-1.269632536508688,-0.25045057097221546,0.3679840696465483,0.7241359592588054,0.9124768623951879,1.5078667853652679,-1.0961848385776785,-0.20094609320268464,0.38450616286673744,0.7286977955546418,0.9137730264275354,1.759278340851385,12.06678666095761,12.198838424966448,4,0.01593230877825136,0.17344769793100956,0.04950447776953082,0.01652209322018916,0.004561836295836397,0.0012961640323475576,0.25141155548611716
7,100,100,0.73,0.12,0.61,18,37,33,9,3,0,2,7,18,16,10,47,2.053748910631822,1.3407550336902165,0.612812991016627,0.17637416478086118,-0.0752698620998299,0.9153650878428139,-0.125661346855074,-1.17498679206609,-1.8807936081512509,-Inf,FALSE,NA,NA,7,1.7012374868672957,-0.8288190958503692,0.17123478593233,1.0859321198697085,1.5757237153326469,1.8632022422829206,-286.86435911531925,0,129,NA,200,100,100,6,585.7287182306385,605.5186224299267,45,0,0.7308234630767296,0.13875451253394822,1.7012374868672957,0.20360339049512632,0.36437703140683975,0.2932650655640857,0.0812097677579191,0.026327836006929894,0.031216908769099216,0.005702206677797831,0.05730582351162561,0.20616850673384693,0.1808818746498917,0.11427478419482395,0.435666804232014,20.360339049512632,36.43770314068397,29.32650655640857,8.12097677579191,2.6327836006929894,3.1216908769099216,0.5702206677797831,5.73058235116256,20.616850673384693,18.08818746498917,11.427478419482394,43.5666804232014,200000,0.660515,0.631885,0.623185,0.570175,0.53924,0.695235,0.6616545595857932,0.6309510441612586,0.6252645550066268,0.5686432767392312,0.5405355760309228,0.695568422197428,-1.3898172472359334,-0.3023370530052724,0.5861880858796881,1.304617366068599,1.7077012117496178,2.2526235343407746,-1.1489088907316618,-0.17483980835115398,0.7002233633417316,1.3381698813713898,1.719337805486563,2.605010279344602,5.777169940288934,10.590297461760322,4,0.031575636997642764,0.24090835650427156,0.12749724465411844,0.11403527746204356,0.03355251530279091,0.011636593736945144,0.3523867450038276
8,100,100,0.59,0.25,0.33999999999999997,31,19,25,6,11,8,18,10,13,9,7,43,0.9153650878428139,0.5828415072712162,0.2275449766411493,0,-0.17637416478086135,0.49585034734745304,0,-0.6744897501960817,-0.8778962950512285,-1.4050715603096322,TRUE,0.5868922178040431,0.5988151100214828,8,0.7672405606055588,-0.3605414870424051,0.06477194198498548,0.5807995226723531,0.7962016548848638,1.0857051274366223,-327.61058900979,0,111,NA,200,100,100,6,667.22117801958,687.0110822188682,16,0,0.5739505435284685,0.28068778841380737,0.7672405606055588,0.3592211187768511,0.1666010904348823,0.19349000237445924,0.0677303704920077,0.07415268218601256,0.1388047357357871,0.1297059884425788,0.1114874943196065,0.18485597370934617,0.0855027336103622,0.11338152583121974,0.3750662840868866,35.92211187768511,16.66010904348823,19.349000237445924,6.77303704920077,7.415268218601256,13.880473573578712,12.97059884425788,11.14874943196065,18.485597370934617,8.55027336103622,11.338152583121975,37.506628408688655,200000,0.5977,0.52646,0.53353,0.514225,0.52031,0.599035,0.59830711541828685,0.5270419340215189,0.5328032055304587,0.513756358573323,0.5184605670811635,0.5996417873406299,-1.0406895634490707,-0.14566907139632218,0.31568959875732344,0.6858435826994862,0.934407829815372,1.5941979662327217,-0.8611633034020623,-0.13420701644860522,0.33255266792741256,0.6888045653412135,0.9397435559897168,1.778305466523218,13.150396960816211,13.468419919950922,4,0.00919995561401532,0.17952626004700845,0.01146205494771696,0.016863069170089118,0.0029609826417272833,0.005335726174344857,0.18410750029049638
9,100,100,0.74,0.07,0.6699999999999999,19,56,18,5,2,0,0,13,13,12,24,38,Inf,1.1263911290388005,0.6433454053929168,0.3054807880993974,-0.3054807880993974,0.8778962950512288,-0.6744897501960817,-1.4757910281791702,-2.0537489106318225,-Inf,NA,NA,NA,9,2.0171726754177857,-0.8745189880570686,0.7412929927879252,1.3701481956324613,1.7468797272779366,2.3601553694187394,-269.82544809536904,0,113,NA,200,100,100,6,551.6508961907381,571.4408003900263,37,0,0.7411919498900934,0.0853203228407472,2.0171726754177857,0.1909178420935744,0.5798242531783779,0.14393758188730044,0.0449912213072744,0.03119546024734876,0.009133641286124039,0.00191586897406769,0.09908315814030723,0.15780902299553168,0.1346593949389654,0.2407268151750035,0.3658057397761245,19.09178420935744,57.982425317837794,14.393758188730043,4.499122130727439,3.119546024734876,0.9133641286124039,0.191586897406769,9.908315814030724,15.780902299553167,13.465939493896538,24.07268151750035,36.58057397761245,200000,0.681265,0.726605,0.605965,0.562635,0.600775,0.708585,0.6802657305683507,0.7254142509438838,0.6036412771153826,0.5627891907286717,0.5998857475909056,0.7083281649135575,-1.4255843874938856,-0.05334269264360115,1.0216294553974425,1.5402717693350179,1.9915417467833256,2.695774697181033,-1.165448465424153,0.2945962235633255,1.08680516064841,1.5639103380369856,2.052392644136314,3.045461160039994,3.0989096682324377,5.249501675824356,4,0.26264150216114035,0.2601359220697326,0.34793891620692663,0.06517570525096739,0.023638568701967788,0.06085089735298821,0.3496864628589611
10,100,100,0.68,0.32,0.36000000000000004,18,36,14,11,14,7,3,16,13,8,27,33,1.8807936081512504,0.8778962950512288,0.46769879911450835,0.2533471031357998,-0.4399131656732338,0.9153650878428139,-0.10043372051146975,-0.4676987991145081,-0.8064212470182404,-1.4757910281791702,TRUE,0.9649882755804842,0.9814110741003935,10,0.9993694819798705,-0.9062086711088484,0.10822774331045926,0.4952832223849353,0.7673231389394128,1.4505880530403903,-324.6681243007159,0,115,NA,200,100,100,6,661.3362486014317,681.12615280072,20,0,0.6928996189422455,0.3102001061367323,0.9993694819798705,0.18241270715350738,0.3606797737325736,0.1467074129771867,0.08875539899998186,0.14799740514424964,0.07344730199250082,0.02835247940871787,0.158074088351126,0.12067381329791063,0.10115062866068675,0.2658329771757521,0.32591601310580665,18.241270715350737,36.06797737325736,14.67074129771867,8.875539899998186,14.799740514424965,7.344730199250082,2.835247940871787,15.807408835112598,12.067381329791063,10.115062866068675,26.58329771757521,32.591601310580664,200000,0.60513,0.579045,0.531385,0.52227,0.55782,0.619105,0.603947117089104,0.5803398060875083,0.5321077916523443,0.5226129053425167,0.5559362691553115,0.619388150510516,-1.450542938012038,-0.3660177258552114,0.29800789112255105,0.6274213385825527,1.0668697383462158,1.8967572671414499,-1.2904848694910989,-0.2866193015137338,0.31041089657684284,0.6335671270202177,1.1047585855074076,2.1049581525636247,1.1398013945270982,1.1375202316704922,4,0.8882744276231329,0.16005806852093918,0.07939842434147759,0.012403005454291793,0.006145788437665001,0.037888847161191785,0.20820088542217485
