ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,do,dn,g1,g2,g3,g4,g5,g6,chk_sumg,ro1,ro2,ro3,ro4,ro5,ro6,rn1,rn2,rn3,rn4,rn5,rn6,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,ChiSq,G,df,pG
1,14400,14400,0.7036805555555555,0.351875,0.35180555555555554,2158,2813,4362,2631,1460,976,683,1163,2421,2425,2203,5505,1.6702944985807116,1.134967612108339,0.5350158619970259,0.08854383675318858,-0.29946754291301425,1.0370292572181687,0.39828968010032034,-0.38026326672003286,-0.9574635545270367,-1.4925479547163985,TRUE,0.7779535271712328,0.8429130162896435,1,0.33288397169178463,0.08478049026095931,0.07111315802414088,0.1744858162758482,0.2977079577438987,0.2218614679711787,0.16076401343060673,0.07406758655432688,1,0,0,0,0,0,1,1,0,0,0,0,0,-47888.731087719185,0,130,NA,28800,14400,14400,7,95791.46217543837,95849.33909010123,40,0,0.6375512373425603,0.41797440575601147,0.14986463988380844,0.1596928232283981,0.272468131131782,0.20305194394656603,0.14713436155564044,0.06778810025380501,0.04744072754151936,0.11640228475006081,0.1986057503658597,0.14800734134756308,0.10724825013471495,0.38229564586028214,2158.0508143268416,2299.5766544889325,3923.5410882976603,2923.947992830551,2118.734806401222,976.1486436547922,683.1464765978787,1676.1929004008757,2859.9228052683798,2131.3057154049084,1544.3748019398954,5505.057300388063,0.7828568844748517,0.5,0.5,0.5,0.5,0.9353750497768474,943.625023562971,948.4820448583989,3,0
