ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,rateO,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_rateO,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_rateO,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.5388,0.4245,0.11429999999999996,4786,546,423,382,396,3467,3778,453,381,381,356,4651,0.31126391144314247,0.19396919833244744,0.09741101200999693,0.0017546406925954574,-0.08759320883174772,0.05366759628332597,-0.0833163500932955,-0.19039450920483647,-0.2889756649948011,-0.3942452238450865,TRUE,0.8978510391914464,0.26556044221071023,1,0.7239397614682792,0.6531035325334161,0.7608104443702728,0.855512555193745,0.9531669328626584,1.0582431576988562,-24968.901154117044,0,133,NA,20000,10000,10000,6,49949.80230823409,49997.2232335493,44,0,0.7236948572983966,0.6593144309497438,0.7593144309497438,0.8593144309497438,0.9593144309497438,1.0593144309497438,-2.4490416988265373e-4,0.006210898416327715,-0.0014960134205289632,0.0038018757559987737,0.006147498087085368,0.0010712732508875167,0.5382998375815364,0.42506526582800386,0.47957189773993153,0.05314053932822832,0.04222229710383629,0.039547087873179176,0.03845316442141544,0.34706501353340924,0.3767500367579514,0.046750535329791454,0.03819959033072068,0.0367415450675479,0.03673794578123041,0.4648203467327582,4795.718977399315,531.4053932822832,422.2229710383629,395.47087873179174,384.5316442141544,3470.6501353340923,3767.5003675795137,467.50535329791455,381.9959033072068,367.415450675479,367.37945781230405,4648.203467327582,200000,200000,0.515535,0.503665,0.50342,0.502885,0.501745,0.580125,0.29178056279379755,0.7060581963361404,0.8073574853434174,0.9035377773865896,1.0047861555874955,2.0564947640112763,0.3003790228572061,0.7063290541346118,0.8076476440635227,0.9037737939865218,1.0050488073220747,2.4431077639655396,2.5650258048435393,2.565691363308783,4,0.6329126177877703,0.00859846006340853,2.708577984713578e-4,2.9015872010529353e-4,2.3601659993222057e-4,2.626517345791779e-4,0.38661299995426335
