ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,sha,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.6344444444444445,0.2925,0.3419444444444445,766,1810,2518,1060,621,425,251,817,1564,1019,1073,2476,1.8137110548588742,1.0436082666705326,0.3436478813784402,-0.01775621660739427,-0.4018726148151324,1.2459635485373164,0.364405062640317,-0.5460959261333559,-1.0569036651803263,-1.5629874125167347,TRUE,0.7836226657252433,0.8000712406374225,1,3.1016285037208537,1.3852236810469472,0.47998944117230263,0.764198168736532,1.0724061894044263,1.241399240040857,1.4148502405242993,-23304.688960583935,0,146,NA,14400,7200,7200,7,46623.37792116787,46676.40280556682,39,0,0.6362993991648452,0.2913219873523437,0.10468950752103053,0.25531288753667236,0.3486756175899534,0.14369782822516752,0.08874387115280347,0.058880287974372725,0.03666658718444085,0.10952995739446056,0.21750405625625335,0.14552194803237906,0.14702684165086388,0.3437506094816023,753.7644541514197,1838.252790264041,2510.4644466476648,1034.624363221206,638.955872300185,423.93807341548364,263.99942772797414,788.615693240116,1566.0292050450241,1047.7580258331293,1058.59325988622,2475.0043882675363,200000,200000,0.513275,0.52022,0.54259,0.53673,0.54716,0.717725,0.35744461693890456,0.6358283821426487,0.9156641053435297,1.151563645454019,1.318921386122364,1.5550438736972576,0.3624059093948069,0.6415143734057144,0.9289464477195744,1.1575885716653327,1.3270711418919408,1.7154801462842706,4.435233039593058,4.441323326932492,3,0.21758420806899492,0.004961292455902322,0.005685991263065682,0.013282342376044642,0.006024926211313675,0.008149755769576661,0.16043627258701298
