ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,la,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,100,100,0.6,0.45,0.14999999999999997,15,25,15,13,18,14,6,27,7,17,9,34,1.5547735945968528,0.4399131656732339,0.2533471031357998,-0.17637416478086135,-0.4124631294414046,1.0364333894937894,0.2533471031357998,-0.125661346855074,-0.4676987991145081,-1.080319340814956,TRUE,0.9346681377849975,0.4036029454295918,1,6.693881151532808,0.23257892373785632,-1.1808924303556356,-0.21969941919954927,0.09415461985106238,0.5452696735108633,1.0802891659688654,-339.8036412135397,0,116,NA,200,100,100,7,693.6072824270794,716.6955039929157,26,0,0.5875059272094421,0.46249316633979987,0.11882272940634378,0.29422989910733177,0.12445420514652461,0.16970913711049873,0.15277731290186092,0.14000671632744022,0.0911870668854222,0.22579822584199963,0.09550878006313614,0.13023836873896516,0.1172445321091864,0.34002302636129045,11.882272940634378,29.42298991073318,12.445420514652461,16.970913711049874,15.277731290186091,14.000671632744021,9.11870668854222,22.579822584199963,9.550878006313614,13.023836873896515,11.72445321091864,34.002302636129045,200000,200000,0.57557,0.57789,0.538595,0.55147,0.559895,0.61619,-1.6718496128413123,-0.6483901157618582,-0.06225881332199163,0.31432876663560155,0.7936350743607612,1.589809200739288,-1.5855150960314348,-0.5800922706239569,-0.05001375422963735,0.3383213559472602,0.8263838275634715,2.7762673252850316,7.8817083995777395,7.9925413944817585,3,0.046166104344261605,0.08633451680987747,0.06829784513790138,0.01224505909235428,0.023992589311658652,0.03274875320271031,1.1864581245457435
2,100,100,0.82,0.26,0.5599999999999999,3,32,39,20,2,4,0,5,13,22,15,45,Inf,1.6448536269514715,0.9153650878428139,0.2533471031357998,-0.125661346855074,1.8807936081512504,0.3853204664075676,-0.6433454053929168,-1.554773594596853,-1.7506860712521695,FALSE,NA,NA,2,1.8683608294694345,0.8933977125628397,-1.9256761752098233,-0.3810473167366162,0.6441261116360857,1.4849691725529848,1.855386459556298,-276.87977669386373,0,154,NA,200,100,100,7,567.7595533877275,590.8477749535638,1,0,0.8224277584531806,0.25974682966108864,0.027072410273213207,0.3245116590442923,0.38866910102140584,0.19097083442287244,0.037005465448945674,0.03177052978927053,0.0029521894805779286,0.04546558630543738,0.12915446576080403,0.23502607305826362,0.13269189905324114,0.4547097863416759,2.7072410273213205,32.45116590442923,38.86691010214059,19.097083442287243,3.7005465448945674,3.177052978927053,0.29521894805779286,4.546558630543738,12.915446576080402,23.502607305826363,13.269189905324113,45.470978634167594,200000,200000,0.617965,0.65636,0.63437,0.613135,0.55089,0.69774,-2.307552044627468,-0.9507670650442882,0.12042056370237281,1.0040606811187547,1.6512872274015828,2.2457693664965057,-2.1768725940428344,-0.7428255689426703,0.25543702166062027,1.0991610901336377,1.6702324818955916,2.6120747209210045,1.448197688582439,2.170353933654976,3,0.5378113024924229,0.13067945058463382,0.20794149610161794,0.13501645795824746,0.09510040901488304,0.018945254494008745,0.36630535442449874
3,100,100,0.85,0.1,0.75,14,21,55,7,1,2,3,1,11,14,8,63,1.8807936081512504,1.7506860712521695,1.0364333894937894,0.5533847195556728,0.3318533464368165,1.080319340814956,0.3853204664075676,-1.2815515655446008,-1.8807936081512509,-2.0537489106318225,TRUE,0.4836962648865111,1.47344637207062,3,2.7273544816223216,0.8988789824487281,-1.0201158930845415,-0.37883926827096703,1.2666514997675398,1.9337123578189785,2.191698064546569,-241.65023006347838,0,142,NA,200,100,100,7,497.30046012695675,520.38868169279306,24,0,0.8444951710484078,0.10263996458575453,0.1538367500437033,0.1985668625438978,0.5449564228266444,0.07606571279502339,0.0123735939949694,0.01420065779576174,0.01563641069602814,0.02085074520855537,0.11901767304700867,0.13502112066189598,0.07531536536584824,0.6341586850206636,15.383675004370332,19.85668625438978,54.495642282664434,7.606571279502338,1.23735939949694,1.420065779576174,1.5636410696028142,2.085074520855537,11.901767304700867,13.502112066189598,7.531536536584824,63.41586850206637,200000,200000,0.690735,0.620215,0.766495,0.63194,0.553585,0.78052,-1.5412696928663026,-0.6759106275446167,0.3531576332951858,1.5427732289836125,2.051343311133751,2.5440524325113287,-1.286502154958277,-0.6006327266802148,0.7930923396676812,1.630694589067257,2.0650740780862344,3.14958555230759,2.5283515415103883,2.362929684927784,3,0.5005725510525569,0.25476753790802564,0.07527790086440189,0.43993470637249543,0.0879213600836446,0.013730766952483542,0.6055331197962612
4,100,100,0.61,0.24,0.37,3,33,40,14,8,2,0,15,24,6,24,31,Inf,1.0364333894937894,0.27931903444745404,0.12566134685507413,-0.4958503473474532,1.8807936081512504,0.35845879325119373,-0.7063025628400875,-1.2815515655446008,-2.0537489106318225,FALSE,NA,NA,4,2.339270437856275,0.5575121712761603,-2.037840486066651,-0.37938639498728666,0.7505636024040983,1.2070626494891337,2.2052479466904398,-292.04985908620574,0,148,NA,200,100,100,7,598.0997181724115,621.1879397382478,11,0,0.626460961691836,0.22645766647092191,0.020782944001381497,0.3314175319943651,0.42134185753333153,0.11275365762673228,0.09998565867554976,0.01371835016863987,0.009199552163787495,0.14847205023380694,0.21586743591056962,0.09042896812632081,0.2214860661992444,0.31454592736627074,2.07829440013815,33.14175319943651,42.134185753333156,11.275365762673228,9.998565867554976,1.371835016863987,0.9199552163787496,14.847205023380694,21.586743591056962,9.042896812632081,22.14860661992444,31.454592736627074,200000,200000,0.58615,0.616645,0.60928,0.546605,0.600095,0.644655,-2.406773784548829,-0.9692321186363378,0.16668232768641508,0.9619880775987006,1.5749813895482745,2.5562034429552773,-2.3179065015288196,-0.8081301988147689,0.28879561677409515,0.9848370679990824,1.6765520496478226,2.8326668652424756,3.3195989195669826,5.183425568715437,3,0.1588481200224181,0.08886728302000924,0.16110191982156896,0.12211328908768007,0.022848990400381797,0.10157066009954807,0.2764634222871982
5,100,100,0.62,0.38,0.24,9,17,36,14,14,10,4,21,13,16,14,32,1.7506860712521695,0.6744897501960817,0.3054807880993974,-0.10043372051146975,-0.4676987991145081,1.3407550336902165,0.6433454053929168,-0.3054807880993974,-0.7063025628400875,-1.2815515655446008,TRUE,0.7887859374011748,0.4812887794110285,5,1.9490052836758514,0.3429500662070802,-1.4162692218390638,-0.507242676441628,0.23938444305065476,0.7154196255869029,1.2874542943789444,-336.9600016986252,0,128,NA,200,100,100,7,687.9200033972504,711.0082249630867,10,0,0.594344625603225,0.4054037460137584,0.07834834778836193,0.22764392937030092,0.28860397682757877,0.16822885146250288,0.13820689931192431,0.0989679952393312,0.05160989946961256,0.151849751085513,0.20219572384164944,0.13283016769474484,0.14069121034931809,0.32082324755916214,7.834834778836193,22.76439293703009,28.860397682757878,16.82288514625029,13.820689931192431,9.896799523933119,5.160989946961256,15.1849751085513,20.219572384164945,13.283016769474484,14.069121034931808,32.08232475591621,200000,200000,0.55208,0.544625,0.540595,0.52499,0.53018,0.59166,-1.867765152251397,-0.8981006924323105,-0.12782334466434223,0.46846221398430854,0.974569487835963,1.7598893684913925,-1.800867910750814,-0.8600902907438276,-0.09823057077247371,0.48085167063656226,0.992656282989256,1.9708210439046288,9.49836294575219,9.656023666578088,3,0.021728169257067997,0.06689724150058285,0.03801040168848291,0.029592773891868512,0.012389456652253716,0.018086795153293034,0.2109316754132362
6,100,100,0.53,0.3,0.23000000000000004,12,20,38,14,11,5,4,14,29,11,8,34,1.7506860712521695,0.9153650878428139,0.0752698620998299,-0.2018934791418509,-0.4124631294414046,1.17498679206609,0.46769879911450835,-0.5244005127080407,-0.9944578832097528,-1.6448536269514726,TRUE,0.7778760130496359,0.6620268778073305,6,3.506033771954422,0.31546387984592933,-1.3106675351557242,-0.5335585951203948,0.5080797425073439,1.001773831735599,1.6435053434703168,-319.6580958308284,0,122,NA,200,100,100,7,653.3161916616568,676.4044132274931,20,0,0.5242969758033575,0.30569871056975806,0.09498505574873259,0.20183842481979866,0.3974778088617107,0.14747229131083361,0.10808720891248957,0.05013921034643487,0.06502093174606209,0.1381739076401188,0.27250818481046163,0.10245689145227266,0.08191686801231164,0.33992321633877326,9.498505574873258,20.183842481979866,39.74778088617107,14.747229131083362,10.808720891248957,5.013921034643487,6.502093174606209,13.817390764011881,27.250818481046164,10.245689145227265,8.191686801231164,33.992321633877324,200000,200000,0.57281,0.56057,0.580755,0.54263,0.55535,0.638055,-1.7792153999846827,-0.8770056460444875,-0.011628673991060249,0.7397521350051712,1.2783842220804786,2.061550758822122,-1.693397037899179,-0.832741226707257,0.06925209248335315,0.7617404632460893,1.315054929461552,2.540953445358823,1.9161485244184688,2.0177908975719765,3,0.5687223607476439,0.08581836208550375,0.044264419337230465,0.0808807664744134,0.02198832824091812,0.03667070738107325,0.47940268653670115
7,100,100,0.63,0.45,0.18,4,20,31,17,7,21,3,10,24,19,12,32,1.8807936081512504,1.1263911290388005,0.3318533464368165,-0.15096921549677725,-0.4676987991145081,1.7506860712521695,0.7063025628400875,-0.125661346855074,-0.5828415072712162,-0.8064212470182404,TRUE,0.9105374249121805,0.3725170110168526,7,0.5178127613422325,0.7681548217672577,-1.6665052243287262,-0.7285893856835064,0.09502528909023844,0.5705900194799576,0.8484488679200074,-324.85539428026766,0,164,NA,200,100,100,7,663.7107885605353,686.7990101263716,9,0,0.6170284799282846,0.46214737000911044,0.04780641425540973,0.1853200223525257,0.30472619338295415,0.17800857725963304,0.08604477414555312,0.19809401860392428,0.02219846060021429,0.11351208717349845,0.24726097229800265,0.18324091572732468,0.10329002799991902,0.33049753620104094,4.780641425540972,18.53200223525257,30.472619338295416,17.800857725963304,8.604477414555312,19.809401860392427,2.219846060021429,11.351208717349845,24.726097229800263,18.324091572732467,10.329002799991901,33.04975362010409,200000,200000,0.535765,0.529665,0.527195,0.514295,0.509045,0.55329,-2.0813924034446996,-1.1139545366129913,-0.29929546476241864,0.32658500821146197,0.7049692107772509,1.4051474524094067,-2.0335715305683117,-1.0868689508438159,-0.2786318112755512,0.33405411040793076,0.7073828003659899,1.5077527544199985,1.4446126914544553,1.435002874576354,3,0.6973507623298973,0.04782087287638781,0.027085585769175413,0.02066365348686744,0.007469102196468791,0.0024135895887389403,0.1026053020105917
8,100,100,0.67,0.18,0.49000000000000005,13,35,34,8,5,5,6,12,15,6,9,52,1.5547735945968528,0.9153650878428139,0.4399131656732339,0.27931903444745404,0.050153583464733656,1.1263911290388005,0.050153583464733656,-0.9153650878428141,-1.2815515655446008,-1.6448536269514726,TRUE,0.5322983816870654,0.9316439445229673,8,2.4626885683389963,0.6432268934816296,-1.0812418875486778,-0.04215500960646401,0.912200484480203,1.2655911165191314,1.674569368388717,-293.6803644933913,0,124,NA,200,100,100,7,601.3607289867826,624.448950552619,5,0,0.6688196651102007,0.18083159447709019,0.13979476490247256,0.3433927989909799,0.33598084162945735,0.07800184038655489,0.055820377347227335,0.04700937674330796,0.050001795533047746,0.12632647615605871,0.1548520632006927,0.0632849637269931,0.08403155560753196,0.5215031457756758,13.979476490247256,34.33927989909799,33.59808416294573,7.800184038655489,5.582037734722734,4.700937674330796,5.000179553304775,12.63264761560587,15.48520632006927,6.328496372699311,8.403155560753197,52.15031457756758,200000,200000,0.626085,0.61599,0.61621,0.5464,0.5544,0.7032,-1.5905809932271755,-0.5132113229619152,0.4030826711214155,1.0776382201240369,1.4498238671261456,2.0883585487246132,-1.423334606588686,-0.3964914786523364,0.5132952656253801,1.0939491212457177,1.4716060921862009,2.5679447390759447,0.4776650738143971,0.4689227932354554,3,0.9256639252512782,0.16724638663848945,0.11671984430957877,0.11021259450396459,0.016310901121680876,0.021782225060055227,0.47958619035133143
9,100,100,0.55,0.34,0.21000000000000002,5,26,35,23,9,2,4,18,23,12,20,23,1.7506860712521695,0.7721932141886849,0.12566134685507413,-0.17637416478086135,-0.7388468491852137,1.6448536269514715,0.49585034734745304,-0.4124631294414046,-1.2265281200366105,-2.0537489106318225,TRUE,0.6556366171980493,0.5501782745927765,9,2.401442349378061,0.3847485709543075,-1.5924007718249418,-0.4475338695069371,0.46756465940781167,1.170572000117657,2.1836989361740953,-320.12195534407203,0,138,NA,200,100,100,7,654.2439106881441,677.3321322539804,50,0,0.5714380493667334,0.3200479713325153,0.05564734146556989,0.2715974779854862,0.3527072092164286,0.19916254257111365,0.10639323975835235,0.014492189003049272,0.034249612782052595,0.1679319867030382,0.22638035114817587,0.1543235797471817,0.1826641031668062,0.23445036645274545,5.564734146556989,27.159747798548622,35.27072092164286,19.916254257111365,10.639323975835236,1.4492189003049272,3.4249612782052594,16.79319867030382,22.638035114817587,15.432357974718169,18.26641031668062,23.445036645274545,200000,200000,0.567125,0.571705,0.56596,0.55426,0.572795,0.60421,-2.017607356830351,-0.9155154947102204,0.009335795744061973,0.7860639141977248,1.5444016752528003,2.536883626419989,-1.9411954345681253,-0.8425251923806127,0.06743071202006858,0.8230795342199427,1.6181795149278801,2.7427615287954827,2.1737369099740724,2.19722132143162,3,0.5324958916027479,0.0764119222622257,0.07299030232960768,0.0580949162760066,0.03701562002221792,0.07377783967507989,0.20587790237549353
10,100,100,0.94,0.04,0.8999999999999999,43,34,19,2,1,1,0,3,3,3,13,78,Inf,1.8807936081512504,1.5547735945968528,1.3407550336902165,0.7721932141886849,0.17637416478086118,-0.7388468491852137,-1.7506860712521695,-2.0537489106318225,-2.3263478740408408,FALSE,NA,NA,10,3.409397203121011,0.9739643869378974,-0.20217696247450337,0.7521214021892914,1.6737568317805787,1.964933942538969,2.5600496996094173,-201.69893491302668,0,154,NA,200,100,100,7,417.39786982605335,440.4860913918896,9,0,0.9349522897294466,0.047089199724104636,0.4198891912570767,0.35412178155610674,0.17889982746271194,0.02237825793860848,0.01947808203137802,0.005232859754118135,0.011080282630136062,0.012907768221338144,0.041059659419079256,0.03271433241539377,0.12083031799839528,0.7814076393156574,41.98891912570767,35.412178155610675,17.889982746271194,2.237825793860848,1.947808203137802,0.5232859754118135,1.1080282630136062,1.2907768221338145,4.105965941907925,3.2714332415393765,12.083031799839528,78.14076393156574,200000,200000,0.78398,0.728245,0.732505,0.578765,0.65808,0.85828,-0.9308921399154301,0.25475285934234865,1.1310907548989753,1.8065866255288696,2.1983739738652774,2.8775279843434722,-0.4603811338571009,0.4729542172950007,1.3488023284263746,1.8300151421188102,2.2929036180974998,3.7341635292618287,3.7238855799173107,5.357072438528929,3,0.14744162312590214,0.4705110060583292,0.21820135795265205,0.21771157352739934,0.023428516589940607,0.09452964423222232,0.8566355449183565
