ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,mu,sig,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.6344444444444445,0.2925,0.3419444444444445,766,1810,2518,1060,621,425,251,817,1564,1019,1073,2476,1.8137110548588742,1.0436082666705326,0.3436478813784402,-0.01775621660739427,-0.4018726148151324,1.2459635485373164,0.364405062640317,-0.5460959261333559,-1.0569036651803263,-1.5629874125167347,TRUE,0.7836226657252433,0.8000712406374225,1,0.2544831994699709,0.3228397133358854,0.7290198222141939,0.9156258759622344,1.1492085371919103,1.298579283050006,1.4713751762852143,-23309.456888503602,0,154,NA,14400,7200,7200,7,46632.913777007205,46685.93866140615,15,0,0.6396348901401626,0.28900497565818983,0.10307599901556232,0.25912202359376924,0.34879700173247863,0.14101272377975027,0.08679369789091884,0.06119855398752072,0.03859342518174527,0.10568277538737039,0.21608890929072172,0.1480219140977539,0.14997119819314852,0.3416417778492602,742.1471929120487,1865.6785698751385,2511.3384124738463,1015.2916112142019,624.9146248146156,440.62958871014916,277.87266130856597,760.9159827890668,1555.8401468931963,1065.757781503828,1079.7926269906693,2459.8208005146735,200000,200000,0.479735,0.522825,0.548655,0.53779,0.54806,0.696035,0.6505586384231966,0.8297311011634787,1.0260795583180466,1.2177370321038634,1.3741150489718597,1.6471943504450093,0.6441339988349929,0.8338434340825019,1.0374167755939212,1.2232205862222116,1.381918125444236,1.8537783253855542,13.969488224102294,13.97717916626004,3,0.0029363809713333078,-0.006424639588203718,0.004112332919023243,0.011337217275874556,0.005483554118348222,0.007803076472376436,0.20658397494054492
