ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,do,dn,g1,g2,g3,g4,g5,g6,chk_sumg,ro1,ro2,ro3,ro4,ro5,ro6,rn1,rn2,rn3,rn4,rn5,rn6,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,ChiSq,G,df,pG
22,100,100,0.62,0.31,0.31,22,28,19,14,14,3,7,16,15,12,16,34,1.4757910281791708,0.7388468491852137,0.3054807880993974,0,-0.4124631294414046,0.7721932141886849,0,-0.4958503473474532,-0.9541652531461942,-1.8807936081512509,TRUE,0.7140563099190091,0.7869302863047073,22,0.3164229801838088,0.1309844957895446,0.1024124050321155,0.2833736185838374,0.2189807346993442,0.1674781646113175,0.1932350981880834,0.034519978885302005,1,0,0,0,0,0,1,1,0,0,0,0,0,-334.9948203803341,0,138,NA,200,100,100,7,683.9896407606682,707.0778623265045,46,0,0.5865953416669305,0.34346381480336485,0.21998246358593382,0.24625606803357475,0.19029765357712655,0.14554112166394573,0.16792429628307415,0.029998396856344995,0.07000676662406222,0.19370769368606966,0.14969019802293773,0.11448422464928992,0.13209107254329916,0.3400200444743414,21.99824635859338,24.625606803357474,19.029765357712655,14.554112166394573,16.792429628307413,2.9998396856344995,7.000676662406222,19.370769368606965,14.969019802293774,11.448422464928992,13.209107254329917,34.00200444743414,0.79771576709881,0.5,0.5,0.5,0.5,0.9653004805540025,2.1507572060567273,2.15865389379443,3,0.5401381100023985
23,100,100,0.8,0.2,0.6000000000000001,0,21,59,17,2,1,0,2,18,28,24,28,Inf,2.053748910631822,0.8416212335729144,0.050153583464733656,-0.5828415072712162,Inf,0.8064212470182404,-0.8416212335729142,-1.8807936081512509,-2.3263478740408408,FALSE,NA,NA,23,0.272732740812592,3.289653382174933e-11,9.709849515982975e-13,0.13318100214855377,0.44577905037521265,0.26052202843772154,0.15051087399197371,0.010007045045567375,1,0,0,0,0,0,1,1,0,0,0,0,0,-281.52024765230897,0,1204,NA,200,100,100,7,577.0404953046179,600.1287168704542,22,0,0.5789413094213366,0.42103994746141193,3.386751877331569e-11,0.13318100214417258,0.44577905036054805,0.2605220284291513,0.15051087398702243,0.010007045045238179,7.061655644611118e-13,0.096858182408411,0.3242005081695464,0.1894691415798457,0.10946163080604406,0.28001053703544676,3.386751877331569e-9,13.318100214417258,44.5779050360548,26.05220284291513,15.051087398702242,1.0007045045238179,7.061655644611118e-11,9.6858182408411,32.420050816954635,18.94691415798457,10.946163080604405,28.001053703544677,0.9856649529293035,0.5,0.5,0.5,0.5,0.9870044243693347,55.96469738172013,61.673085097617054,3,2.580158309228864e-13
24,100,100,0.74,0.31,0.43,7,36,26,15,15,1,1,10,15,19,30,25,2.3263478740408408,1.2265281200366105,0.6433454053929168,0.12566134685507413,-0.6744897501960817,1.4757910281791708,0.17637416478086118,-0.4958503473474532,-0.9944578832097528,-2.3263478740408408,TRUE,0.8023480645554032,1.0768136179659762,24,0.24193392560313917,0.057539691350554575,0.013196938000031262,0.2704935747003777,0.24112586992310003,0.19993877143825545,0.2646312705801686,0.010613575358066951,1,0,0,0,0,0,1,1,0,0,0,0,0,-321.45534940135934,0,298,NA,200,100,100,7,656.9106988027187,679.998920368555,37,0,0.6021545050454358,0.44784169869780766,0.06997728161129163,0.2549294578998098,0.22725156179109088,0.18843435624068916,0.24940446894928062,0.010002873507837927,0.010004150983742457,0.20505200232268936,0.18278934164813254,0.1515667995839295,0.2006079884513619,0.24997971701014424,6.997728161129163,25.49294578998098,22.72515617910909,18.843435624068917,24.940446894928062,1.0002873507837926,1.0004150983742457,20.505200232268937,18.278934164813254,15.15667995839295,20.06079884513619,24.997971701014425,0.9111312273472902,0.5,0.5,0.5,0.5,0.9839071115384163,21.417511557192253,22.200285350757444,3,5.926164275382728e-5
25,100,100,0.54,0.36,0.18000000000000005,0,32,32,16,16,4,2,22,22,16,12,26,2.053748910631822,0.7063025628400875,0.1004337205114699,-0.3054807880993974,-0.6433454053929168,Inf,0.46769879911450835,-0.35845879325119373,-0.8416212335729142,-1.7506860712521695,FALSE,NA,NA,25,0.2291536440522328,1.7406337259508445e-20,0.011295827730809971,0.30493384193262596,0.30495153896656474,0.1807081938143159,0.15811340462835383,0.03999719292732973,1,0,0,0,0,0,1,1,0,0,0,0,0,-310.7839943683924,0,162,NA,200,100,100,7,635.5679887367849,658.6562103026212,35,0,0.5211647289443344,0.37881879136999946,0.011295827730809971,0.30493384193262596,0.30495153896656474,0.1807081938143159,0.15811340462835383,0.03999719292732973,0.008707347643708603,0.23505714085891716,0.23507078255303995,0.13929825269166826,0.12188114178426138,0.2599853344684047,1.129582773080997,30.493384193262596,30.495153896656475,18.07081938143159,15.811340462835382,3.9997192927329728,0.8707347643708603,23.505714085891714,23.507078255303995,13.929825269166827,12.188114178426138,25.998533446840472,0.5,0.5,0.5,0.5,0.5,0.9407049430707046,2.3564455974499565,4.2160863136920135,3,0.2390562670230325
26,100,100,0.76,0.24,0.52,2,23,51,11,8,5,1,7,16,13,15,48,2.3263478740408408,1.4050715603096327,0.7063025628400875,0.3318533464368165,-0.050153583464733656,2.053748910631822,0.6744897501960817,-0.7063025628400875,-1.1263911290388005,-1.6448536269514726,TRUE,0.6246102685936629,1.0374895284594228,26,0.4525906290469388,0.0017790922166707624,0.018255875337600366,0.19407962793193906,0.4334800510339326,0.1553022252929656,0.14881441419268676,0.050067806210875476,1,0,0,0,0,0,1,1,0,0,0,0,0,-287.2411750609735,0,150,NA,200,100,100,7,588.482350121947,611.5705716877833,38,-5.684341886080802e-14,0.6464745136670338,0.3535543189059233,0.020002488668549492,0.193734342376471,0.4327088500490561,0.15502592831271525,0.14854965962666813,0.04997873096653993,0.00999343723475332,0.10624100704102693,0.2372910420571859,0.0850138934552329,0.08146240486196696,0.47999821534983395,2.000248866854949,19.3734342376471,43.270885004905615,15.502592831271524,14.854965962666814,4.9978730966539935,0.999343723475332,10.624100704102693,23.729104205718592,8.50138934552329,8.146240486196696,47.9998215349834,0.5444717716417977,0.5,0.5,0.5,0.5,0.9714503247861871,18.431118933241148,18.116020285026007,3,4.162673711299858e-4
27,100,100,0.56,0.05,0.51,52,35,8,3,2,0,17,16,11,11,10,35,0.9541652531461942,0.4399131656732339,0.1509692154967774,-0.125661346855074,-0.3853204664075676,-0.050153583464733656,-1.1263911290388005,-1.6448536269514726,-2.0537489106318225,-Inf,FALSE,NA,NA,27,0.3499970694802123,0.3481195305694298,0.26366195150217603,0.3914255862769351,0.14429572417096131,0.10775789398356599,0.0928588389990834,5.0672781526373e-9,1,0,0,0,0,0,1,1,0,0,0,0,0,-286.2788061104636,0,204,NA,200,100,100,7,586.5576122209272,609.6458337867635,5,0,0.4803985371239858,0.1307781333756165,0.5199956072856485,0.2551626949293446,0.09406356440939034,0.07024526651485662,0.060532863557500226,3.3032596608764758e-9,0.17138104114298056,0.25442777816043377,0.09379264357259981,0.07004294687595848,0.060358517474069354,0.349997072773958,51.99956072856485,25.516269492934462,9.406356440939035,7.024526651485662,6.053286355750022,3.303259660876476e-7,17.138104114298056,25.442777816043378,9.37926435725998,7.0042946875958485,6.0358517474069355,34.9997072773958,0.834733145522706,0.5,0.5,0.5,0.5,0.9999999952946096,17.423637165366046,18.414126960396406,3,3.6128304871563266e-4
28,100,100,0.54,0.36,0.18000000000000005,9,29,26,16,18,2,4,15,27,17,24,13,1.7506860712521695,0.8778962950512288,0.1004337205114699,-0.3318533464368165,-1.1263911290388005,1.3407550336902165,0.3054807880993974,-0.35845879325119373,-0.8416212335729142,-2.0537489106318225,TRUE,0.8680683867942927,0.5332544747754642,28,0.11134513457130102,0.04713171018605804,0.045004223053570505,0.2389609251259982,0.28781672353289617,0.1791725970410835,0.22805533856769594,0.02099019267875568,1,0,0,0,0,0,1,1,0,0,0,0,0,-330.80315743493315,0,136,NA,200,100,100,7,675.6063148698663,698.6945364357026,38,0,0.49188325773878994,0.40803547556867076,0.09001480724151895,0.22769828805716735,0.27425142913264294,0.17072788612405979,0.21730670044393996,0.02000088900067105,0.03999322178139385,0.21235378876056135,0.2557697317192549,0.15922260011205455,0.20266248620517222,0.1299981714215631,9.001480724151895,22.769828805716735,27.425142913264295,17.07278861240598,21.730670044393996,2.000088900067105,3.999322178139385,21.235378876056135,25.576973171925488,15.922260011205456,20.26624862051722,12.999817142156312,0.7617997617858517,0.5,0.5,0.5,0.5,0.9282565414332895,5.157524344119978,5.232844636060851,3,0.1555198392051227
29,100,100,0.73,0.47,0.26,7,25,21,10,21,16,4,8,15,8,20,45,1.7506860712521695,1.17498679206609,0.612812991016627,0.3853204664075676,-0.125661346855074,1.4757910281791708,0.46769879911450835,-0.0752698620998299,-0.3318533464368165,-0.9944578832097528,TRUE,0.7762803549904447,0.6754943736568629,29,0.34403520747704025,0.009640501925575869,0.06092969120180088,0.20044125419959888,0.21868893750594293,0.10933422082046883,0.24903815916156635,0.1615677371106221,1,0,0,0,0,0,1,1,0,0,0,0,0,-323.595430204101,0,138,NA,200,100,100,7,661.190860408202,684.2790819740383,17,-5.684341886080802e-14,0.6850976185100887,0.5149276333926414,0.06998280032202105,0.1985088999025228,0.21658066638281476,0.10828018405411777,0.2466373063086274,0.16001014302989622,0.03996773224767732,0.1314824057240817,0.14345224351815236,0.0717193994761583,0.16336026440471668,0.45001795462921357,6.998280032202104,19.85088999025228,21.658066638281475,10.828018405411777,24.66373063086274,16.00101430298962,3.996773224767732,13.14824057240817,14.345224351815236,7.171939947615829,16.336026440471667,45.00179546292136,0.5688776519460194,0.5,0.5,0.5,0.5,0.8822460903371107,4.926268529157151,5.126650360739908,3,0.16275464709748544
30,100,100,0.57,0.36,0.20999999999999996,4,19,41,26,9,1,2,11,30,23,18,16,2.053748910631822,1.1263911290388005,0.17637416478086118,-0.4124631294414046,-0.9944578832097528,1.7506860712521695,0.7388468491852137,-0.35845879325119373,-1.2815515655446008,-2.3263478740408408,TRUE,0.7513855120567875,0.6118516670751724,30,0.1514118284422379,0.016832915102562417,0.02357314060563498,0.1638120102074879,0.3875819554343651,0.2674526612394293,0.14742079934423824,0.0101594331688446,1,0,0,0,0,0,1,1,0,0,0,0,0,-307.5773859795719,0,181,NA,200,100,100,7,629.1547719591438,652.2429935249801,42,0,0.5120897146035867,0.41787835113617966,0.040009251033681976,0.16105457654688515,0.3810578212832533,0.2629506532988316,0.1449392775445248,0.009988420292823283,0.020003888284409823,0.1390089342211736,0.3288974628908299,0.22695716477942485,0.12509954656511085,0.16003300325905104,4.000925103368198,16.105457654688514,38.10578212832533,26.295065329883162,14.493927754452478,0.9988420292823282,2.000388828440982,13.900893422117361,32.889746289082986,22.695716477942483,12.509954656511086,16.003300325905105,0.7103627869513421,0.5,0.5,0.5,0.5,0.9730643847167646,6.098506537101993,6.156789452322399,3,0.1042263163953876
31,100,100,0.72,0.4,0.31999999999999995,13,34,13,19,20,1,0,16,12,24,18,30,Inf,0.9944578832097528,0.5828415072712162,-0.050153583464733656,-0.5244005127080407,1.1263911290388005,0.0752698620998299,-0.2533471031357998,-0.8064212470182404,-2.3263478740408408,FALSE,NA,NA,31,0.291866680067609,0.13001264974028112,2.1980371396596396e-19,0.31683074947346623,0.15844620418738542,0.2724651999301026,0.24076719549041767,0.011490650918627998,1,0,0,0,0,0,1,1,0,0,0,0,0,-316.9298526854668,0,182,NA,200,100,100,7,647.8597053709336,670.9479269367699,43,0,0.6634405529167878,0.45650241270480324,0.13001264974028112,0.2756387442152217,0.1378461933396938,0.2370412773251745,0.20946441443417219,0.009996720945456576,1.556503337041877e-19,0.22435841048131328,0.11220103660189874,0.1929416865925462,0.17049527347344046,0.30000359285080125,13.001264974028112,27.563874421522172,13.784619333969381,23.70412773251745,20.946441443417218,0.9996720945456576,1.556503337041877e-17,22.435841048131326,11.220103660189874,19.29416865925462,17.049527347344046,30.000359285080126,1,0.5,0.5,0.5,0.5,0.9864386411078101,5.624893679941407,5.71189413535802,3,0.12650020932114525
32,100,100,0.81,0.28,0.53,4,24,44,15,12,1,0,5,14,18,30,33,Inf,1.6448536269514715,0.8778962950512288,0.3318533464368165,-0.4399131656732338,1.7506860712521695,0.5828415072712162,-0.5828415072712162,-1.1263911290388005,-2.3263478740408408,FALSE,NA,NA,32,0.32291979062108145,0.04000701518906819,4.229080408021817e-14,0.1771496290792476,0.354261959914251,0.20160099457227434,0.25657219990503877,0.01041521652914601,1,0,0,0,0,0,1,1,0,0,0,0,0,-304.43785987455897,0,158,NA,200,100,100,7,622.8757197491179,645.9639413149542,28,0,0.6401917300578696,0.44984158732990237,0.04000701518910879,0.17006240117793633,0.3400889963030525,0.1935355405202901,0.24630751200634524,0.009998534803267031,2.863426648143694e-14,0.11994450794837473,0.23986376199372714,0.13650004361599374,0.1737199588325134,0.3299717276093624,4.000701518910879,17.006240117793634,34.00889963030525,19.35355405202901,24.630751200634524,0.9998534803267031,2.863426648143694e-12,11.994450794837473,23.986376199372714,13.650004361599374,17.37199588325134,32.99717276093624,0.9999999999994925,0.5,0.5,0.5,0.5,0.9893143315044413,32.069967961727635,33.21524710667439,3,2.9009459301398977e-7
33,100,100,0.71,0.56,0.1499999999999999,19,14,11,25,13,18,24,2,3,4,7,60,0.7063025628400875,0.6433454053929168,0.5533847195556728,0.4399131656732339,0.2533471031357998,0.8778962950512288,0.4399131656732339,0.1509692154967774,-0.4958503473474532,-0.9153650878428141,TRUE,0.24476616123310274,0.5164406846124847,33,0.512151492193689,4.612316907562476e-19,0.28903040888035236,0.1075481672658515,0.09409022807985981,0.19492310785208244,0.13443995214957807,0.17996813577227588,1,0,0,0,0,0,1,1,0,0,0,0,0,-299.9250322065857,0,162,NA,200,100,100,7,613.8500644131714,636.9382859790077,31,0,0.760627956031208,0.5093311957739364,0.28903040888035236,0.1075481672658515,0.09409022807985981,0.19492310785208244,0.13443995214957807,0.17996813577227588,0.14100305368292781,0.05246721291794919,0.045901777367915064,0.09509294730260703,0.0655863300457235,0.5999486786828774,28.903040888035235,10.75481672658515,9.40902280798598,19.492310785208243,13.443995214957807,17.996813577227588,14.100305368292782,5.246721291794919,4.590177736791507,9.509294730260704,6.558633004572351,59.99486786828774,0.5,0.5,0.5,0.5,0.5,0.9268294192413778,18.94423884293242,19.569121032058323,3,2.0846984141764668e-4
34,100,100,0.86,0.44,0.42,25,15,16,25,14,5,0,5,9,10,24,52,Inf,1.6448536269514715,1.080319340814956,0.7063025628400875,0.050153583464733656,0.6744897501960817,0.2533471031357998,-0.15096921549677725,-0.8778962950512285,-1.6448536269514726,FALSE,NA,NA,34,0.4857002753285763,0.24998010776856697,3.749871428643378e-10,0.15818039158073774,0.19777661708719355,0.276815284060403,0.3005571644793876,0.06667054241729087,1,0,0,0,0,0,1,1,0,0,0,0,0,-303.7267523033106,0,1242,NA,200,100,100,7,621.4535046066212,644.5417261724575,40,0,0.8169314082543635,0.48304505467004005,0.24998010804981477,0.1186384402465108,0.1483363970336343,0.207616969518997,0.22542385211221536,0.050004233038827686,1.9285578433045275e-10,0.0813521318383914,0.10171645971438924,0.14236602437710721,0.15457646693977284,0.5199889169374835,24.998010804981476,11.86384402465108,14.83363970336343,20.7616969518997,22.542385211221536,5.000423303882768,1.9285578433045276e-8,8.135213183839141,10.171645971438924,14.236602437710722,15.457646693977283,51.99889169374835,0.9999999994374597,0.5,0.5,0.5,0.5,0.9670294495786055,12.34780627991918,12.39739616195591,3,0.006138734271439961
35,100,100,0.59,0.32,0.26999999999999996,1,17,50,15,9,8,0,13,28,10,12,37,Inf,1.1263911290388005,0.2275449766411493,-0.025068908258711057,-0.3318533464368165,2.3263478740408408,0.9153650878428139,-0.4676987991145081,-0.9541652531461942,-1.4050715603096322,FALSE,NA,NA,35,0.31467456161650126,0.01000845459228431,4.562328231633477e-33,0.17908856253222516,0.4655338285952942,0.14922178582531348,0.12533813081626877,0.08081769223089841,1,0,0,0,0,0,1,1,0,0,0,0,0,-288.7134649762878,0,169,NA,200,100,100,7,591.4269299525756,614.5151515184119,31,0,0.5582238772087137,0.35182082821096583,0.01000845459228431,0.17729616278612392,0.4608745544106259,0.14772830635770126,0.12408368982531236,0.08000883202795225,3.126679595393626e-33,0.12273394762686785,0.3190421751644186,0.10226548578710153,0.08589740944782771,0.3700609819737844,1.000845459228431,17.729616278612394,46.087455441062595,14.772830635770125,12.408368982531236,8.000883202795226,3.1266795953936255e-31,12.273394762686785,31.904217516441857,10.226548578710153,8.589740944782772,37.00609819737844,1,0.5,0.5,0.5,0.5,0.9251658198847794,3.181624397984364,3.142545744337596,3,0.37016529070342385
36,100,100,0.45,0.36,0.09000000000000002,9,22,33,24,8,4,7,16,32,22,3,20,1.4757910281791708,0.7388468491852137,-0.125661346855074,-0.7388468491852137,-0.8416212335729142,1.3407550336902165,0.49585034734745304,-0.35845879325119373,-1.17498679206609,-1.7506860712521695,TRUE,0.7871113823688259,0.3295745711000407,36,0.16645481479746055,0.006580455891090042,0.08397344229131874,0.20796009355236886,0.3557974109983484,0.2518011652235582,0.060213259972041314,0.04025462796236445,1,0,0,0,0,0,1,1,0,0,0,0,0,-320.4102890174827,0,139,NA,200,100,100,7,654.8205780349654,677.9087996008017,14,0,0.4600869879531389,0.34995096219186195,0.09000131464938778,0.20659162132964054,0.35345610182910975,0.2501441987624795,0.05981702927073656,0.03998973415864587,0.06999565850681204,0.17334413469484675,0.2965732188452024,0.20988764890048608,0.050190472935043834,0.20000886611760896,9.000131464938779,20.659162132964052,35.345610182910974,25.01441987624795,5.9817029270736555,3.9989734158645875,6.999565850681204,17.334413469484673,29.657321884520236,20.988764890048607,5.019047293504383,20.000886611760897,0.5365575542797629,0.5,0.5,0.5,0.5,0.9161185902118508,2.1135327589481614,2.185428048436332,3,0.5348242916409965
37,100,100,0.71,0.44,0.26999999999999996,2,26,28,7,18,19,1,12,16,5,17,49,2.3263478740408408,1.1263911290388005,0.5533847195556728,0.41246312944140484,-0.025068908258711057,2.053748910631822,0.5828415072712162,-0.15096921549677725,-0.3318533464368165,-0.8778962950512285,TRUE,0.8012080363422147,0.6742558791739695,37,0.3697461775376095,0.004200950982743465,0.01586244844787175,0.2336995449466157,0.2706035390527484,0.07378758525501952,0.21522824272960533,0.19081863956813927,1,0,0,0,0,0,1,1,0,0,0,0,0,-300.14379767907644,0,296,NA,200,100,100,7,614.2875953581529,637.3758169239892,50,0,0.672163684861945,0.4778187064747442,0.01999676206221941,0.23271778461360554,0.26946674684943095,0.07347760722622819,0.21432407943179627,0.19001701981671973,0.009997368767883784,0.14729003151032577,0.17054891485984544,0.046504907657245576,0.13564842268219696,0.49001035452250247,1.999676206221941,23.271778461360555,26.946674684943094,7.3477607226228185,21.432407943179626,19.001701981671975,0.9997368767883784,14.729003151032577,17.054891485984545,4.650490765724557,13.564842268219696,49.00103545225025,0.6050407803441455,0.5,0.5,0.5,0.5,0.8772840452503436,2.3942384004923505,2.3840095551244245,3,0.4966181800142293
38,100,100,0.63,0.37,0.26,14,27,22,11,19,7,10,16,11,13,12,38,1.2815515655446008,0.6433454053929168,0.3318533464368165,0,-0.3054807880993974,1.080319340814956,0.2275449766411493,-0.3318533464368165,-0.6433454053929168,-1.4757910281791702,TRUE,0.6333335756294907,0.5350498531733233,38,0.3333141797529865,1.408456367570207e-48,0.14404225754042693,0.2580125546401462,0.19799632928655791,0.14397433292007747,0.185978907127282,0.0699956184855095,1,0,0,0,0,0,1,1,0,0,0,0,0,-337.38466054677656,0,172,NA,200,100,100,7,688.7693210935531,711.8575426593894,4,-5.684341886080802e-14,0.599954412560829,0.399948858532869,0.14404225754042693,0.2580125546401462,0.19799632928655791,0.14397433292007747,0.185978907127282,0.0699956184855095,0.0960309306185711,0.17201331162429329,0.13200134519630666,0.09598564623733845,0.12398950024679514,0.3799792660766954,14.404225754042693,25.801255464014623,19.799632928655793,14.397433292007747,18.597890712728198,6.99956184855095,9.603093061857109,17.20133116242933,13.200134519630666,9.598564623733845,12.398950024679515,37.99792660766954,0.5,0.5,0.5,0.5,0.5,0.9385952202003964,2.8071853444416686,2.77225793744199,3,0.42808713881646665
39,100,100,0.52,0.27,0.25,3,36,34,17,10,0,1,17,30,31,13,8,2.3263478740408408,0.9153650878428139,0.050153583464733656,-0.8064212470182404,-1.4050715603096322,1.8807936081512504,0.27931903444745404,-0.612812991016627,-1.2815515655446008,-Inf,FALSE,NA,NA,39,0.08000442342498415,0.017806173790997793,0.012649109599823348,0.27738972435788645,0.3365658363279607,0.25017331646615004,0.12322200183880361,1.1409375888504769e-8,1,0,0,0,0,0,1,1,0,0,0,0,0,-296.809264512599,0,520,NA,200,100,100,7,607.618529025198,630.7067505910343,2,0,0.4235264750759369,0.3667465875806893,0.030230051146985307,0.27245047471813294,0.33057288655419254,0.24571868691528348,0.12102788945918722,1.1206218558587234e-8,0.011637124879450048,0.25519731939661844,0.3096390806479946,0.23015834452595962,0.11336369662841779,0.0800044339215595,3.0230051146985306,27.245047471813294,33.057288655419256,24.571868691528348,12.102788945918721,1.1206218558587234e-6,1.1637124879450047,25.519731939661845,30.963908064799462,23.01583445259596,11.33636966284178,8.00044339215595,0.7945111423136562,0.5,0.5,0.5,0.5,0.99999993440004,11.450195864871842,11.59701439909834,3,0.008899179008592495
40,100,100,0.7,0.08,0.62,37,24,31,5,0,3,8,7,15,6,9,55,1.4050715603096327,1.0364333894937894,0.5244005127080407,0.35845879325119373,0.12566134685507413,0.3318533464368165,-0.27931903444745404,-1.4050715603096322,-1.8807936081512509,-1.8807936081512509,TRUE,0.513743463123624,1.2154747231836562,40,0.5315274856512061,0.2403038830621156,0.1707105627830162,0.25241913724927617,0.37453781901053357,0.0895435646123596,0.07328917837285011,0.03949973797196438,1,0,0,0,0,0,1,1,0,0,0,0,0,-282.8547327331082,0,1030,NA,200,100,100,7,579.7094654662164,602.7976870320527,8,0,0.6263146917396429,0.1537112001135736,0.36999203472865394,0.191761838409086,0.2845349267486865,0.06802589833278615,0.05567750422342221,0.030007797557365243,0.07997320657285724,0.11825142789692171,0.17546067379057814,0.04194869885770579,0.03433396566688634,0.5500320272150508,36.999203472865396,19.1761838409086,28.453492674868652,6.802589833278614,5.567750422342221,3.0007797557365246,7.997320657285724,11.82514278969217,17.546067379057813,4.194869885770578,3.433396566688634,55.00320272150508,0.824741968078246,0.5,0.5,0.5,0.5,0.9831786690153864,14.059295674059701,22.602279182861075,3,4.8873129959048356e-5
41,100,100,0.46,0.33,0.13,0,5,62,26,6,1,0,2,52,21,14,11,Inf,2.053748910631822,-0.10043372051146975,-0.6744897501960817,-1.2265281200366105,Inf,1.6448536269514715,-0.4399131656732338,-1.4757910281791702,-2.3263478740408408,FALSE,NA,NA,41,0.10103286523645902,1.8405116131392771e-35,1.6663307396435927e-16,0.036857650630287966,0.6002786117148116,0.24753878688049444,0.10532622094812298,0.009998729826282915,1,0,0,0,0,0,1,1,0,0,0,0,0,-230.283200393692,0,145,NA,200,100,100,7,474.566400787384,497.65462235322025,32,0,0.42723543978567396,0.3628637376549003,1.6663307396435927e-16,0.036857650630287966,0.6002786117148116,0.24753878688049444,0.10532622094812298,0.009998729826282915,1.4979765705858124e-16,0.03313381658122559,0.5396307436331003,0.2225292339848009,0.09468481106120576,0.11002139473966732,1.6663307396435926e-14,3.685765063028797,60.027861171481156,24.753878688049443,10.532622094812298,0.9998729826282915,1.4979765705858123e-14,3.3133816581225592,53.96307436331003,22.25292339848009,9.468481106120576,11.002139473966732,0.5,0.5,0.5,0.5,0.5,0.9591509927479244,5.378018260501718,5.498681939816927,3,0.13871747323223727
42,100,100,0.33,0.27,0.06,10,26,37,13,11,3,10,30,27,10,12,11,1.2815515655446008,0.2533471031357998,-0.4399131656732338,-0.7388468491852137,-1.2265281200366105,1.2815515655446008,0.35845879325119373,-0.612812991016627,-1.080319340814956,-1.8807936081512509,TRUE,0.7817885655787857,0.12830472439040438,42,0.0824999062268166,2.138125937175248e-28,0.10429850444871668,0.292049723584523,0.33372896190256823,0.11995180859320448,0.11996802942152932,0.030002972049458343,1,0,0,0,0,0,1,1,0,0,0,0,0,-324.37904157157755,0,159,NA,200,100,100,7,662.7580831431551,685.8463047089914,29,1.1368683772161603e-13,0.3301541097722341,0.26992281006419216,0.10429850444871668,0.292049723584523,0.33372896190256823,0.11995180859320448,0.11996802942152932,0.030002972049458343,0.09569388761210033,0.26795564877523215,0.30619635384043353,0.11005579563252806,0.11007067824403717,0.11002763589566883,10.429850444871667,29.204972358452302,33.372896190256824,11.995180859320447,11.996802942152932,3.0002972049458343,9.569388761210034,26.795564877523216,30.619635384043352,11.005579563252805,11.007067824403718,11.002763589566882,0.5,0.5,0.5,0.5,0.5,0.8749053842483957,1.9425645015258368,1.9466021283630388,3,0.5835632648060037
43,100,100,0.73,0.3,0.43,6,40,24,18,7,5,4,11,12,10,14,49,1.7506860712521695,1.0364333894937894,0.612812991016627,0.3318533464368165,-0.025068908258711057,1.5547735945968528,0.1004337205114699,-0.5244005127080407,-1.17498679206609,-1.6448536269514726,TRUE,0.5481076341516196,0.9264978219094684,43,0.463140279030158,1.770061720234801e-7,0.0650515407112036,0.33185587737897004,0.23426382479536548,0.18220197983860562,0.13662695744641956,0.04999981982943558,1,0,0,0,0,0,1,1,0,0,0,0,0,-306.96047244842066,0,695,NA,200,100,100,7,627.9209448968413,651.0091664626776,44,0,0.661149582660281,0.3688286918294943,0.06505170620285142,0.3318558186384315,0.2342637833292226,0.18220194758773062,0.13662693326260483,0.049999810979158864,0.03492355199487508,0.17816005373187596,0.12576681161296788,0.0978169040563066,0.07334951025164328,0.48998316835233113,6.505170620285142,33.18558186384315,23.42637833292226,18.22019475877306,13.662693326260483,4.999981097915886,3.492355199487508,17.816005373187597,12.576681161296788,9.781690405630659,7.334951025164329,48.99831683523311,0.5000013605036852,0.5,0.5,0.5,0.5,0.9726083556987908,13.47341606267964,13.226935602919921,3,0.004170682385449265
44,100,100,0.71,0.37,0.33999999999999997,1,36,26,10,15,12,0,17,12,12,15,44,Inf,0.9541652531461942,0.5533847195556728,0.2275449766411493,-0.15096921549677725,2.3263478740408408,0.3318533464368165,-0.3318533464368165,-0.612812991016627,-1.17498679206609,FALSE,NA,NA,44,0.3628235628328049,0.009993835808549527,4.9883579230570505e-12,0.32568077704200005,0.23350606554564599,0.13521751134917698,0.18438387929389227,0.12121176676429624,1,0,0,0,0,0,1,1,0,0,0,0,0,-301.7512952767368,0,838,NA,200,100,100,7,617.5025905534736,640.5908121193099,45,0,0.643699319926052,0.436407743089988,0.009993835813488032,0.3224259768302415,0.2311724442662824,0.13386616974231264,0.1825411770784857,0.12000039626918967,3.1784641287282405e-12,0.20751611716946522,0.14878456290130423,0.08615741212408336,0.11748506327954843,0.4400568445224202,0.9993835813488031,32.24259768302415,23.11724442662824,13.386616974231263,18.254117707848568,12.000039626918966,3.1784641287282404e-10,20.75161171694652,14.878456290130423,8.615741212408336,11.748506327954843,44.00568445224202,0.9999999997529224,0.5,0.5,0.5,0.5,0.9122462442625633,5.698556016190533,5.654833897661951,3,0.12966560972385088
