ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,loc,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.5681944444444444,0.22958333333333333,0.3386111111111111,1394,1871,2282,781,551,321,572,1055,1482,872,986,2233,1.4088183460855914,0.752177297316678,0.17177920931355395,-0.13303377833522279,-0.4954567025397416,0.8646658429152961,0.11689350586194767,-0.7402197482110792,-1.1694503792916737,-1.6998100173896669,TRUE,0.7341511940839721,0.7267151124533834,1,1.0724088812567754,1.7863623134985922,-0.5157565444091717,0.2783371228931526,1.3514282425140771,2.008562665183873,2.901649356119776,-23856.00431289011,0,3094,NA,14400,7200,7200,7,47726.00862578022,47779.033510179164,48,0,0.5748839510623214,0.22807683951955482,0.18732594412047568,0.2817260934193403,0.3028711229406292,0.10250826811183478,0.07211756953595971,0.05345100187176033,0.08778914744402397,0.12240165473798431,0.2149252467556704,0.12804057536441876,0.14510994659267984,0.3017334291052227,1348.746797667425,2028.4278726192501,2180.67208517253,738.0595304052104,519.2465006589099,384.84721347667437,632.0818615969725,881.291914113487,1547.4617766408269,921.8921426238151,1044.7916154672948,2172.4806895576035,200000,200000,0.419995,0.52789,0.557115,0.53433,0.544015,0.668615,-0.9281135796310179,-0.1112894698675359,0.7639339243910284,1.6516638885541177,2.394904639029234,3.914379400606845,-1.06940800941856,-0.09096643779119648,0.8229151668833188,1.6740132436572377,2.435225697055907,4.84667321328061,83.89077754472328,82.96345366960702,3,0,-0.14129442978754214,0.020323032076339426,0.05898124249229042,0.022349355103119972,0.040321058026673295,0.9322938126737652
