ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,sha,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_sha,gen_sca,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_sha,diff_sca,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.9687,0.6829,0.28580000000000005,1074,1245,852,536,706,5587,61,120,132,97,138,9452,2.5063059597918933,2.0946737978604073,1.8620219239584344,1.7391976652852514,1.5999936143933131,1.2404743384933972,0.7326039848266286,0.475823677348762,0.32999994986601516,0.1476740654120358,TRUE,0.8371073857465848,1.470466912678277,1,2.487906775719599,2.5266067680447395,0.5553907823512735,0.9104815786408818,1.1452548644738283,1.2948285382756786,1.497214459958455,-16768.029459678546,0,222,NA,20000,10000,10000,7,33550.05891935709,33605.38333222485,22,0,2.441807792522013,2.689432982704602,0.5707367462455295,0.9365741161047482,1.1735184041433968,1.3234299396746794,1.5209585556876848,-0.04609898319758576,0.1628262146598627,0.01534596389425602,0.026092537463866416,0.028263539669568516,0.028601401399000803,0.023744095729229864,0.9690302418756382,0.6824974411125969,0.10744216054317103,0.12391297657783255,0.0861474217663995,0.053841024199231424,0.06989827712192132,0.5587581397914442,0.006021502478192155,0.012645670473613063,0.012302585172556578,0.009377708038323527,0.014459002029486828,0.9451935318078278,1074.4216054317103,1239.1297657783255,861.474217663995,538.4102419923142,698.9827712192132,5587.581397914441,60.21502478192155,126.45670473613063,123.02585172556579,93.77708038323527,144.59002029486828,9451.935318078278,200000,200000,0.580825,0.537895,0.522135,0.513645,0.514965,0.84659,0.3527082706314478,0.7372615353094851,1.027519225704927,1.219755766303136,1.3949957145788152,2.8969677979460484,0.3902591410231779,0.7503174128606385,1.032746461735913,1.2215795956229194,1.3983638090637667,6.594274019327388,1.6191123039575404,1.6130102420569616,3,0.6564434457978034,0.03755087039173011,0.013055877551153339,0.00522723603098596,0.001823829319783421,0.003368094484951456,3.6973062213813397
