ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,do,dn,g1,g2,g3,g4,g5,g6,chk_sumg,ro1,ro2,ro3,ro4,ro5,ro6,rn1,rn2,rn3,rn4,rn5,rn6,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,ChiSq,G,df,pG
38,100,100,0.5,0.17,0.32999999999999996,75,5,3,5,7,5,47,0,3,10,2,38,0.0752698620998299,0.0752698620998299,0,-0.2533471031357998,-0.3054807880993974,-0.6744897501960817,-0.8416212335729142,-0.9541652531461942,-1.17498679206609,-1.6448536269514726,TRUE,0.45144062108667987,0.39597707634794693,38,0.3424554833996369,0.12349147410253755,0.714776920571841,0.032597211118718675,0.03912104190441744,0.09777129556702753,0.05867018814216571,0.05706334269582958,1,0,0,0,0,0,1,1,0,0,0,0,0,-214.69829170960463,0,134,NA,200,100,100,7,443.39658341920926,466.4848049850455,45,2.842170943040401e-14,0.4828444112699721,0.18713880066426017,0.7499995390984895,0.02857173346603648,0.034289926771213786,0.0856973741525404,0.051424920122616444,0.050016506389103314,0.4699976447145073,0.02143411742757785,0.02572382658794271,0.06428897928101233,0.0385782605007927,0.379977171488167,74.99995390984895,2.857173346603648,3.4289926771213786,8.56973741525404,5.142492012261644,5.0016506389103315,46.999764471450725,2.143411742757785,2.572382658794271,6.428897928101233,3.8578260500792703,37.997717148816704,0.5823276999949734,0.5,0.5,0.5,0.5,0.9506263916571911,6.7681042334393196,10.85566626030557,3,0.01253250181899146
39,100,100,0.66,0.3,0.36000000000000004,1,23,46,23,5,2,0,2,32,17,16,33,Inf,2.053748910631822,0.41246312944140484,-0.025068908258711057,-0.4399131656732338,2.3263478740408408,0.7063025628400875,-0.5244005127080407,-1.4757910281791702,-2.0537489106318225,FALSE,NA,NA,39,0.3162045015554176,0.010002586533677311,4.531049457584893e-9,0.14935915094236069,0.46597479161292443,0.23899061153991352,0.12547737285859248,0.020198068515159373,1,0,0,0,0,0,1,1,0,0,0,0,0,-283.3943844062468,0,1141,NA,200,100,100,7,580.7887688124936,603.8769903783299,48,0,0.5792374169422276,0.3808183974328283,0.010002591019404554,0.14786517311046316,0.4613138384373039,0.23660008726724907,0.1242222745785559,0.01999603558702335,3.0983112223263167e-9,0.10213111506589115,0.3186314648935701,0.16342070434151074,0.08580086271735796,0.33001584988335886,1.0002591019404554,14.786517311046316,46.13138384373039,23.660008726724907,12.422227457855591,1.9996035587023349,3.098311222326317e-7,10.213111506589115,31.863146489357007,16.342070434151072,8.580086271735796,33.001584988335885,0.9999997757717359,0.5,0.5,0.5,0.5,0.9790747196947924,22.06434372214488,24.68941697411067,3,1.793018847606742e-5
40,100,100,0.71,0.1,0.61,11,49,30,5,5,0,6,14,9,8,10,53,1.5547735945968528,0.8416212335729144,0.5533847195556728,0.3318533464368165,0.0752698620998299,1.2265281200366105,-0.2533471031357998,-1.2815515655446008,-1.6448536269514726,-Inf,FALSE,NA,NA,40,0.5292733896190683,0.006000353348307068,0.11286102239164036,0.42923302644048617,0.2663263042224193,0.08983394115189226,0.10174570153067782,4.262884045758142e-9,1,0,0,0,0,0,1,1,0,0,0,0,0,-276.7379213301395,0,986,NA,200,100,100,7,567.475842660279,590.5640642261153,6,0,0.6194550274436776,0.1904301013694375,0.11818416972634639,0.42665747661308,0.26472825229113606,0.08929490576230989,0.10113519136982237,4.237305235200732e-9,0.053126686514543296,0.20205140759987886,0.12536687844190025,0.04228722661559033,0.047894409202365935,0.5292733916257213,11.818416972634639,42.665747661308004,26.472825229113607,8.92949057623099,10.113519136982237,4.237305235200732e-7,5.31266865145433,20.205140759987884,12.536687844190025,4.228722661559034,4.7894409202365935,52.92733916257213,0.5253856052049983,0.5,0.5,0.5,0.5,0.9999999981043324,17.806096392463687,16.938925245158384,3,7.274795238163545e-4
41,100,100,0.82,0.2,0.6199999999999999,8,26,46,17,3,0,1,4,13,25,16,41,2.3263478740408408,1.6448536269514715,0.9153650878428139,0.17637416478086118,-0.22754497664114945,1.4050715603096327,0.41246312944140484,-0.8416212335729142,-1.8807936081512509,-Inf,FALSE,NA,NA,41,0.40958838394405456,0.05910873294228685,0.021615693552004836,0.19949971468208716,0.3881996894694177,0.26901499153673614,0.12166990731435373,3.445400409418653e-9,1,0,0,0,0,0,1,1,0,0,0,0,0,-296.7410139899158,0,236,NA,200,100,100,7,607.4820279798316,630.5702495456679,17,0,0.6402532884775846,0.3675920127420636,0.07944675023676392,0.18770753932488127,0.36525369769629124,0.25311385624451965,0.11447815325579681,3.2417471567390804e-9,0.012762156562209253,0.11778694894815109,0.22919760601205505,0.15882957589648086,0.07183532660284468,0.409588385978259,7.9446750236763926,18.770753932488127,36.52536976962912,25.311385624451965,11.44781532557968,3.24174715673908e-7,1.2762156562209253,11.778694894815109,22.919760601205503,15.882957589648086,7.1835326602844685,40.958838597825896,0.8720022075549563,0.5,0.5,0.5,0.5,0.9999999975167699,39.74959986583683,41.22055214330169,3,5.871439112681287e-9
42,100,100,0.79,0.11,0.68,18,62,9,8,2,1,0,16,5,10,21,48,Inf,0.9944578832097528,0.8064212470182404,0.49585034734745304,-0.050153583464733656,0.9153650878428139,-0.8416212335729142,-1.2265281200366105,-1.8807936081512509,-2.3263478740408408,FALSE,NA,NA,42,0.47356025446205036,0.18003405061016697,6.2175297956180815e-9,0.5792586743196073,0.10398822081903365,0.13371891039291256,0.17083441205676705,0.01219977619414947,1,0,0,0,0,0,1,1,0,0,0,0,0,-271.27792827796475,0,151,NA,200,100,100,7,556.5558565559295,579.6440781217658,38,0,0.6403116751104648,0.2597267552516587,0.1800340557083297,0.4749723888307729,0.08526680020923853,0.10964495331169856,0.14007840087058093,0.010003401069379254,3.273154803479803e-9,0.30494478910946415,0.0547435325069162,0.07039494916085678,0.08993402441228969,0.4799827015373183,18.00340557083297,47.497238883077294,8.526680020923854,10.964495331169855,14.007840087058094,1.0003401069379254,3.273154803479803e-7,30.494478910946416,5.47435325069162,7.039494916085679,8.99340244122897,47.99827015373183,0.9999999858411157,0.5,0.5,0.5,0.5,0.9933097098554825,39.75439819933534,42.27368449915154,3,3.509882606778092e-9
43,100,100,0.33,0.14,0.19,0,0,86,10,4,0,0,0,67,21,11,1,Inf,Inf,-0.4399131656732338,-1.17498679206609,-2.3263478740408408,Inf,Inf,-1.080319340814956,-1.7506860712521695,-Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,100,100,0.76,0.13,0.63,17,31,39,7,5,1,2,11,11,11,22,43,2.053748910631822,1.1263911290388005,0.7063025628400875,0.3853204664075676,-0.17637416478086135,0.9541652531461942,0.050153583464733656,-1.1263911290388005,-1.554773594596853,-2.3263478740408408,TRUE,0.6333832422096844,1.3261889495429409,44,0.4232860302494652,0.14015171714532648,0.03466221552435512,0.29242142971349505,0.3480348713893855,0.12528062592960137,0.1879724230472652,0.011628434395897669,1,0,0,0,0,0,1,1,0,0,0,0,0,-308.437035232776,0,141,NA,200,100,100,7,630.874070465552,653.9622920313883,23,0,0.6106497202238145,0.2793487856093505,0.16995596364388182,0.25143806420905734,0.2992571865377103,0.10772233108052642,0.16162776518122324,0.009998689347600833,0.019990183915399456,0.1686435235701967,0.20071657229058934,0.0722510871126922,0.10840632229921522,0.42999231081190703,16.99559636438818,25.143806420905733,29.92571865377103,10.772233108052642,16.162776518122325,0.9998689347600833,1.9990183915399455,16.864352357019673,20.071657229058935,7.225108711269219,10.840632229921523,42.9992310811907,0.9123177384907604,0.5,0.5,0.5,0.5,0.9922018599009607,32.74507164421353,33.64014067987823,3,2.3598443699146543e-7
45,100,100,0.41,0.04,0.37,51,35,10,1,0,3,29,20,10,1,8,32,0.5533847195556728,0.025068908258711057,-0.22754497664114945,-0.2533471031357998,-0.4676987991145081,-0.025068908258711057,-1.080319340814956,-1.7506860712521695,-1.8807936081512509,-1.8807936081512509,TRUE,0.48010921912494026,0.561412612341342,45,0.29457076940892507,0.16790710857138963,0.4111554742965138,0.3577337657687222,0.13004040322688168,0.013006524022198287,0.05202349718128801,0.036040335504396115,1,0,0,0,0,0,1,1,0,0,0,0,0,-268.9491177837129,0,148,NA,200,100,100,7,551.8982355674258,574.9864571332621,45,0,0.36586875337693203,0.08409992535078292,0.5100266560054775,0.29766772352014126,0.10820569512359836,0.010822636181066651,0.0432883821918061,0.029988906977910165,0.29004108988629823,0.2523558551426775,0.0917343015940923,0.00917518223364367,0.036698895589252954,0.31999467555403543,51.00266560054775,29.766772352014126,10.820569512359835,1.0822636181066652,4.32883821918061,2.9988906977910164,29.004108988629824,25.23558551426775,9.173430159409229,0.9175182233643671,3.6698895589252953,31.999467555403545,0.6646062089052718,0.5,0.5,0.5,0.5,0.9602744856596572,7.265740511151555,14.656428993534927,3,0.0021350867430676157
46,100,100,0.56,0.32,0.24000000000000005,23,19,26,13,4,15,14,11,19,8,2,46,1.080319340814956,0.6744897501960817,0.1509692154967774,-0.050153583464733656,-0.10043372051146975,0.7388468491852137,0.20189347914185077,-0.4676987991145081,-0.8778962950512285,-1.0364333894937894,TRUE,0.6791684999715808,0.5468137034031132,46,0.36323865408020656,0.01297894375346628,0.21987966269440817,0.18474792602929196,0.27715006296143885,0.12932737384264031,0.03694340076309597,0.1519515737091246,1,0,0,0,0,0,1,1,0,0,0,0,0,-315.52106623786193,0,150,NA,200,100,100,7,645.0421324757239,668.1303540415602,11,0,0.5658703448949347,0.3140921583549864,0.2300048006732326,0.18235009308878822,0.27355294788299267,0.12764884113175318,0.036463914442529985,0.14997940278070318,0.14001086995768153,0.11764033803430238,0.17647844711308128,0.08235067263231192,0.023524129592763312,0.4599955426698594,23.00048006732326,18.235009308878823,27.35529478829927,12.764884113175318,3.6463914442529983,14.997940278070319,14.001086995768153,11.764033803430237,17.647844711308128,8.235067263231192,2.352412959276331,45.99955426698594,0.528214506209167,0.5,0.5,0.5,0.5,0.8948284498279415,0.3505881598767625,0.3516817199253999,3,0.9500326644443179
47,100,100,0.69,0.19,0.49999999999999994,11,35,35,11,6,2,3,12,16,18,21,30,1.8807936081512504,1.0364333894937894,0.49585034734745304,0.025068908258711057,-0.5244005127080407,1.2265281200366105,0.1004337205114699,-0.8778962950512285,-1.4050715603096322,-2.0537489106318225,TRUE,0.7158197632166448,1.01363755972301,47,0.2846218266304248,0.07105613740247532,0.04193590467371547,0.2858344564303451,0.31010844465939974,0.17638838691310593,0.16421515673267015,0.021517650590763493,1,0,0,0,0,0,1,1,0,0,0,0,0,-325.2622079225661,0,140,NA,200,100,100,7,664.5244158451322,687.6126374109685,11,0,0.5436754251017696,0.3363902609025196,0.11001223867159815,0.26552416401986867,0.2880733364060135,0.1638549094564073,0.15254666199230452,0.01998868945380775,0.030000030884083203,0.20447973132722572,0.22184481268692138,0.12618440203350362,0.11747593886301608,0.3000150842052499,11.001223867159815,26.552416401986868,28.80733364060135,16.38549094564073,15.254666199230451,1.9988689453807749,3.00000308840832,20.44797313272257,22.18448126869214,12.618440203350362,11.747593886301608,30.001508420524992,0.8229465114994514,0.5,0.5,0.5,0.5,0.9743458606163047,26.200137496640494,26.93360542148707,3,6.079093958777371e-6
48,100,100,0.57,0.11,0.45999999999999996,39,43,7,7,1,3,9,24,10,4,15,38,1.3407550336902165,0.4399131656732339,0.17637416478086118,0.0752698620998299,-0.3054807880993974,0.27931903444745404,-0.9153650878428141,-1.2265281200366105,-1.7506860712521695,-1.8807936081512509,TRUE,0.70193315628374775,1.1166579999716748,48,0.3525712126295831,0.2914995184001269,0.13897980731846363,0.49413729600797396,0.12535746352732263,0.08114680403178905,0.11802187090361202,0.04235675821083862,1,0,0,0,0,0,1,1,0,0,0,0,0,-293.06538866539967,0,258,NA,200,100,100,7,600.1307773307993,623.2189988966356,32,5.684341886080802e-14,0.5089417309305677,0.17112088570272876,0.38996677881791597,0.3500965121981086,0.08881582328124661,0.057492549736813066,0.08361855237452717,0.03000978359138854,0.08997952812116711,0.3199187103489394,0.08116003059932576,0.052536776933286046,0.07641075676231343,0.3799941972349683,38.9966778817916,35.00965121981086,8.881582328124662,5.749254973681307,8.361855237452717,3.000978359138854,8.997952812116711,31.991871034893936,8.116003059932577,5.253677693328605,7.641075676231343,37.99941972349683,0.8737491681775211,0.5,0.5,0.5,0.5,0.9639165745096518,18.79596053874934,21.297616358744012,3,9.130714943761387e-5
49,100,100,0.5,0.13,0.37,1,83,3,0,12,1,0,47,3,1,38,11,Inf,0.0752698620998299,0,-0.025068908258711057,-1.2265281200366105,2.3263478740408408,-0.9944578832097528,-1.1263911290388005,-1.1263911290388005,-2.3263478740408408,FALSE,NA,NA,49,0.10095273648029543,0.009992285510630616,9.604438794952327e-16,0.6881002276063083,0.031774671036292855,0.005292158174358018,0.2647274758291335,0.010105467353906383,1,0,0,0,0,0,1,1,0,0,0,0,0,-184.92786819687808,0,2166,NA,200,100,100,7,383.85573639375616,406.9439579595924,26,0,0.3527984422988439,0.27732601136594043,0.009992285510631567,0.6812245336721362,0.03145716945129185,0.005239277418912416,0.26208224330814023,0.010004490638887795,8.634844416244378e-16,0.6186346266567373,0.028566931044417907,0.004757900324770012,0.23800251272266118,0.11003802925141268,0.9992285510631567,68.12245336721362,3.1457169451291853,0.5239277418912416,26.208224330814023,1.0004490638887795,8.634844416244379e-14,61.86346266567373,2.8566931044417907,0.4757900324770012,23.800251272266117,11.003802925141267,0.9999999999999525,0.5,0.5,0.5,0.5,0.9587174868864683,23.586361325931577,25.26042865319919,3,1.3620704812700168e-5
