ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,sha,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,14400,14400,0.7036805555555555,0.351875,0.35180555555555554,2158,2813,4362,2631,1460,976,683,1163,2421,2425,2203,5505,1.6702944985807116,1.134967612108339,0.5350158619970259,0.08854383675318858,-0.29946754291301425,1.0370292572181687,0.39828968010032034,-0.38026326672003286,-0.9574635545270367,-1.4925479547163985,TRUE,0.7779535271712328,0.8429130162896435,1,3.178948898093263,1.4072500054560753,0.5450283562602647,0.7516671835574904,1.0138361608425606,1.2125661685813338,1.3901984909689342,-47415.4152659606,0,148,NA,28800,14400,14400,7,94844.8305319212,94902.70744658406,42,0,0.7028444131339894,0.3527183381913567,0.14947705891858648,0.19655348428683866,0.3012511186032182,0.18456118539486133,0.10005658154929054,0.06810057124720481,0.04784348380415257,0.07950209983837389,0.16981000322348416,0.1664672612897093,0.15424433792184084,0.38213281392243925,2152.469648427645,2830.370173730477,4338.016107886342,2657.681069686003,1440.8147743097836,980.6482259597493,688.946166779797,1144.830237672584,2445.264046418172,2397.1285625718137,2221.118466074508,5502.712520483125,200000,200000,0.52096,0.518595,0.536365,0.542125,0.548455,0.72325,0.4041245600360258,0.6548045413158212,0.882248313477293,1.1072576682464275,1.2922254757242668,1.5344056720172248,0.413003779584913,0.6587242981774594,0.8921376886692464,1.1153310490308348,1.3007718646235915,1.7015529566204504,1.8520393413488374,1.850401341218804,3,0.604028932388391,0.008879219548887207,0.003919756861638146,0.00988937519195332,0.008073380784407336,0.008546388899324686,0.1671472846032256
