ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,edpri,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
11,100,100,0.78,0.12,0.66,34,14,40,10,1,1,3,2,17,15,9,54,1.8807936081512504,1.6448536269514715,0.7721932141886849,0.3318533464368165,0.1004337205114699,0.41246312944140484,0.050153583464733656,-1.17498679206609,-2.0537489106318225,-2.3263478740408408,TRUE,0.6426142007699952,1.6005238079778348,11,1.9043627948637603,-0.34678877828841426,-0.0013658949033555357,1.1117366572992688,1.639819584108126,1.8653763067313673,-268.00275825104933,0,117,NA,200,100,100,6,548.0055165020987,567.7954207013869,4,0,0.7860021621365452,0.13312569685815312,1.9043627948637603,0.3643750041096454,0.13508008283225914,0.36741921619994233,0.08260435437532698,0.019457004462852034,0.031064338019974103,0.012187969443260019,0.01615473806709238,0.18565513035310247,0.18168284862273118,0.08876989418013187,0.515549419333682,36.43750041096454,13.508008283225914,36.74192161999423,8.2604354375327,1.9457004462852034,3.1064338019974103,1.2187969443260018,1.6154738067092378,18.565513035310246,18.16828486227312,8.876989418013187,51.554941933368205,200000,0.700295,0.555005,0.66392,0.582425,0.53614,0.724915,0.700294580878288,0.5542441627845706,0.6661416804327039,0.582593852602365,0.5356715453350861,0.7235226788615373,-1.0309718994324029,-0.1723534489596525,0.5005154849119813,1.344372745495458,1.7451993194598203,2.2545308198245064,-0.6930755025942286,-0.15366672930898928,0.6843955873828809,1.387932745758914,1.753240272695776,2.67759460391312,6.22105406128112,6.080962805203809,4,0.19318296022860837,0.3378963968381743,0.01868671965066321,0.1838801024708996,0.04356000026345597,0.008040953235955772,0.42306378408861356
12,100,100,0.59,0.22,0.37,2,28,48,20,2,0,3,7,31,24,31,4,1.8807936081512504,1.2815515655446008,0.2275449766411493,-0.3853204664075676,-1.7506860712521695,2.053748910631822,0.5244005127080407,-0.7721932141886849,-2.0537489106318225,-Inf,FALSE,NA,NA,12,0.958360071839601,-1.6180863295395889,-0.47110388595939257,0.7277733642770139,1.4862164927283747,2.7924040168521187,-275.7747048282512,0,129,NA,200,100,100,6,563.5494096565023,583.3393138557906,43,0,0.5911820524086291,0.23337616602110867,0.958360071839601,0.052821997092974575,0.2659612780270613,0.44784055885885543,0.1647652327863911,0.06599503389902173,0.002615899335695837,0.004991084012548378,0.07144437950602993,0.3323824840727926,0.2923825556151165,0.26547576120214544,0.03332373559136714,5.2821997092974575,26.596127802706132,44.78405588588554,16.47652327863911,6.599503389902173,0.2615899335695837,0.4991084012548378,7.144437950602993,33.23824840727926,29.23825556151165,26.547576120214543,3.3323735591367143,200000,0.582805,0.58149,0.59239,0.56048,0.58743,0.577665,0.581981575089706,0.581456522402346,0.5920159782679271,0.559308977410381,0.5884325160496549,0.5774265339563835,-2.0396686032916382,-0.937356184495712,0.11369220905129106,1.0555207087549592,1.880828595524933,3.090857920336688,-1.934152692638764,-0.8497289728750261,0.2216740835371399,1.1000070209037736,1.9861247104023099,3.1854332027833943,20.807472416019685,16.38032118547563,4,0.0025490687520247635,0.10551591065287425,0.08762721162068587,0.10798187448584885,0.04448631214881438,0.10529611487737678,0.09457528244670632
13,100,100,0.71,0.18,0.53,39,24,19,5,7,6,11,8,10,9,6,56,1.2265281200366105,0.8778962950512288,0.5533847195556728,0.3054807880993974,0.1509692154967774,0.27931903444745404,-0.3318533464368165,-0.9153650878428141,-1.1263911290388005,-1.554773594596853,TRUE,0.6045551183355772,1.0640639062433777,13,1.3148246174265787,-0.17605079372333965,0.34388831609455384,0.8006762536132891,1.0309775736504034,1.260091357695005,-296.6244267384538,0,115,NA,200,100,100,6,605.2488534769076,625.0387576761958,9,0,0.6964258670008228,0.21165954662204767,1.3148246174265787,0.43012701897597494,0.20440784152009295,0.15380559288188445,0.060383878310223515,0.0474574645358411,0.10381820377598305,0.06799710407826261,0.09779289577092927,0.13778413314998536,0.08468966741674627,0.08991168540088934,0.5218245141831872,43.012701897597495,20.440784152009293,15.380559288188444,6.0383878310223515,4.745746453584109,10.381820377598306,6.799710407826261,9.779289577092927,13.778413314998536,8.468966741674627,8.991168540088934,52.18245141831872,200000,0.662055,0.55492,0.55068,0.525305,0.524285,0.6738,0.6615351766497397,0.5563325623162797,0.549724871326456,0.525189347077737,0.5250524408337212,0.6733932413069644,-0.9132361735579511,0.08204527393273782,0.5624116067927549,0.9117891928599556,1.140537886282136,1.7371751240127928,-0.6160959802510757,0.1112168839375629,0.5850797834355334,0.9175870774456684,1.1462736996594778,2.0781945919317577,10.206746275049143,10.17909530010941,4,0.03751652229196034,0.29714019330687536,0.029171610004825085,0.022668176642778426,0.0057978845857127315,0.0057358133773417475,0.34101946791896487
14,100,100,0.8,0.14,0.66,30,43,13,7,6,1,5,12,3,18,35,27,1.6448536269514715,0.9541652531461942,0.8416212335729144,0.3054807880993974,-0.612812991016627,0.5244005127080407,-0.612812991016627,-1.080319340814956,-1.4757910281791702,-2.3263478740408408,TRUE,0.7744729547495373,1.3966225691980512,14,1.5993328063880674,-0.4325840740808783,0.5853343585883725,0.8746106236576063,1.3490338132747235,2.239859275143207,-298.55214922417053,0,121,NA,200,100,100,6,609.1042984483411,628.8942026476293,13,0,0.765688758215732,0.1908929026777877,1.5993328063880674,0.33265848072482374,0.38818006103339586,0.08826855556399271,0.1022298499173745,0.0761130226382063,0.012550030122206901,0.021081035662546804,0.13421071081364794,0.07901949530807326,0.16686682575121486,0.3379067390613701,0.26091519340314706,33.26584807248237,38.818006103339584,8.826855556399272,10.22298499173745,7.61130226382063,1.25500301222069,2.1081035662546803,13.421071081364794,7.901949530807325,16.686682575121488,33.79067390613701,26.091519340314704,200000,0.674025,0.63,0.53792,0.561645,0.61397,0.66336,0.6729775481095138,0.6285177681683611,0.5384314684661204,0.5626501573979888,0.612604079923015,0.6629012112587136,-1.0921365058881518,0.07000593398203114,0.7249000372881921,1.0912184526815287,1.6833135984124867,2.58728456133219,-0.8021821946747361,0.1988685222033122,0.7360116619483116,1.12088979704867,1.781887575718991,2.8447670288330764,11.489920911299478,11.23056671800751,4,0.024091390896280318,0.28995431121341575,0.12886258822128105,0.011111624660119501,0.02967134436714125,0.09857397730650419,0.25748246750088644
15,100,100,0.58,0.06,0.52,71,19,4,1,1,4,24,14,4,3,8,47,0.7063025628400875,0.3054807880993974,0.20189347914185077,0.12566134685507413,-0.0752698620998299,-0.5533847195556729,-1.2815515655446008,-1.554773594596853,-1.6448536269514726,-1.7506860712521695,TRUE,0.5861774538724722,1.0482857272599437,15,1.4311327480726348,0.6155917603078078,1.1535949365203586,1.3011924603300182,1.3786794432186968,1.5576268232801498,-234.74867348385914,0,125,NA,200,100,100,6,481.4973469677183,501.2872511670065,11,0,0.5516931652644275,0.09659629269605774,1.4311327480726348,0.7309180045939861,0.14474885777606694,0.02773684493388917,0.012599487532156228,0.024335936992697538,0.059660868171203973,0.2073813564074613,0.18330223171672977,0.05762324661138146,0.03077691596850013,0.07124582995793488,0.44967041933799246,73.09180045939861,14.474885777606694,2.773684493388917,1.2599487532156228,2.4335936992697538,5.966086817120397,20.73813564074613,18.330223171672976,5.7623246611381465,3.0776915968500127,7.124582995793488,44.967041933799244,200000,0.717385,0.56513,0.518175,0.50953,0.521595,0.675955,0.7184080122446453,0.5635259131033074,0.5175863744514092,0.5092385881964251,0.5213055952093915,0.6746992562066306,-0.4515987807558671,0.8635394963763446,1.2251682974636102,1.3392657657210545,1.4642440125841816,1.9878223727409037,0.05165664088116584,0.8976310243231035,1.2277632961024771,1.3399815731686544,1.4680544493232441,2.3112514054154882,5.839152283511387,6.106363033110808,4,0.19134458160466405,0.503255421637033,0.03409152794675885,0.002594998638866919,7.158074475999143e-4,0.0038104367390625615,0.32342903267458456
16,100,100,0.66,0.16,0.5,51,9,24,7,4,5,14,1,19,14,10,42,1.080319340814956,1.0364333894937894,0.41246312944140484,0.050153583464733656,-0.2018934791418509,-0.025068908258711057,-0.2533471031357998,-0.9944578832097528,-1.3407550336902165,-1.6448536269514726,TRUE,0.8237817140187584,1.177107204510505,16,1.3069519114081147,0.08162666459590864,0.24305770951162123,0.9261145114704599,1.280090573360493,1.542357159186782,-289.745539555892,0,119,NA,200,100,100,6,591.491079111784,611.2809833110722,4,0,0.6483380471777126,0.17719323666444797,1.3069519114081147,0.5325282016183086,0.06349145246425936,0.22678710925298406,0.07693659487947091,0.03876322876884408,0.06149341301613298,0.11022634982666453,0.033461965134779906,0.20797363786084297,0.1376232122529727,0.10376772823823355,0.40694710668650635,53.25282016183086,6.349145246425936,22.678710925298407,7.693659487947091,3.8763228768844082,6.149341301613298,11.022634982666453,3.3461965134779907,20.797363786084297,13.762321225297269,10.376772823823355,40.694710668650636,200000,0.674415,0.518675,0.573165,0.538645,0.527735,0.6598,0.6740510971075037,0.5175640679978911,0.5733314614172758,0.5383718367959502,0.528466379062609,0.6579094625078974,-0.7466561054589427,0.16198994435872308,0.5622661400975508,1.091661253320912,1.403171578714991,1.9747738369959955,-0.4014694920445083,0.16482432776568623,0.6121293594649414,1.1052219942596626,1.410627558140502,2.260491545777342,4.224611328772124,4.685163065719547,4,0.3211528469729473,0.34518661341443435,0.0028343834069631535,0.04986321936739058,0.013560740938750593,0.007455979425510906,0.2857177087813465
17,100,100,0.65,0.27,0.38,22,20,31,18,6,3,4,9,22,24,18,23,1.7506860712521695,1.1263911290388005,0.3853204664075676,-0.22754497664114945,-0.7388468491852137,0.7721932141886849,0.20189347914185077,-0.612812991016627,-1.3407550336902165,-1.8807936081512509,TRUE,0.9235749795065222,0.9875368419058714,17,1.0149184333243382,-0.7586604595812612,-0.17062747626985242,0.6146075199898166,1.2692246490832875,1.783480854176834,-327.18082817580176,0,101,NA,200,100,100,6,666.3616563516035,686.1515605508918,36,0,0.6555362345861798,0.2694069734915324,1.0149184333243382,0.2240278478436858,0.20823049805622468,0.2983346806085571,0.16722649744356588,0.06492644510863976,0.03725403093932678,0.0380664157829504,0.07983442126594945,0.2265629283649203,0.2559067355145712,0.17855293836699826,0.22107656070461035,22.402784784368578,20.823049805622468,29.83346806085571,16.722649744356588,6.492644510863976,3.7254030939326777,3.80664157829504,7.9834421265949445,22.65629283649203,25.590673551457122,17.855293836699826,22.107656070461033,200000,0.61121,0.55059,0.56563,0.5555,0.54345,0.610495,0.6100467886435881,0.5487888526614699,0.5652887705355465,0.5546301999019746,0.5428232408272006,0.6097189054861233,-1.335443617562084,-0.45142491485076636,0.21082168754436936,0.908960756698197,1.4933421568758045,2.1829007576069674,-1.1593522345813667,-0.42301074964801644,0.2616557917566781,0.9444858785101883,1.515193309548687,2.3579958740249887,0.6559248357251112,0.6610844738600729,4,0.9560398517751392,0.17609138298071736,0.02841416520274992,0.05083410421230872,0.0355251218119913,0.0218511526728824,0.17509511641802122
18,100,100,0.53,0.1,0.43000000000000005,51,22,17,7,3,0,8,20,19,6,8,39,1.4050715603096327,0.5828415072712162,0.0752698620998299,-0.0752698620998299,-0.27931903444745404,-0.025068908258711057,-0.612812991016627,-1.2815515655446008,-1.8807936081512509,-Inf,FALSE,NA,NA,18,1.4252818723696603,0.036035651241867465,0.7207502258758566,1.2950012620141433,1.5424949247635051,1.7911759472330397,-291.9114354582074,0,115,NA,200,100,100,6,595.8228709164148,615.612775115703,5,0,0.5518277899940061,0.0976598970642556,1.4252818723696603,0.5143730340874736,0.25009536372693264,0.13787170512133817,0.03618321191395757,0.02484415278378349,0.036632532366514536,0.0823789454932778,0.15817192908451733,0.20762133542819888,0.0984821780420892,0.09612355303726383,0.357222058914653,51.43730340874736,25.009536372693265,13.787170512133818,3.618321191395757,2.484415278378349,3.6632532366514536,8.23789454932778,15.817192908451732,20.76213354281989,9.84821780420892,9.612355303726384,35.7222058914653,200000,0.684165,0.57922,0.567055,0.53017,0.530275,0.660465,0.6829725562741051,0.5799341655428218,0.5673969277942359,0.5293057089802214,0.5294206670564091,0.6620694196184405,-0.7750860002020635,0.3638548400430161,0.9806308768001962,1.41153572559213,1.6582874144269357,2.1896120909694674,-0.4197274419862407,0.4183278016414027,1.0192099961488428,1.4187813765335153,1.6655932233313249,2.4697626585271895,7.7195447686916285,14.489572036607926,4,0.005885844691918551,0.35535855821582285,0.054472961598386604,0.03857911934864655,0.0072456509413854064,0.007305808904389144,0.28015056755772205
19,100,100,0.75,0.06,0.69,49,24,21,4,0,2,5,4,16,24,5,46,1.6448536269514715,1.3407550336902165,0.6744897501960817,0.025068908258711057,-0.10043372051146975,0.025068908258711057,-0.612812991016627,-1.554773594596853,-2.0537489106318225,-2.0537489106318225,TRUE,0.8214406189343836,1.743750039623922,19,1.9804821648207185,0.02927471888134029,0.587310401237213,1.3728466682951763,1.9840385922869672,2.0946521102092057,-267.59942176626834,0,123,NA,200,100,100,6,547.1988435325367,566.9887477318249,28,0,0.7282853736207648,0.0849000095588035,1.9804821648207185,0.5116772551656967,0.20982511643475144,0.19359761884074833,0.06127424062477582,0.005524804295614416,0.018100964638413264,0.025516186799331663,0.05626774128540296,0.18993069829450054,0.22970417991334646,0.04402965560739169,0.4545515381000267,51.167725516569675,20.982511643475142,19.359761884074832,6.127424062477582,0.5524804295614416,1.8100964638413264,2.551618679933166,5.626774128540296,18.993069829450054,22.970417991334646,4.402965560739169,45.45515381000267,200000,0.730595,0.591755,0.626125,0.59886,0.51825,0.71911,0.7285685100580941,0.5902931756671257,0.6258345224580563,0.5985035318488862,0.5182364891397723,0.7194878160571623,-0.7793415955097998,0.3003788326064654,0.9311725821046505,1.6277041380571096,2.0372686164075042,2.457311294701639,-0.3495882079081045,0.3506385589745584,1.0299791835719112,1.6877233073481253,2.039285358122399,2.8524419755173676,4.848255121976293,5.592172787437914,4,0.23174543930965208,0.42975338760169524,0.050259726368093005,0.09880660146726072,0.060019169291015695,0.002016741714894632,0.39513068081572866
20,100,100,0.77,0.17,0.6,16,42,25,12,5,0,4,10,9,20,26,31,1.7506860712521695,1.080319340814956,0.7388468491852137,0.17637416478086118,-0.4958503473474532,0.9944578832097528,-0.2018934791418509,-0.9541652531461942,-1.6448536269514726,-Inf,FALSE,NA,NA,20,1.4921940044567148,-0.8360579921925951,0.23512915669363565,0.8052223353255489,1.3889604779604596,2.074012356968316,-309.08917806670905,0,107,NA,200,100,100,6,630.1783561334181,649.9682603327063,9,0,0.7539497091598055,0.21034569489087485,1.4921940044567148,0.2015611395838294,0.39138461581087913,0.19670854971441665,0.1279233106952382,0.06338330256864044,0.01903908162699619,0.009949363318326035,0.09441571404082817,0.1416852134810403,0.21283852503729836,0.26076666369009827,0.2803445204324089,20.15611395838294,39.13846158108791,19.670854971441663,12.792331069523822,6.338330256864044,1.903908162699619,0.9949363318326034,9.441571404082817,14.16852134810403,21.283852503729836,26.07666636900983,28.034452043240886,200000,0.64584,0.62445,0.569295,0.572215,0.582595,0.65894,0.6462848683934395,0.623543856825939,0.5700521129662558,0.5716314811637097,0.582617782458087,0.6573754448429245,-1.3954647375740223,-0.2728618711289523,0.5062593925297637,1.066495130105389,1.6662949923844719,2.4389297670583723,-1.1747400137436312,-0.14423261887849348,0.5460879686312851,1.1081741530156615,1.7222777418166775,2.6936584345723675,14.227789094540622,14.322915486568261,4,0.006332659776281613,0.2207247238303911,0.12862925225045885,0.03982857610152135,0.04167902291027237,0.0559827494322056,0.25472866751399525
21,100,100,0.47,0.21,0.26,23,37,19,7,4,10,14,20,19,0,2,45,1.080319340814956,0.41246312944140484,-0.0752698620998299,-0.0752698620998299,-0.125661346855074,0.7388468491852137,-0.2533471031357998,-0.8064212470182404,-1.080319340814956,-1.2815515655446008,TRUE,0.6271014113504159,0.5797928608394871,21,0.6976406482250747,-0.6002545055574313,0.2531725811962541,0.7700050459586052,0.8756690781176096,0.9735449112901823,-302.35259208750193,0,121,NA,200,100,100,6,616.7051841750039,636.4950883742921,29,0,0.47115595848950587,0.22064844974070086,0.6976406482250747,0.2741683167125457,0.3257642565489086,0.17941897699784481,0.03004346964824367,0.025463704873662563,0.16514127521879463,0.09716168279983853,0.23119042276194904,0.20049193594870657,0.04180563421488459,0.03803952452050707,0.3913107997541142,27.41683167125457,32.57642565489086,17.94189769978448,3.004346964824367,2.5463704873662563,16.514127521879463,9.716168279983853,23.119042276194904,20.04919359487066,4.1805634214884595,3.8039524520507073,39.13107997541142,200000,0.584845,0.5487,0.53104,0.50724,0.506315,0.593835,0.5838454332202972,0.5485701602271148,0.5298742372721064,0.5061410261945992,0.5056884487862485,0.5930198284749151,-1.2152159500899187,-0.1632649912763033,0.5003150105828432,0.822071869636401,0.9238692111836794,1.5039884975935534,-1.0709348279092548,-0.12238581980516683,0.5156928831362608,0.8227206220643192,0.9244258653205306,1.6790683156562585,14.188198088699323,21.335039473400176,4,2.717274961456795e-4,0.1442811221806639,0.04087917147113648,0.015377872553417604,6.487524279181756e-4,5.566541368512423e-4,0.17507981806270512
22,100,100,0.82,0.13,0.69,43,22,22,6,6,1,3,5,10,3,4,75,1.8807936081512504,1.4050715603096327,0.9153650878428139,0.8064212470182404,0.6744897501960817,0.17637416478086118,-0.3853204664075676,-1.1263911290388005,-1.4757910281791702,-2.3263478740408408,TRUE,0.48901406240471823,1.6388878851140918,22,2.107295918629007,-0.11211478282691933,0.44501809439484163,1.0923510776367125,1.290589020305964,1.538557404793733,-242.38899429239095,0,119,NA,200,100,100,6,496.7779885847819,516.5678927840701,23,0,0.8449339392024918,0.13733940880034146,2.107295918629007,0.4553661981625003,0.21648046287851358,0.19081393015864467,0.03891629615455516,0.03646692059917356,0.061956192046612735,0.013229398137373203,0.03499914288310742,0.10683751977702753,0.051981913283649456,0.07771882932214613,0.7152331965966963,45.53661981625003,21.648046287851358,19.081393015864467,3.8916296154555163,3.646692059917356,6.1956192046612735,1.3229398137373203,3.499914288310742,10.683751977702753,5.1981913283649455,7.771882932214613,71.52331965966962,200000,0.728545,0.59622,0.61231,0.53558,0.54429,0.77569,0.7284523461737239,0.5955007639378647,0.6110697021393338,0.5347380665333881,0.5433906206225755,0.7756454794028498,-0.8706022696596086,0.1621911280541342,0.7423209824243638,1.1875768736433805,1.4073544809692795,1.971529714893885,-0.46161830890540756,0.215212396608627,0.8142268883467372,1.1944636804687767,1.4181137381962328,2.5817816931161626,13.353194536222034,15.230087663841745,4,0.004247036327115761,0.40898396075420107,0.05302126855449282,0.07190590592237334,0.006886806825396219,0.010759257226953256,0.6102519782222775
23,100,100,0.66,0.13,0.53,8,53,26,6,6,1,0,18,16,8,43,15,Inf,0.9153650878428139,0.41246312944140484,0.20189347914185077,-1.0364333894937894,1.4050715603096327,-0.27931903444745404,-1.1263911290388005,-1.4757910281791702,-2.3263478740408408,FALSE,NA,NA,23,1.398577058193933,-1.413857805661408,0.34736744150148957,1.018549601341261,1.2683618589751695,2.438104238467611,-275.29080702749025,0,117,NA,200,100,100,6,562.5816140549805,582.3715182542687,5,0,0.6480374830883829,0.1542084206531722,1.398577058193933,0.07870182846298865,0.5571405264537188,0.20994922443012032,0.0518740427993758,0.0949521199380503,0.007382257915746093,0.002458399030675545,0.14412276465111176,0.20538135322982976,0.09623556795173882,0.402522103194498,0.14927981194214612,7.8701828462988646,55.71405264537188,20.994922443012033,5.18740427993758,9.49521199380503,0.7382257915746093,0.2458399030675545,14.412276465111177,20.538135322982974,9.623556795173883,40.2522103194498,14.927981194214613,200000,0.61922,0.67002,0.574775,0.52997,0.62302,0.632235,0.6186590737282702,0.66786595418003325,0.5770810715254766,0.5290435384611843,0.6240373048069393,0.6313957499201749,-1.865731889160926,-0.41057583782681734,0.6577884413346945,1.137529557248676,1.664543674460156,2.7664393621451184,-1.7107660247170198,-0.14140297088344078,0.7093235343379809,1.1447796449510903,1.8039289850468712,2.9554602818581794,5.191941858052077,5.810797447261639,4,0.2137306204946079,0.15496586444390625,0.26917286694337655,0.0515350930032864,0.0072500877024141985,0.1393853105867151,0.189020919713061
24,100,100,0.5,0.1,0.4,2,18,70,2,7,1,0,5,45,1,14,35,Inf,1.6448536269514715,0,-0.025068908258711057,-0.3853204664075676,2.053748910631822,0.8416212335729144,-1.2815515655446008,-1.4050715603096322,-2.3263478740408408,FALSE,NA,NA,24,1.202444567783691,-2.0307634073242298,-0.7394979402329915,1.2083648269100484,1.26105491884467,1.6906504718659767,-219.19818097952114,0,137,NA,200,100,100,6,450.3963619590423,470.1862661583305,9,0,0.4976381721203734,0.11345348143212308,1.202444567783691,0.021139500356260898,0.20866284465395105,0.656744173557665,0.009808950812860817,0.05819274116027762,0.04545178945898465,6.120420651695611e-4,0.025459988251219177,0.47628979756323786,0.021006939168540795,0.16392923144703375,0.3127020015047989,2.1139500356260896,20.866284465395104,65.67441735576651,0.9808950812860817,5.819274116027762,4.545178945898465,0.06120420651695611,2.545998825121918,47.62897975632379,2.1006939168540795,16.392923144703374,31.270200150479887,200000,0.58869,0.60548,0.673525,0.50531,0.543845,0.63661,0.5894879682473827,0.6044825648331893,0.6739527018955247,0.5052791260282828,0.5426233872443633,0.637045560256432,-2.4004912222389025,-1.2113167453800273,0.16941467801548366,1.234424264613868,1.4534423568971342,2.1022643902720906,-2.2982244757449553,-1.091112559611596,0.4919552887591221,1.2347024088670444,1.4716746126346014,2.3349060632681775,8.629678209021758,9.420897003387799,4,0.05139826127621583,0.10226674649394729,0.12020418576843128,0.32254061074363843,2.781442531765155e-4,0.01823225573746723,0.23264167299608696
25,100,100,0.84,0.11,0.73,8,35,46,5,4,2,0,4,12,19,28,37,Inf,1.7506860712521695,0.9944578832097528,0.3853204664075676,-0.3318533464368165,1.4050715603096327,0.17637416478086118,-1.2265281200366105,-1.554773594596853,-2.0537489106318225,FALSE,NA,NA,25,1.937387093773952,-1.3927611290687372,-0.13055375952774706,1.0667609755412446,1.5748497156682308,2.2556910843551887,-274.1438435163277,0,117,NA,200,100,100,6,560.2876870326554,580.0775912319436,15,0,0.8080208346172467,0.14303989239782977,1.937387093773952,0.08184601822928839,0.3662181438162273,0.40889594555665454,0.08539432352449627,0.045600576711496865,0.012044992161836632,4.33998823552524e-4,0.01888879378328845,0.17265637277591228,0.16649608302305954,0.2663975728100463,0.3751271787841409,8.184601822928839,36.62181438162273,40.889594555665454,8.539432352449627,4.5600576711496865,1.2044992161836632,0.0433998823552524,1.888879378328845,17.265637277591228,16.649608302305953,26.639757281004627,37.512717878414094,200000,0.65342,0.669075,0.679345,0.582625,0.606285,0.70403,0.653210033415633,0.6685209290916156,0.6792863154154413,0.5809467112512442,0.606171910719735,0.7042458114803352,-1.8479655088245786,-0.667111307622155,0.4150610410404992,1.2928407235582058,1.8443524760560186,2.6015219169048467,-1.6541727619004822,-0.46953246308115215,0.6280057379858917,1.3339348646833868,1.9161116096647592,2.9483395562870403,7.149557745189603,6.985546618771786,4,0.13665399459219507,0.19379274692409632,0.19757884454100283,0.21294469694539248,0.04109414112518106,0.07175913360874064,0.34681763938219357
26,100,100,0.67,0.28,0.39,10,31,31,14,10,4,2,15,16,19,22,26,2.053748910631822,0.9541652531461942,0.4399131656732339,-0.050153583464733656,-0.6433454053929168,1.2815515655446008,0.2275449766411493,-0.5828415072712162,-1.080319340814956,-1.7506860712521695,TRUE,0.8704401137283935,0.8824598951013004,26,0.925948595218798,-1.2359754959230167,-0.15897297784779107,0.520614882603539,1.010667011663014,1.6182571628264752,-326.12808597338767,0,121,NA,200,100,100,6,664.2561719467753,684.0460761460636,21,0,0.657383885548537,0.3013175398304043,0.925948595218798,0.10823383611624557,0.3286112456907915,0.26183737836255866,0.14522962436388964,0.10328432130037635,0.052803594166138335,0.015312013858020366,0.1236661822880262,0.20363791830541644,0.19114125834944795,0.22187084178915573,0.24437178540993332,10.823383611624557,32.861124569079145,26.183737836255865,14.522962436388964,10.328432130037635,5.280359416613834,1.5312013858020366,12.36661822880262,20.363791830541643,19.114125834944794,22.187084178915573,24.437178540993333,200000,0.589205,0.576465,0.550975,0.53727,0.54605,0.60619,0.5884994754139261,0.5772521422166469,0.5518059361721211,0.5375713546219921,0.546076516913879,0.6039913848192968,-1.717217067948936,-0.6331855436981085,0.1739699777779226,0.7504758133589593,1.274928527559296,2.039815501926436,-1.591437547084155,-0.5532289084567972,0.2089428098652033,0.7688231882135339,1.3026670583056286,2.2105909969985973,3.1353033566760433,3.142377745831857,4,0.5342878798145676,0.12577952086478095,0.07995663524131136,0.03497283208728069,0.018347374854574605,0.02773853074633248,0.1707754950721614
27,100,100,0.88,0.19,0.69,29,28,24,12,5,2,2,3,7,25,13,50,2.053748910631822,1.6448536269514715,1.17498679206609,0.3318533464368165,0,0.5533847195556728,-0.17637416478086135,-0.8778962950512285,-1.4757910281791702,-2.0537489106318225,TRUE,0.8275329421871438,1.7081505393136043,27,1.8980462972595797,-0.5135459315223978,0.17310961653758827,0.8040492489999999,1.5436120218424068,1.9159702911503744,-289.01934032850875,0,109,NA,200,100,100,6,590.0386806570175,609.8285848563057,32,0,0.863021863603966,0.21068426646240979,1.8980462972595797,0.3037847449382549,0.2649326219778324,0.2205983666215029,0.1493430910133411,0.03365673679107328,0.027684438657995414,0.007941517087956543,0.034327925028257156,0.09470869427982023,0.22452858935946865,0.14564353037920574,0.4928497438652917,30.378474493825493,26.493262197783242,22.05983666215029,14.934309101334108,3.3656736791073283,2.7684438657995414,0.7941517087956543,3.4327925028257154,9.470869427982024,22.452858935946864,14.564353037920574,49.28497438652917,200000,0.68956,0.604885,0.597695,0.614785,0.55912,0.71842,0.6907111346716083,0.6043650286045708,0.5977220253340912,0.6139804638097315,0.5583567302654615,0.7194428809815614,-1.151001760346511,-0.163636035615758,0.4726101308341251,1.1219239746935625,1.710032037533494,2.299002178707574,-0.8443274618700898,-0.09271808276644333,0.5341366787372344,1.2060933195153702,1.731726118517543,2.7073765373751035,4.899846470754842,4.370307890249434,4,0.3582037491220438,0.30667429847642125,0.07091795284931468,0.06152654790310924,0.08416934482180771,0.021694080984048902,0.4083743586675297
