ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,do,dn,g1,g2,g3,g4,g5,g6,chk_sumg,ro1,ro2,ro3,ro4,ro5,ro6,rn1,rn2,rn3,rn4,rn5,rn6,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_do,gen_dn,gen_g1,gen_g2,gen_g3,gen_g4,gen_g5,diff_do,diff_dn,diff_g1,diff_g2,diff_g3,diff_g4,diff_g5,diff_g6,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,ChiSq,G,df,pG
1,10000,10001,0.8519,0.47035296470352966,0.3815470352964703,857,3414,1026,55,2361,2288,194,990,297,16,684,7819,2.066301710695855,1.183023081256746,1.0446170418629384,1.0377209253966824,0.7786260995695148,1.3677738938952149,0.18387108540915917,-0.07438263044815435,-0.08821344766096424,-0.742880149845484,TRUE,0.6312862132880379,1.1404742869194158,1,0.7156073912460565,0.01878168248576836,0.06818794730129878,0.3479089646248417,0.10452618703925719,0.005604546367558079,0.2405912405819094,0.23318111408513487,1,0,0,0,0,0,1,1,0,0,0,0,0,-23140.799461973304,0,144,NA,20001,10000,10001,7,46295.59892394661,46350.92368680561,43,0,0.715544430539012,0.01856585661880672,0.06835528445911745,0.3478734079630751,0.10452103017605661,0.005589139852130197,0.24055154344518281,-6.296070704459034e-5,-2.1582586696164072e-4,1.673371578186783e-4,-3.5556661766633635e-5,-5.156863200572737e-6,-1.5406515427881726e-5,-3.969713672657971e-5,-7.15199806970157e-5,0.8519386387076681,0.47037339628835884,0.08568894541149784,0.3413746489173055,0.10256300938283781,0.005499283557205836,0.23607253229244285,0.22880158043871013,0.019392148218592777,0.09894273805854216,0.029726475015196985,0.0015938915623522796,0.06842237055243684,0.781922376592879,856.9751430603899,3414.0878638219724,1025.732656837761,54.99833485561557,2360.9613954567208,2288.24460596754,193.92148218592777,989.4273805854216,297.26475015196985,15.938915623522796,684.2237055243684,7819.22376592879,0.6095922139989846,0.5,0.5,0.5,0.5,0.957594904985466,0.0010121146644425033,0.0010118209315191952,3,0.9999914425874199
