ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,loc,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.7101388888888889,0.15902777777777777,0.5511111111111111,1944,2014,2097,189,352,604,412,619,1056,868,957,3288,1.5785276355992706,1.0660768823810571,0.553790512246376,0.22647328709930536,-0.10883503703752984,0.612812991016627,-0.1249595729057915,-0.99846164229190415,-1.113356020249461,-1.3793794957302568,TRUE,0.7963144836793421,1.14152788000924,1,2.385604424992972,1.1533655467179977,-0.9748068050083789,0.21936885828021335,1.5045599033469814,1.9642151596400934,2.5543596707997063,-22178.430932252064,0,122,NA,14400,7200,7200,7,44370.86186450413,44423.886748903074,11,0,0.682197719898709,0.18174641500059707,0.2739234414948916,0.2806998967053856,0.2636302467991257,0.0587348208405597,0.05087744995085419,0.07213414420918318,0.05148681290983027,0.0811105051411058,0.18520496205035486,0.09186131951151855,0.1268501550512215,0.46348624533596905,1972.2487787632197,2021.0392562787763,1898.1377769537053,422.8907100520298,366.31763964615016,519.3658383061189,370.70505295077794,583.9956370159617,1333.475726762555,661.4015004829336,913.3211163687947,3337.1009664189774,200000,200000,0.50833,0.553565,0.594845,0.53521,0.543385,0.62809,-2.1402243741955465,-0.3562314726431342,0.8091259688889653,1.7220722000187656,2.2357200486838478,3.5906891152151874,-2.159435445686963,-0.293245721016832,0.9292377088693983,1.7387030172936442,2.2612913900508262,4.094614739507868,296.7560751408837,327.7910958142311,3,0,-0.019211071491416654,0.06298575162630221,0.12011173998043301,0.016630817274878584,0.025571341366978473,0.5039256242926808
