ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,muo,sigo,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.6718055555555555,0.20472222222222222,0.4670833333333333,1259,2022,2445,787,403,284,352,736,1275,1068,1307,2462,1.6557237381587713,1.0316796317121981,0.4449043361708636,0.058870122499474514,-0.40716216373003306,0.9351282251392637,0.1112868423339637,-0.8248716828504563,-1.308117869552305,-1.7571696960877856,TRUE,0.7408309171393036,0.9781498549087787,1,1.3276957858804426,1.344709811005634,-0.9281598489271745,-0.09923599460749077,0.7809968514855418,1.2819600390777208,1.8549231727331739,-23119.544079370444,0,122,NA,14400,7200,7200,7,46253.08815874089,46306.113043139834,1,0,0.6578326925356215,0.21740217325592404,0.17666232914809943,0.28381311901764816,0.32212237857832837,0.11747384091770541,0.06812473315688894,0.03180359918132969,0.04671475243138956,0.09759730525063126,0.1978552497823577,0.1442666385039043,0.1660647336631761,0.3475013203685411,1271.9687698663158,2043.4544569270668,2319.281125763964,845.8116546074789,490.49807872960037,228.98591410557376,336.34621750600485,702.700597804545,1424.5577984329755,1038.719797228111,1195.6660823748678,2502.009506653496,200000,200000,0.50031,0.53631,0.56344,0.55081,0.56724,0.733785,0.4994701583105312,0.5348484019102536,0.5641756789446497,0.5494146245513153,0.5670578259924304,0.7338653420730866,-1.467905019685505,-0.485034803516517,0.3194643699037592,1.010179500730138,1.526550421180839,2.2453632053342667,-1.4840370101381797,-0.4567807152538257,0.37548684338837757,1.0348882137878554,1.564821663858837,2.7572533923985363,69.92704753748738,70.21350956585589,3,3.885780586188048e-15,-0.01613199045267466,0.028254088262691324,0.05602247348461836,0.02470871305771749,0.038271242677998085,0.5118901870642696
