ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_dpri,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_dpri,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,edpri,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.5883,0.1095,0.47880000000000006,7097,991,817,405,173,517,1789,998,1330,975,611,4297,0.9195652368030154,0.586707752811381,0.2231741113270258,-0.023063024512527855,-0.17713799259307936,-0.5525085181219175,-0.8734827582983935,-1.2291915402298947,-1.4832801273356204,-1.6285892570519047,TRUE,1.0152316749206907,1.4768280298500807,1,1.4629226597188911,0.5494438088818823,0.876267884204744,1.2369382497612318,1.4854948144255242,1.6376434480706015,-25972.731344020543,0,119,NA,20000,10000,10000,6,51957.46268804109,52004.8836133563,31,0,1.4418077925220132,0.5326030878932215,0.8608977863914333,1.226735156250652,1.4636794442893009,1.6135909798205832,-0.02111486719687794,-0.01684072098866074,-0.015370097813310668,-0.010203093510579686,-0.021815370136223367,-0.024052468250018277,0.5893932271215758,0.10805500418245206,1.4629226597188911,0.7086495417178136,0.1009082483085465,0.08238720579118786,0.03934860616072744,0.017958351033372733,0.05074804698835189,0.18049537586351172,0.09822241753434485,0.13188897948056766,0.09839744937552847,0.06034626160008327,0.43064951614596403,7086.4954171781355,1009.082483085465,823.8720579118785,393.4860616072744,179.58351033372733,507.48046988351894,1804.9537586351173,982.2241753434486,1318.8897948056765,983.9744937552847,603.4626160008328,4306.49516145964,200000,0.71892,0.541215,0.54279,0.528865,0.520085,0.675335,0.7175043326914718,0.5396969034835695,0.5437532787291061,0.5302126537610996,0.5185238501407325,0.6749740859846981,-0.4840879815628106,0.7065388372875355,1.0452260915285676,1.3542361715789095,1.5585618553489913,2.0565001468167714,0.006636044732417856,0.7195019639887058,1.0609870512150597,1.3617390691758877,1.5613789797993385,2.375263616317815,1.8386786483347959,1.838129216620965,4,0.7654994945632546,0.49072402629522843,0.01296312670117028,0.01576095968649205,0.0075028975969781975,0.002817124450347208,0.3187634695010435
