ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,muo,sigo,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,100,100,0.46,0.15,0.31000000000000005,77,1,7,5,6,4,44,6,4,5,5,36,0.1509692154967774,0,-0.10043372051146975,-0.22754497664114945,-0.35845879325119373,-0.7388468491852137,-0.7721932141886849,-1.0364333894937894,-1.2815515655446008,-1.7506860712521695,TRUE,0.4507202766982133,0.3958841302645235,1,0.9811323919551086,1.816122367374276,0.7274625253865079,0.8618230267261797,1.0887764457365017,1.3277622883494178,1.6540201953954985,-224.42180282955914,0,128,NA,200,100,100,7,462.8436056591183,485.93182722495453,15,0,0.47636798376035416,0.13812624051435596,0.7665286680232458,0.03907887620480521,0.05626621525759301,0.04599791608226389,0.04306661972308623,0.04906170470900584,0.44445774278334,0.029352757808419283,0.04982151564788656,0.05205137541086424,0.06881458705372745,0.35550202129576247,76.65286680232458,3.9078876204805213,5.626621525759301,4.599791608226389,4.306661972308623,4.906170470900584,44.445774278334,2.9352757808419283,4.982151564788656,5.205137541086424,6.881458705372745,35.55020212957625,200000,200000,0.45629,0.50879,0.518265,0.523365,0.534915,0.783565,0.4561179720334276,0.5095241747483229,0.5184372331205122,0.522621030574677,0.536065241449733,0.7838997739575797,-0.3994541791052038,0.7934482650482815,0.9711240174203172,1.202537459241201,1.4777647111067291,2.070616847259049,-0.6331824842604953,0.7947278206618211,0.9753073227451342,1.2079417940654433,1.4895218435985784,2.8839797908469342,7.294721968679021,7.452434082184887,3,0.058793302263253966,-0.23372830515529147,0.0012795556135396513,0.004183305324817033,0.005404334824242296,0.011757132491849287,0.8133629435878853
2,100,100,0.53,0.25,0.28,1,7,67,22,2,1,0,7,40,28,9,16,Inf,1.4757910281791708,0.0752698620998299,-0.6744897501960817,-0.9944578832097528,2.3263478740408408,1.4050715603096327,-0.6744897501960817,-1.8807936081512509,-2.3263478740408408,FALSE,NA,NA,2,0.8137757576434385,1.4305001377438396,-2.6402388538809083,-1.3686284606606225,0.6843182902361578,1.807220395411374,2.260759223233212,-239.1267157293067,0,150,NA,200,100,100,7,492.2534314586134,515.3416530244497,12,0,0.5360542767137964,0.24688709992828206,0.004142380734458107,0.08141534070805913,0.6675551786292007,0.2115231388706722,0.023476875599478197,0.011887085458131663,0.007877322616591093,0.055674541048852236,0.40039385962076024,0.29236166361001775,0.08780946942518764,0.15588314367859102,0.41423807344581076,8.141534070805912,66.75551786292007,21.15231388706722,2.3476875599478197,1.1887085458131663,0.7877322616591094,5.567454104885224,40.039385962076025,29.236166361001775,8.780946942518764,15.588314367859102,200000,200000,0.39092,0.4479,0.54372,0.590845,0.554065,0.707645,0.39064166800261113,0.44916068745980225,0.5427433506272983,0.5903951999581787,0.553134816274583,0.7073581749526705,-2.950915507757273,-1.7705420443161226,-0.23861484212991027,1.1239101338063506,1.9998381132403722,2.606082296631521,-3.113029159608706,-1.8319184856042017,-0.16057562265173997,1.2240589627069733,2.0238149942456185,3.008694591775761,1.5419286905918652,2.864799307972042,3,0.41294358253684504,-0.162113651851433,-0.061376441288079064,0.0780392194781703,0.10014882890062271,0.02397688100524631,0.40261229514424013
3,100,100,0.68,0.33,0.35000000000000003,19,28,20,13,14,6,6,11,15,7,11,50,1.5547735945968528,0.9541652531461942,0.46769879911450835,0.27931903444745404,0,0.8778962950512288,0.0752698620998299,-0.4399131656732338,-0.8416212335729142,-1.554773594596853,TRUE,0.6562360081346379,0.8983484325934118,3,1.405047491809847,1.562688662594097,-0.9059499344438646,-0.07439841585027174,0.5217893551391192,0.8801527492277602,1.4397494600725782,-319.3467380069575,0,128,NA,200,100,100,7,652.693476013915,675.7816975797513,24,0,0.7140368991664944,0.30090850102901046,0.1824811762448248,0.28786550839522834,0.2287448143309364,0.1115202177340322,0.11441913599760845,0.07496914729736981,0.06958889611101332,0.10229902119504594,0.11407518352744636,0.0825130246567527,0.1403822894593827,0.491141585050359,18.24811762448248,28.786550839522835,22.874481433093642,11.15202177340322,11.441913599760845,7.4969147297369805,6.958889611101332,10.229902119504594,11.407518352744637,8.25130246567527,14.038228945938268,49.114158505035896,200000,200000,0.439975,0.520525,0.535175,0.527455,0.55823,0.780265,0.44046452763047367,0.5203454841815259,0.5350105210962741,0.5294399637235588,0.5579278368510672,0.7805486486422633,-1.4503386488274042,-0.46264732243138007,0.21714967921893702,0.6935090878812288,1.1302004253435505,1.8875899041708597,-1.5964353016430775,-0.4461730173073346,0.23793562785489164,0.7040507096083174,1.1625589442906228,2.674068282724579,3.7754577048254094,3.725282789458313,3,0.29269743058395215,-0.1460966528156733,0.016474305124045463,0.02078594863595462,0.010541621727088613,0.03235851894707231,0.7864783785537193
4,100,100,0.46,0.12,0.34,35,31,22,8,4,0,13,18,23,8,14,24,1.1263911290388005,0.49585034734745304,-0.10043372051146975,-0.3054807880993974,-0.7063025628400875,0.3853204664075676,-0.4124631294414046,-1.17498679206609,-1.7506860712521695,-Inf,FALSE,NA,NA,4,1.228142811055268,1.52027279942717,-0.40823871074838103,0.43816727248636644,1.2721887286160047,1.6785683096316322,2.353009694354036,-314.78768783267304,0,260,NA,200,100,100,7,643.5753756653461,666.6635972311824,26,0,0.4884433104228203,0.10165303570437778,0.34154921534467864,0.3278182691302248,0.22897947982071876,0.05503493216733557,0.0373070292449994,0.009311074292042809,0.14088009987516756,0.16078151726034132,0.20989507244167083,0.10493494857750374,0.15383142521135085,0.2296769366339657,34.15492153446786,32.781826913022485,22.897947982071877,5.503493216733557,3.73070292449994,0.9311074292042809,14.088009987516756,16.078151726034132,20.989507244167083,10.493494857750374,15.383142521135085,22.96769366339657,200000,200000,0.4653,0.537905,0.568955,0.54524,0.589765,0.753895,0.46563839418766606,0.537991839736985,0.5690140973205108,0.5458518554728073,0.5900425223648821,0.7536595468885103,-1.074650550533625,0.01409206142007072,0.8071351581795374,1.4553046056576862,1.9426919498137227,2.6893108174220224,-1.183980231442948,0.04587910927873762,0.8644357695305702,1.4739099232665611,2.0029666965332793,3.2364627914043327,2.574478440850313,4.342214019858743,3,0.22680367219752517,-0.10932968090932293,0.0317870478586669,0.057300611351032815,0.01860531760887496,0.06027474671955657,0.5471519739823103
5,100,100,0.55,0.21,0.3400000000000001,2,26,51,19,2,0,0,11,34,30,14,11,Inf,1.2265281200366105,0.12566134685507413,-0.6744897501960817,-1.2265281200366105,2.053748910631822,0.5828415072712162,-0.8064212470182404,-2.0537489106318225,-Inf,NA,NA,NA,5,1.0456224570672745,1.2940728690962613,-2.18134012510912,-0.5683480002165351,0.8383629137521991,1.939651158840702,2.6779222656732347,-266.7857891467149,0,152,NA,200,100,100,7,547.5715782934298,570.6597998592661,3,0,0.5636227344289944,0.20091345575836106,0.014579134336803247,0.2703202115983149,0.5141871983065208,0.17470240625205002,0.022507029068116746,0.0037040204381942887,0.006321888110390011,0.09983980531614461,0.330215572144471,0.3187973120349742,0.14123695664317226,0.1035884657508479,1.4579134336803248,27.032021159831487,51.41871983065208,17.470240625205,2.2507029068116746,0.37040204381942887,0.632188811039001,9.983980531614462,33.0215572144471,31.879731203497418,14.123695664317227,10.35884657508479,200000,200000,0.45774,0.515375,0.576225,0.60329,0.59027,0.686925,0.45729145827045053,0.5160687230396216,0.5776382252435731,0.6014668659349054,0.5893682250595447,0.6870422512110808,-2.5347703052960315,-1.1190009611398106,0.11418821443946152,1.2588430687951686,2.2103309969838443,2.9854905766978503,-2.59972786044949,-1.0992422892471612,0.22042552178572428,1.368794903005308,2.2750669422260232,3.2950210500915964,0.6902363739848484,2.6699528719796577,3,0.4453576624159086,-0.06495755515345847,0.01975867189264946,0.10623730734626276,0.10995183421013932,0.06473594524217896,0.30953047339374606
6,100,100,0.65,0.17,0.48,28,35,20,4,11,2,8,13,14,0,12,53,1.4050715603096327,0.8064212470182404,0.3853204664075676,0.3853204664075676,0.0752698620998299,0.5828415072712162,-0.3318533464368165,-0.9541652531461942,-1.1263911290388005,-2.0537489106318225,TRUE,0.5141458489610502,1.0107989971701858,6,1.9717927507618436,1.9247212812277863,-0.6059291865907588,0.35614730259922633,1.0468024212795188,1.142095613636265,1.8598511294541455,-286.50358092295164,0,142,NA,200,100,100,7,587.0071618459033,610.0953834117396,3,0,0.6845939196380457,0.14759535672045287,0.2722808886631809,0.3668539842322436,0.21326977038412265,0.020888217460922176,0.09525384365965928,0.03145329559987142,0.09024135621895882,0.11037607203489377,0.11478865210810163,0.017801233151149842,0.14360331240275437,0.5231893740841416,27.22808886631809,36.685398423224356,21.326977038412267,2.0888217460922176,9.525384365965927,3.1453295599871423,9.024135621895882,11.037607203489378,11.478865210810163,1.7801233151149842,14.360331240275437,52.31893740841416,200000,200000,0.4039,0.53513,0.560215,0.51011,0.592375,0.849755,0.40449487225998165,0.5357584826759118,0.5593461323504663,0.5105676586758094,0.5943137334081662,0.8487478659820319,-1.2194591537311605,-0.1155537877699641,0.6741354437847499,1.0936212127260123,1.4387902039208833,2.2496842380103055,-1.4986691786694584,-0.08180749700624101,0.7150345712654469,1.09462821721486,1.5064035770317965,3.436950823145054,3.9915309446135994,7.204890501201267,3,0.06564615921583383,-0.27921002493829783,0.03374629076372308,0.04089912748069702,0.001007004488847718,0.0676133731109132,1.1872665851347484
7,100,100,0.59,0.19,0.39999999999999997,2,13,66,17,2,0,0,4,37,29,7,23,Inf,1.7506860712521695,0.2275449766411493,-0.5244005127080407,-0.7388468491852137,2.053748910631822,1.0364333894937894,-0.8778962950512285,-2.0537489106318225,-Inf,NA,NA,NA,7,1.2768179864373363,1.3430134202153299,-2.156172284504942,-1.0403450502985603,0.9178165910209639,1.9811111203691725,2.3174889517680857,-239.7186872674009,0,148,NA,200,100,100,7,493.4373745348018,516.525596100638,13,0,0.605384893053367,0.17935744738735637,0.015535107423035061,0.13355470313872603,0.6715527420508826,0.1555680406472988,0.013550850839962436,0.010238555900095148,0.005291347459431091,0.03694120718630444,0.35238255230089743,0.3053890890751197,0.08078979811313292,0.2192060058651144,1.5535107423035062,13.355470313872603,67.15527420508826,15.556804064729878,1.3550850839962436,1.0238555900095148,0.5291347459431092,3.694120718630444,35.23825523008974,30.53890890751197,8.078979811313292,21.92060058651144,200000,200000,0.454975,0.502415,0.609605,0.61385,0.54796,0.722015,0.4544771853927787,0.5032732311610486,0.6074288525098058,0.6124028056417371,0.5461097188928279,0.7217717509472498,-2.512240106456681,-1.4464913708890572,-0.04407310482644711,1.322581552589907,2.1292827767947844,2.6572151564461284,-2.582999029631128,-1.4442572825364925,0.1529340031507771,1.4406340976465384,2.1447504692553094,3.0871370064674526,0.9866806774009286,4.043755106806749,3,0.2567779664096268,-0.07075892317444676,0.002234088352564667,0.1970071079772242,0.11805254505663143,0.01546769246052504,0.4299218500213242
8,100,100,0.53,0.24,0.29000000000000004,13,23,40,20,2,2,9,11,27,19,17,17,1.3407550336902165,0.8416212335729144,0.0752698620998299,-0.4124631294414046,-0.9541652531461942,1.1263911290388005,0.35845879325119373,-0.7063025628400875,-1.7506860712521695,-2.0537489106318225,TRUE,0.6777183267509499,0.5883434486375599,8,0.8823608181287329,1.490319923380341,-1.1233315598942961,-0.36332983438852184,0.7318858991975201,1.5835638816414526,2.269249804364052,-319.73409191973786,0,134,NA,200,100,100,7,653.4681838394757,676.556405405312,14,0,0.5402121477606211,0.23211910672761515,0.1306483524356797,0.22753090220706815,0.409701638629637,0.17547260739870185,0.04501992976536173,0.01162656956355157,0.08918136711272126,0.1124370066907982,0.25816947843585947,0.22121503743188897,0.14296637834021098,0.17603073198852115,13.064835243567972,22.753090220706813,40.9701638629637,17.547260739870186,4.501992976536173,1.162656956355157,8.918136711272126,11.24370066907982,25.816947843585947,22.121503743188896,14.296637834021098,17.603073198852115,200000,200000,0.41424,0.49942,0.545625,0.57008,0.57986,0.72487,0.41505442632731643,0.5000175089641963,0.5449220981338024,0.5707296840847064,0.5795133595583353,0.7251040516613854,-1.6247768246649814,-0.7084143954094116,0.166594852803856,1.0904566824717417,1.8541224704007564,2.6137251123427268,-1.8129909033305327,-0.7085799541890264,0.21507446911597294,1.150313429958757,1.9081501822503668,3.072888554864657,3.3949119397276304,3.6324691487314076,3,0.3039833406445518,-0.1882140786655513,-1.6555877961477172e-4,0.04847961631211695,0.059856747487015305,0.054027711849610416,0.4591634425219304
9,100,100,0.76,0.21,0.55,33,29,17,8,3,10,10,11,3,8,4,64,1.2815515655446008,0.8064212470182404,0.7063025628400875,0.46769879911450835,0.35845879325119373,0.4399131656732339,-0.3054807880993974,-0.8064212470182404,-1.1263911290388005,-1.2815515655446008,TRUE,0.5083252028085709,1.0372079609379166,9,1.9870959769813086,1.9096256732281778,-0.44415819853473915,0.33926389848690697,0.7436645725559092,1.118867847749214,1.3000307860625164,-277.7911741647761,0,134,NA,200,100,100,7,569.5823483295522,592.6705698953886,23,0,0.7425215598784309,0.2285397137131573,0.3284641059545883,0.30433042584477965,0.13866575448747476,0.09694145300424428,0.03480305178191845,0.09679520892699456,0.10148108591259698,0.09261282365766475,0.06338453055130738,0.06719892032433111,0.034824540597680476,0.6404980989564193,32.84641059545883,30.433042584477967,13.866575448747476,9.694145300424427,3.480305178191845,9.679520892699456,10.148108591259698,9.261282365766474,6.3384530551307385,6.719892032433111,3.4824540597680476,64.04980989564193,200000,200000,0.41891,0.532185,0.53305,0.537795,0.522655,0.85194,0.4195165234453186,0.5332086041762468,0.53149915304905615,0.5379783668889089,0.5214442516599804,0.8509463834702794,-1.100484929499759,-0.04981924077264191,0.534130931975982,0.9204141517155756,1.206147724813136,1.770353465941113,-1.350953305019974,-0.02409165413136205,0.546856471461769,0.9346578150098452,1.2100323620691043,3.1019831703849166,3.556976496353749,3.9261509063254505,3,0.26954970952118984,-0.25046837552021506,0.02572758664127986,0.012725539485786919,0.014243663294269626,0.003884637255968215,1.3316297044438035
10,100,100,0.65,0.39,0.26,21,24,16,7,8,24,15,12,8,5,10,50,1.0364333894937894,0.612812991016627,0.3853204664075676,0.2533471031357998,0,0.8064212470182404,0.12566134685507413,-0.27931903444745404,-0.4676987991145081,-0.7063025628400875,TRUE,0.657386312034392,0.526113709350212,10,0.7422983954905658,1.454265211134551,-0.7926629408685335,-0.13374701996399052,0.24307281097628092,0.43241987039703206,0.7281608612084469,-316.789572577953,0,132,NA,200,100,100,7,647.579145155906,670.6673667217423,16,0,0.6343074898136329,0.4039744966709711,0.21398711362550255,0.2328141976745846,0.14922419202894177,0.07125635723832824,0.0994605787306918,0.23325756070195103,0.14560080554102645,0.12785405272931516,0.09223765191602545,0.04993878128529561,0.08049048103097173,0.5038782274973657,21.398711362550255,23.281419767458463,14.922419202894178,7.125635723832824,9.946057873069181,23.3257560701951,14.560080554102644,12.785405272931516,9.223765191602546,4.993878128529561,8.049048103097173,50.387822749736564,200000,200000,0.42671,0.506245,0.511915,0.50727,0.516145,0.70841,0.42652502316988977,0.5061319429634348,0.5119184725770125,0.5083420734260198,0.5161495189566642,0.708222974915556,-1.3617132919050767,-0.44671201997433035,0.05401914304735707,0.33673853246480584,0.5760752593053566,1.3120153263100691,-1.5405410386754144,-0.44276976596439743,0.058500647257609506,0.338317514317413,0.5808479219421879,1.8936489280362965,1.2096673706400363,1.209538545672881,3,0.7507174952898484,-0.17882774677033764,0.003942254009932922,0.004481504210252438,0.0015789818526071864,0.004772662636831293,0.5816336017262274
