exp,idx,jatosID,cbcond,trial,stimID,cond,KP_zm,KP_conf,RT_zm,RT_conf,hmfc,rating16,sex_kp_mfor,age_kp,studresp,stud_jud,presented
EA_exp_3,17,28626,2,94,31,2,z,2,672,639,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,95,77,2,z,2,773,545,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,96,13,2,m,3,943,319,fa,5,f,19,NA,NA,NA
EA_exp_3,17,28626,2,97,83,2,m,3,4215,614,fa,5,f,19,NA,NA,NA
EA_exp_3,17,28626,2,98,101,1,m,4,1400,286,hit,6,f,19,q,older,1
EA_exp_3,17,28626,2,99,6,2,z,3,788,911,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,100,190,1,m,4,1404,349,hit,6,f,19,q,older,1
EA_exp_3,17,28626,2,101,140,1,z,2,1107,687,miss,3,f,19,q,older,1
EA_exp_3,17,28626,2,102,44,2,z,2,1877,673,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,103,197,1,m,3,1112,566,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,104,146,1,m,4,1665,391,hit,6,f,19,q,older,1
EA_exp_3,17,28626,2,105,74,2,m,2,726,901,fa,4,f,19,NA,NA,NA
EA_exp_3,17,28626,2,106,63,2,z,2,914,726,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,107,52,2,z,3,1419,590,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,108,57,2,z,3,873,717,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,109,198,1,m,3,1345,469,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,110,2,2,z,2,1426,434,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,111,3,2,z,3,979,564,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,112,93,2,z,3,977,435,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,113,192,1,m,3,1234,378,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,114,54,2,z,3,892,530,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,115,49,2,m,1,1063,944,fa,4,f,19,NA,NA,NA
EA_exp_3,17,28626,2,116,107,1,m,3,2332,343,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,117,161,1,m,2,1771,733,hit,4,f,19,q,older,1
EA_exp_3,17,28626,2,118,12,2,z,2,961,308,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,119,168,1,z,2,2456,448,miss,3,f,19,p,younger,1
EA_exp_3,17,28626,2,120,45,2,z,3,686,526,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,121,119,1,m,3,1519,359,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,122,56,2,z,3,777,500,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,123,89,2,m,2,1069,400,fa,4,f,19,NA,NA,NA
EA_exp_3,17,28626,2,124,81,2,z,3,1138,398,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,125,42,2,z,3,878,389,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,126,167,1,m,3,1145,386,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,127,123,1,m,4,1171,368,hit,6,f,19,q,older,1
EA_exp_3,17,28626,2,128,94,2,m,3,784,763,fa,5,f,19,NA,NA,NA
EA_exp_3,17,28626,2,129,142,1,m,3,2098,644,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,130,102,1,z,2,1579,502,miss,3,f,19,p,younger,1
EA_exp_3,17,28626,2,131,158,1,z,3,995,293,miss,2,f,19,q,older,1
EA_exp_3,17,28626,2,132,162,1,m,3,1334,397,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,133,23,2,z,3,831,599,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,134,16,2,m,2,3281,568,fa,4,f,19,NA,NA,NA
EA_exp_3,17,28626,2,135,48,2,z,3,1394,436,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,136,183,1,m,4,1252,332,hit,6,f,19,None,NA,1
EA_exp_3,17,28626,2,137,176,1,z,2,977,545,miss,3,f,19,q,older,1
EA_exp_3,17,28626,2,138,100,2,m,3,1120,683,fa,5,f,19,NA,NA,NA
EA_exp_3,17,28626,2,139,145,1,z,3,719,510,miss,2,f,19,q,older,1
EA_exp_3,17,28626,2,140,73,2,z,4,699,489,cr,1,f,19,NA,NA,NA
EA_exp_3,17,28626,2,141,50,2,z,3,2228,327,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,142,19,2,z,3,874,513,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,143,95,2,z,3,894,612,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,144,25,2,m,2,1675,420,fa,4,f,19,NA,NA,NA
EA_exp_3,17,28626,2,145,120,1,m,3,1283,362,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,146,20,2,z,3,831,741,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,147,115,1,m,3,939,397,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,148,66,2,z,4,684,558,cr,1,f,19,NA,NA,NA
EA_exp_3,17,28626,2,149,155,1,z,1,765,801,miss,3,f,19,q,older,1
EA_exp_3,17,28626,2,150,108,1,m,3,866,364,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,151,121,1,z,2,1069,620,miss,3,f,19,None,NA,1
EA_exp_3,17,28626,2,152,91,2,z,3,756,399,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,153,27,2,z,3,973,468,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,154,191,1,m,2,962,373,hit,4,f,19,q,older,1
EA_exp_3,17,28626,2,155,80,2,m,2,1046,551,fa,4,f,19,NA,NA,NA
EA_exp_3,17,28626,2,156,62,2,m,4,578,532,fa,6,f,19,NA,NA,NA
EA_exp_3,17,28626,2,157,114,1,m,3,1071,640,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,158,125,1,m,2,1142,547,hit,4,f,19,q,older,1
EA_exp_3,17,28626,2,159,65,2,z,2,2926,594,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,160,30,2,z,3,762,551,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,161,37,2,z,3,995,500,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,162,40,2,m,2,2065,648,fa,4,f,19,NA,NA,NA
EA_exp_3,17,28626,2,163,21,2,z,3,1667,454,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,164,136,1,z,1,819,1358,miss,3,f,19,q,older,1
EA_exp_3,17,28626,2,165,164,1,m,3,2264,440,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,166,111,1,m,3,752,531,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,167,82,2,m,3,1234,951,fa,5,f,19,NA,NA,NA
EA_exp_3,17,28626,2,168,99,2,m,3,594,660,fa,5,f,19,NA,NA,NA
EA_exp_3,17,28626,2,169,194,1,m,3,859,402,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,170,117,1,m,3,2018,571,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,171,149,1,z,3,966,377,miss,2,f,19,q,older,1
EA_exp_3,17,28626,2,172,147,1,m,2,2379,1029,hit,4,f,19,q,older,1
EA_exp_3,17,28626,2,173,187,1,z,3,1236,1205,miss,2,f,19,q,older,1
EA_exp_3,17,28626,2,174,152,1,z,3,855,527,miss,2,f,19,p,younger,1
EA_exp_3,17,28626,2,175,92,2,z,4,826,675,cr,1,f,19,NA,NA,NA
EA_exp_3,17,28626,2,176,47,2,z,3,941,462,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,177,39,2,z,3,524,385,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,178,98,2,z,3,818,732,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,179,15,2,m,3,2784,538,fa,5,f,19,NA,NA,NA
EA_exp_3,17,28626,2,180,188,1,m,3,1669,1084,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,181,156,1,z,3,611,963,miss,2,f,19,p,younger,1
EA_exp_3,17,28626,2,182,196,1,m,3,1652,628,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,183,134,1,m,3,1551,491,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,184,32,2,m,3,793,657,fa,5,f,19,NA,NA,NA
EA_exp_3,17,28626,2,185,129,1,z,3,842,432,miss,2,f,19,q,older,1
EA_exp_3,17,28626,2,186,180,1,m,2,1999,713,hit,4,f,19,p,younger,1
EA_exp_3,17,28626,2,187,154,1,z,2,973,881,miss,3,f,19,p,younger,1
EA_exp_3,17,28626,2,188,85,2,z,3,814,551,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,189,24,2,z,4,851,1051,cr,1,f,19,NA,NA,NA
EA_exp_3,17,28626,2,190,33,2,z,3,1697,391,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,191,97,2,z,2,1225,575,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,192,79,2,z,3,1851,651,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,193,116,1,m,3,1379,373,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,194,137,1,m,3,1141,388,hit,5,f,19,p,younger,1
EA_exp_3,17,28626,2,195,181,1,m,4,1091,339,hit,6,f,19,q,older,1
EA_exp_3,17,28626,2,196,172,1,m,2,1654,622,hit,4,f,19,p,younger,1
EA_exp_3,17,28626,2,197,9,2,z,2,3493,1363,cr,3,f,19,NA,NA,NA
EA_exp_3,17,28626,2,198,64,2,z,3,973,289,cr,2,f,19,NA,NA,NA
EA_exp_3,17,28626,2,199,148,1,m,3,1172,304,hit,5,f,19,q,older,1
EA_exp_3,17,28626,2,200,182,1,m,2,1268,380,hit,4,f,19,q,older,1
EA_exp_3,18,28616,1,1,84,1,z,4,5353,2275,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,2,78,1,z,1,1975,4160,miss,3,f,18,p,younger,1
EA_exp_3,18,28616,1,3,100,1,m,4,2822,1243,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,4,60,1,z,3,3799,2899,miss,2,f,18,None,NA,1
EA_exp_3,18,28616,1,5,188,2,m,4,2719,1372,fa,6,f,18,NA,NA,NA
EA_exp_3,18,28616,1,6,112,2,z,4,1682,856,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,7,13,1,m,4,1924,801,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,8,126,2,z,2,3697,1251,cr,3,f,18,NA,NA,NA
EA_exp_3,18,28616,1,9,53,1,m,4,3440,733,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,10,164,2,z,4,1408,784,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,11,160,2,z,4,1758,1426,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,12,178,2,z,4,2022,623,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,13,131,2,z,3,6900,1317,cr,2,f,18,NA,NA,NA
EA_exp_3,18,28616,1,14,166,2,m,3,6303,568,fa,5,f,18,NA,NA,NA
EA_exp_3,18,28616,1,15,44,1,m,4,1330,371,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,16,173,2,z,4,1157,558,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,17,103,2,z,2,2456,430,cr,3,f,18,NA,NA,NA
EA_exp_3,18,28616,1,18,190,2,m,2,2045,579,fa,4,f,18,NA,NA,NA
EA_exp_3,18,28616,1,19,56,1,m,4,1183,342,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,20,57,1,z,3,2487,636,miss,2,f,18,p,younger,1
EA_exp_3,18,28616,1,21,65,1,m,4,1472,304,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,22,15,1,m,2,2901,263,hit,4,f,18,None,NA,1
EA_exp_3,18,28616,1,23,170,2,z,4,2539,590,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,24,115,2,z,4,4040,522,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,25,185,2,z,4,1251,669,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,26,174,2,z,3,2330,780,cr,2,f,18,NA,NA,NA
EA_exp_3,18,28616,1,27,108,2,m,2,3837,265,fa,4,f,18,NA,NA,NA
EA_exp_3,18,28616,1,28,150,2,z,4,1200,472,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,29,6,1,m,4,2472,265,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,30,137,2,z,3,6402,547,cr,2,f,18,NA,NA,NA
EA_exp_3,18,28616,1,31,17,1,m,4,2222,332,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,32,128,2,m,3,1728,292,fa,5,f,18,NA,NA,NA
EA_exp_3,18,28616,1,33,14,1,m,4,1237,351,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,34,149,2,z,4,1203,521,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,35,179,2,z,4,2082,729,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,36,116,2,z,4,1213,563,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,37,95,1,m,4,1241,260,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,38,67,1,m,3,2571,266,hit,5,f,18,p,younger,1
EA_exp_3,18,28616,1,39,50,1,m,4,881,309,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,40,21,1,m,3,3434,278,hit,5,f,18,None,NA,1
EA_exp_3,18,28616,1,41,146,2,z,4,1436,1819,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,42,152,2,m,4,1832,287,fa,6,f,18,NA,NA,NA
EA_exp_3,18,28616,1,43,24,1,m,2,2291,223,hit,4,f,18,None,NA,1
EA_exp_3,18,28616,1,44,145,2,z,4,1976,496,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,45,11,1,z,2,1422,539,miss,3,f,18,None,NA,1
EA_exp_3,18,28616,1,46,134,2,m,1,2562,230,fa,4,f,18,NA,NA,NA
EA_exp_3,18,28616,1,47,82,1,z,1,2508,609,miss,3,f,18,None,NA,1
EA_exp_3,18,28616,1,48,74,1,z,2,2650,549,miss,3,f,18,q,older,1
EA_exp_3,18,28616,1,49,169,2,m,1,1675,1540,fa,4,f,18,NA,NA,NA
EA_exp_3,18,28616,1,50,64,1,m,4,1335,201,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,51,198,2,m,4,1293,246,fa,6,f,18,NA,NA,NA
EA_exp_3,18,28616,1,52,181,2,z,1,3755,493,cr,3,f,18,NA,NA,NA
EA_exp_3,18,28616,1,53,39,1,m,4,1497,197,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,54,66,1,m,4,910,243,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,55,130,2,z,4,1513,453,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,56,177,2,z,4,1810,530,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,57,151,2,z,4,1277,499,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,58,167,2,z,4,1648,565,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,59,30,1,m,4,843,278,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,60,98,1,m,4,1322,239,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,61,89,1,m,4,953,233,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,62,109,2,z,4,1073,478,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,63,163,2,z,4,1837,506,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,64,159,2,z,4,1429,533,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,65,191,2,z,4,1185,665,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,66,157,2,z,4,1184,537,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,67,122,2,z,4,1314,630,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,68,37,1,m,4,1341,336,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,69,156,2,z,4,1283,440,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,70,9,1,m,4,1412,198,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,71,91,1,m,2,751,4346,hit,4,f,18,None,NA,1
EA_exp_3,18,28616,1,72,136,2,z,4,2184,537,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,73,153,2,z,4,1620,523,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,74,42,1,m,4,1000,311,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,75,118,2,z,4,2365,468,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,76,47,1,m,4,1805,289,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,77,142,2,z,4,1654,443,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,78,69,1,m,4,1100,295,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,79,154,2,z,4,1179,373,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,80,68,1,m,4,856,237,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,81,32,1,m,4,1394,196,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,82,104,2,z,4,1311,497,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,83,1,1,z,4,1181,470,miss,1,f,18,q,older,1
EA_exp_3,18,28616,1,84,61,1,m,4,1348,214,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,85,187,2,m,3,4904,303,fa,5,f,18,NA,NA,NA
EA_exp_3,18,28616,1,86,195,2,z,4,2114,390,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,87,184,2,z,4,2550,600,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,88,196,2,z,4,1567,570,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,89,45,1,m,4,1555,286,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,90,34,1,z,4,1795,450,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,91,162,2,m,3,2576,208,fa,5,f,18,NA,NA,NA
EA_exp_3,18,28616,1,92,97,1,m,4,1144,243,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,93,29,1,m,2,2322,547,hit,4,f,18,None,NA,1
EA_exp_3,18,28616,1,94,107,2,z,4,2686,458,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,95,55,1,m,4,1031,263,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,96,70,1,m,4,878,211,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,97,176,2,z,4,1310,511,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,98,129,2,z,4,1834,489,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,99,75,1,m,4,888,267,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,100,143,2,z,4,1164,491,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,101,46,1,m,4,1017,328,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,102,171,2,z,4,1114,407,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,103,141,2,z,4,1209,430,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,104,101,2,z,4,1557,504,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,105,40,1,m,4,964,182,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,106,165,2,z,4,1136,523,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,107,193,2,z,4,1158,464,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,108,110,2,z,4,1118,474,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,109,94,1,z,4,2025,414,miss,1,f,18,q,older,1
EA_exp_3,18,28616,1,110,144,2,m,4,2182,222,fa,6,f,18,NA,NA,NA
EA_exp_3,18,28616,1,111,2,1,m,4,2216,165,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,112,111,2,z,4,1154,506,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,113,80,1,m,4,2357,191,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,114,189,2,z,4,1143,450,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,115,49,1,m,3,1615,168,hit,5,f,18,None,NA,1
EA_exp_3,18,28616,1,116,28,1,m,4,1204,234,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,117,175,2,z,4,1122,461,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,118,43,1,m,4,892,256,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,119,155,2,z,4,1150,399,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,120,88,1,m,4,2368,185,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,121,183,2,m,2,4916,210,fa,4,f,18,NA,NA,NA
EA_exp_3,18,28616,1,122,197,2,m,4,3512,180,fa,6,f,18,NA,NA,NA
EA_exp_3,18,28616,1,123,200,2,z,4,1211,581,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,124,120,2,z,4,1935,393,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,125,33,1,z,4,2917,444,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,126,22,1,m,3,3037,184,hit,5,f,18,None,NA,1
EA_exp_3,18,28616,1,127,48,1,z,4,1559,378,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,128,38,1,m,4,1675,256,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,129,180,2,z,4,1577,414,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,130,186,2,z,4,1340,386,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,131,124,2,z,4,3041,416,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,132,127,2,m,1,2959,175,fa,4,f,18,NA,NA,NA
EA_exp_3,18,28616,1,133,182,2,z,4,3048,742,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,134,73,1,m,4,936,220,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,135,168,2,z,4,1395,420,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,136,8,1,z,4,1523,398,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,137,25,1,z,4,1599,455,miss,1,f,18,p,younger,1
EA_exp_3,18,28616,1,138,194,2,z,4,1654,459,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,139,10,1,m,4,2346,147,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,140,81,1,z,4,1196,437,miss,1,f,18,q,older,1
EA_exp_3,18,28616,1,141,85,1,m,4,2007,141,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,142,86,1,m,4,1434,182,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,143,54,1,m,4,1121,187,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,144,148,2,z,4,1102,416,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,145,199,2,z,4,1424,383,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,146,12,1,m,4,2272,158,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,147,90,1,z,4,1049,390,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,148,19,1,z,3,1831,534,miss,2,f,18,None,NA,1
EA_exp_3,18,28616,1,149,58,1,m,4,1216,233,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,150,3,1,m,4,1233,231,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,151,172,2,m,1,881,1461,fa,4,f,18,NA,NA,NA
EA_exp_3,18,28616,1,152,161,2,z,4,1932,899,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,153,83,1,m,4,944,259,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,154,87,1,m,3,2312,259,hit,5,f,18,q,older,1
EA_exp_3,18,28616,1,155,117,2,z,4,1292,431,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,156,72,1,m,4,2177,208,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,157,52,1,m,4,1112,195,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,158,138,2,z,3,1724,607,cr,2,f,18,NA,NA,NA
EA_exp_3,18,28616,1,159,59,1,z,4,2439,413,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,160,123,2,z,4,1148,615,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,161,18,1,m,4,874,213,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,162,113,2,z,4,2397,484,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,163,99,1,m,4,1424,208,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,164,62,1,m,4,1049,183,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,165,79,1,m,4,1139,251,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,166,140,2,z,4,1121,414,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,167,20,1,m,4,1967,182,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,168,7,1,m,4,944,228,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,169,63,1,z,4,1164,405,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,170,192,2,z,4,1251,443,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,171,35,1,m,4,1771,298,hit,6,f,18,q,older,1
EA_exp_3,18,28616,1,172,96,1,m,4,2400,199,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,173,121,2,z,4,2161,289,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,174,26,1,z,4,1010,342,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,175,125,2,m,2,3993,190,fa,4,f,18,NA,NA,NA
EA_exp_3,18,28616,1,176,51,1,m,4,2215,231,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,177,102,2,z,2,2045,419,cr,3,f,18,NA,NA,NA
EA_exp_3,18,28616,1,178,27,1,m,2,4778,200,hit,4,f,18,q,older,1
EA_exp_3,18,28616,1,179,147,2,z,4,2062,390,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,180,93,1,m,4,1305,299,hit,6,f,18,p,younger,1
EA_exp_3,18,28616,1,181,23,1,m,4,1261,245,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,182,76,1,z,4,1470,426,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,183,77,1,m,4,4028,206,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,184,133,2,z,4,1044,421,cr,1,f,18,NA,NA,NA
EA_exp_3,18,28616,1,185,71,1,m,4,1300,233,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,186,16,1,m,4,3153,249,hit,6,f,18,None,NA,1
EA_exp_3,18,28616,1,187,4,1,z,4,3441,334,miss,1,f,18,q,older,1
EA_exp_3,18,28616,1,188,31,1,z,4,3867,395,miss,1,f,18,None,NA,1
EA_exp_3,18,28616,1,189,114,2,z,3,4110,990,cr,2,f,18,NA,NA,NA
EA_exp_3,18,28616,1,190,41,1,z,4,1704,410,miss,1,f,18,None,NA,1
