exp,idx,jatosID,cbcond,trial,stimID,cond,KP_zm,KP_conf,RT_zm,RT_conf,hmfc,rating16,sex_kp_mfor,age_kp,studresp,stud_jud,presented
EA_exp_3_forTB,51,28313,1,192,188,2,z,2,967,860,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,51,28313,1,193,34,1,z,3,1773,526,miss,2,m,20,q,older,1
EA_exp_3_forTB,51,28313,1,194,135,2,z,3,1721,767,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,51,28313,1,195,30,1,m,3,1442,449,hit,5,m,20,q,older,1
EA_exp_3_forTB,51,28313,1,196,178,2,m,3,1150,557,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,51,28313,1,197,9,1,z,2,2388,928,miss,3,m,20,p,younger,1
EA_exp_3_forTB,51,28313,1,198,180,2,z,4,1246,709,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,51,28313,1,199,138,2,z,2,1768,860,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,51,28313,1,200,65,1,z,3,1997,805,miss,2,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,1,25,2,m,3,5976,3039,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,2,24,2,z,3,3588,3581,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,3,188,1,m,4,2692,1551,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,4,143,1,m,4,2926,1399,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,5,72,2,z,2,7473,1775,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,6,47,2,z,4,4166,1117,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,7,161,1,m,4,2353,1160,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,8,109,1,m,4,1694,1334,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,9,52,2,z,4,2049,1111,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,10,128,1,m,4,1627,854,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,11,23,2,z,4,2450,940,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,12,102,1,m,4,1496,870,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,13,113,1,m,4,1427,996,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,14,100,2,m,2,4654,2862,fa,4,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,15,110,1,m,4,1776,799,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,16,71,2,m,4,1586,715,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,17,186,1,m,4,1775,851,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,18,87,2,z,4,2465,776,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,19,74,2,z,4,1625,1075,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,20,135,1,m,4,1609,1042,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,21,101,1,m,4,1835,682,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,22,196,1,m,4,1215,809,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,23,53,2,z,4,1321,655,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,24,180,1,m,4,2147,649,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,25,115,1,m,4,1983,685,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,26,148,1,m,4,1584,572,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,27,133,1,m,4,11609,751,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,28,31,2,z,4,1970,797,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,29,157,1,m,3,5630,758,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,30,41,2,z,4,2410,627,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,31,58,2,z,3,4123,511,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,32,195,1,m,4,3135,968,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,33,10,2,m,3,3699,1385,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,34,90,2,m,3,5393,1059,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,35,82,2,z,4,1596,2868,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,36,200,1,m,4,1652,1306,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,37,164,1,m,4,1078,662,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,38,163,1,z,2,1806,1951,miss,3,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,39,116,1,m,4,2131,709,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,40,138,1,m,4,2542,735,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,41,49,2,z,3,1682,521,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,42,184,1,z,4,4455,541,miss,1,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,43,139,1,m,4,2360,595,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,44,95,2,z,3,1535,842,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,45,89,2,z,3,2492,784,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,46,99,2,m,4,3520,591,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,47,174,1,m,4,1782,746,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,48,154,1,z,4,3804,6862,miss,1,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,49,132,1,m,4,3439,670,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,50,68,2,z,3,1667,668,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,51,185,1,m,3,1298,792,hit,5,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,52,129,1,m,4,1976,579,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,53,91,2,z,4,1366,528,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,54,55,2,z,2,1486,554,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,55,20,2,z,2,2198,951,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,56,21,2,m,3,3153,2238,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,57,134,1,m,4,1287,492,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,58,57,2,z,4,1818,842,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,59,192,1,z,3,1499,712,miss,2,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,60,120,1,z,4,1789,670,miss,1,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,61,22,2,z,4,1795,583,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,62,160,1,m,4,1554,428,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,63,124,1,m,4,1181,791,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,64,146,1,z,3,1497,1030,miss,2,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,65,137,1,m,4,1278,341,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,66,77,2,m,4,3129,484,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,67,44,2,z,4,1907,527,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,68,9,2,z,4,1500,1402,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,69,78,2,z,4,1889,656,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,70,142,1,z,3,1608,385,miss,2,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,71,17,2,z,4,1491,463,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,72,11,2,m,4,1038,510,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,73,178,1,m,3,1356,543,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,74,15,2,z,2,1689,512,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,75,27,2,z,4,4653,989,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,76,111,1,z,4,2195,601,miss,1,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,77,5,2,z,3,2589,1539,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,78,43,2,z,3,982,505,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,79,198,1,z,4,1032,486,miss,1,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,80,7,2,z,4,1379,390,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,81,40,2,z,2,982,730,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,82,118,1,m,4,2399,632,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,83,97,2,m,4,2850,408,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,84,155,1,z,3,4761,517,miss,2,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,85,98,2,z,3,882,999,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,86,50,2,z,2,847,808,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,87,199,1,m,3,936,605,hit,5,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,88,147,1,m,4,6790,672,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,89,176,1,m,4,2566,874,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,90,94,2,m,3,2166,539,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,91,165,1,m,3,2758,418,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,92,169,1,m,3,2596,628,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,93,144,1,z,2,1996,551,miss,3,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,94,32,2,z,3,2737,765,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,95,46,2,z,4,1262,759,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,96,182,1,m,4,1388,444,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,97,85,2,z,3,1675,354,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,98,114,1,m,3,3125,2210,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,99,105,1,z,4,2282,537,miss,1,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,100,96,2,m,3,5334,905,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,101,35,2,m,2,1511,739,fa,4,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,102,60,2,m,3,2886,684,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,103,69,2,z,3,1201,718,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,104,172,1,m,3,1520,1165,hit,5,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,105,59,2,z,4,1920,622,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,106,88,2,z,4,1511,627,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,107,79,2,z,4,1085,730,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,108,93,2,z,4,2544,1026,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,109,76,2,z,3,1290,544,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,110,177,1,z,2,2222,621,miss,3,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,111,170,1,m,4,3574,686,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,112,81,2,z,3,887,746,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,113,48,2,m,4,3008,416,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,114,73,2,z,4,3410,593,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,115,126,1,m,4,1931,567,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,116,181,1,m,3,1733,454,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,117,63,2,z,3,1731,730,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,118,187,1,m,3,1950,1610,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,119,54,2,z,3,8409,2212,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,120,65,2,z,4,1711,610,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,121,168,1,m,4,1226,612,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,122,152,1,m,4,1244,739,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,123,42,2,m,2,1768,474,fa,4,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,124,70,2,m,2,1321,526,fa,4,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,125,107,1,m,3,1885,360,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,126,16,2,m,4,1533,551,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,127,140,1,m,4,1090,593,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,128,131,1,m,3,3706,639,hit,5,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,129,117,1,m,3,2072,1534,hit,5,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,130,34,2,z,4,1633,715,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,131,145,1,m,2,5042,463,hit,4,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,132,112,1,m,4,959,1200,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,133,122,1,m,2,3811,498,hit,4,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,134,80,2,z,3,1217,585,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,135,56,2,z,3,3396,628,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,136,130,1,m,4,989,558,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,137,153,1,m,4,1034,698,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,138,104,1,m,4,2111,885,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,139,28,2,z,4,7219,539,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,140,92,2,m,4,1176,721,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,141,18,2,m,4,2439,462,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,142,190,1,z,3,1261,548,miss,2,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,143,64,2,m,4,4145,995,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,144,125,1,m,4,3692,707,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,145,123,1,m,4,2232,456,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,146,183,1,m,3,1240,447,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,147,158,1,m,4,1568,1242,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,148,121,1,z,3,1771,541,miss,2,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,149,1,2,z,4,1241,464,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,150,37,2,m,4,2609,432,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,151,150,1,z,4,1522,541,miss,1,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,152,6,2,z,3,7491,791,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,153,84,2,z,2,1208,2257,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,154,103,1,m,3,1865,407,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,155,26,2,m,2,1114,1125,fa,4,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,156,108,1,m,3,2298,871,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,157,61,2,z,3,1733,858,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,158,62,2,m,4,2536,669,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,159,141,1,m,4,1363,615,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,160,12,2,z,4,1646,536,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,161,197,1,m,3,1221,652,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,162,171,1,m,4,1843,435,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,163,179,1,z,4,1458,530,miss,1,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,164,136,1,z,3,1550,537,miss,2,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,165,33,2,z,4,1235,510,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,166,83,2,z,4,1259,530,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,167,151,1,z,4,1420,495,miss,1,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,168,159,1,m,3,1150,488,hit,5,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,169,2,2,m,3,1382,504,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,170,194,1,m,4,3077,676,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,171,30,2,z,4,1963,501,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,172,75,2,z,3,3204,507,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,173,8,2,z,4,1002,842,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,174,156,1,m,4,987,476,hit,6,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,175,106,1,z,4,1035,523,miss,1,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,176,19,2,m,3,1834,663,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,177,66,2,z,4,1887,493,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,178,162,1,m,3,1163,422,hit,5,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,179,39,2,z,4,2072,749,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,180,38,2,z,2,2002,442,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,181,191,1,m,3,1707,479,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,182,13,2,m,4,1306,770,fa,6,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,183,36,2,z,3,1191,479,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,184,86,2,z,3,8251,1005,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,185,173,1,m,4,1545,594,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,186,119,1,z,3,2685,538,miss,2,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,187,189,1,z,4,1875,900,miss,1,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,188,175,1,m,4,1107,591,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,189,51,2,z,3,920,573,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,190,3,2,z,4,1432,536,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,191,166,1,m,4,1379,470,hit,6,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,192,193,1,m,3,3187,286,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,193,167,1,m,3,1345,792,hit,5,m,20,p,younger,1
EA_exp_3_forTB,52,28257,2,194,127,1,m,3,1770,957,hit,5,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,195,29,2,z,2,1738,1052,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,196,149,1,z,3,2418,684,miss,2,m,20,q,older,1
EA_exp_3_forTB,52,28257,2,197,67,2,z,2,2833,474,cr,3,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,198,14,2,m,3,2040,288,fa,5,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,199,45,2,z,4,1877,516,cr,1,m,20,NA,NA,NA
EA_exp_3_forTB,52,28257,2,200,4,2,z,3,1586,619,cr,2,m,20,NA,NA,NA
EA_exp_3_forTB,53,28743,1,1,130,2,z,4,5044,4563,cr,1,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,2,189,2,z,3,2815,1543,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,3,95,1,m,4,2773,1204,hit,6,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,4,123,2,z,3,2003,1359,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,5,74,1,m,3,1787,2108,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,6,165,2,z,2,5097,1639,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,7,13,1,m,2,1622,1951,hit,4,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,8,53,1,m,2,4113,1047,hit,4,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,9,193,2,m,1,6912,1124,fa,4,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,10,166,2,m,2,3539,1588,fa,4,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,11,175,2,m,1,6486,876,fa,4,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,12,29,1,m,4,1402,1292,hit,6,f,19,None,NA,1
EA_exp_3_forTB,53,28743,1,13,87,1,m,3,1387,1884,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,14,65,1,m,4,1649,713,hit,6,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,15,3,1,m,3,1005,1343,hit,5,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,16,134,2,m,2,2362,534,fa,4,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,17,32,1,m,3,1028,659,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,18,105,2,z,3,2408,914,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,19,12,1,m,3,3280,1029,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,20,107,2,z,2,2174,4049,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,21,152,2,z,2,2847,2423,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,22,71,1,m,3,1400,521,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,23,156,2,z,3,1972,1856,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,24,183,2,z,3,1525,563,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,25,151,2,z,3,1136,538,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,26,70,1,m,4,1106,2835,hit,6,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,27,150,2,z,4,1409,3907,cr,1,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,28,197,2,z,3,1751,860,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,29,98,1,m,4,1276,609,hit,6,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,30,192,2,z,3,1610,932,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,31,181,2,z,3,3356,1747,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,32,25,1,m,3,4415,2664,hit,5,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,33,188,2,z,3,1854,670,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,34,18,1,m,1,3941,1040,hit,4,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,35,38,1,z,2,2518,797,miss,3,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,36,141,2,z,2,1342,1218,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,37,186,2,z,1,1921,895,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,38,73,1,z,2,2830,1093,miss,3,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,39,116,2,z,4,1368,1198,cr,1,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,40,154,2,z,1,3985,537,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,41,46,1,z,3,1797,1367,miss,2,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,42,58,1,m,4,1809,1458,hit,6,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,43,51,1,m,2,1549,404,hit,4,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,44,104,2,m,2,1109,3794,fa,4,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,45,8,1,m,3,1801,638,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,46,47,1,m,3,1381,472,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,47,44,1,m,4,1560,769,hit,6,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,48,40,1,m,3,1253,363,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,49,196,2,z,1,2396,1160,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,50,84,1,m,4,1258,610,hit,6,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,51,28,1,m,3,1353,542,hit,5,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,52,182,2,z,3,1340,2110,cr,2,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,53,63,1,z,2,1532,440,miss,3,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,54,187,2,z,2,1144,435,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,55,33,1,m,3,2946,726,hit,5,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,56,42,1,z,1,2793,1412,miss,3,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,57,138,2,m,2,1900,923,fa,4,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,58,161,2,z,2,3129,580,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,59,122,2,z,1,2814,647,cr,3,f,19,NA,NA,NA
EA_exp_3_forTB,53,28743,1,60,88,1,m,2,2088,1172,hit,4,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,61,9,1,m,2,2135,811,hit,4,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,62,15,1,m,2,1578,839,hit,4,f,19,q,older,1
EA_exp_3_forTB,53,28743,1,63,16,1,m,3,1558,673,hit,5,f,19,p,younger,1
EA_exp_3_forTB,53,28743,1,64,57,1,m,1,1688,1406,hit,4,f,19,p,younger,1
