exp,idx,cbcond,trial,left_id,left_cond,right_id,right_cond,KP_lr,KP_conf,RT_lr,RT_conf,fc_item_selected,rating16_L,rating16_R,left_on,right_on,sex_kp_mfor,age_kp
EA_exp_2,6,2,8,1,6,115,5,j,2,1903,813,1,3,3,new,old,female,19
EA_exp_2,6,2,9,74,6,129,5,j,2,2504,815,1,3,3,new,old,female,19
EA_exp_2,6,2,10,179,9,86,10,d,4,1771,703,1,5,5,old,new,female,19
EA_exp_2,6,2,11,14,6,178,5,d,2,6256,590,0,3,3,new,old,female,19
EA_exp_2,6,2,12,2,8,196,7,d,2,2805,430,0,4,4,new,old,female,19
EA_exp_2,6,2,13,128,5,31,6,j,2,4665,681,0,3,3,old,new,female,19
EA_exp_2,6,2,14,165,5,57,6,j,3,2844,691,0,3,3,old,new,female,19
EA_exp_2,6,2,15,193,5,76,6,d,2,2903,619,1,3,3,old,new,female,19
EA_exp_2,6,2,16,70,8,133,7,j,4,1696,644,1,4,4,new,old,female,19
EA_exp_2,6,2,17,82,6,158,5,j,1,3080,694,1,3,3,new,old,female,19
EA_exp_2,6,2,18,155,5,24,6,j,2,3513,581,0,3,3,old,new,female,19
EA_exp_2,6,2,19,144,5,37,6,d,3,2632,572,1,3,3,old,new,female,19
EA_exp_2,6,2,20,41,4,185,3,d,2,3712,455,0,2,2,new,old,female,19
EA_exp_2,6,2,21,197,7,71,8,d,2,3328,534,1,4,4,old,new,female,19
EA_exp_2,6,2,22,46,4,151,3,d,2,2391,585,0,2,2,new,old,female,19
EA_exp_2,6,2,23,51,8,182,7,j,3,2638,637,1,4,4,new,old,female,19
EA_exp_2,6,2,24,12,8,183,7,d,3,2148,726,0,4,4,new,old,female,19
EA_exp_2,6,2,25,157,5,16,6,j,4,1606,1407,0,3,3,old,new,female,19
EA_exp_2,6,2,26,176,3,3,4,d,1,3111,737,1,2,2,old,new,female,19
EA_exp_2,6,2,27,146,5,54,6,d,3,3920,1854,1,3,3,old,new,female,19
EA_exp_2,6,2,28,17,4,114,3,j,2,2018,714,1,2,2,new,old,female,19
EA_exp_2,6,2,29,190,3,50,4,d,3,5433,667,1,2,2,old,new,female,19
EA_exp_2,6,2,30,130,9,29,10,d,2,2815,838,1,5,5,old,new,female,19
EA_exp_2,6,2,31,102,3,100,4,j,3,2622,787,0,2,2,old,new,female,19
EA_exp_2,6,2,32,55,6,169,5,j,2,3231,697,1,3,3,new,old,female,19
EA_exp_2,6,2,33,39,6,159,5,j,2,1927,742,1,3,3,new,old,female,19
EA_exp_2,6,2,34,149,5,93,6,j,3,1430,551,0,3,3,old,new,female,19
EA_exp_2,6,2,35,107,5,10,6,d,2,1854,621,1,3,3,old,new,female,19
EA_exp_2,6,2,36,9,8,145,7,d,3,4244,1345,0,4,4,new,old,female,19
EA_exp_2,6,2,37,43,6,116,5,j,2,2820,1793,1,3,3,new,old,female,19
EA_exp_2,6,2,38,168,11,92,12,d,4,1993,688,1,6,6,old,new,female,19
EA_exp_2,7,2,1,114,5,3,6,d,2,5569,3688,1,3,3,old,new,female,23
EA_exp_2,7,2,2,141,5,40,6,d,3,5044,4657,1,3,3,old,new,female,23
EA_exp_2,7,2,3,71,6,117,5,j,1,6355,1023,1,3,3,new,old,female,23
EA_exp_2,7,2,4,116,9,35,10,d,3,2819,4334,1,5,5,old,new,female,23
EA_exp_2,7,2,5,61,8,186,7,j,2,2648,3244,1,4,4,new,old,female,23
EA_exp_2,7,2,6,76,6,196,5,j,1,5880,1110,1,3,3,new,old,female,23
EA_exp_2,7,2,7,153,7,16,8,d,1,3494,533,1,4,4,old,new,female,23
EA_exp_2,7,2,8,53,6,191,5,d,1,2653,988,0,3,3,new,old,female,23
EA_exp_2,7,2,9,60,6,145,5,j,3,2464,1129,1,3,3,new,old,female,23
EA_exp_2,7,2,10,91,6,150,5,j,2,2856,1216,1,3,3,new,old,female,23
EA_exp_2,7,2,11,20,4,157,3,j,1,4059,548,1,2,2,new,old,female,23
EA_exp_2,7,2,12,192,3,87,4,d,2,2698,1417,1,2,2,old,new,female,23
EA_exp_2,7,2,13,148,5,77,6,d,1,2186,2511,1,3,3,old,new,female,23
EA_exp_2,7,2,14,147,5,41,6,j,1,2854,847,0,3,3,old,new,female,23
EA_exp_2,7,2,15,4,6,154,5,j,1,3145,422,1,3,3,new,old,female,23
EA_exp_2,7,2,16,200,5,27,6,d,1,5154,1230,1,3,3,old,new,female,23
EA_exp_2,7,2,17,177,5,57,6,d,1,2825,1684,1,3,3,old,new,female,23
EA_exp_2,7,2,18,86,10,195,9,j,1,4445,660,1,5,5,new,old,female,23
EA_exp_2,7,2,19,119,5,75,6,d,3,2327,1843,1,3,3,old,new,female,23
EA_exp_2,7,2,20,185,5,100,6,j,1,2919,1117,0,3,3,old,new,female,23
EA_exp_2,7,2,21,139,3,93,4,d,2,4238,1325,1,2,2,old,new,female,23
EA_exp_2,7,2,22,48,6,112,5,d,1,5907,1250,0,3,3,new,old,female,23
EA_exp_2,7,2,23,13,8,108,7,j,2,2762,856,1,4,4,new,old,female,23
EA_exp_2,7,2,24,165,7,72,8,j,1,3685,426,0,4,4,old,new,female,23
EA_exp_2,7,2,25,135,7,50,8,d,2,2853,2446,1,4,4,old,new,female,23
EA_exp_2,7,2,26,115,5,51,6,d,2,2650,1097,1,3,3,old,new,female,23
EA_exp_2,7,2,27,9,6,178,5,j,1,4329,358,1,3,3,new,old,female,23
EA_exp_2,7,2,28,103,5,1,6,d,2,2247,2134,1,3,3,old,new,female,23
EA_exp_2,7,2,29,55,6,181,5,d,1,2391,631,0,3,3,new,old,female,23
EA_exp_2,7,2,30,85,6,183,5,d,1,3931,407,0,3,3,new,old,female,23
EA_exp_2,7,2,31,14,8,144,7,d,1,3589,463,0,4,4,new,old,female,23
EA_exp_2,7,2,32,128,7,99,8,d,2,2985,460,1,4,4,old,new,female,23
EA_exp_2,7,2,33,134,7,64,8,d,2,2487,2734,1,4,4,old,new,female,23
EA_exp_2,7,2,34,132,7,18,8,d,3,3374,783,1,4,4,old,new,female,23
EA_exp_2,7,2,35,43,8,159,7,j,1,3963,888,1,4,4,new,old,female,23
EA_exp_2,7,2,36,31,6,169,5,j,1,5859,1184,1,3,3,new,old,female,23
EA_exp_2,7,2,37,24,6,155,5,d,1,2332,507,0,3,3,new,old,female,23
EA_exp_2,7,2,38,127,5,8,6,d,1,2084,2811,1,3,3,old,new,female,23
