exp,idx,cbcond,trial,id,cond,kp16,rt_kp16,hmfc,jatosID,sex_kp_mfor,age_kp
EA_exp_3_forTB,51,1,16,59,1,1,1157,miss,28313,m,20
EA_exp_3_forTB,51,1,17,114,2,1,1647,cr,28313,m,20
EA_exp_3_forTB,51,1,18,66,1,4,2053,hit,28313,m,20
EA_exp_3_forTB,51,1,19,63,1,1,1162,miss,28313,m,20
EA_exp_3_forTB,51,1,20,99,1,1,1252,miss,28313,m,20
EA_exp_3_forTB,51,1,21,186,2,2,1513,cr,28313,m,20
EA_exp_3_forTB,51,1,22,69,1,4,2084,hit,28313,m,20
EA_exp_3_forTB,51,1,23,126,2,1,919,cr,28313,m,20
EA_exp_3_forTB,51,1,24,123,2,2,1674,cr,28313,m,20
EA_exp_3_forTB,51,1,25,33,1,2,2176,miss,28313,m,20
EA_exp_3_forTB,51,1,26,23,1,4,2272,hit,28313,m,20
EA_exp_3_forTB,51,1,27,129,2,2,1609,cr,28313,m,20
EA_exp_3_forTB,51,1,28,48,1,1,1540,miss,28313,m,20
EA_exp_3_forTB,51,1,29,132,2,1,1454,cr,28313,m,20
EA_exp_3_forTB,51,1,30,43,1,5,2092,hit,28313,m,20
EA_exp_3_forTB,51,1,31,83,1,1,1472,miss,28313,m,20
EA_exp_3_forTB,51,1,32,144,2,3,2989,cr,28313,m,20
EA_exp_3_forTB,52,2,1,57,2,1,8306,cr,28257,m,20
EA_exp_3_forTB,52,2,2,17,2,1,7174,cr,28257,m,20
EA_exp_3_forTB,52,2,3,154,1,4,5585,hit,28257,m,20
EA_exp_3_forTB,52,2,4,23,2,4,7129,fa,28257,m,20
EA_exp_3_forTB,52,2,5,105,1,1,2660,miss,28257,m,20
EA_exp_3_forTB,52,2,6,88,2,3,6464,cr,28257,m,20
EA_exp_3_forTB,52,2,7,7,2,1,4022,cr,28257,m,20
EA_exp_3_forTB,52,2,8,34,2,3,4572,cr,28257,m,20
EA_exp_3_forTB,52,2,9,65,2,4,8382,fa,28257,m,20
EA_exp_3_forTB,52,2,10,111,1,5,6789,hit,28257,m,20
EA_exp_3_forTB,52,2,11,198,1,2,2654,miss,28257,m,20
EA_exp_3_forTB,52,2,12,83,2,1,3467,cr,28257,m,20
EA_exp_3_forTB,52,2,13,179,1,2,3399,miss,28257,m,20
EA_exp_3_forTB,52,2,14,3,2,3,3735,cr,28257,m,20
EA_exp_3_forTB,52,2,15,9,2,4,9961,fa,28257,m,20
EA_exp_3_forTB,52,2,16,184,1,5,5394,hit,28257,m,20
EA_exp_3_forTB,52,2,17,120,1,5,4290,hit,28257,m,20
EA_exp_3_forTB,52,2,18,189,1,3,3166,miss,28257,m,20
EA_exp_3_forTB,52,2,19,151,1,2,2184,miss,28257,m,20
EA_exp_3_forTB,52,2,20,106,1,3,3031,miss,28257,m,20
EA_exp_3_forTB,52,2,21,74,2,4,2437,fa,28257,m,20
EA_exp_3_forTB,52,2,22,150,1,6,6667,hit,28257,m,20
EA_exp_3_forTB,53,1,1,160,2,1,4070,cr,28743,f,19
EA_exp_3_forTB,53,1,2,75,1,3,4515,miss,28743,f,19
EA_exp_3_forTB,53,1,3,64,1,2,2758,miss,28743,f,19
EA_exp_3_forTB,53,1,4,170,2,2,3695,cr,28743,f,19
EA_exp_3_forTB,54,1,1,35,1,4,5744,hit,28683,f,18
EA_exp_3_forTB,54,1,2,119,2,2,8476,cr,28683,f,18
EA_exp_3_forTB,54,1,3,187,2,1,2466,cr,28683,f,18
EA_exp_3_forTB,54,1,4,6,1,5,6726,hit,28683,f,18
EA_exp_3_forTB,54,1,5,116,2,2,2080,cr,28683,f,18
EA_exp_3_forTB,54,1,6,110,2,1,1685,cr,28683,f,18
EA_exp_3_forTB,54,1,7,85,1,3,2522,miss,28683,f,18
EA_exp_3_forTB,54,1,8,160,2,2,3421,cr,28683,f,18
EA_exp_3_forTB,54,1,9,20,1,1,1995,miss,28683,f,18
EA_exp_3_forTB,54,1,10,122,2,3,2835,cr,28683,f,18
EA_exp_3_forTB,54,1,11,196,2,3,2681,cr,28683,f,18
EA_exp_3_forTB,54,1,12,14,1,1,2150,miss,28683,f,18
EA_exp_3_forTB,54,1,13,88,1,2,1783,miss,28683,f,18
EA_exp_3_forTB,54,1,14,18,1,4,8663,hit,28683,f,18
EA_exp_3_forTB,55,1,1,14,1,4,5684,hit,28682,f,19
EA_exp_3_forTB,55,1,2,87,1,2,2658,miss,28682,f,19
EA_exp_3_forTB,55,1,3,102,2,5,6751,fa,28682,f,19
EA_exp_3_forTB,55,1,4,110,2,4,1850,fa,28682,f,19
EA_exp_3_forTB,57,1,1,134,2,3,7712,cr,28678,f,18
EA_exp_3_forTB,57,1,2,35,1,5,3436,hit,28678,f,18
EA_exp_3_forTB,58,2,1,20,2,3,5182,cr,28677,f,18
EA_exp_3_forTB,58,2,2,64,2,2,6814,cr,28677,f,18
EA_exp_3_forTB,58,2,3,178,1,2,1798,miss,28677,f,18
EA_exp_3_forTB,58,2,4,157,1,4,3751,hit,28677,f,18
EA_exp_3_forTB,59,2,1,63,2,3,6703,cr,28676,f,24
EA_exp_3_forTB,59,2,2,104,1,6,3812,hit,28676,f,24
EA_exp_3_forTB,59,2,3,159,1,3,1525,miss,28676,f,24
EA_exp_3_forTB,59,2,4,98,2,3,1360,cr,28676,f,24
EA_exp_3_forTB,59,2,5,50,2,6,1137,fa,28676,f,24
EA_exp_3_forTB,59,2,6,149,1,4,2651,hit,28676,f,24
EA_exp_3_forTB,59,2,7,76,2,4,1689,fa,28676,f,24
EA_exp_3_forTB,59,2,8,20,2,1,4636,cr,28676,f,24
EA_exp_3_forTB,59,2,9,121,1,1,794,miss,28676,f,24
EA_exp_3_forTB,59,2,10,150,1,1,771,miss,28676,f,24
EA_exp_3_forTB,59,2,11,54,2,1,875,cr,28676,f,24
EA_exp_3_forTB,59,2,12,139,1,1,672,miss,28676,f,24
EA_exp_3_forTB,59,2,13,169,1,1,812,miss,28676,f,24
EA_exp_3_forTB,59,2,14,95,2,4,3317,fa,28676,f,24
EA_exp_3_forTB,59,2,15,102,1,4,2039,hit,28676,f,24
EA_exp_3_forTB,59,2,16,157,1,1,892,miss,28676,f,24
EA_exp_3_forTB,59,2,17,83,2,4,1872,fa,28676,f,24
EA_exp_3_forTB,59,2,18,29,2,1,1261,cr,28676,f,24
EA_exp_3_forTB,59,2,19,46,2,1,787,cr,28676,f,24
EA_exp_3_forTB,59,2,20,189,1,1,683,miss,28676,f,24
EA_exp_3_forTB,59,2,21,28,2,1,599,cr,28676,f,24
EA_exp_3_forTB,59,2,22,12,2,1,694,cr,28676,f,24
EA_exp_3_forTB,59,2,23,36,2,1,546,cr,28676,f,24
EA_exp_3_forTB,59,2,24,7,2,1,580,cr,28676,f,24
EA_exp_3_forTB,59,2,25,17,2,1,564,cr,28676,f,24
EA_exp_3_forTB,59,2,26,197,1,1,885,miss,28676,f,24
EA_exp_3_forTB,59,2,27,118,1,1,602,miss,28676,f,24
EA_exp_3_forTB,59,2,28,18,2,1,667,cr,28676,f,24
EA_exp_3_forTB,59,2,29,162,1,4,2422,hit,28676,f,24
EA_exp_3_forTB,59,2,30,180,1,4,764,hit,28676,f,24
EA_exp_3_forTB,59,2,31,144,1,4,1046,hit,28676,f,24
EA_exp_3_forTB,59,2,32,112,1,4,1220,hit,28676,f,24
EA_exp_3_forTB,59,2,33,103,1,4,874,hit,28676,f,24
EA_exp_3_forTB,59,2,34,66,2,1,686,cr,28676,f,24
EA_exp_3_forTB,60,2,1,179,1,2,7244,miss,28509,f,20
EA_exp_3_forTB,60,2,2,152,1,2,1373,miss,28509,f,20
EA_exp_3_forTB,60,2,3,20,2,2,893,cr,28509,f,20
EA_exp_3_forTB,60,2,4,53,2,2,754,cr,28509,f,20
EA_exp_3_forTB,62,1,1,143,2,3,5549,cr,28506,f,19
EA_exp_3_forTB,62,1,2,176,2,1,2432,cr,28506,f,19
EA_exp_3_forTB,62,1,3,79,1,2,4659,miss,28506,f,19
EA_exp_3_forTB,62,1,4,28,1,5,2500,hit,28506,f,19
EA_exp_3_forTB,62,1,5,192,2,5,2887,fa,28506,f,19
EA_exp_3_forTB,62,1,6,132,2,4,2873,fa,28506,f,19
EA_exp_3_forTB,62,1,7,123,2,1,2624,cr,28506,f,19
EA_exp_3_forTB,62,1,8,13,1,3,3726,miss,28506,f,19
EA_exp_3_forTB,62,1,9,189,2,1,9425,cr,28506,f,19
EA_exp_3_forTB,62,1,10,73,1,6,2544,hit,28506,f,19
EA_exp_3_forTB,62,1,11,198,2,1,1552,cr,28506,f,19
EA_exp_3_forTB,62,1,12,92,1,1,1356,miss,28506,f,19
EA_exp_3_forTB,62,1,13,37,1,5,1851,hit,28506,f,19
EA_exp_3_forTB,62,1,14,12,1,3,2378,miss,28506,f,19
EA_exp_3_forTB,63,2,1,115,1,5,6341,hit,28505,f,18
EA_exp_3_forTB,63,2,2,104,1,1,2345,miss,28505,f,18
EA_exp_3_forTB,63,2,3,27,2,3,7439,cr,28505,f,18
EA_exp_3_forTB,63,2,4,165,1,4,8414,hit,28505,f,18
EA_exp_3_forTB,63,2,5,24,2,3,3528,cr,28505,f,18
EA_exp_3_forTB,63,2,6,130,1,2,5214,miss,28505,f,18
EA_exp_3_forTB,63,2,7,42,2,5,3640,fa,28505,f,18
EA_exp_3_forTB,63,2,8,21,2,1,1903,cr,28505,f,18
EA_exp_3_forTB,63,2,9,189,1,1,1436,miss,28505,f,18
EA_exp_3_forTB,63,2,10,4,2,1,3959,cr,28505,f,18
EA_exp_3_forTB,63,2,11,198,1,1,1139,miss,28505,f,18
EA_exp_3_forTB,63,2,12,40,2,1,3372,cr,28505,f,18
EA_exp_3_forTB,63,2,13,158,1,1,2461,miss,28505,f,18
EA_exp_3_forTB,63,2,14,22,2,3,4719,cr,28505,f,18
EA_exp_3_forTB,63,2,15,19,2,2,2185,cr,28505,f,18
EA_exp_3_forTB,63,2,16,33,2,1,1753,cr,28505,f,18
EA_exp_3_forTB,63,2,17,46,2,1,1372,cr,28505,f,18
EA_exp_3_forTB,63,2,18,143,1,1,1341,miss,28505,f,18
EA_exp_3_forTB,63,2,19,113,1,1,2463,miss,28505,f,18
EA_exp_3_forTB,63,2,20,142,1,2,3091,miss,28505,f,18
EA_exp_3_forTB,63,2,21,175,1,1,4672,miss,28505,f,18
EA_exp_3_forTB,63,2,22,157,1,3,3950,miss,28505,f,18
EA_exp_3_forTB,63,2,23,43,2,3,2231,cr,28505,f,18
EA_exp_3_forTB,63,2,24,97,2,2,2128,cr,28505,f,18
EA_exp_3_forTB,65,2,1,193,1,5,5504,hit,28503,f,18
EA_exp_3_forTB,65,2,2,98,2,3,3605,cr,28503,f,18
EA_exp_3_forTB,65,2,3,149,1,5,3406,hit,28503,f,18
EA_exp_3_forTB,65,2,4,95,2,3,1708,cr,28503,f,18
EA_exp_3_forTB,65,2,5,151,1,4,1359,hit,28503,f,18
EA_exp_3_forTB,65,2,6,87,2,2,2113,cr,28503,f,18
EA_exp_3_forTB,66,1,1,15,1,4,4452,hit,28502,f,18
EA_exp_3_forTB,66,1,2,47,1,6,1591,hit,28502,f,18
EA_exp_3_forTB,66,1,3,178,2,4,2638,fa,28502,f,18
EA_exp_3_forTB,66,1,4,139,2,5,2126,fa,28502,f,18
EA_exp_3_forTB,67,2,1,87,2,1,3720,cr,28496,m,19
EA_exp_3_forTB,67,2,2,143,1,1,2123,miss,28496,m,19
EA_exp_3_forTB,68,1,1,189,2,3,8027,cr,28495,f,18
EA_exp_3_forTB,68,1,2,86,1,3,3900,miss,28495,f,18
EA_exp_3_forTB,72,2,1,96,2,4,7489,fa,28480,f,19
EA_exp_3_forTB,72,2,2,145,1,5,3236,hit,28480,f,19
EA_exp_3_forTB,72,2,3,196,1,2,4668,miss,28480,f,19
EA_exp_3_forTB,72,2,4,71,2,2,1415,cr,28480,f,19
EA_exp_3_forTB,72,2,5,195,1,1,1720,miss,28480,f,19
EA_exp_3_forTB,72,2,6,186,1,1,1601,miss,28480,f,19
EA_exp_3_forTB,72,2,7,17,2,2,2114,cr,28480,f,19
EA_exp_3_forTB,72,2,8,8,2,3,1365,cr,28480,f,19
EA_exp_3_forTB,72,2,9,151,1,4,3062,hit,28480,f,19
EA_exp_3_forTB,72,2,10,42,2,4,1317,fa,28480,f,19
EA_exp_3_forTB,72,2,11,93,2,3,3413,cr,28480,f,19
EA_exp_3_forTB,72,2,12,150,1,5,3667,hit,28480,f,19
EA_exp_3_forTB,72,2,13,80,2,6,2409,fa,28480,f,19
EA_exp_3_forTB,72,2,14,69,2,3,3490,cr,28480,f,19
EA_exp_3_forTB,72,2,15,59,2,1,2588,cr,28480,f,19
EA_exp_3_forTB,72,2,16,193,1,4,2684,hit,28480,f,19
EA_exp_3_forTB,72,2,17,81,2,5,3497,fa,28480,f,19
EA_exp_3_forTB,72,2,18,105,1,3,2052,miss,28480,f,19
EA_exp_3_forTB,72,2,19,66,2,5,2615,fa,28480,f,19
EA_exp_3_forTB,72,2,20,128,1,2,4488,miss,28480,f,19
EA_exp_3_forTB,72,2,21,189,1,2,1644,miss,28480,f,19
EA_exp_3_forTB,72,2,22,95,2,3,2501,cr,28480,f,19
EA_exp_3_forTB,72,2,23,169,1,3,2693,miss,28480,f,19
EA_exp_3_forTB,72,2,24,191,1,2,3167,miss,28480,f,19
EA_exp_3_forTB,72,2,25,198,1,1,1578,miss,28480,f,19
EA_exp_3_forTB,72,2,26,79,2,1,1894,cr,28480,f,19
