ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,rateO,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.5681944444444444,0.22958333333333333,0.3386111111111111,1394,1871,2282,781,551,321,572,1055,1482,872,986,2233,1.4088183460855914,0.752177297316678,0.17177920931355395,-0.13303377833522279,-0.4954567025397416,0.8646658429152961,0.11689350586194767,-0.7402197482110792,-1.1694503792916737,-1.6998100173896669,TRUE,0.7341511940839721,0.7267151124533834,1,0.38500097697226826,0.21513529540914691,0.6243993584860762,1.4643105662347002,2.0947402222821414,3.060943191760929,-23824.783818958094,0,111,NA,14400,7200,7200,6,47661.56763791619,47707.017538829576,30,0,0.5690647822121115,0.2312373593775655,0.19356767379533962,0.2708493008783714,0.3043456659487235,0.1081351406635408,0.07625872673251455,0.046843491981510166,0.07948989341117618,0.13419240131432375,0.21725292306238853,0.12263673141483578,0.1386776215986696,0.3077504291986062,1393.6872513264452,1950.114966324274,2191.288794830809,778.5730127774938,549.0628324741048,337.2731422668732,572.3272325604685,966.185289463131,1564.2210460491974,882.9844661868176,998.4788755104211,2215.8030902299647,200000,200000,0.509195,0.52004,0.54155,0.531875,0.549015,0.722,0.10376326979672797,0.40533527817709897,0.9865204825919837,1.7461552106502818,2.5009282154013555,4.061949819067805,0.1060324211868401,0.41430277359014483,1.0217510464674504,1.7669955980485437,2.5475619515332193,5.648148670218356,20.6766004958982,20.522465805578328,4,3.9372148399752227e-4,0.002269151390112134,0.008967495413045867,0.03523056387546675,0.020840387398261884,0.046633736131863834,1.5861988511505514
