ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,loc,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_loc,gen_sca,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_loc,diff_sca,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.9168,0.8521,0.06469999999999998,809,354,316,1119,1035,6367,540,158,134,533,512,8123,1.6072478919002178,1.477282227512845,1.383864332242907,1.0961800234322614,0.886403748499381,1.3990432963340236,1.1936880927015079,1.0454825531680902,0.6439621166842341,0.34965184122867715,TRUE,0.6912660855157942,0.6498305364582434,1,0.8264445193650108,1.6296769853686983,-0.9210568916995604,-0.7669901940793129,-0.6507633351154584,-0.2975883641376776,-0.012293933447945604,-19564.27391387349,0,136,NA,20000,10000,10000,7,39142.54782774698,39197.872240614735,16,0,0.821721054147929,1.6140238452067133,-0.9212808211450465,-0.7665512938401662,-0.6480672503006645,-0.2937952128355391,-0.018525895045604535,-0.00472346521708189,-0.015653140161985046,-2.2392944548610405e-4,4.3890023914672227e-4,0.0026960848147938865,0.0037931513021384755,-0.00623196159765893,0.9158790223810441,0.8529530840219894,0.081110420217476345,0.03499281216425655,0.03094368359627772,0.11307434667022559,0.10323560743203919,0.6366431299197246,0.053821061981531325,0.016232344022300844,0.014067571615123689,0.052141518225426245,0.05140590593507416,0.8123315982205437,811.1042021747635,349.9281216425655,309.4368359627772,1130.743466702256,1032.3560743203918,6366.431299197246,538.2106198153133,162.32344022300845,140.67571615123688,521.4151822542625,514.0590593507416,8123.315982205437,200000,200000,0.3997,0.497855,0.4987,0.50178,0.508945,0.69055,-1.2228196805537486,-0.8414410197167557,-0.7077039801660273,-0.4680379368938656,-0.15377226477484435,1.2531498415215143,-1.3576893264027479,-0.8417122918319849,-0.7078517788127131,-0.4662699142780157,-0.15149432175101815,2.3394356894965456,1.0243787613694784,1.0279343561390732,3,0.7944930939833661,-0.1348696458489993,-2.7127211522925965e-4,-1.477986466857928e-4,0.0017680226158499068,0.0022779430238261955,1.0862858479750312
