ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,Ro,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_dpri,gen_Ro,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_dpri,diff_Ro,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.441,0.2137,0.2273,5855,1219,789,381,325,1431,3428,1275,887,543,481,3386,0.4048333673331263,0.07451576171308831,-0.14843434105448977,-0.28793042092050897,-0.4162870056512642,-0.2159842814372145,-0.5458049795551853,-0.7936486532922301,-0.9322642081907357,-1.0664948621723067,TRUE,0.9609190023203681,0.6083985563915305,1,0.5894200551168617,0.032077873596769446,0.21564451933030143,0.549994276534036,0.7886603083373849,0.931486018719154,1.066475990041063,-27998.711767485805,0,142,NA,20000,10000,10000,7,56011.42353497161,56066.747947839365,25,0,0.5923408870585263,0.018112231278792024,0.2169836232205853,0.5451591229531915,0.7800752374110744,0.9145955501822756,1.0429601137759166,0.0029208319416645923,-0.013965642317977423,0.0013391038902838548,-0.00483515358084452,-0.008585070926310445,-0.016890468536878478,-0.023515876265146396,0.43960929542293004,0.21515528616034774,0.585367574632621,0.12347077574846144,0.07600636345856981,0.03935417940640684,0.032696843416965216,0.14310426333697568,0.34292093036943416,0.1258200062909492,0.09164976791668657,0.05312612971607675,0.04790196248714335,0.3385812032197099,5853.67574632621,1234.7077574846144,760.0636345856982,393.5417940640684,326.96843416965214,1431.0426333697567,3429.2093036943415,1258.2000629094919,916.4976791668656,531.2612971607675,479.0196248714335,3385.812032197099,200000,200000,0.593475,0.516865,0.509685,0.505295,0.50794,0.58926,0.5941225477796095,0.5163863549797277,0.5117067174703079,0.5070110412501011,0.5066261265573567,0.5887148676938239,-0.6658608819649409,0.37926735832108804,0.6661575082044314,0.8586124584505562,0.9974654073923609,1.578630577759888,-0.4606523619664643,0.38473673734805647,0.6689487115819932,0.8596133958685337,0.9983594854097527,1.7137568000011916,3.155023039006907,3.1539547484771426,3,0.3684920488197496,0.20520851999847656,0.005469379026968424,0.0027912033775617795,0.0010009374179774655,8.940780173918306e-4,0.13512622224130366
