ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,mu,sig,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_mu,gen_sig,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_mu,diff_sig,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.6625,0.4575,0.20499999999999996,0,799,4626,3562,828,185,42,1254,2079,2198,1491,2936,2.6355542381903443,1.1282839963039606,0.419295753041396,-0.14412723351173143,-0.5428980480297118,Inf,1.4057445261592088,-0.10673401079978624,-1.2741789599889564,-2.0857640650923517,FALSE,NA,NA,1,0.24230970810805824,0.5230872922708043,0.32045639385252134,0.7045846107732117,1.026167987521113,1.3751643076537932,1.6907625335443712,-27928.48124765657,0,230,NA,20000,10000,10000,7,55870.96249531314,55926.2869081809,21,0,0.25167540821712464,0.5151326486375183,0.31895173847442493,0.7072316964739003,1.0256380634033122,1.376279197528493,1.6862416404415856,0.0093657001090664,-0.007954643633286018,-0.001504655378096409,0.0026470857006886117,-5.299241178007286e-4,0.0011148898746997649,-0.004520893102785584,0.6605070159440418,0.4588521778617076,2.6564586121248002e-6,0.08066608638952855,0.4604790792901517,0.35757235873708915,0.08344697790139821,0.017832841223220264,0.004160095596184397,0.12452786809038503,0.21080502036938875,0.2184654047993334,0.14770855438530706,0.29433305675940136,0.026564586121248002,806.6608638952855,4604.790792901517,3575.7235873708914,834.4697790139821,178.32841223220265,41.60095596184397,1245.2786809038503,2108.0502036938874,2184.654047993334,1477.0855438530705,2943.3305675940137,200000,200000,0.22763,0.292295,0.470105,0.569375,0.600105,0.81712,0.30498348531338587,0.631956126533722,0.8791084978822634,1.169929843502008,1.4928039557601482,1.8569236988580258,0.2751861647967384,0.5642346201940172,0.8696943005990866,1.1937769542386383,1.523800111608153,2.445840614058098,1.2189721904025919,1.2704625616506346,3,0.7361586941714312,-0.029797320516647463,-0.06772150633970486,-0.009414197283176828,0.02384711073663026,0.030996155848004747,0.5889169152000724
