ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,la,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_dpri,gen_la,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_dpri,diff_la,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.6245,0.1629,0.46160000000000007,5955,1308,1108,685,409,535,2162,712,881,897,871,4477,0.785091368675512,0.5609963872976056,0.31732105856285087,0.08734158531365724,-0.13147444628243637,-0.24171629801002162,-0.6016607225813773,-0.9826088236895401,-1.3141373113403907,-1.6118251211466295,TRUE,0.6671064083348284,0.9578662202149476,1,1.9342025494255064,0.6904489850824882,0.24253513555453915,0.6006475125210462,0.9801200146521903,1.3150766028653726,1.6156207338774033,-28114.89838455765,0,136,NA,20000,10000,10000,7,56243.7967691153,56299.12118198306,47,0,1.90619745105505,0.7006897053215653,0.2582032696227543,0.6214357361313887,0.9977778311236762,1.3337035064701923,1.6206629769527354,-0.028005098370456505,0.010240720239077072,0.015668134068215156,0.020788223610342493,0.0176578164714859,0.018626903604819667,0.005042243075332076,0.6236739558497758,0.16351344031444048,0.5958172324274928,0.1301453750019107,0.11052395225615597,0.0692713608018316,0.041153910368250446,0.05308816914435843,0.2157509372749416,0.07192311660228659,0.08865199027299606,0.08903505009451292,0.08668986061498646,0.44794904514027645,5958.1723242749285,1301.453750019107,1105.2395225615596,692.7136080183161,411.53910368250445,530.8816914435844,2157.509372749416,719.2311660228659,886.5199027299606,890.3505009451292,866.8986061498646,4479.490451402765,200000,200000,0.664865,0.538585,0.54075,0.539435,0.53423,0.66976,-0.6501651553274932,0.4171066818237705,0.7809586431498632,1.136934780213789,1.4543870124566256,2.0375487002173225,-0.3170812480709469,0.4313511445066737,0.7969451696152094,1.1494332893996595,1.4644759293096679,2.3847616682594697,0.3618867462768353,0.36225339389619293,3,0.9479247771544266,0.3330839072565463,0.014244462682903247,0.015986526465346262,0.012498509185870477,0.010088916853042251,0.3472129680421472
