ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,mu,sig,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.7101388888888889,0.15902777777777777,0.5511111111111111,1944,2014,2097,189,352,604,412,619,1056,868,957,3288,1.5785276355992706,1.0660768823810571,0.553790512246376,0.22647328709930536,-0.10883503703752984,0.612812991016627,-0.1249595729057915,-0.99846164229190415,-1.113356020249461,-1.3793794957302568,TRUE,0.7963144836793421,1.14152788000924,1,0.3476317865327215,0.2957632482384454,0.8632793626555243,1.0295708956284657,1.2433818855878565,1.3299129193015498,1.4512417248440774,-22254.038288790598,0,502,NA,14400,7200,7200,7,44522.076577581196,44575.10146198014,48,0,0.6696162221293919,0.19178427424754096,0.27824342053113355,0.26815555407581554,0.26181675114550995,0.06473564253463071,0.05889419807485485,0.0681544336380554,0.04721798592842002,0.09355790432252725,0.18960788761966085,0.08591175442864729,0.11710051422603285,0.46660395347471173,2003.3526278241616,1930.719989345872,1885.0806082476718,466.0966262493411,424.03822613895494,490.7119221939989,339.9694986846241,673.6169111221963,1365.1767908615582,618.5646318862605,843.1237024274365,3359.5484650179246,200000,200000,0.57689,0.554045,0.57137,0.52654,0.539275,0.71798,0.745347949588453,0.9462894921756859,1.126723409764345,1.2842153818339344,1.3851842040783935,1.6277699130386667,0.7681863051032656,0.9550833127301697,1.1418770190698981,1.2867176800233135,1.3900081745997,1.850247743666474,439.50128467047153,479.00580889129327,3,0,0.022838355514812614,0.008793820554483744,0.015153609305553095,0.002502298189379193,0.004823970521306453,0.22247783062780724
