ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,do,dn,g1,g2,g3,g4,g5,g6,chk_sumg,ro1,ro2,ro3,ro4,ro5,ro6,rn1,rn2,rn3,rn4,rn5,rn6,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,ChiSq,G,df,pG
12,100,100,0.59,0.27,0.31999999999999995,28,32,13,12,9,6,12,14,15,6,10,43,1.17498679206609,0.6433454053929168,0.2275449766411493,0.0752698620998299,-0.17637416478086135,0.5828415072712162,-0.2533471031357998,-0.612812991016627,-1.0364333894937894,-1.554773594596853,TRUE,0.6479878939679602,0.7614861284620448,12,0.3890874547626666,0.10403419254746493,0.1964248940770315,0.3052709578082651,0.18579707145559152,0.11943491234695841,0.12607855287991107,0.06699361143224247,1,0,0,0,0,0,1,1,0,0,0,0,0,-322.98183490026855,0,138,NA,200,100,100,7,659.9636698005371,683.0518913663734,49,0,0.5800019483691632,0.2799956552735125,0.28002418137297114,0.273512340204491,0.16646782314902542,0.10700959767896534,0.11296207243349667,0.06002398516105051,0.11999843198857293,0.18649385782168584,0.11350576182057812,0.07296428629207818,0.0770229696397062,0.4300146924373788,28.002418137297113,27.3512340204491,16.64678231490254,10.700959767896535,11.296207243349667,6.002398516105051,11.999843198857294,18.649385782168583,11.35057618205781,7.296428629207819,7.70229696397062,43.00146924373788,0.6857593012813762,0.5,0.5,0.5,0.5,0.9524118147652917,5.461737650462402,5.47264096346453,3,0.1402841789489806
13,100,100,0.46,0.23,0.23,9,25,43,10,8,5,6,22,26,9,14,23,1.5547735945968528,0.5828415072712162,-0.10043372051146975,-0.3318533464368165,-0.7388468491852137,1.3407550336902165,0.41246312944140484,-0.7388468491852137,-1.1263911290388005,-1.6448536269514726,TRUE,0.7372069488692512,0.45233209909862915,13,0.18868316968832496,0.017339273077708255,0.07394149277491802,0.262008126490058,0.384602253387891,0.10592400700814662,0.12264005142385263,0.05088406891513375,1,0,0,0,0,0,1,1,0,0,0,0,0,-321.3937955123687,0,150,NA,200,100,100,7,656.7875910247374,679.8758125905737,10,0,0.4154041386041343,0.2746026999560069,0.08999867411762859,0.25746509603626816,0.37793352989009643,0.10408736172514729,0.12051356208195027,0.05000177614890932,0.059989977546660106,0.21257160269981426,0.3120342811493914,0.08593792961976117,0.09949993779046094,0.2299662711939121,8.999867411762859,25.746509603626816,37.79335298900964,10.408736172514729,12.051356208195028,5.000177614890932,5.998997754666011,21.257160269981426,31.20342811493914,8.593792961976117,9.949993779046094,22.99662711939121,0.5963307140227742,0.5,0.5,0.5,0.5,0.9102409642699811,4.678329928102737,4.698088975348184,3,0.19528725958542448
14,100,100,0.88,0.17,0.71,66,13,4,4,9,4,9,3,0,1,8,79,1.3407550336902165,1.17498679206609,1.17498679206609,1.1263911290388005,0.8064212470182404,-0.4124631294414046,-0.8064212470182404,-0.9541652531461942,-1.1263911290388005,-1.7506860712521695,TRUE,0.3918899882042765,1.5205270275355596,14,0.7740215071137336,0.43506522335373216,0.39816849887396677,0.20232439590271475,0.05057932840908329,0.06321523385840763,0.21492664772968487,0.07078589522614265,1,0,0,0,0,0,1,1,0,0,0,0,0,-193.01915519353065,0,136,NA,200,100,100,7,400.0383103870613,423.12653195289755,31,0,0.8528716802443701,0.19712143566022872,0.6600044553326763,0.11430008740939122,0.028574021597703694,0.0357124840204411,0.1214195377305006,0.03998941390928701,0.08997751729032606,0.045720962060219764,0.011429840405084159,0.014285283274775833,0.04856879993505167,0.7900175970345426,66.00044553326762,11.430008740939122,2.8574021597703694,3.57124840204411,12.14195377305006,3.998941390928701,8.997751729032606,4.5720962060219765,1.142984040508416,1.4285283274775833,4.856879993505167,79.00175970345425,0.8295926412606085,0.5,0.5,0.5,0.5,0.9898761179618956,4.240228693945255,6.299993772969594,3,0.09789291990864957
15,100,100,0.77,0.15,0.62,35,38,12,0,1,14,5,14,4,3,3,71,1.6448536269514715,0.8778962950512288,0.7388468491852137,0.6433454053929168,0.5533847195556728,0.3853204664075676,-0.612812991016627,-1.0364333894937894,-1.0364333894937894,-1.080319340814956,TRUE,0.6950290296737263,1.3615993388001164,15,0.6440857198737994,0.24373272040887506,0.14053890366241872,0.4675400042975616,0.1438509114792369,0.02697432682987067,0.03595977757415897,0.1851360761567531,1,0,0,0,0,0,1,1,0,0,0,0,0,-237.30069434675954,0,146,NA,200,100,100,7,488.6013886935191,511.68961025935533,16,0,0.7323774396088669,0.18760736060038233,0.35001769475837163,0.35358520715013975,0.10878973749110621,0.020399800770428182,0.027195203160711147,0.140012356669243,0.05001980272673522,0.16640416405976738,0.05119859360463041,0.00960054811554228,0.012798598348805083,0.7099782931445195,35.001769475837165,35.358520715013974,10.87897374911062,2.0399800770428183,2.7195203160711148,14.0012356669243,5.0019802726735225,16.640416405976737,5.119859360463041,0.9600548115542279,1.2798598348805084,70.99782931445195,0.8481719982430196,0.5,0.5,0.5,0.5,0.9535953606561128,8.710395400492892,10.957820812297568,3,0.011956154565334942
16,100,100,0.77,0.51,0.26,12,16,21,24,12,15,2,8,13,14,21,42,2.053748910631822,1.2815515655446008,0.7388468491852137,0.3318533464368165,-0.2018934791418509,1.17498679206609,0.5828415072712162,0.025068908258711057,-0.612812991016627,-1.0364333894937894,TRUE,0.9700077604302202,0.8148929706391307,16,0.30500601503740776,0.09390568836868038,0.02879005832552672,0.14992310453400287,0.2123309815187135,0.23733701328831433,0.20610679978965019,0.16551204254379237,1,0,0,0,0,0,1,1,0,0,0,0,0,-330.73598050160456,0,226,NA,200,100,100,7,675.4719610032091,698.5601825690454,50,0,0.7282266718022776,0.5517714368134571,0.11999219644897405,0.1358444722003677,0.19239189453720115,0.21504971768010853,0.1867521988779373,0.14996952025541124,0.02000891736296327,0.10419565585804993,0.1475687549767092,0.1649477966443653,0.14324298611369615,0.4200358890442161,11.999219644897405,13.584447220036768,19.239189453720115,21.504971768010854,18.67521988779373,14.996952025541125,2.000891736296327,10.419565585804994,14.75687549767092,16.49477966443653,14.324298611369615,42.00358890442161,0.8912991475600383,0.5,0.5,0.5,0.5,0.8630713743668943,7.525623983812822,7.520409416152041,3,0.05703635923495953
17,100,100,0.73,0.28,0.44999999999999996,9,49,14,10,17,1,0,14,13,14,39,20,Inf,1.080319340814956,0.612812991016627,0.2275449766411493,-0.8416212335729142,1.3407550336902165,-0.2018934791418509,-0.5828415072712162,-0.9153650878428141,-2.3263478740408408,FALSE,NA,NA,17,0.19113237252516788,0.09002594324880552,1.542276194512283e-13,0.36652250123322117,0.15707256080185383,0.13965350057375706,0.32577176362332105,0.01097967376769271,1,0,0,0,0,0,1,1,0,0,0,0,0,-307.18703542782316,0,1995,NA,200,100,100,7,628.3740708556463,651.4622924214826,49,0,0.5764809044140267,0.4335161340561037,0.09002594324894586,0.33352596733778894,0.14293195535716158,0.12708106245660697,0.2964438533193047,0.009991218280192008,1.247497286366063e-13,0.2964681859886568,0.1270509095971918,0.11296119567764998,0.2635062335402875,0.20001347519608914,9.002594324894586,33.352596733778896,14.293195535716158,12.708106245660696,29.64438533193047,0.9991218280192008,1.247497286366063e-11,29.646818598865682,12.70509095971918,11.296119567764999,26.350623354028752,20.001347519608913,0.9999999999992204,0.5,0.5,0.5,0.5,0.9777987391544134,28.301647429313466,29.59198194704915,3,1.6815329536568058e-6
18,100,100,0.75,0.17,0.58,73,6,4,8,4,5,17,4,4,5,5,65,0.9541652531461942,0.8064212470182404,0.6744897501960817,0.5244005127080407,0.3853204664075676,-0.612812991016627,-0.8064212470182404,-0.9541652531461942,-1.3407550336902165,-1.6448536269514726,TRUE,0.5310868403784413,1.2381791872779957,18,0.6090704143781843,0.5222044666569038,0.43484434759306856,0.1151515149960266,0.09207542000063113,0.14964961913322888,0.10359990281414885,0.10467919546289595,1,0,0,0,0,0,1,1,0,0,0,0,0,-215.02831649568213,0,134,NA,200,100,100,7,444.05663299136427,467.1448545572005,18,0,0.7489953395575305,0.17101674243385206,0.7299711536363647,0.05501887952279207,0.04399322440699114,0.07150191958835231,0.04949957081937918,0.05001525202612059,0.16999352061454706,0.045016134041120974,0.035995005786801364,0.058502463596215706,0.04050026707759559,0.6499926088837192,72.99711536363647,5.5018879522792075,4.399322440699114,7.150191958835231,4.949957081937918,5.001525202612059,16.999352061454704,4.501613404112097,3.599500578680136,5.850246359621571,4.050026707759559,64.99926088837192,0.8576884264916037,0.5,0.5,0.5,0.5,0.9685210308961716,0.8115046205028289,0.8119710146105661,3,0.8466016340589122
19,100,100,0.49,0.21,0.28,14,25,40,6,8,7,12,20,19,9,10,30,1.17498679206609,0.46769879911450835,-0.025068908258711057,-0.2533471031357998,-0.5244005127080407,1.080319340814956,0.27931903444745404,-0.8064212470182404,-1.0364333894937894,-1.4757910281791702,TRUE,0.6360128894627279,0.41716459074123946,19,0.24724155548755608,9.291107820114944e-7,0.14833480118436876,0.25675488908474203,0.3365935092189796,0.0856016256713823,0.10269962711199049,0.07001554772853691,1,0,0,0,0,0,1,1,0,0,0,0,0,-327.4991385132151,0,157,NA,200,100,100,7,668.9982770264302,692.0864985922665,40,5.684341886080802e-14,0.44169170843233246,0.25831656050698515,0.14833559247568764,0.25675465053100627,0.3365931964863211,0.08560154613798893,0.10269953169265963,0.0700154826763366,0.11166027420660804,0.19327441092839548,0.25337360643266404,0.06443734658812622,0.07730801155682997,0.2999463502873763,14.833559247568765,25.675465053100627,33.659319648632106,8.560154613798893,10.269953169265964,7.00154826763366,11.166027420660804,19.32744109283955,25.337360643266404,6.443734658812622,7.730801155682997,29.994635028737633,0.500003131786399,0.5,0.5,0.5,0.5,0.9121429636511259,5.877412031953553,5.922194714392837,3,0.11545759423517288
20,100,100,0.55,0.23,0.32000000000000006,5,40,32,6,11,6,1,27,17,5,24,26,2.3263478740408408,0.5828415072712162,0.12566134685507413,0,-0.6433454053929168,1.6448536269514715,0.12566134685507413,-0.7388468491852137,-0.9541652531461942,-1.554773594596853,TRUE,0.8953025443313246,0.742821911970252,20,0.2107755951973808,0.03783885645414457,0.012670382098490517,0.38250744873779996,0.27980704031698445,0.0628139882577569,0.19984330429326178,0.06235783629570646,1,0,0,0,0,0,1,1,0,0,0,0,0,-305.796582539772,0,142,NA,200,100,100,7,625.593165079544,648.6813866453803,16,0,0.4672854668132841,0.31271692804086865,0.05002980578319115,0.3680338042923693,0.26921946188357104,0.060437178772759316,0.1922814621887871,0.05999828707932218,0.00999977477030294,0.30188421356265854,0.22083054485375453,0.0495743324960069,0.15772121288463825,0.2599899214326389,5.002980578319114,36.80338042923693,26.921946188357104,6.043717877275932,19.22814621887871,5.999828707932218,0.999977477030294,30.188421356265856,22.083054485375452,4.95743324960069,15.772121288463826,25.998992143263887,0.8781631355728503,0.5,0.5,0.5,0.5,0.905353396077684,10.556186439431796,10.659274600287938,3,0.013718471784565422
21,100,100,0.78,0.19,0.5900000000000001,65,14,2,0,9,10,13,7,2,0,2,76,1.1263911290388005,0.8416212335729144,0.7721932141886849,0.7721932141886849,0.7063025628400875,-0.3853204664075676,-0.8064212470182404,-0.8778962950512285,-0.8778962950512285,-1.2815515655446008,TRUE,0.479747705077111,1.2495191188181836,21,0.7160156959985773,0.35456335632791125,0.45773890117836574,0.22596744219954154,0.04301729610526273,4.0700354049189113e-13,0.11834453634614256,0.1549318241702804,1,0,0,0,0,0,1,1,0,0,0,0,0,-190.4938803497841,0,158,NA,200,100,100,7,394.9877606995682,418.07598226540443,6,0,0.7936218930399911,0.17638257692690645,0.6500048163826255,0.1458476674724388,0.027764939218029194,2.626949991377433e-13,0.07638390033618377,0.09999867659045998,0.1299906632655142,0.06417120680001852,0.01221623689447615,1.1558261717270457e-13,0.03360799078663037,0.7600139022532452,65.00048163826256,14.58476674724388,2.7764939218029197,2.626949991377433e-11,7.638390033618377,9.999867659045998,12.99906632655142,6.417120680001852,1.221623689447615,1.1558261717270457e-11,3.360799078663037,76.00139022532451,0.7727390223822569,0.5,0.5,0.5,0.5,0.9710543411612441,1.5832153183775832,1.6060401429405615,3,0.6580210346042412
22,100,100,0.64,0.2,0.44,30,24,26,8,3,9,7,21,8,5,11,48,1.4757910281791708,0.5828415072712162,0.35845879325119373,0.2275449766411493,-0.050153583464733656,0.5244005127080407,-0.10043372051146975,-0.8416212335729142,-1.17498679206609,-1.3407550336902165,TRUE,0.708253891491824,0.934414408672457,22,0.41357019766369607,0.2050972390240695,0.11939644953123929,0.3257803753821871,0.2461479221025088,0.09408918742386992,0.10134700500455411,0.11323906055564081,1,0,0,0,0,0,1,1,0,0,0,0,0,-310.55828791760257,0,198,NA,200,100,100,7,635.1165758352051,658.2047974010414,25,0,0.5945865652572498,0.24536681084197698,0.30000580640717495,0.2589637198630756,0.1956636628877725,0.07479175486121599,0.0805610140947615,0.09001404188599947,0.07001763629826115,0.1910473211404229,0.14434847730406616,0.05517670358296349,0.05943290411219707,0.47997695756208925,30.000580640717494,25.89637198630756,19.56636628877725,7.479175486121599,8.05610140947615,9.001404188599947,7.001763629826114,19.10473211404229,14.434847730406617,5.517670358296349,5.943290411219707,47.99769575620893,0.8418221158454959,0.5,0.5,0.5,0.5,0.9308229709237626,12.871387001536757,13.36785027555253,3,0.003905018112671632
