ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,rateO,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,100,100,0.56,0.14,0.42000000000000004,3,39,44,7,4,3,0,20,24,21,21,14,Inf,0.8416212335729144,0.1509692154967774,-0.3853204664075676,-1.080319340814956,1.8807936081512504,0.20189347914185077,-1.080319340814956,-1.4757910281791702,-1.8807936081512509,FALSE,NA,NA,1,0.40131626538880993,0.021638699039423056,0.5494577071390275,1.7066653840702117,2.710195966380587,4.528688065225215,-290.21815142622296,0,129,NA,200,100,100,6,592.4363028524459,612.2262070517341,29,0,0.5041342999746639,0.18146991727238126,0.0214062619555509,0.40133096705016996,0.3957928537218979,0.11494614825703509,0.055728940117005465,0.010794828898340714,0.008646365197466442,0.18924106131234383,0.2979782735155258,0.16712532725377122,0.17456728419429046,0.16244168852660223,2.14062619555509,40.133096705016996,39.57928537218979,11.494614825703508,5.572894011700546,1.0794828898340714,0.8646365197466442,18.92410613123438,29.79782735155258,16.712532725377123,17.456728419429048,16.244168852660223,200000,200000,0.500645,0.5263,0.55589,0.551305,0.58583,0.712765,0.01077484154543694,0.2623878877550848,1.0190771842136759,2.125062794462986,3.3555484844841628,5.5319716837268045,0.010792609395325687,0.2762763090967086,1.0838962950941518,2.174832029414804,3.5110634453887375,7.011583289122629,9.807388631674785,10.660533876735471,4,0.030656071871578483,1.7767849888746315e-5,0.013888421341623769,0.06481911088047587,0.04976923495181795,0.15551496090457473,1.4796116053958244
2,100,100,0.74,0.12,0.62,4,28,56,10,1,1,1,4,21,26,20,28,2.3263478740408408,1.6448536269514715,0.6433454053929168,-0.050153583464733656,-0.5828415072712162,1.7506860712521695,0.46769879911450835,-1.17498679206609,-2.0537489106318225,-2.3263478740408408,TRUE,0.679689550608206,1.2498942119796594,2,0.17694481735638432,0.04325158533805714,0.36846033053613103,1.985165786472312,4.249905799560605,6.912622674168922,-268.79033896697206,0,127,NA,200,100,100,6,549.5806779339441,569.3705821332323,36,0,0.703797365389571,0.13735784015743513,0.042329576080822245,0.26587177158374087,0.5544408121780018,0.12309226248804361,0.013270433238006363,9.951444313851532e-4,0.00762393312798345,0.05549332428440217,0.23308537719804334,0.23237403852858352,0.17712248304037836,0.29430084382060917,4.232957608082224,26.587177158374086,55.444081217800175,12.309226248804361,1.3270433238006363,0.09951444313851532,0.762393312798345,5.549332428440217,23.308537719804335,23.23740385285835,17.712248304037836,29.43008438206092,200000,200000,0.50439,0.520525,0.605795,0.64169,0.66266,0.849015,0.021473668564841716,0.19717545065119255,0.9676863389470448,2.723350352938303,5.052796704556612,7.91345885597768,0.021517718492240576,0.2039842869384262,1.137766926170047,3.0409302663398705,5.476127054067821,12.55861646890472,10.184263617603532,4.911562982126766,4,0.2964926446551741,4.404992739885996e-5,0.006808836287233666,0.17008058722300212,0.31757991340156755,0.4233303495112093,4.64515761292704
3,100,100,0.47,0.22,0.24999999999999997,2,41,35,3,16,3,0,30,23,2,28,17,Inf,0.5244005127080407,-0.0752698620998299,-0.125661346855074,-0.9541652531461942,2.053748910631822,0.17637416478086118,-0.7721932141886849,-0.8778962950512285,-1.8807936081512509,FALSE,NA,NA,3,0.5161636301664972,0.013283939314437596,0.6101113588415121,1.4790310614364937,1.5921508487380422,3.465049895540366,-276.8198256794004,0,129,NA,200,100,100,6,565.6396513588008,585.4295555580891,32,0,0.4660687881008352,0.22785836221102107,0.013196097185949314,0.4435135372940002,0.3154320033090294,0.02437089226419631,0.17221602486506993,0.031271445081754834,0.006833232900579035,0.26331753225908944,0.26378044673949635,0.026433752960671963,0.27242971048086195,0.16720532465930127,1.3196097185949314,44.351353729400024,31.543200330902938,2.437089226419631,17.221602486506992,3.1271445081754834,0.6833232900579035,26.331753225908944,26.378044673949635,2.6433752960671963,27.242971048086197,16.720532465930127,200000,200000,0.4982,0.5256,0.535715,0.50417,0.56874,0.660685,0.006633513931853535,0.2816149179577317,0.9815068059622846,1.5344515656393944,2.2524770928463487,4.466670391644836,0.006649144103062448,0.29634316248829357,1.012482799738726,1.5351557364171786,2.3789549790552704,5.403973552609846,2.3306410466480925,3.6474978579393857,4,0.45580804161690813,1.563017120891335e-5,0.014728244530561874,0.030975993776441446,7.041707777841744e-4,0.12647788620892175,0.9373031609650093
4,100,100,0.88,0.19,0.69,0,52,29,16,3,0,0,6,6,10,41,37,Inf,1.5547735945968528,1.17498679206609,0.7721932141886849,-0.3318533464368165,Inf,-0.050153583464733656,-0.8778962950512285,-1.8807936081512509,-Inf,NA,NA,NA,4,0.07295133713465843,2.7742131740005883e-10,0.7447893046171147,1.6672944934652856,3.421553965707206,13.645062753237761,-239.96205275560845,0,215,NA,200,100,100,6,491.9241055112169,511.71400971050514,23,0,0.8854747273615633,0.1887570588889228,2.7742131736157757e-10,0.5251656649194998,0.2860772759141561,0.1560954184753005,0.03266045457786704,1.1858357552574361e-6,2.023825605378798e-11,0.0528836916347923,0.06164158098340615,0.10636776625225638,0.40954082745461395,0.36956613365469293,2.7742131736157757e-8,52.51656649194998,28.60772759141561,15.60954184753005,3.2660454577867037,1.1858357552574361e-4,2.023825605378798e-9,5.28836916347923,6.164158098340615,10.636776625225638,40.95408274546139,36.956613365469295,200000,200000,0.498345,0.555765,0.570075,0.629915,0.86942,0.93235,1.3898889374551227e-10,0.32617549889464453,1.1351632930115574,2.3011142685855233,4.420625371786936,14.649057097439437,1.3828700832218747e-10,0.36961420788482563,1.2002352434062975,2.5270492247337533,7.903000205021207,27.32073926939408,0.18025434814102276,0.17781295812604322,4,0.9962744405698619,-7.018854233248043e-13,0.043438708990181096,0.06507195039474012,0.22593495614823,3.482374833234271,12.671682171954641
5,100,100,0.7,0.07,0.6299999999999999,43,27,23,4,0,3,12,9,9,8,5,57,1.17498679206609,0.8064212470182404,0.5244005127080407,0.3054807880993974,0.17637416478086118,0.17637416478086118,-0.5244005127080407,-1.4757910281791702,-1.8807936081512509,-1.8807936081512509,TRUE,0.434295375223479,1.0826757775815545,5,0.15829101439617632,0.6029194158768412,1.2545139088211812,2.3917560799049404,3.1826502868961635,3.5853742561372153,-268.2015697801098,0,113,NA,200,100,100,6,548.4031395602196,568.1930437595079,19,0,0.6848239397104123,0.09146891603285712,0.4527882368262713,0.26199730840917995,0.19374553873169165,0.049993328908208845,0.01374929817029158,0.027726288954356693,0.09102412557031468,0.08908028697318722,0.13507164774608582,0.08058462455813614,0.03731673526949397,0.5669225798827822,45.27882368262713,26.199730840917994,19.374553873169166,4.9993328908208845,1.374929817029158,2.7726288954356693,9.102412557031467,8.908028697318722,13.507164774608583,8.058462455813615,3.7316735269493972,56.692257988278214,200000,200000,0.54348,0.54458,0.578255,0.5538,0.530315,0.86309,0.27123453769887723,0.8937945657886476,1.7165529370353565,2.735268975073314,3.3703222716082717,4.5865019641537135,0.29633713822809493,0.9229603040333887,1.8059342949473067,2.7788368652332136,3.3822500330010503,9.900710948440931,3.896449519889178,6.699361135944939,4,0.15265448821763372,0.0251026005292177,0.029165738244741113,0.08938135791195023,0.04356789015989948,0.011927761392778624,5.314208984287218
6,100,100,0.65,0.23,0.42000000000000004,21,32,24,9,3,11,9,17,9,7,5,53,1.3407550336902165,0.6433454053929168,0.3853204664075676,0.20189347914185077,0.0752698620998299,0.8064212470182404,-0.0752698620998299,-0.7388468491852137,-1.080319340814956,-1.2265281200366105,TRUE,0.5934486557464755,0.8040293268622787,6,0.30479198082207665,0.2539567974704958,0.8199572463215105,1.4205801306001313,1.8542229144289168,2.1268979748003014,-302.3998908895481,0,109,NA,200,100,100,6,616.7997817790962,636.5896859783844,28,0,0.6485725344385158,0.2415738318660985,0.22427468538165118,0.33527482963646305,0.19887665311578728,0.0849992646166069,0.03736806476570953,0.11920650248378206,0.07448412603555872,0.14664997520427925,0.13029336432164626,0.08029892811867584,0.045319435758126914,0.522954170561713,22.42746853816512,33.52748296364631,19.88766531157873,8.499926461660689,3.736806476570953,11.920650248378205,7.448412603555872,14.664997520427924,13.029336432164627,8.029892811867583,4.531943575812692,52.2954170561713,200000,200000,0.51407,0.53276,0.535535,0.52425,0.5157,0.766175,0.12153294663224458,0.5102840343023091,1.0906029279479554,1.6215174446379363,1.9847926164654495,3.124283374760733,0.12517763696969783,0.5286447281320092,1.1109162917987998,1.6325227046906121,1.9887893479215126,5.4083074136808635,3.387591846233833,3.4681460594076294,4,0.4827383067702896,0.003644690337453252,0.01836069382970018,0.020313363850844368,0.01100526005267577,0.003996731456063163,2.2840240389201307
7,100,100,0.73,0.12,0.61,18,37,33,9,3,0,2,7,18,16,10,47,2.053748910631822,1.3407550336902165,0.612812991016627,0.17637416478086118,-0.0752698620998299,0.9153650878428139,-0.125661346855074,-1.17498679206609,-1.8807936081512509,-Inf,FALSE,NA,NA,7,0.1427408465496733,0.1907777266983483,0.7759791875381821,2.175711607733665,3.7804752373321966,5.304645194292964,-282.81946417899644,0,143,NA,200,100,100,6,577.6389283579929,597.4288325572811,13,0,0.7330342028415622,0.11352733798794701,0.1736837642216096,0.3660633493893538,0.3467255484010896,0.09071549018099023,0.017843387052983828,0.0049684607539729475,0.026864332368044756,0.07798562211292563,0.16211584267746748,0.15006926521752062,0.11398230678455451,0.468982630839487,17.36837642216096,36.60633493893538,34.67255484010896,9.071549018099024,1.7843387052983828,0.49684607539729475,2.6864332368044757,7.798562211292563,16.211584267746748,15.006926521752062,11.398230678455452,46.8982630839487,200000,200000,0.51359,0.54177,0.59615,0.60853,0.60397,0.87505,0.09217520370917019,0.45468845234085237,1.3182103210684915,2.7724937808078587,4.355958894530216,6.303007614973331,0.09524989225214069,0.47948261308433904,1.4522044758308976,2.9468290960037336,4.515246974914411,12.300158947239128,1.6285932160211454,2.50050758911473,4,0.6445449035451672,0.003074688542970494,0.02479416074348667,0.13399415476240617,0.17433531519587486,0.1592880803841945,5.997151332265797
8,100,100,0.59,0.25,0.33999999999999997,31,19,25,6,11,8,18,10,13,9,7,43,0.9153650878428139,0.5828415072712162,0.2275449766411493,0,-0.17637416478086135,0.49585034734745304,0,-0.6744897501960817,-0.8778962950512285,-1.4050715603096322,TRUE,0.5868922178040431,0.5988151100214828,8,0.37936390410798737,0.41574456252993,0.744705359014566,1.3680716009578082,1.721380668414513,2.3104919299931788,-323.5626475142707,0,107,NA,200,100,100,6,659.1252950285414,678.9151992278296,13,0,0.5951171609632644,0.254597451950751,0.3401512009329223,0.1849746023365596,0.2202767447797671,0.07577836442030894,0.07960665354919905,0.09921243398124302,0.1459098087039391,0.1002043544119923,0.1587686759208042,0.07465062798452837,0.10423651303396586,0.41623001994477016,34.015120093292225,18.49746023365596,22.02767447797671,7.577836442030894,7.960665354919905,9.921243398124302,14.59098087039391,10.02043544119923,15.876867592080421,7.465062798452838,10.423651303396586,41.623001994477015,200000,200000,0.520855,0.516625,0.53314,0.51688,0.53108,0.72638,0.1935370348983875,0.571026696705019,1.0238736398496036,1.5343496696211993,1.987583922589092,3.3097932366838383,0.20222717230479592,0.5772917387133245,1.0438847947310754,1.5405666761351082,2.005452052555128,4.942325076798662,5.346436269244563,5.3725369289123766,4,0.2511628427511998,0.008690137406408421,0.006265042008305466,0.02001115488147187,0.006217006513908885,0.01786812996603593,1.6325318401148237
9,100,100,0.74,0.07,0.6699999999999999,19,56,18,5,2,0,0,13,13,12,24,38,Inf,1.1263911290388005,0.6433454053929168,0.3054807880993974,-0.3054807880993974,0.8778962950512288,-0.6744897501960817,-1.4757910281791702,-2.0537489106318225,-Inf,NA,NA,NA,9,0.11213076757354162,0.187344117319501,1.3759699670105057,2.7210316018727525,4.197588385796452,8.583633946827158,-269.6113720239932,0,121,NA,200,100,100,6,551.2227440479865,571.0126482472747,14,0,0.7370412913479871,0.06580683294635614,0.17084164046546332,0.5765638908948199,0.18678763569336065,0.05077504893849216,0.014844640337771331,1.8714367009264876e-4,0.020787928789955768,0.12218739626052096,0.1199833836015361,0.11246313542908115,0.24263728213588182,0.3819408737830242,17.08416404654633,57.65638908948198,18.678763569336066,5.077504893849216,1.484464033777133,0.018714367009264876,2.0787928789955767,12.218739626052095,11.99833836015361,11.246313542908116,24.26372821358818,38.19408737830242,200000,200000,0.512995,0.584485,0.597125,0.6065,0.748825,0.898455,0.09063000091900066,0.6681408732672522,1.9014189509011141,3.2850356263109144,5.137968878417494,9.581371069964883,0.09311908902177073,0.7688914370503632,2.0316262934173523,3.4382516745642673,6.214083531295013,17.487389496927555,0.6552549741202216,4.821349533072691,4,0.3061241268234982,0.0024890881027700706,0.10075056378311098,0.13020734251623822,0.1532160482533529,1.0761146528775187,7.906018426962673
10,100,100,0.68,0.32,0.36000000000000004,18,36,14,11,14,7,3,16,13,8,27,33,1.8807936081512504,0.8778962950512288,0.46769879911450835,0.2533471031357998,-0.4399131656732338,0.9153650878428139,-0.10043372051146975,-0.4676987991145081,-0.8064212470182404,-1.4757910281791702,TRUE,0.9649882755804842,0.9814110741003935,10,0.362147447212037,0.16612787488614567,0.7164560523791557,1.1291116435203703,1.5145452172477367,2.9375220488355795,-326.46861313404327,0,135,NA,200,100,100,6,664.9372262680865,684.7271304673748,46,0,0.664377412062751,0.32332035261173075,0.15306207482620832,0.3584575844020071,0.16515998816005384,0.10341218005807529,0.16691128268289301,0.052996889870762454,0.058388759832161144,0.17014528048864203,0.10708854761644573,0.08655498903752101,0.23268620710293902,0.34513621592229105,15.306207482620831,35.84575844020071,16.515998816005386,10.341218005807528,16.6911282682893,5.299688987076245,5.838875983216115,17.014528048864204,10.708854761644574,8.6554989037521,23.268620710293902,34.51362159222911,200000,200000,0.50991,0.53026,0.522145,0.51951,0.57402,0.734775,0.08075256870122274,0.4162046342718146,0.9087277989115105,1.309715659697215,2.0630181124438844,3.935352451705843,0.08228013674878533,0.4317703083173071,0.9175987407854276,1.3171805076274425,2.1651179090365917,5.698977029094277,4.5247493523906,4.738497898325283,4,0.31519647848305876,0.0015275680475625858,0.015565674045492528,0.008870941873917126,0.007464847930227503,0.10209979659270729,1.7636245773884345
