ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,rateO,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,7200,7200,0.6697222222222222,0.15944444444444444,0.5102777777777778,1702,2309,2041,625,345,178,429,802,1147,931,1175,2716,1.55828093359063,0.9503303060863273,0.4391462681597099,0.1014834853345374,-0.31278443118242577,0.7179667675992397,-0.14357848215210414,-0.9967437890680434,-1.4564155561322722,-1.9647390789543244,TRUE,0.6836260122470351,1.0727960142288875,1,0.23939085434005822,0.26692972895342754,0.8067125186639439,1.7749235982254308,2.6248216008624516,4.013396777354755,-22672.311150205747,0,111,NA,14400,7200,7200,6,45356.622300411495,45402.07220132488,26,0,0.6538348537807916,0.16949639883044165,0.2342731219960631,0.31940394264542393,0.2768265365280713,0.09704371745319951,0.05438077675266295,0.018071904624579194,0.06190169797136728,0.11371492925376145,0.17054851899407963,0.1203679709819469,0.15086889579011725,0.3825979870087275,1686.7664783716543,2299.7083870470524,1993.1510630021135,698.7147656630365,391.54159261917323,130.11771329697018,445.6922253938444,818.7474906270825,1227.9493367573734,866.6493910700177,1086.2560496888443,2754.705506462838,200000,200000,0.51761,0.53388,0.560275,0.552505,0.585595,0.807885,0.1270462016675506,0.5127244062870481,1.2138073201451953,2.140289318056516,3.1632015755230722,5.016197635381045,0.13192284989032976,0.5307548993202945,1.2718742759511916,2.186152855021562,3.2801286365801725,8.185336435273227,51.12958498188967,49.63813600065404,4,4.2969106051060635e-10,0.004876648222779167,0.018030493033246442,0.0580669558059963,0.04586353696504597,0.11692706105710027,3.169138799892182
