ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,sha,sca,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,gen_sha,gen_sca,gen_c1,gen_c2,gen_c3,gen_c4,gen_c5,diff_sha,diff_sca,diff_c1,diff_c2,diff_c3,diff_c4,diff_c5,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,10000,10000,0.4498,0.3935,0.05629999999999996,905,2712,2448,2726,648,561,3082,1529,891,1095,415,2988,0.5009589689208659,0.09766287001317432,-0.12616666240147723,-0.41164451336161,-0.5278549709814065,1.3376823713208825,0.3539184496092056,-0.2702083099399453,-1.1704995379099334,-1.5883819346237533,TRUE,0.35019755378785505,2.68210948070775e-4,1,1.0529349408671143,1.194747348655031,0.45996649897075825,0.764218700793532,0.9749849313473133,1.2838612205668638,1.4258637234039966,-32098.373776915498,0,142,NA,20000,10000,10000,7,64210.747553830995,64266.07196669875,45,0,1.0381162157282233,1.1924634013557807,0.4511621044948697,0.7595523664029316,0.9711317499168217,1.274406366236508,1.4174497408326716,-0.014818725138890931,-0.0022839472992504106,-0.008804394475888544,-0.004666334390600491,-0.0038531814304916256,-0.009454854330355866,-0.008413982571324974,0.44604930042148483,0.39581181245655583,0.09272958864719068,0.2672958286680008,0.24416277022825272,0.2753217476935863,0.0654065893676129,0.05508347539535663,0.30651173291178424,0.15806439444223996,0.08937457222449097,0.10600789246251896,0.040249957955002524,0.29979145000396334,927.2958864719068,2672.958286680008,2441.627702282527,2753.217476935863,654.065893676129,550.8347539535663,3065.1173291178425,1580.6439444223997,893.7457222449096,1060.0789246251895,402.49957955002526,2997.9145000396334,200000,200000,0.23746,0.42981,0.484045,0.530735,0.537515,0.887545,0.34235094399975186,0.6281462889104337,0.8695600741075555,1.113305568732116,1.3480124304536478,1.5640202734528907,0.22181808760058805,0.6063255224629771,0.866843883926769,1.1228464705494359,1.3533434367396597,2.5182127946690875,4.9960306316747385,4.99970319343885,3,0.17181887922147643,-0.1205328563991638,-0.021820766447456563,-0.002716190180786504,0.009540901817319813,0.005331006286011908,0.9541925212161968
