ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,muo,sigo,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,nsim,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
11,100,100,0.73,0.39,0.33999999999999997,11,26,24,20,13,6,2,10,15,17,16,40,2.053748910631822,1.17498679206609,0.612812991016627,0.1509692154967774,-0.2533471031357998,1.2265281200366105,0.3318533464368165,-0.27931903444745404,-0.8778962950512285,-1.554773594596853,TRUE,0.8369065261444372,0.9409264831936702,11,1.1312215975781073,1.238465893688943,-1.259738421302413,-0.3251712441935437,0.3161876846478461,0.9043343990121632,1.4706906873704042,-325.1673743293648,0,150,NA,200,100,100,7,664.3347486587296,687.4229702245659,6,0,0.7447629345120097,0.37593002742311055,0.10388187015079062,0.26864386530053075,0.2515442371255681,0.19302097151584952,0.1122216629872872,0.07068739291997383,0.026767379967002587,0.0930370033556915,0.13543268216529622,0.17208340350440343,0.18067737786799365,0.3920021531396126,10.388187015079062,26.864386530053075,25.154423712556813,19.302097151584952,11.22216629872872,7.0687392919973835,2.6767379967002585,9.30370033556915,13.543268216529622,17.208340350440345,18.067737786799366,39.20021531396126,200000,200000,0.508535,0.537135,0.54026,0.54575,0.55431,0.699205,0.5085022669517608,0.5356314102364335,0.5391088075654761,0.546168134615187,0.5535190397463206,0.6997231815683694,-1.7368826241785102,-0.7369167012374517,-0.004339909340613997,0.5929078592376014,1.1563381192862123,1.913786916192236,-1.731957780691667,-0.7048084104120784,0.020571300952693994,0.619972262863755,1.1865383723052325,2.345143309237036,1.2206656808499106,1.2353077196581568,3,0.7445491083139559,0.004924843486843189,0.032108290825373254,0.024911210293307992,0.027064403626153588,0.030200253019020185,0.4313563930448001
12,100,100,0.59,0.27,0.31999999999999995,28,32,13,12,9,6,12,14,15,6,10,43,1.17498679206609,0.6433454053929168,0.2275449766411493,0.0752698620998299,-0.17637416478086135,0.5828415072712162,-0.2533471031357998,-0.612812991016627,-1.0364333894937894,-1.554773594596853,TRUE,0.6479878939679602,0.7614861284620448,12,1.191513158206599,1.5411050906286308,-0.5910484655604438,0.2380883444368449,0.7069766820425305,1.042060581933438,1.4839445275448786,-322.42654976570685,0,120,NA,200,100,100,7,658.8530995314137,681.94132109725,8,0,0.6233945837084471,0.23979048430923466,0.27724397400583434,0.3168497386767636,0.16611580300816742,0.09109868812445854,0.07977997735163345,0.06891181883314268,0.12370206746387487,0.14436710269290892,0.10853624613476914,0.08476670023979938,0.11387706235956002,0.4247508211090877,27.724397400583435,31.68497386767636,16.61158030081674,9.109868812445853,7.977997735163345,6.8911818833142675,12.370206746387487,14.436710269290892,10.853624613476914,8.476670023979938,11.387706235956003,42.475082110908765,200000,200000,0.44948,0.527905,0.52954,0.52659,0.546025,0.760385,0.4471303425759619,0.5277782987944755,0.5301581741757114,0.5280349974683273,0.5449307423263141,0.760484817842129,-1.2083426504641777,-0.16660284038533008,0.46394528480343483,0.8663781107361567,1.2426886546523228,1.9250334919682703,-1.3543991425088464,-0.14392049071728752,0.4780599611095345,0.8757654818090448,1.2625141044211194,2.6131521831764863,4.461680606840517,4.36207069434114,3,0.22492818850106544,-0.14605649204466875,0.022682349668042556,0.014114676306099694,0.009387371072888118,0.019825449768796632,0.688118691208216
13,100,100,0.46,0.23,0.23,9,25,43,10,8,5,6,22,26,9,14,23,1.5547735945968528,0.5828415072712162,-0.10043372051146975,-0.3318533464368165,-0.7388468491852137,1.3407550336902165,0.41246312944140484,-0.7388468491852137,-1.1263911290388005,-1.6448536269514726,TRUE,0.7372069488692512,0.45233209909862915,13,0.5760485281770842,1.3804367038587888,-1.4228235360739352,-0.3453530189240497,0.7211820680300676,1.0738480908974837,1.6184284029456437,-320.38629859599376,0,132,NA,200,100,100,7,654.7725971919875,677.8608187578238,23,0,0.45813396221977887,0.23539875154312484,0.07739365834594004,0.28752083779808174,0.3996867523128534,0.09395336562515899,0.08866023339944828,0.052785152518517564,0.07380855395687784,0.1784270913264926,0.2896303924968507,0.09893853247287776,0.13410357188790112,0.225091857859,7.739365834594005,28.752083779808174,39.96867523128534,9.395336562515899,8.866023339944828,5.278515251851756,7.380855395687784,17.842709132649258,28.963039249685067,9.893853247287776,13.410357188790112,22.509185785899998,200000,200000,0.41465,0.4923,0.5346,0.52185,0.54155,0.680585,0.41535538878534306,0.49177241745875405,0.5342724074514206,0.521302609384585,0.5419108291899315,0.6787154613416284,-1.8732942174421534,-0.8029539760511331,0.1707786008285637,0.8882666561285366,1.3134835857373717,2.039962752641237,-2.039281542421201,-0.812235397973903,0.20682592531230742,0.8957705506608837,1.336210529817568,2.4157686206640556,2.710571878240728,2.6830951425983707,3,0.4431077462922296,-0.16598732497904778,-0.009281421922769928,0.03604732448374373,0.007503894532347122,0.022726944080196265,0.3758058680228187
14,100,100,0.88,0.17,0.71,66,13,4,4,9,4,9,3,0,1,8,79,1.3407550336902165,1.17498679206609,1.17498679206609,1.1263911290388005,0.8064212470182404,-0.4124631294414046,-0.8064212470182404,-0.9541652531461942,-1.1263911290388005,-1.7506860712521695,TRUE,0.3918899882042765,1.5205270275355596,14,3.829786078906474,2.528168157795701,0.41478151717052913,0.8139926084025932,0.9286078346381199,1.0881025150723604,1.7865280680155755,-191.0948061927269,0,140,NA,200,100,100,7,396.1896123854538,419.27783395129006,49,0,0.8744210839176998,0.17654618006982992,0.6608490744269477,0.13132633285701778,0.03127841264620457,0.038271253294868024,0.10126802837916704,0.03700689839579485,0.08838260483767009,0.028076182943224365,0.009120128301405725,0.013502729158437227,0.07040693672372655,0.790511418035536,66.08490744269477,13.132633285701779,3.1278412646204568,3.8271253294868024,10.126802837916705,3.700689839579485,8.838260483767009,2.8076182943224364,0.9120128301405726,1.3502729158437226,7.040693672372655,79.0511418035536,200000,200000,0.47381,0.535075,0.51283,0.517055,0.601795,0.93661,0.4728184391839821,0.5370436805473119,0.5127375969142601,0.5192507188538638,0.602532221514042,0.9365456935736928,-0.5539224453713251,0.6062788261803347,0.8703469669202114,1.0062203141928041,1.3807482828800715,2.185557923417298,-0.7531061108170758,0.6210581191428939,0.8718068747870458,1.0092907424693496,1.4524752026750583,4.75017442111394,0.6397807836936774,2.45129577136208,3,0.48415736197416814,-0.19918366544575072,0.014779292962559198,0.0014599078668343646,0.003070428276545467,0.0717269197949868,2.5646164976966417
15,100,100,0.77,0.15,0.62,35,38,12,0,1,14,5,14,4,3,3,71,1.6448536269514715,0.8778962950512288,0.7388468491852137,0.6433454053929168,0.5533847195556728,0.3853204664075676,-0.612812991016627,-1.0364333894937894,-1.0364333894937894,-1.080319340814956,TRUE,0.6950290296737263,1.3615993388001164,15,1.8546229497281326,1.3628820695363795,-0.38545922225713525,0.6250732450397803,0.9481861279014427,1.0126106717650576,1.0970258232176244,-235.490477098746,0,146,NA,200,100,100,7,484.980954197492,508.06917576332825,16,0,0.7470029684750169,0.17151735396424928,0.3499486063455357,0.384089900218781,0.09444413947143404,0.015894273738819686,0.01930802830937639,0.1363150519160532,0.050125696025783185,0.1333579023551257,0.06951343314407421,0.015350819490012602,0.020799035690062972,0.7108531132949414,34.99486063455357,38.4089900218781,9.444413947143405,1.5894273738819686,1.930802830937639,13.63150519160532,5.012569602578319,13.33579023551257,6.951343314407421,1.5350819490012602,2.079903569006297,71.08531132949413,200000,200000,0.563295,0.58674,0.53668,0.50914,0.507065,0.804995,0.5624336981664543,0.5870979235787678,0.5365467090868724,0.5077891269704444,0.5104463454524456,0.8049114042641704,-1.0583816911703743,0.1099566855849268,0.7798169532384593,0.9800593721989403,1.0541920999528571,1.6033820065690312,-0.9551811994925341,0.19674285973686323,0.7916198701363619,0.9805611752809831,1.0550739069469561,2.509997735636473,4.2458222722472945,7.337386316270461,3,0.06188724982264038,0.10320049167784018,0.08678617415193643,0.011802916897902582,5.018030820427288e-4,8.818069940990103e-4,0.9066157290674417
16,100,100,0.77,0.51,0.26,12,16,21,24,12,15,2,8,13,14,21,42,2.053748910631822,1.2815515655446008,0.7388468491852137,0.3318533464368165,-0.2018934791418509,1.17498679206609,0.5828415072712162,0.025068908258711057,-0.612812991016627,-1.0364333894937894,TRUE,0.9700077604302202,0.8148929706391307,16,0.841801374618865,1.0500996957833753,-1.201096552925844,-0.5542027582350582,0.00883646071657318,0.5488898665863668,1.0497895532511174,-328.3258444979569,0,128,NA,200,100,100,7,670.6516889959138,693.7399105617501,1,0,0.7861765120508294,0.49647480808739464,0.11485687501304725,0.1748631704237737,0.2138051464757844,0.20493429169442345,0.14463307672288983,0.14690743967008135,0.025861481706318558,0.06599628643536476,0.12196571980748731,0.17632315370569726,0.18835632215418863,0.4214970361909435,11.485687501304726,17.48631704237737,21.38051464757844,20.493429169442344,14.463307672288984,14.690743967008135,2.586148170631856,6.599628643536476,12.19657198074873,17.632315370569724,18.835632215418862,42.149703619094346,200000,200000,0.56105,0.537615,0.535585,0.536525,0.533815,0.625855,0.5608469694699145,0.5358523080205999,0.5343017871485028,0.5353100071962911,0.534723563439156,0.626733953246191,-1.6884542964083296,-0.8476252819086381,-0.2655580471987301,0.272153601220685,0.7828096062675999,1.5651551655127922,-1.5996523597121572,-0.8248262828651597,-0.2463774078936024,0.291146534752068,0.8001387272362404,1.816403664953199,2.6626058456419517,2.7001374088567567,3,0.44020394366959215,0.08880193669617231,0.022798999043478374,0.0191806393051277,0.018992933531382983,0.017329120968640477,0.2512484994404067
17,100,100,0.73,0.28,0.44999999999999996,9,49,14,10,17,1,0,14,13,14,39,20,Inf,1.080319340814956,0.612812991016627,0.2275449766411493,-0.8416212335729142,1.3407550336902165,-0.2018934791418509,-0.5828415072712162,-0.9153650878428141,-2.3263478740408408,FALSE,NA,NA,17,1.2315642957967117,0.9521779771681164,-1.3681580412733896,0.20921680374536655,0.6200672955934203,0.9732008072104094,2.0635875704258027,-293.4067330006565,0,136,NA,200,100,100,7,600.813466001313,623.9016875671493,25,0,0.7396311641249622,0.2676067413011489,0.08563130606279527,0.4972291963384448,0.14953275629761098,0.10237998643764135,0.1456983363191492,0.019528418544358384,0.0031639283945743947,0.13831606534509322,0.11888884213537018,0.1326961316990295,0.4158243476138711,0.19111068481206162,8.563130606279527,49.722919633844484,14.953275629761098,10.237998643764135,14.56983363191492,1.9528418544358384,0.31639283945743946,13.831606534509323,11.888884213537018,13.26961316990295,41.58243476138711,19.11106848120616,200000,200000,0.62967,0.65579,0.545875,0.53685,0.60173,0.609235,0.6298909083706369,0.6543010431236777,0.5447823712581007,0.5374141420251234,0.6029610712865082,0.6083856735930306,-1.8272965719505552,-0.47027036304237774,0.4088450084777873,0.788400609509216,1.3796071602742934,2.429654702383268,-1.6569905815327801,-0.24556846611438798,0.42720971895797777,0.8015940511078121,1.4884521661611594,2.5884445460500363,1.3171793076827047,2.031377092715866,3,0.565919879007944,0.17030599041777505,0.22470189692798975,0.01836471048019045,0.013193441598596145,0.10884500588686596,0.15878984366676807
18,100,100,0.75,0.17,0.58,73,6,4,8,4,5,17,4,4,5,5,65,0.9541652531461942,0.8064212470182404,0.6744897501960817,0.5244005127080407,0.3853204664075676,-0.612812991016627,-0.8064212470182404,-0.9541652531461942,-1.3407550336902165,-1.6448536269514726,TRUE,0.5310868403784413,1.2381791872779957,18,2.2901988438000114,1.7853212082360739,0.6080296745808611,0.824375636164969,1.0059500917241335,1.3370895601644976,1.6083537852488654,-215.22073689113546,0,134,NA,200,100,100,7,444.4414737822709,467.52969534810717,44,0,0.7640335465392987,0.1572197892171152,0.7284161035989821,0.06672081940030161,0.04764328778360105,0.066623086958291,0.036717843667132155,0.05387885859169206,0.17303946052075153,0.03277178990100668,0.030155203038943174,0.06075319072578672,0.05454170902321148,0.6487386467903005,72.84161035989821,6.672081940030161,4.764328778360105,6.6623086958291005,3.6717843667132155,5.387885859169206,17.303946052075155,3.2771789901006683,3.0155203038943172,6.075319072578672,5.454170902321148,64.87386467903005,200000,200000,0.56382,0.522745,0.52,0.54237,0.538295,0.8584,0.562086112443301,0.5217881036035125,0.520352214233307,0.5418066031907427,0.5389168008532013,0.8589909717551732,-0.45525127824201855,0.713414600468372,0.9126524235382395,1.1608802912870686,1.4637368040562637,2.0313033461367964,-0.3503958351686549,0.7181274844131851,0.9163475832387113,1.1747225370424144,1.474293039158142,3.31086422235754,1.2310777509737156,1.1968118055171588,3,0.7537690735562089,0.10485544307336364,0.004712883944813062,0.0036951597004718506,0.013842245755345761,0.010556235101878197,1.2795608762207435
19,100,100,0.49,0.21,0.28,14,25,40,6,8,7,12,20,19,9,10,30,1.17498679206609,0.46769879911450835,-0.025068908258711057,-0.2533471031357998,-0.5244005127080407,1.080319340814956,0.27931903444745404,-0.8064212470182404,-1.0364333894937894,-1.4757910281791702,TRUE,0.6360128894627279,0.41716459074123946,19,0.6386834721271849,1.5590428188134537,-1.123384303086992,-0.21560440186336494,0.7458799684469004,1.0377479970417873,1.4671018044445039,-326.33537306556786,0,132,NA,200,100,100,7,666.6707461311357,689.758967696972,11,0,0.47259116838731785,0.2278699634464738,0.13063715673696374,0.2840109054183132,0.35748197439824925,0.07817626692693391,0.07851951484125497,0.07117418167828493,0.12919090244303735,0.1626699334679292,0.23554799570171558,0.073603259525728,0.10140442811229777,0.2975834807492921,13.063715673696375,28.40109054183132,35.74819743982493,7.817626692693391,7.851951484125497,7.117418167828493,12.919090244303735,16.266993346792923,23.554799570171557,7.360325952572799,10.140442811229777,29.75834807492921,200000,200000,0.3798,0.49241,0.532795,0.517555,0.536465,0.71981,0.3796306687405133,0.4913396652623655,0.5330279853069773,0.5190867742893636,0.5353784437137789,0.7208563801066539,-1.624819796626418,-0.6250284737828862,0.24535478186343934,0.8855081120474458,1.2333935313302622,1.9107441197828048,-1.9031721201603968,-0.6330920303755613,0.27682364725361724,0.8910755582566545,1.2485564617609333,2.4535654924169843,3.579417437394791,3.5946638190983182,3,0.3086904850271437,-0.2783523235339789,-0.008063556592675103,0.0314688653901779,0.005567446209208682,0.015162930430671073,0.5428213726341795
20,100,100,0.55,0.23,0.32000000000000006,5,40,32,6,11,6,1,27,17,5,24,26,2.3263478740408408,0.5828415072712162,0.12566134685507413,0,-0.6433454053929168,1.6448536269514715,0.12566134685507413,-0.7388468491852137,-0.9541652531461942,-1.554773594596853,TRUE,0.8953025443313246,0.742821911970252,20,0.7880400462680373,1.2316329096991574,-1.7404518085524026,-0.052996874780218306,0.6788295914593567,0.8613335165116212,1.5804659867687154,-302.9005624943139,0,142,NA,200,100,100,7,619.8011249886277,642.889346554464,18,0,0.5353284172764842,0.248622920904632,0.040889857552551985,0.4379773413375161,0.2725098802052999,0.05409573035527793,0.13752709539381092,0.05700009515554316,0.020038277502245187,0.2273083336035534,0.21732497161771724,0.059055142200799104,0.21628922584278076,0.2599840492329043,4.088985755255199,43.79773413375161,27.25098802052999,5.409573035527792,13.752709539381092,5.700009515554316,2.0038277502245188,22.73083336035534,21.732497161771725,5.90551422007991,21.628922584278076,25.99840492329043,200000,200000,0.473445,0.534505,0.540535,0.512505,0.554095,0.65875,0.47264364572178924,0.5326457201821815,0.5378373703214135,0.5118793105809081,0.5545587684487079,0.6607491980559022,-2.1454481239075176,-0.7092954994621085,0.2992099403125892,0.7679471579545645,1.169817363998176,2.0073740815918018,-2.19276369486514,-0.661251338745684,0.3267198119390414,0.7701143901589507,1.2087496563390903,2.3246198344997464,4.7251015561675045,4.867234509371659,3,0.181781056642489,-0.04731557095762229,0.04804416071642448,0.027509871626452242,0.0021672322043861936,0.03893229234091433,0.31724575290794466
21,100,100,0.78,0.19,0.5900000000000001,65,14,2,0,9,10,13,7,2,0,2,76,1.1263911290388005,0.8416212335729144,0.7721932141886849,0.7721932141886849,0.7063025628400875,-0.3853204664075676,-0.8064212470182404,-0.8778962950512285,-0.8778962950512285,-1.2815515655446008,TRUE,0.479747705077111,1.2495191188181836,21,2.7423254715498775,2.1299611638761924,0.3792592301731426,0.8473670421731476,0.9438295627972592,0.9438295627972592,1.2460161530725111,-191.3828510091337,0,189,NA,200,100,100,7,396.7657020182674,419.85392358410365,21,0,0.8007713609907701,0.17262837549346233,0.6477523141540097,0.15385240145092793,0.02576690890160005,0,0.0662491429808304,0.10637923251263193,0.13361999194913107,0.05320208102203783,0.012406566038061007,0,0.041953364137783444,0.7588179968529867,64.77523141540097,15.385240145092794,2.576690890160005,0,6.6249142980830396,10.637923251263192,13.361999194913107,5.320208102203782,1.2406566038061007,0,4.195336413778344,75.88179968529867,200000,200000,0.48898,0.540115,0.512475,NA,0.53593,0.897405,0.4893258677542851,0.54202215490161465,0.5104682088889416,NA,0.5365763385479261,0.8971934991384181,-0.5731485031194768,0.6022104118035337,0.8949041409696911,NA,1.0866311590417397,1.725519637436874,-0.6943031436202394,0.6218617946875105,0.8959139151952524,NA,1.0976837349782351,3.617266829745513,3.2982114605234947,3.3839814616397703,3,0.33612398356263284,-0.12115464050076252,0.01965138288397672,0.0010097742255613662,NA,0.011052575936495446,1.891747192308639
22,100,100,0.64,0.2,0.44,30,24,26,8,3,9,7,21,8,5,11,48,1.4757910281791708,0.5828415072712162,0.35845879325119373,0.2275449766411493,-0.050153583464733656,0.5244005127080407,-0.10043372051146975,-0.8416212335729142,-1.17498679206609,-1.3407550336902165,TRUE,0.708253891491824,0.934414408672457,22,1.2385847895418378,1.338353902772388,-0.5673594211992239,0.22762350820985233,0.7817367509538563,1.0294074872116994,1.3220916078144902,-310.85557483985195,0,138,NA,200,100,100,7,635.7111496797039,658.7993712455402,1,0,0.6335802070266447,0.21718464935316617,0.2852350067252428,0.3047955219027434,0.1927848220188476,0.06554053322096542,0.05857529213775858,0.09306882399444216,0.08860792391132323,0.13640358720882817,0.1414082818532038,0.07148066797284869,0.08697546812851148,0.47512407092528464,28.523500672524282,30.47955219027434,19.27848220188476,6.554053322096543,5.857529213775859,9.306882399444216,8.860792391132323,13.640358720882817,14.14082818532038,7.148066797284869,8.697546812851147,47.51240709252846,200000,200000,0.5118,0.541265,0.543005,0.524645,0.52907,0.7326,0.5119551128355243,0.5406705745577447,0.5419510295934215,0.5224799243790335,0.5294156507409747,0.7335488621032805,-1.1907161869676401,-0.1611112025616158,0.4919149763057634,0.9009563881384377,1.16739659117988,1.7887452092951408,-1.1859180847083366,-0.12919856470597835,0.5150951739811357,0.9065213585989621,1.1759995735114097,2.3601605476399063,13.808940125648691,13.962424120051326,3,0.0029567487053541175,0.004798102259303549,0.031912637855637443,0.02318019767537227,0.005564970460524399,0.008602982331529674,0.5714153383447655
23,100,100,0.34,0.28,0.06,9,18,45,5,10,13,6,12,48,2,5,27,1.5547735945968528,0.9153650878428139,-0.4124631294414046,-0.4676987991145081,-0.612812991016627,1.3407550336902165,0.612812991016627,-0.5828415072712162,-0.7388468491852137,-1.1263911290388005,TRUE,0.9391802764817507,0.2883198346667515,23,0.32018107901064025,1.1006714085128408,-1.3603877641975992,-0.6430510960927243,0.6752783011280017,0.7830881469090727,1.0459729232236867,-291.469127646539,0,146,NA,200,100,100,7,596.938255293078,620.0264768589143,12,0,0.37349200007752037,0.2497494836403471,0.08685362421467774,0.1732418485218747,0.4901550436231005,0.03296180805212656,0.06900090868960629,0.14778676689861425,0.06339817424083574,0.1273530167161422,0.43575680896550173,0.036456682822536335,0.08221850511777795,0.2548168121372061,8.685362421467774,17.324184852187468,49.01550436231005,3.296180805212656,6.900090868960628,14.778676689861426,6.3398174240835745,12.735301671614218,43.575680896550175,3.6456682822536335,8.221850511777795,25.48168121372061,200000,200000,0.489125,0.506135,0.5285,0.50409,0.50741,0.573255,0.4910210685978206,0.5054818002453251,0.5287086344480734,0.5035164420928265,0.5092566394983277,0.5750377298650826,-1.8207801987880814,-0.959844668171861,0.013912170559439075,0.7284772978083215,0.9092808789909108,1.5620773921984286,-1.8388391323880613,-0.9560413339037435,0.05069942817835754,0.7288563372503405,0.9117113073645928,1.7066810502685568,5.459901416375034,5.524323815326709,3,0.13719100058618627,-0.0180589335999799,0.0038033342681175197,0.03678725761891847,3.790394420190024e-4,0.0024304283736820143,0.1446036580701282
24,100,100,0.48,0.2,0.27999999999999997,80,0,0,0,0,20,52,0,0,0,0,48,-0.050153583464733656,-0.050153583464733656,-0.050153583464733656,-0.050153583464733656,-0.050153583464733656,-0.8416212335729142,-0.8416212335729142,-0.8416212335729142,-0.8416212335729142,-0.8416212335729142,TRUE,NA,-0.05015358346473364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,100,100,0.61,0.15,0.45999999999999996,7,74,4,1,10,4,1,37,1,0,14,47,2.3263478740408408,0.3054807880993974,0.27931903444745404,0.27931903444745404,-0.0752698620998299,1.4757910281791708,-0.8778962950512285,-1.0364333894937894,-1.080319340814956,-1.7506860712521695,TRUE,0.7753323904939671,1.130036057467764,25,1.4898902189528382,1.4325032523218129,-1.5247713901558693,0.9460618799852689,1.043163819822221,1.0635230843213632,1.6287902211757888,-205.8547710395652,0,150,NA,200,100,100,7,425.7095420791304,448.79776364496666,4,0,0.6224228074539342,0.14843621348362745,0.06365806410924148,0.7642834232138231,0.02362229919330794,0.0046638123312483515,0.09209368338851265,0.051678717763866455,0.017668689119987743,0.3344395076244587,0.02546899580161932,0.005412613193748583,0.1556323579139881,0.46137783634619756,6.365806410924148,76.42834232138232,2.362229919330794,0.46638123312483515,9.209368338851265,5.1678717763866455,1.7668689119987744,33.443950762445866,2.546899580161932,0.5412613193748583,15.56323579139881,46.13778363461976,200000,200000,0.455855,0.618635,0.511395,0.503365,0.564465,0.76704,0.4574801212269863,0.6185804379106408,0.50999769381743,0.5021480002537518,0.5655815084026397,0.7670817303593966,-1.9597694487058428,-0.17042659224425188,0.99383171748086,1.053307068645606,1.3110235586625454,2.0488771377056834,-2.042754879433181,0.08654031903967963,0.9948024599414534,1.0533508002453602,1.348012004114477,2.7227320699092794,4.04179417066504,5.133660528329894,3,0.16226744992911535,-0.0829854307273381,0.2569669112839315,9.707424605934767e-4,4.373159975412655e-5,0.036988445451931584,0.673854932203596
26,100,100,0.72,0.14,0.58,6,29,51,13,1,0,0,6,22,31,26,15,Inf,1.5547735945968528,0.5828415072712162,-0.22754497664114945,-1.0364333894937894,1.5547735945968528,0.3853204664075676,-1.080319340814956,-2.3263478740408408,-Inf,NA,NA,NA,26,1.9126158292688293,1.4073946311908725,-1.602641839111863,-0.3631463296955715,1.079334011550408,2.2424878823055905,3.380943511088099,-269.1578801043903,0,154,NA,200,100,100,7,552.3157602087806,575.4039817746169,11,0,0.7230994933548611,0.140219428077189,0.054506875489333875,0.30374091320706187,0.5015327832264153,0.12775449927176508,0.012103741845613913,3.611869598100226e-4,0.006249995072296698,0.04668875885597273,0.22396175271686952,0.315756404098183,0.25893722976610345,0.1484058594905746,5.450687548933388,30.374091320706185,50.153278322641526,12.775449927176508,1.2103741845613913,0.03611869598100226,0.6249995072296698,4.668875885597273,22.396175271686953,31.575640409818302,25.893722976610345,14.840585949057461,200000,200000,0.48686,0.549585,0.63266,0.65949,0.688,0.763505,0.48708482850281937,0.5495354382294824,0.6318451749743403,0.6589540199550156,0.6868288248137092,0.7628623888357187,-2.026397252925643,-0.8659778176929616,0.30042267740372813,1.491406431845177,2.5583254463776832,3.6392833983878474,-2.057158581847854,-0.8093785409850844,0.486918454095856,1.6749094763973293,2.7639542073917602,4.108037191760657,0.5714903589631717,1.8635696821423877,3,0.6012001091111094,-0.030761328922211284,0.05659927670787712,0.18649577669212786,0.18350304455215238,0.205628761014077,0.4687537933728092
27,100,100,0.6,0.26,0.33999999999999997,1,15,58,23,3,0,0,4,36,33,14,13,Inf,1.7506860712521695,0.2533471031357998,-0.612812991016627,-1.1263911290388005,2.3263478740408408,0.9944578832097528,-0.6433454053929168,-1.8807936081512509,-Inf,NA,NA,NA,27,1.0561386326795201,1.2276053975934718,-2.415197539515684,-1.014090429426676,0.6887968081339659,1.8150152438102096,2.489234731138906,-250.48662664462952,0,152,NA,200,100,100,7,514.973253289259,538.0614748550953,8,0,0.6176194168036002,0.24547557228035166,0.007863338962133417,0.14740646321777573,0.5992546255397392,0.21071478883065353,0.028359862826259352,0.006400920623438777,0.0023439689407015758,0.04351578871182724,0.336520825543871,0.3493898643973227,0.14670339998712079,0.12152615241915665,0.7863338962133417,14.740646321777573,59.925462553973915,21.071478883065353,2.835986282625935,0.6400920623438777,0.23439689407015757,4.351578871182724,33.6520825543871,34.938986439732275,14.670339998712079,12.152615241915665,200000,200000,0.47695,0.51733,0.590485,0.6016,0.576195,0.672245,0.47724821759134084,0.517388067262402,0.5886169298414513,0.5990730136667604,0.5760833630620071,0.6716843243330639,-2.7456445269771734,-1.4719269400950126,-0.12704299367737393,1.128806988210305,2.0744405246063153,2.8129398459961865,-2.7782465306448323,-1.4523239594005073,0.015621347040013722,1.2385613215865234,2.1249584432359327,3.0949179421492543,0.7000216503991892,2.4379878530369705,3,0.48660237173594045,-0.03260200366765886,0.01960298069450528,0.14266434071738765,0.10975433337621854,0.05051791862961741,0.2819780961530678
