ppt,n_old,n_new,p_hit,p_fa,Pr,N1,N2,N3,N4,N5,N6,O1,O2,O3,O4,O5,O6,zH1,zH2,zH3,zH4,zH5,zF1,zF2,zF3,zF4,zF5,do_zROC,zROC_slp,zROC_int,fitppt,dpri,c1,c2,c3,c4,c5,lglik,convr,fn,gr,dpoints,Nold,Nnew,freep,aic,bic,bfSim,chk_lik,epH,epF,edpri,pN1,pN2,pN3,pN4,pN5,pN6,pO1,pO2,pO3,pO4,pO5,pO6,eN1,eN2,eN3,eN4,eN5,eN6,eO1,eO2,eO3,eO4,eO5,eO6,nsim2AFC,sim_eFCpcor1,sim_eFCpcor2,sim_eFCpcor3,sim_eFCpcor4,sim_eFCpcor5,sim_eFCpcor6,eFCpcor1,eFCpcor2,eFCpcor3,eFCpcor4,eFCpcor5,eFCpcor6,eStrengthN1,eStrengthN2,eStrengthN3,eStrengthN4,eStrengthN5,eStrengthN6,eStrengthO1,eStrengthO2,eStrengthO3,eStrengthO4,eStrengthO5,eStrengthO6,ChiSq,G,df,pG,d_eStrength1,d_eStrength2,d_eStrength3,d_eStrength4,d_eStrength5,d_eStrength6
1,100,100,0.46,0.15,0.31000000000000005,77,1,7,5,6,4,44,6,4,5,5,36,0.1509692154967774,0,-0.10043372051146975,-0.22754497664114945,-0.35845879325119373,-0.7388468491852137,-0.7721932141886849,-1.0364333894937894,-1.2815515655446008,-1.7506860712521695,TRUE,0.4507202766982133,0.3958841302645235,1,0.989742558500511,0.7871186260334974,0.8874274216951235,1.0528608514399689,1.2197485909415728,1.4318088205885369,-226.45264400505906,0,119,NA,200,100,100,6,464.9052880101181,484.69519220940634,21,0,0.4748361538416812,0.14620238539791142,0.989742558500511,0.7843937865855983,0.028181800709720317,0.04122202730676994,0.03492228777490347,0.03518082651104415,0.0760992711119638,0.4197144913037889,0.039538779159597526,0.06591057569493236,0.06579261275785286,0.07982291242767703,0.3292206286561513,78.43937865855983,2.8181800709720317,4.122202730676994,3.492228777490347,3.518082651104415,7.609927111196379,41.97144913037889,3.953877915959753,6.591057569493236,6.579261275785287,7.982291242767703,32.92206286561513,200000,0.675325,0.50812,0.51232,0.51454,0.51583,0.619085,0.6744410795165576,0.5082709322140799,0.5136326397337013,0.5137499064044163,0.517452922877283,0.6187777082202366,-0.3731136205436643,0.8365712984599146,0.9679345080750628,1.13367142640947,1.3208243491233878,1.880880107580563,0.058547194684390735,0.8374008243492597,0.9701887936227614,1.1359648753846374,1.3245214158989316,2.0887168976870063,11.279398219139791,11.514116433184737,4,0.021354973912208974,0.43166081522805505,8.295258893450397e-4,0.0022542855476986867,0.002293448975167367,0.0036970667755438225,0.2078367901064433
2,100,100,0.53,0.25,0.28,1,7,67,22,2,1,0,7,40,28,9,16,Inf,1.4757910281791708,0.0752698620998299,-0.6744897501960817,-0.9944578832097528,2.3263478740408408,1.4050715603096327,-0.6744897501960817,-1.8807936081512509,-2.3263478740408408,FALSE,NA,NA,2,0.6814277640857553,-2.320261973181231,-1.1602719049378312,0.6231527362974021,1.490227267684191,1.8120176179268586,-243.27783557414787,0,135,NA,200,100,100,6,498.55567114829574,518.3455753475839,16,0,0.5232352206796058,0.26659207862509127,0.6814277640857553,0.010163354944999162,0.112805704769721,0.6104388616601886,0.19850983412541556,0.03309050734400987,0.034991737155665836,0.0013424283245253037,0.03141711800392475,0.4440052329919441,0.31391997977756037,0.08020136092961216,0.1291138799724333,1.0163354944999161,11.2805704769721,61.04388616601886,19.850983412541556,3.3090507344009867,3.4991737155665836,0.13424283245253035,3.141711800392475,44.40052329919441,31.391997977756038,8.020136092961216,12.91138799724333,200000,0.54991,0.55455,0.5925,0.548145,0.518065,0.56828,0.5504720476201738,0.5547281273319742,0.5921243211289108,0.5479057560813931,0.5181277759860203,0.569766454064158,-2.659718619132964,-1.5644201547855279,-0.20482365566113325,0.9929764313996307,1.6369898179569073,2.20780954872371,-2.6032414465367317,-1.5074445789743915,-0.05074370050655452,1.0338016134647487,1.6427971249753215,2.312121014751205,11.140703964276035,11.16703899765436,4,0.024749499355190996,0.056477172596232084,0.056975575811136325,0.15407995515457873,0.04082518206511809,0.005807307018414143,0.10431146602749486
3,100,100,0.68,0.33,0.35000000000000003,19,28,20,13,14,6,6,11,15,7,11,50,1.5547735945968528,0.9541652531461942,0.46769879911450835,0.27931903444745404,0,0.8778962950512288,0.0752698620998299,-0.4399131656732338,-0.8416212335729142,-1.554773594596853,TRUE,0.6562360081346379,0.8983484325934118,3,1.0480551626441934,-0.7672345783603132,-0.022883037531414185,0.48254545275149996,0.7692712416511773,1.1795781668168965,-323.45486438700055,0,111,NA,200,100,100,6,658.9097287740011,678.6996329732893,20,0,0.7141364391341934,0.31470925888157786,1.0480551626441934,0.22147102873611238,0.26940075673522357,0.19441895564708617,0.0938431059983238,0.10178213748648002,0.11908401539677405,0.034739697367140956,0.1073589116981437,0.1437649518005219,0.10434176645260129,0.16211387771131058,0.44768079497028157,22.14710287361124,26.940075673522358,19.441895564708616,9.384310599832379,10.178213748648002,11.908401539677405,3.473969736714096,10.73589116981437,14.37649518005219,10.434176645260129,16.211387771131058,44.768079497028154,200000,0.61218,0.56305,0.54227,0.522885,0.536185,0.63758,0.6127223891675444,0.5631583612051964,0.5438220625224321,0.5249882725846041,0.53564025563739,0.6371861879506977,-1.3420529737513764,-0.37717782547174333,0.2249811321152586,0.6216342874909566,0.9608664604362368,1.6707709460112583,-1.1626140359127959,-0.3308339911409415,0.24705356242179521,0.6287918455091658,0.9754518884444521,1.9315119742046463,11.551818316347036,11.941535549544465,4,0.017791358770926413,0.17943893783858056,0.04634383433080186,0.022072430306536606,0.007157558018209165,0.014585428008215273,0.26074102819338796
4,100,100,0.46,0.12,0.34,35,31,22,8,4,0,13,18,23,8,14,24,1.1263911290388005,0.49585034734745304,-0.10043372051146975,-0.3054807880993974,-0.7063025628400875,0.3853204664075676,-0.4124631294414046,-1.17498679206609,-1.7506860712521695,-Inf,FALSE,NA,NA,4,1.0003627730995723,-0.29496630792638356,0.4393998165021328,1.1044189907330022,1.398406624879505,1.837171338559612,-318.48511051559444,0,127,NA,200,100,100,6,648.9702210311889,668.7601252304771,6,0,0.45856236772102354,0.13470571328725356,1.0003627730995723,0.3840098087920609,0.28580426147881555,0.19548021644186997,0.05371021584372759,0.04790319473977167,0.033092302703754295,0.09760336563678615,0.18980802950396977,0.25402623713822053,0.11326343689976026,0.14394883983262707,0.2013500909886362,38.400980879206095,28.580426147881553,19.548021644186996,5.371021584372759,4.790319473977167,3.3092302703754295,9.760336563678615,18.980802950396978,25.402623713822052,11.326343689976026,14.394883983262707,20.13500909886362,200000,0.62493,0.559735,0.557385,0.52476,0.534005,0.604595,0.6254712543459033,0.5602145881314851,0.5547737016806247,0.5244156144901218,0.5361174776985435,0.6062077828295825,-0.9946603950220481,0.0690293607091761,0.743997478867961,1.2424456803746462,1.5922126418960454,2.2298108774105914,-0.7660769321203988,0.1128802503448888,0.7802023097339678,1.2496100131806092,1.6079589838131927,2.3964134692482624,5.313670934668189,11.73705938570151,4,0.019417518051309646,0.22858346290164921,0.043850889635712695,0.03620483086600679,0.0071643328059629585,0.0157463419171473,0.166602591837671
5,100,100,0.55,0.21,0.3400000000000001,2,26,51,19,2,0,0,11,34,30,14,11,Inf,1.2265281200366105,0.12566134685507413,-0.6744897501960817,-1.2265281200366105,2.053748910631822,0.5828415072712162,-0.8064212470182404,-2.0537489106318225,-Inf,NA,NA,NA,5,0.9111252172639875,-2.065295887903897,-0.49021180262984854,0.779372955789347,1.6774287579725975,2.239305798850128,-268.6431977423811,0,123,NA,200,100,100,6,549.2863954847622,569.0762996840505,14,0,0.5524098764488823,0.21788002497539072,0.9111252172639875,0.019447506210456465,0.2925445087054917,0.4701279601086611,0.1711506900948826,0.034161321963285474,0.012568012917222648,0.0014581705418076972,0.07909848739376654,0.3670334656155435,0.3306620204323665,0.12968862711969742,0.09205922889681839,1.9447506210456464,29.25445087054917,47.01279601086611,17.11506900948826,3.4161321963285474,1.2568012917222648,0.1458170541807697,7.909848739376654,36.70334656155435,33.06620204323665,12.968862711969741,9.205922889681839,200000,0.568185,0.59405,0.593065,0.566025,0.540605,0.585025,0.5698188552828078,0.594517691379765,0.5924201975415422,0.5659254407951388,0.5413914548295258,0.5850193750391708,-2.431174191532041,-1.0476879939543828,0.126192653097085,1.1495476048273963,1.908366167742467,2.5867870558554307,-2.3500670402996793,-0.9181380271225977,0.24075751283524094,1.2076715110565264,1.9312574520491372,2.70495477962592,3.618705642867817,6.38477006331213,4,0.17219714964656752,0.08110715123236156,0.1295499668317851,0.11456485973815594,0.05812390622913011,0.0228912843066702,0.11816772377048945
6,100,100,0.65,0.17,0.48,28,35,20,4,11,2,8,13,14,0,12,53,1.4050715603096327,0.8064212470182404,0.3853204664075676,0.3853204664075676,0.0752698620998299,0.5828415072712162,-0.3318533464368165,-0.9541652531461942,-1.1263911290388005,-2.0537489106318225,TRUE,0.5141458489610502,1.0107989971701858,6,1.3051665003368642,-0.44861351265107263,0.3676208319865789,0.8873963751501511,0.9527203959784201,1.3772523228899922,-293.906318256952,0,127,NA,200,100,100,6,599.812636513904,619.6025407131922,22,0,0.6619424022699312,0.18743276719416602,1.3051665003368642,0.3268552421705755,0.31656676818166907,0.16914522245358943,0.01706688895475017,0.086148753195054,0.08421712504436185,0.039734104552981354,0.13450486743763326,0.16381862573945416,0.024194267762935817,0.1664813300895147,0.4712668044174807,32.68552421705755,31.656676818166908,16.914522245358942,1.706688895475017,8.6148753195054,8.421712504436185,3.9734104552981355,13.450486743763326,16.381862573945416,2.419426776293582,16.648133008951472,47.12668044174807,200000,0.646295,0.585935,0.557915,0.507215,0.54412,0.666415,0.6478657239096468,0.5861350452707936,0.5560651223353827,0.5071038858209748,0.5458474638021579,0.6658408880555544,-1.103704573437989,-0.038297557941149106,0.6135321138342457,0.9197312769016309,1.147664091243541,1.8349302675168924,-0.8518687361145565,0.031197456787668276,0.6425977093995988,0.920195309976666,1.1670789744315049,2.1495015925464247,16.697819088233874,22.01036516920197,4,1.994705112192685e-4,0.2518358373234324,0.06949501472881739,0.029065595565353153,4.640330750350641e-4,0.019414883187963916,0.31457132502953233
7,100,100,0.59,0.19,0.39999999999999997,2,13,66,17,2,0,0,4,37,29,7,23,Inf,1.7506860712521695,0.2275449766411493,-0.5244005127080407,-0.7388468491852137,2.053748910631822,1.0364333894937894,-0.8778962950512285,-2.0537489106318225,-Inf,NA,NA,NA,7,1.1043805586342832,-2.036626055346017,-0.9350655943064226,0.8610975753113286,1.7005758415426775,1.947113980173448,-241.95803738857177,0,123,NA,200,100,100,6,495.91607477714354,515.7059789764318,7,0,0.596106907101176,0.19459215225683468,1.1043805586342832,0.02084376485175982,0.1540334832799062,0.6305305996114993,0.15008082036160075,0.018750796239324075,0.025760535655909855,8.418411503633514e-4,0.019860918933835958,0.3831903328146248,0.3205845188563588,0.07583361277733947,0.19968877546747765,2.084376485175982,15.40334832799062,63.05305996114993,15.008082036160076,1.8750796239324075,2.5760535655909855,0.08418411503633513,1.9860918933835958,38.31903328146248,32.05845188563588,7.583361277733946,19.968877546747766,200000,0.5819,0.586485,0.64845,0.5736,0.521255,0.61506,0.5831181390512074,0.5855786222857796,0.6480304330810748,0.5749512998646905,0.5225788651623993,0.6150628346248748,-2.4056954868569513,-1.3472185833820784,-0.028067665150089276,1.2086887861091211,1.8146564806907686,2.326457268323698,-2.3100796349745027,-1.261166850101091,0.22374023043549673,1.270718875262,1.8202100369808694,2.5050592574493304,3.673111422889176,8.52245534914851,4,0.0742094872218304,0.09561585188244859,0.08605173328098736,0.25180789558558603,0.06203008915287889,0.005553556290100792,0.17860198912563252
8,100,100,0.53,0.24,0.29000000000000004,13,23,40,20,2,2,9,11,27,19,17,17,1.3407550336902165,0.8416212335729144,0.0752698620998299,-0.4124631294414046,-0.9541652531461942,1.1263911290388005,0.35845879325119373,-0.7063025628400875,-1.7506860712521695,-2.0537489106318225,TRUE,0.6777183267509499,0.5883434486375599,8,0.6993246329788232,-0.9372324798714786,-0.28050646558184034,0.6421720967958006,1.2849818383997622,1.7641940396705746,-324.58235803969296,0,109,NA,200,100,100,6,661.1647160793859,680.9546202786742,12,0,0.5227881565213015,0.2603807240843725,0.6993246329788232,0.17431949294924454,0.21522498989435757,0.3500747930720254,0.16098140877539835,0.060549657362301224,0.038849657946672944,0.05086152147364147,0.11272322778228569,0.31362709422277135,0.24373520768077633,0.1355854332918336,0.14346751554869153,17.431949294924454,21.522498989435757,35.00747930720254,16.098140877539834,6.054965736230122,3.8849657946672944,5.086152147364147,11.272322778228569,31.362709422277135,24.373520768077633,13.558543329183358,14.346751554869153,200000,0.57647,0.534615,0.552385,0.53661,0.5287,0.573255,0.5756740304385619,0.5374545594733556,0.552790931649023,0.5369562177090847,0.5275094242413232,0.5728108175142721,-1.4750982580758634,-0.5873549680963731,0.16836950004475512,0.9310543167527124,1.4958853676135877,2.166097515689693,-1.3562398123320623,-0.5630700908049833,0.21645527384730212,0.9546066929270921,1.5089555410544788,2.276656427758061,12.690184797859478,13.329001388641636,4,0.009775252667495682,0.11885844574380111,0.02428487729138984,0.048085773802547,0.023552376174379663,0.01307017344089112,0.1105589120683681
9,100,100,0.76,0.21,0.55,33,29,17,8,3,10,10,11,3,8,4,64,1.2815515655446008,0.8064212470182404,0.7063025628400875,0.46769879911450835,0.35845879325119373,0.4399131656732339,-0.3054807880993974,-0.8064212470182404,-1.1263911290388005,-1.2815515655446008,TRUE,0.5083252028085709,1.0372079609379166,9,1.2852171992155408,-0.31519263224591776,0.3366526920952806,0.648370932178618,0.9154327076295277,1.036491624225276,-283.26252472437454,0,119,NA,200,100,100,6,578.5250494487491,598.3149536480373,17,0,0.7378875071499211,0.25837253311496167,1.2852171992155408,0.376307699649165,0.25550293543924263,0.10981683179663071,0.07839027599904558,0.029995834644829356,0.14998642247108673,0.05475384775416265,0.11666722718260986,0.09069141791330637,0.0936590428472529,0.046014996514496864,0.5982134677881714,37.630769964916496,25.550293543924262,10.98168317966307,7.839027599904558,2.9995834644829356,14.998642247108673,5.4753847754162654,11.666722718260985,9.069141791330637,9.365904284725291,4.601499651449687,59.821346778817144,200000,0.652455,0.568115,0.53469,0.52866,0.512945,0.678605,0.6521478177391646,0.5685523799030792,0.5332846422815949,0.5285394487314776,0.5129591013044538,0.6809595719721105,-1.0087746628364525,0.010355449424944973,0.4885382224958795,0.7772689768700533,0.9747711098645986,1.5544387206046986,-0.7392636291155488,0.054731277186764515,0.49890340054638205,0.7848852743557203,0.976339657090396,1.9317941120269604,14.411346728886372,14.868852025522285,4,0.004981100903792557,0.2695110337209037,0.044375827761819545,0.010365178050502522,0.007616297485667056,0.0015685472257974675,0.3773553914222618
10,100,100,0.65,0.39,0.26,21,24,16,7,8,24,15,12,8,5,10,50,1.0364333894937894,0.612812991016627,0.3853204664075676,0.2533471031357998,0,0.8064212470182404,0.12566134685507413,-0.27931903444745404,-0.4676987991145081,-0.7063025628400875,TRUE,0.657386312034392,0.526113709350212,10,0.5405961959557068,-0.6799532908393224,-0.11283081443569742,0.20835017554348123,0.36737059971305086,0.6120012030318686,-318.9935624088699,0,119,NA,200,100,100,6,649.9871248177398,669.777029017028,8,0,0.630148251870265,0.41747777836364375,0.5405961959557068,0.2482670184774099,0.2068153254945267,0.12743987766441967,0.06080647897609748,0.08640281858112031,0.27026848080642596,0.11112832089302449,0.14561219429108208,0.11311123294562841,0.06138530430912631,0.09722523520435195,0.47153771235678676,24.82670184774099,20.68153254945267,12.743987766441967,6.080647897609747,8.640281858112031,27.026848080642594,11.112832089302449,14.561219429108208,11.311123294562842,6.138530430912631,9.722523520435194,47.153771235678676,200000,0.564215,0.5258,0.514415,0.50612,0.51162,0.578015,0.5650807511836584,0.5252747146269864,0.5144381726523769,0.5071603580377847,0.511006886671072,0.5793046544216227,-1.2752518041398304,-0.38588995452886066,0.047350529140348666,0.2872543142416769,0.4872492809173822,1.2240048802657688,-1.163884765967315,-0.3716606526495615,0.05198001705345562,0.2883925124974608,0.489939284819186,1.3844874197901658,5.649982376545992,5.6175182075067696,4,0.2295910348274881,0.11136703817251536,0.014229301879299161,0.004629487913106953,0.0011381982557838732,0.00269000390180385,0.16048253952439695
